           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        419904.53        274790.94       -3141987.5          6270126       -94709.969        -111222.2
              -17              -18                7        1587591.8        721060.69         -3168274          6270744       -158625.78       -131095.73
              -16              -18                7          2735956          1161196       -3189142.5          6254568        -203666.3       -152241.44
              -15              -18                7          3864996        1595196.9       -3204592.5        6221597.5       -229831.41       -174659.27
              -14              -18                7          4974714        2023063.1         -3214624        6171830.5       -237121.16       -198349.25
              -13              -18                7          6053581        2390748.5         -3144804          6093117       -254683.59       -217176.38
              -12              -18                7          6998211          2704384       -3017884.3        5958012.5        -276895.5       -228049.77
              -11              -18                7          7835120          3013918       -2909956.3        5777469.5       -278537.31       -233192.84
              -10              -18                7          8647376        3319438.5       -2797121.5        5574291.5       -265480.63       -233134.95
               -9              -18                7          9434977        3620946.3         -2679380          5348478       -237725.41       -227876.03
               -8              -18                7         10303228        3988387.8       -2532603.8        5358421.5       -366120.53       -314409.53
               -7              -18                7         11119691        4306897.5       -2253761.3        4788413.5       -483146.13        -350391.5
               -6              -18                7         11822935        4587299.5       -1973829.9        4205685.5          -541854       -378115.78
               -5              -18                7         12412961          4829594       -1692809.4          3610235       -542244.13       -397582.47
               -4              -18                7         12889768          5033780       -1410699.4        3002062.3       -484316.47       -408791.38
               -3              -18                7         13253358          5199859       -1127500.4        2381168.5       -368071.09       -411742.66
               -2              -18                7         13503729          5327830       -843212.25        1747552.4       -193508.03       -406436.28
               -1              -18                7         13668682          5421321       -478894.81        930443.88        57241.336       -266747.34
                0              -18                7         13762010          5509371        95443.656       -85022.656        -17377.93         25676.25
                1              -18                7         13700654          5407041        507869.69       -783616.88        86826.336        23969.273
                2              -18                7         13551175          5290327        887328.38       -1488596.8           196318        66438.547
                3              -18                7         13299974          5151467        1256980.4       -2176863.5        281259.22        103642.49
                4              -18                7         12947054        4990461.5        1616825.5         -2848417        341650.09        135581.16
                5              -18                7         12492413          4807308        1966864.5       -3503258.8        377490.59        162254.52
                6              -18                7         11936048          4602008          2307096       -4141386.3        388780.69        183662.53
                7              -18                7         11277964        4374560.5        2637521.5         -4762802        375520.47        199805.25
                8              -18                7         10417004        4160021.3          2929100         -5277421        320205.47        209970.16
                9              -18                7          9465238          3877539        2986377.3         -5463409        272937.56        216111.88
               10              -18                7          8674208        3505356.3        2997594.5         -5632481        275687.38         226800.5
               11              -18                7          7865357        3134299.8          3020707         -5784662        274544.59        232010.38
               12              -18                7          7034421        2764822.3        3057988.8       -5920284.5        268255.25        232381.31
               13              -18                7          6043826          2414512          3160605       -6050206.5        217360.13        246305.48
               14              -18                7          4963635        1982421.1        3143327.8       -6131038.5        223911.61        232018.88
               15              -18                7        3864425.8        1550851.5        3130270.8         -6193647        213259.13        211627.95
               16              -18                7        2746238.8        1119855.1        3121499.8       -6238050.5        185361.61        185145.23
               17              -18                7          1609075        689432.25        3117013.8         -6264248        140219.06        152570.75
               18              -18                7        452934.09        259582.59        3116813.8       -6272241.5        77831.484        113904.49
              -18              -17                7        438134.81        302061.97       -4326192.5          5877479         12427.75       -213019.11
              -17              -17                7        1615449.3        733954.31         -4353781        5869496.5       -45995.344       -235010.64
              -16              -17                7          2773441          1159712         -4375951        5844718.5       -85543.078       -258274.33
              -15              -17                7        3912108.8        1579335.5       -4392702.5        5803145.5       -106215.44       -282810.13
              -14              -17                7          5014619        1939560.5         -4341961        5736180.5       -133048.11       -304515.63
              -13              -17                7        6081815.5        2246519.5         -4208299          5646616       -168529.78       -321920.22
              -12              -17                7        7129201.5        2550352.8       -4042998.3          5543117       -190795.61       -338270.13
              -11              -17                7          8003113        2849017.8       -3902710.8          5380809       -191477.38       -340127.09
              -10              -17                7          8812444        3143225.5       -3769637.3          5184965       -175413.31       -333679.03
               -9              -17                7          9597122          3433420       -3631657.5          4966486       -144650.73       -322030.03
               -8              -17                7         10581080        3740725.5       -3507003.3          5173571       -284848.41       -545561.56
               -7              -17                7         11522137        3912917.5       -3245433.5          4969629       -375404.25       -687086.31
               -6              -17                7         12281145        4098646.5       -2872787.8        4391704.5       -412834.41       -747393.13
               -5              -17                7         12926936          4246268       -2499052.3        3801058.3       -391946.81       -799442.19
               -4              -17                7         13459506        4355781.5       -2124228.3        3197690.3       -312741.44       -843233.75
               -3              -17                7         13878860        4427187.5       -1748314.4        2581600.5       -175218.34       -878767.44
               -2              -17                7         14207772          4574590       -1207890.9        1720022.3        61258.645       -523721.19
               -1              -17                7         14438967          4673486       -588289.56         845821.5        253542.61       -95433.836
                0              -17                7         14456064        4771307.5        181528.44       -92606.188       -283377.34        88323.055
                1              -17                7         14382420        4727225.5         691978.5       -784882.38       -126507.88        127086.84
                2              -17                7         14216955        4648688.5        1180620.8       -1456605.9        20881.172        172751.84
                3              -17                7         13949766          4548005          1659456       -2111616.3        143719.84        213151.55
                4              -17                7         13580858          4425175        2128484.8         -2749914        242008.16        248285.94
                5              -17                7         13110226        4280197.5          2587707       -3371498.5        315746.06           278155
                6              -17                7         12537874          4113073          3037122         -3976370        364933.63        302758.75
                7              -17                7         11863802        3923802.5        3476730.8       -4564529.5        389570.88        322097.22
                8              -17                7         10675852          3861324        3764413.3         -4810323        304888.47        330027.75
                9              -17                7          9543930        3683368.3        3902304.3         -4995476        208377.44        307046.69
               10              -17                7          8757850          3319030        3942922.8         -5167843        218187.83        317434.34
               11              -17                7          7953950        2955818.3          3995436         -5323320        224105.61        322343.19
               12              -17                7        7016888.5          2605011          4119572       -5465376.5        190967.91        337719.41
               13              -17                7          6027941        2263954.8        4234534.5         -5592136        145322.48        348473.06
               14              -17                7        5015025.5        1930502.4          4321606         -5702822        95875.266        350320.28
               15              -17                7          3915479        1522225.6          4315445         -5776148         84398.75           328110
               16              -17                7          2789560        1105489.5          4304478         -5828953        61124.488        297937.53
               17              -17                7        1644663.9        689326.75        4297797.5       -5863552.5        20605.199        261673.31
               18              -17                7        480790.41        273737.19          4295402         -5879947       -37159.109        219317.27
              -18              -16                7        462397.13        330014.25       -5484257.5          5484673        100763.14       -313853.09
              -17              -16                7        1649339.3        747529.25       -5513147.5          5468089         47832.82       -337962.63
              -16              -16                7        2816957.8        1158909.3         -5536619        5434709.5        13777.826       -363344.22
              -15              -16                7        3943139.5        1511670.3         -5504885          5379473       -22347.906       -387916.63
              -14              -16                7          5028991        1811598.5         -5401380          5304887       -63439.055        -410053.5
              -13              -16                7          6095029        2108399.8       -5266235.5          5216365       -91314.375       -431135.56
              -12              -16                7        7141256.5        2402074.5         -5099452          5113908       -105973.78       -451162.94
              -11              -16                7          8161575        2692497.5         -4902973          4995860       -107215.73       -469253.13
              -10              -16                7          8967982          2975392         -4749662        4807350.5       -88144.313       -456414.91
               -9              -16                7          9777939        3261942.5         -4594960          4632346        -73733.32       -473610.13
               -8              -16                7         10871794        3491946.5         -4442006        4709806.5       -200835.48       -805402.75
               -7              -16                7         12008755          3486970         -4234445        4631573.5       -258150.41         -1096595
               -6              -16                7         12926563        3490757.5       -3841910.5        4185947.3       -266142.66       -1244991.1
               -5              -16                7         13628116        3543705.8       -3375461.3        3600105.5       -223977.33       -1329622.8
               -4              -16                7         14184636          3607447         -2827905          2931222       -139825.19       -1218655.8
               -3              -16                7         14604910        3742862.8       -2174297.5          2208590        22685.641       -854250.31
               -2              -16                7         14927250        3917132.5       -1494525.1        1520370.3        294396.25       -423642.75
               -1              -16                7         15084746          3911557        -723153.5        826649.44        275514.03       -39254.738
                0              -16                7         15124242        3909257.5        150903.33       -10327.309       -169702.81        146995.95
                1              -16                7         15053724          4044487        906694.38       -760174.19       -312859.25        258205.59
                2              -16                7         14872269        4004125.8        1504520.1       -1398641.5       -127572.78        307066.38
                3              -16                7         14589092          3941618        2092539.3       -2020395.8        33163.359        350661.81
                4              -16                7         14204194        3856963.8        2670751.5         -2625437        169349.13        388991.94
                5              -16                7         13717576        3750162.3        3239156.8       -3213765.3        280984.44        422056.69
                6              -16                7         13129236          3621214        3797755.3       -3785380.5        368069.41        449856.22
                7              -16                7         12136676          3592811          4270010       -4154924.5        371118.56        480162.41
                8              -16                7         10923726          3569107          4594277         -4379234        296175.88        473195.13
                9              -16                7          9681126          3467912        4794288.5         -4562534        173923.41        416103.94
               10              -16                7          8831814        3141102.3          4873323         -4734969        167259.16        412427.34
               11              -16                7          7951574        2791320.8          5008403         -4892105        153995.81        428539.56
               12              -16                7        6988242.5        2451914.5        5163602.5       -5031777.5        117401.84        445029.09
               13              -16                7          6000943        2120112.3          5290911         -5155375        77006.063        452612.22
               14              -16                7        4989675.5        1795913.4          5390328         -5262900        32808.504        451288.94
               15              -16                7        3954438.5        1479317.8        5461855.5         -5354351       -15190.954        441059.34
               16              -16                7          2836378        1095339.8          5462892         -5418274       -41695.086        410429.38
               17              -16                7        1683749.5        693437.19        5454015.5       -5461275.5       -77591.094        370475.38
               18              -16                7        512143.78        292107.88          5449424         -5486071       -130732.16        324429.59
              -18              -15                7        492691.44        358647.91       -6616180.5        5091708.5        170296.22       -413724.09
              -17              -15                7          1689261        761785.19       -6646372.5          5066523        122858.62       -439951.66
              -16              -15                7        2839144.5        1107078.3       -6633578.5        5022994.5        77417.016       -467379.44
              -15              -15                7        3943649.5        1399975.1       -6560229.5          4963386        30716.383        -494248.5
              -14              -15                7        5028341.5        1689745.3         -6455242          4889842       -2768.3672       -520062.88
              -13              -15                7          6093222        1976388.8       -6318614.5          4802363       -23037.266       -544822.44
              -12              -15                7          7138291        2259905.8         -6150349          4700949       -30090.316       -568527.31
              -11              -15                7          8163550        2540296.5         -5950445        4585599.5       -23927.484        -591177.5
              -10              -15                7          9113990        2815938.3         -5737195        4441447.5       -3673.6055       -601342.69
               -9              -15                7          9989960        3089664.5       -5566233.5          4293141       -12784.729        -693789.5
               -8              -15                7         11182052        3234471.3         -5382450          4209944       -113937.52       -1118229.4
               -7              -15                7         12417248        3144297.5       -5144059.5        3971053.8       -145303.09         -1502069
               -6              -15                7         13695548          2819144       -4851058.5        3576470.5       -106881.64       -1845307.6
               -5              -15                7         14359305        2844455.3         -4147630        2993165.3       -129785.02       -1579864.9
               -4              -15                7         14869398          2960202         -3395613          2434194        -42936.68         -1240698
               -3              -15                7         15281561        3114801.8         -2617433        1909634.6        153111.63       -835329.13
               -2              -15                7         15595791        3308255.8       -1813088.3          1419488        458359.72       -363758.09
               -1              -15                7         15686059        3170123.5       -871273.81         789464.5        241887.58       -52384.527
                0              -15                7         15778177        3107799.3        114487.97        41778.563       -65609.547        178319.23
                1              -15                7         15646957        3387707.5        1154388.4       -725503.13       -448741.13        407866.53
                2              -15                7         15517119          3356639        1859026.3       -1314702.8       -249043.97           469382
                3              -15                7         15217954          3332307        2556228.5       -1903200.8       -50410.406        516173.13
                4              -15                7         14817067        3285828.8        3243624.3         -2474986        123672.75           557699
                5              -15                7         14314459        3217203.3        3921213.5         -3030058        273205.56        593959.63
                6              -15                7         13539054        3202317.5          4559201         -3489652        365872.72        635315.94
                7              -15                7         12364664        3281588.8          5051072       -3757408.5        353625.19        662455.88
                8              -15                7         11160624          3283370          5418689         -3984155        294067.78        639472.06
                9              -15                7          9926935          3207660          5662051       -4169891.5        187200.69        566364.25
               10              -15                7          8847881          2973441        5827099.5       -4330392.5        106443.84        518765.88
               11              -15                7        7910167.5          2635685        6022535.5       -4482977.5        78901.352        540991.31
               12              -15                7        6948484.5          2305533          6190081         -4619488        47557.055        554310.31
               13              -15                7        5962832.5        1982983.9          6329735       -4739924.5        12410.936        558722.88
               14              -15                7        4953212.5        1668038.9          6441499       -4844287.5       -26537.016        554229.13
               15              -15                7        3919624.5        1360697.5          6525372         -4932577       -69286.781        540829.06
               16              -15                7        2862066.3        1060959.3        6581353.5         -5004792       -115838.34        518522.41
               17              -15                7        1726332.3        701763.63        6585667.5         -5057417       -154369.81        478976.97
               18              -15                7        546994.25        314694.47        6578881.5         -5090615       -202887.64        429241.44
              -18              -14                7           529018        387962.75         -7721963          4698584        221026.95       -512632.19
              -17              -14                7        1702634.3        725784.56         -7728042        4666744.5        166246.75       -542904.19
              -16              -14                7        2825792.3        1011650.1         -7684849          4622114        113936.62       -574505.44
              -15              -14                7        3929138.8        1294389.1         -7610017          4563548        74842.352          -605052
              -14              -14                7        5012672.5        1574001.6         -7503547        4491047.5        48963.949       -634543.81
              -13              -14                7          6076396        1850487.5         -7365437          4404611         36301.43       -662980.94
              -12              -14                7          7120307        2123846.5       -7195689.5          4304239        36854.797       -690363.31
              -11              -14                7        8144405.5          2394079         -6994303        4189932.5        50623.992       -716690.94
              -10              -14                7          9148693        2661184.8       -6761277.5        4061690.5        77609.086       -741963.94
               -9              -14                7         10221525        2908691.8       -6542947.5        3917840.5        51048.641       -966954.25
               -8              -14                7         11511853          2968301         -6328334          3673985       -24154.785       -1484041.4
               -7              -14                7         12845284          2792930       -6059113.5        3274436.5        -29570.99         -1960528
               -6              -14                7         14023304        2470490.8         -5596680        2817991.8       -73223.422       -1995340.3
               -5              -14                7         15001241        2226606.8         -4871840        2396833.3       -135608.05       -1683064.4
               -4              -14                7         15503225        2361538.3       -3995250.3        2035935.1       -15222.133       -1302933.9
               -3              -14                7         15907277          2535323       -3092496.8        1709449.1        214363.56       -856601.44
               -2              -14                7         16053967        2729079.3       -2201554.8        1365733.5        481826.63       -482709.44
               -1              -14                7         16285502        2456981.5       -1029708.9        735397.88        181512.88       -96340.906
                0              -14                7         16443666        2360519.3        74165.188        69390.375        9453.5508        173090.91
                1              -14                7         16107574          2725167        1331274.3       -679046.75       -373544.78        493918.25
                2              -14                7         16151504        2706227.5        2244139.5       -1204790.5       -343532.34        659698.88
                3              -14                7         15836350        2720071.5          3050526       -1760032.1       -107001.28        709685.88
                4              -14                7         15419476        2711769.3          3847105       -2298560.8        104979.27        754407.31
                5              -14                7         14882993        2689844.8        4631985.5       -2814506.8        289150.94        795488.38
                6              -14                7         13747159        2872091.3          5291462       -3125709.5         339598.5        856735.75
                7              -14                7         12581677        2976847.5          5826684       -3395902.5        342736.25        867859.13
                8              -14                7         11386546        3004113.3          6237651       -3625085.5        298564.22         828858.5
                9              -14                7         10167644          2919116          6528330         -3848679        180261.23        1042634.8
               10              -14                7          8929448        2858653.3        6846885.5       -4057469.8         -94556.5        879159.13
               11              -14                7          7857647        2486763.8        7019115.5       -4095159.3        7528.1182        655414.69
               12              -14                7          6897612        2165865.3          7199007         -4228508       -18566.518        665563.13
               13              -14                7          5913610        1852570.4          7351008         -4345783       -48463.012        666805.38
               14              -14                7          4905637        1546878.9          7475117         -4446985       -82161.289           659141
               15              -14                7        3873697.5        1248791.3          7571338         -4532112       -119661.45        642570.44
               16              -14                7          2817787        958306.75        7639664.5       -4601166.5       -160963.36        617093.25
               17              -14                7        1737909.3        675425.88        7680101.5       -4654146.5       -206067.08        582709.75
