           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -252708.16        70996.906        1022323.7        3151018.8         -7962595        1072744.3
              -17              -18                7       -1561837.8        234116.09          1284995        3165692.5         -7973651        1080878.6
              -16              -18                7       -2911016.8        399892.38        1492509.1        3176532.3         -7973735        1080877.1
              -15              -18                7         -4300244        568325.81        1644866.3        3183537.8       -7962847.5        1072739.8
              -14              -18                7         -5729520        739416.25        1742066.3        3186709.3       -7940986.5        1056466.6
              -13              -18                7         -7125372           887165          1727994        3172379.8         -7785055        1024634.8
              -12              -18                7       -8369465.5        1009639.1        1622088.1        3124929.8       -7452236.5           978106
              -11              -18                7         -9541324        1130456.1        1479018.3          3057205         -7064206        924618.13
              -10              -18                7        -10714814        1251134.6        1307408.8        2980289.8       -6654857.5        866683.75
               -9              -18                7        -11889935          1371675        1107259.5        2894183.8         -6224192           804303
               -8              -18                7        -13396569          1565029        1586463.1        2892118.5       -5658341.5        693266.38
               -7              -18                7        -14906329        1762110.4          1103583        2635465.5       -5021676.5        612454.69
               -6              -18                7        -16254440        1941013.9        741936.69        2355241.5         -4383662        521946.44
               -5              -18                7        -17440902          2101739        501524.28        2051446.5       -3744298.8        421741.56
               -4              -18                7        -18465714        2244286.3        382345.69        1724079.9         -3103586        311840.16
               -3              -18                7        -19328878        2368655.5        384400.38        1373142.4       -2461523.5        192242.14
               -2              -18                7        -20030392        2474846.5        507689.13        998633.56       -1818111.8        62947.516
               -1              -18                7        -20554270        2553199.3        414796.56        528864.38       -1150149.8       -5349.9688
                0              -18                7        -20704920        2600360.8       -332726.16       -33530.785        33081.418        3993.0376
                1              -18                7        -20470484          2525691       -386242.03       -449635.38        821052.25       -135137.83
                2              -18                7        -20054782        2442398.3       -449686.38       -858678.19        1585535.8       -242648.55
                3              -18                7        -19446726          2343686          -573036         -1247893        2330186.3       -343645.47
                4              -18                7        -18646314          2229554       -756290.88       -1617279.1        3055003.8       -438128.53
                5              -18                7        -17653546          2100002       -999451.38       -1966837.5        3759988.8          -526098
                6              -18                7        -16468423        1955030.4       -1302516.5       -2296567.5        4445140.5       -607553.44
                7              -18                7        -15090944        1794639.3       -1665487.4         -2606469          5110460       -682495.25
                8              -18                7        -13405821        1645857.1       -1874205.3         -2858364          5735128       -751466.75
                9              -18                7        -11889882        1516415.9       -1671913.4       -2941287.8        6224907.5       -819611.13
               10              -18                7        -10728696        1356829.4       -1701542.4         -3001938          6664498        -880336.5
               11              -18                7         -9576261        1200743.5       -1741306.3         -3055042          7062430       -935928.63
               12              -18                7         -8427517        1048230.4       -1791994.9       -3100727.8        7419097.5       -985861.06
               13              -18                7       -7096982.5        902262.69       -1865176.3         -3143219        7745067.5       -1015375.1
               14              -18                7       -5628003.5        719966.63         -1786145         -3153378        7828202.5       -1035682.6
               15              -18                7         -4196783           544606         -1663673       -3159150.5          7896189       -1051659.3
               16              -18                7       -2803405.3        376206.56       -1497834.3         -3160552          7949157       -1063308.3
               17              -18                7       -1447869.6        214768.31         -1288629         -3157583          7987104         -1070630
               18              -18                7       -130176.44        60291.176       -1036057.2       -3150243.3          8010032       -1073624.3
              -18              -17                7        9836.9844        96660.789        2342261.3        2964714.3         -8254422        964070.25
              -17              -17                7       -1331976.9        257422.02        2590029.8        2975329.5         -8263193        970598.13
              -16              -17                7       -2713839.5        420840.34          2782641          2982110       -8260991.5        968990.19
              -15              -17                7         -4135751        586915.75          2920095        2985056.5       -8247817.5        959246.44
              -14              -17                7       -5512115.5        730306.19          2956543          2973431       -8116893.5        932810.25
              -13              -17                7         -6814248        850793.81          2924135          2945632         -7863904         894018.5
              -12              -17                7       -8110513.5        971240.75        2874544.5        2910867.3       -7584094.5        851987.75
              -11              -17                7         -9279318        1087863.1        2757520.5        2849708.5         -7197516        805729.13
              -10              -17                7        -10416980        1203361.8          2599918          2774479       -6768010.5        754889.75
               -9              -17                7        -11556275          1318722          2413776          2690059         -6317188        699603.94
               -8              -17                7        -13304120        1486116.5          3422153          2758804         -5862831         521963.5
               -7              -17                7        -15152986        1604630.9        3645505.5        2648301.8       -5324637.5        384010.16
               -6              -17                7        -16658035        1740494.4          3100770        2372531.3       -4732850.5        282472.91
               -5              -17                7        -18001436          1858180        2677267.8        2073189.8       -4139713.5        171239.05
               -4              -17                7        -19183188        1957687.3        2375000.3          1750277         -3545228        50308.602
               -3              -17                7        -20203288        2039016.6        2193965.8          1403793       -2949392.5       -80318.391
               -2              -17                7        -20876928        2133714.3        1565988.1        943062.06       -2192893.8       -17880.227
               -1              -17                7        -21491004        2196537.8        747939.56        470472.13       -1285159.1        71847.953
                0              -17                7        -21597770        2266668.8       -761142.56       -19287.639        393344.59        38511.973
                1              -17                7        -21283560          2221438       -1003921.1       -429262.09        1164583.5       -73435.391
                2              -17                7        -20797852        2155919.5         -1269480       -818416.44        1898892.4       -172485.52
                3              -17                7        -20119786        2074981.5       -1594944.1       -1187742.3        2613368.3       -265021.81
                4              -17                7        -19249368        1978623.8         -1980313       -1537240.3        3308011.3       -351044.38
                5              -17                7        -18186590        1866846.5       -2425587.8       -1866909.6        3982821.8       -430553.03
                6              -17                7        -16931460        1739649.5         -2930767       -2176750.8          4637799       -503548.03
                7              -17                7        -15483971        1597032.5         -3495852         -2466764          5272944       -570029.31
                8              -17                7        -13348352        1547572.3         -3236520       -2601252.5        5836545.5       -635982.81
