           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -4037522.8       -165661.41         -4128062        -423139.5         -4362148       -3746611.8
              -17              -18                7         -4127802        117592.91       -4568868.5       -830256.38         -4274645         -3869437
              -16              -18                7       -4190598.3        378979.06       -5005477.5       -1261553.4       -4176176.8       -3955193.8
              -15              -18                7         -4225911        618497.06       -5437888.5       -1717030.1         -4066743       -4003881.5
              -14              -18                7         -4233740        836147.13       -5866100.5       -2196686.8       -3946344.5       -4015500.3
              -13              -18                7       -4253599.5        1025226.9       -6360702.5         -2691065       -3587668.5       -4019826.5
              -12              -18                7         -4226722        1150639.5         -6833713         -3176831       -3128554.3         -4101040
              -11              -18                7       -4116063.5        1222705.5       -7178550.5       -3690739.5         -2774587         -4232826
              -10              -18                7         -3966919        1277507.4       -7512641.5         -4235967       -2407300.5       -4364194.5
               -9              -18                7       -3779287.5        1315045.3         -7835986         -4812513       -2026694.3         -4495143
               -8              -18                7       -2778307.8        1232793.3         -8395317       -5465878.5       -1447924.4       -4763846.5
               -7              -18                7       -2623900.3        1098389.5         -8800751         -6086414       -1363073.8         -4961408
               -6              -18                7       -2468705.3        917274.56         -9183400         -6626901       -1177585.3         -5120081
               -5              -18                7       -2312723.8        689448.88         -9543261         -7087336       -891458.69         -5239865
               -4              -18                7       -2155955.8        414912.22         -9880338         -7467722       -504693.47         -5320761
               -3              -18                7       -1998400.8        93664.547        -10194626       -7768058.5       -17290.219         -5362769
               -2              -18                7       -1840059.3       -274294.03        -10486129       -7988344.5        570751.25       -5365888.5
               -1              -18                7         -1319983       -631945.19        -11476840       -7977615.5         765067.5       -5244929.5
                0              -18                7       -426139.75       -858249.13        -11500890         -7842908        840919.38         -5312042
                1              -18                7        263559.34       -1339870.8        -10580646         -7758091        1057406.5         -5381815
                2              -18                7        949714.06       -1748117.4         -9604976         -7641931        1219113.8       -5395829.5
                3              -18                7        1426224.1       -2121815.5         -8728120         -7463544          1317866       -5375054.5
                4              -18                7        1693089.4       -2460964.5         -7950076         -7222931        1353664.3         -5319492
                5              -18                7        1750310.5       -2765565.3         -7270843         -6920090        1326507.6       -5229140.5
                6              -18                7        1597886.8       -3035616.8         -6690421       -6555023.5        1236396.6       -5104000.5
                7              -18                7        1235818.5       -3271120.3       -6208811.5       -6127729.5        1083331.1       -4944071.5
                8              -18                7        688883.88       -3466591.8         -5515207         -5726805          1404671       -4814234.5
                9              -18                7        674419.69       -3671226.5         -4967127         -5456038        2296201.3         -4816200
               10              -18                7        1041121.9       -3900722.5         -5042936         -5112818        2430506.5       -4747765.5
               11              -18                7          1331130       -4107436.8         -5047818         -4791133          2539668         -4634462
               12              -18                7          1543143         -4292244       -4959665.5       -4498471.5        2612165.8       -4481429.5
               13              -18                7        1679016.3         -4496547       -4170216.5       -4471343.5        2331089.3         -4463432
               14              -18                7        1545599.3       -4497040.5         -3518858       -4273016.5        2546125.8         -4506149
               15              -18                7        1357122.3         -4482380         -2814411       -4132830.8          2773258         -4528121
               16              -18                7        1113733.6       -4452684.5       -2056806.5       -4050914.3          3012209         -4529299
               17              -18                7        815433.19         -4407954       -1246044.5       -4027267.3        3262978.3         -4509683
               18              -18                7           462221         -4348189       -382125.13       -4061889.5          3525566       -4469273.5
              -18              -17                7         -4565059       -548233.19       -4257245.5       -57751.125       -4363422.5       -3867860.3
              -17              -17                7         -4662412       -270212.75         -4702517       -468575.97       -4270865.5       -3954007.8
              -16              -17                7         -4732282       -14060.242       -5143590.5       -903580.63         -4167343       -4003086.8
              -15              -17                7       -4774668.5        220223.83       -5580465.5       -1362765.4         -4052855       -4015096.3
              -14              -17                7         -4860246         437653.5       -6063392.5       -1839284.4       -3709966.8       -4014511.3
              -13              -17                7       -4989050.5        649900.25         -6689691       -2298915.8       -3114423.5         -4020593
              -12              -17                7         -5097141        856127.25         -7444733       -2737010.5       -2455285.8       -4017298.5
              -11              -17                7       -5061432.5        970067.75         -7954358         -3202566         -1988708         -4103123
              -10              -17                7       -4956703.5        1045217.8         -8369319       -3706827.8       -1570971.3       -4213511.5
               -9              -17                7         -4813488        1103103.9         -8773532         -4242408         -1139915       -4323480.5
               -8              -17                7       -3325741.3        1020025.5         -9347581       -4816521.5          -624313         -4528451
               -7              -17                7       -2564753.5        890343.56         -9907309         -5352697       -491226.03         -4691696
               -6              -17                7         -2640833           753419        -10393593         -5836580       -318413.75       -4816875.5
               -5              -17                7       -2716125.3         569783.5        -10857091       -6240412.5       -44962.828       -4903166.5
               -4              -17                7       -2790631.5        339437.03        -11297803         -6564195        329125.97         -4950569
               -3              -17                7       -2864350.8        62379.516        -11715727       -6807928.5           803853         -4959084
               -2              -17                7       -2637221.8       -71701.484        -14728635       -6607916.5        263641.31         -4817327
               -1              -17                7       -1489795.4       -284236.91        -17053434       -6382822.5        549357.88       -4767471.5
                0              -17                7       -834864.31       -280764.66        -16565148         -6278984        829766.56         -4974619
                1              -17                7        236447.56       -783349.88        -15356288       -6266065.5        1098556.5         -5071236
                2              -17                7        1150317.3       -1236900.8        -14160444       -6203266.5        1223755.8         -5113887
                3              -17                7        1854542.1       -1655902.8        -13063410         -6078241          1286000       -5121749.5
                4              -17                7        2349122.5       -2040356.3        -12065188         -5890989        1285290.4         -5094824
                5              -17                7        2634058.5       -2390260.5        -11165778       -5641509.5        1221625.8         -5033110
                6              -17                7        2709349.5       -2705616.3        -10365180         -5329804        1095007.3         -4936607
                7              -17                7        2574996.5       -2986423.8         -9663392         -4955872        905433.25       -4805314.5
                8              -17                7        2329620.3         -3255455         -7888376       -4858697.5          2399913         -4855737
                9              -17                7          1748588       -3448514.3       -6462631.5       -4744627.5        3720569.8         -4854721
               10              -17                7        2065316.3       -3679505.5         -6383753         -4446768        3777121.3         -4762569
               11              -17                7          2305350       -3887714.5         -6233947       -4170443.3          3808529         -4625548
               12              -17                7          2361404       -4101641.8       -5444919.5       -4107054.5        3492140.3         -4581026
               13              -17                7        2389172.8         -4324015       -4598752.5       -4113525.5        3151348.5       -4548109.5
               14              -17                7        2423439.5       -4550448.5         -3852991         -4142626          2874821       -4495300.5
               15              -17                7        2274522.5         -4585389       -3177269.5       -4037881.5        3020334.5         -4498125
               16              -17                7        2052221.3         -4583991       -2452784.5       -3971754.8          3221116         -4488809
               17              -17                7        1775008.3         -4567558       -1675141.9       -3963897.3          3433716         -4458699
               18              -17                7        1442883.4         -4536090       -844341.63       -4014308.8        3658134.5         -4407795
              -18              -16                7         -5027988       -980264.81       -4312979.5        258794.72       -4290910.5       -3965444.8
              -17              -16                7         -5132415          -707478         -4762715       -155738.08       -4193298.5         -4014914
              -16              -16                7       -5209358.5       -456559.47         -5208253       -594450.69       -4084722.3       -4027314.8
              -15              -16                7       -5360477.5       -210846.38         -5679619       -1053095.8       -3757569.3       -4021849.5
              -14              -16                7       -5584119.5        40570.688         -6275660         -1497274       -3185777.5       -4018243.5
              -13              -16                7         -5787048        285967.72         -7000445       -1919915.3       -2550392.3         -4005262
              -12              -16                7         -5969262        525344.31         -7853974       -2321019.5       -1851412.1         -3982904
              -11              -16                7         -6124845        754813.38         -8819490         -2702993       -1099079.1       -3955052.8
              -10              -16                7         -6064531        850311.63         -9315320         -3166288          -630893         -4044461
               -9              -16                7         -5841068        920606.25         -9794727       -3662187.5       -156998.13       -4135211.5
               -8              -16                7         -4448706        860174.38        -10233365         -4151176       -15424.906         -4213678
               -7              -16                7       -3145063.8        714776.31        -10706264       -4578992.5       -358432.84       -4239053.5
               -6              -16                7       -2941211.8        580941.94        -11262629       -4984218.5       -458948.91         -4292986
               -5              -16                7       -3247778.3        441496.69        -11829764       -5331447.5        -198174.5         -4345783
               -4              -16                7         -3905948        410542.31        -14007868       -5393194.5       -353113.25         -4316195
               -3              -16                7       -4102619.8        424321.59        -17391832         -5230566       -381891.66       -4266776.5
               -2              -16                7       -3162388.8        288566.53        -20029932       -5092539.5        477422.03         -4267641
               -1              -16                7       -1912016.4        116964.31        -21226872         -4956804        1933711.8         -4436549
                0              -16                7       -877496.81        140025.64        -20617178       -4868545.5        2484189.8       -4711069.5
                1              -16                7        436015.56       -155384.75        -19831850         -4809239        2042947.6         -4836346
                2              -16                7        1577600.4        -654239.5        -18415826         -4799800          2131639         -4907634
                3              -16                7        2509540.5       -1118545.8        -17098616         -4728136        2157375.5       -4944134.5
                4              -16                7          3231836         -1548303        -15880219         -4594244          2120157         -4945846
                5              -16                7        3744486.8       -1943511.6        -14760631         -4398126        2019984.9         -4912768
                6              -16                7          4047493       -2304171.3        -13739857       -4139781.5        1856857.5         -4844902
                7              -16                7          4380772         -2700388        -12123669       -4005989.3        2459197.3         -4863098
                8              -16                7          4193636         -3040905        -10102190         -3993063        3633592.5         -4901066
                9              -16                7        3242990.5       -3270484.3       -8060609.5         -4008133        4927973.5         -4884225
               10              -16                7        3273274.8       -3492316.5         -7567527         -3796707        5099404.5         -4775159
               11              -16                7        3310961.5         -3718279       -6825583.5       -3695376.5        4787134.5       -4705054.5
               12              -16                7          3224127       -3954664.3       -5822291.5       -3712818.8          4322363       -4677111.5
               13              -16                7        3143791.5       -4195108.5       -4919406.5       -3752889.5        3921856.8         -4629276
               14              -16                7          3069954         -4439613       -4116926.5       -3815590.3        3585613.5         -4561547
               15              -16                7        3002614.8       -4688176.5       -3414852.8       -3900918.5        3313634.5       -4473925.5
               16              -16                7        2825048.3         -4759567       -2729316.5       -3885762.3        3396451.8         -4436152
               17              -16                7        2568922.3         -4771431       -1984793.3       -3893694.3          3570882         -4395547
               18              -16                7          2257885       -4768259.5       -1187112.4       -3959895.3        3757130.8         -4334148
              -18              -15                7       -5426308.5       -1461755.8         -4295263        526497.88       -4144610.3       -4039364.8
              -17              -15                7       -5537810.5       -1194202.9       -4749463.5        108257.28         -4041945       -4052156.5
              -16              -15                7         -5754293       -920272.94         -5209382       -332498.88         -3730475       -4041839.5
              -15              -15                7       -6072772.5       -629685.63         -5775166       -761223.88         -3182435       -4028546.5
              -14              -15                7         -6370539       -345118.66         -6469694       -1168411.5       -2570801.5       -4005877.5
              -13              -15                7         -6647591       -66571.688         -7292965       -1554062.6       -1895573.8         -3973832
              -12              -15                7       -6903929.5        205954.95         -8244979       -1918176.5       -1156751.9         -3932411
              -11              -15                7       -7139555.5        472461.44         -9325737       -2260753.5       -354335.88         -3881613
              -10              -15                7         -7290401        692788.56        -10350645       -2614348.8        412934.44         -3857043
