           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -19182.164       -160599.72        -12024402        -11420448        5709023.5       -5050871.5
              -17              -18                7        652516.31        -795994.5        -12352770        -11464744          5697389         -5113184
              -16              -18                7        1356616.6       -1445876.1        -12610515        -11501157        5696552.5         -5137512
              -15              -18                7        2093118.6       -2110244.5        -12797634        -11529682        5706512.5         -5123856
              -14              -18                7        2862022.3       -2789099.5        -12914133        -11550319        5727269.5       -5072214.5
              -13              -18                7        3686993.5       -3387493.3        -12851580        -11510090        5648326.5         -4948567
              -12              -18                7          4462646       -3903753.5        -12580186        -11353412        5424844.5       -4754569.5
              -11              -18                7          5177983         -4423518        -12201402        -11129676          5163907         -4525435
              -10              -18                7        5895166.5       -4945314.5        -11762968        -10876749          4891004         -4274739
               -9              -18                7        6614197.5       -5469142.5        -11264882        -10594629          4606135       -4002479.8
               -8              -18                7        7410005.5         -6218470        -11814058        -10550521          4319938       -3551508.5
               -7              -18                7          8216745         -7015200        -10380082         -9633912          3866405         -3229307
               -6              -18                7          8928069       -7745314.5         -8995591         -8623713        3434871.3         -2851663
               -5              -18                7          9543975         -8408813         -7660588         -7519927        3025337.8       -2418577.5
               -4              -18                7         10064463         -9005694         -6375071       -6322548.5          2637804       -1930050.3
               -3              -18                7         10489534         -9535961       -5139041.5       -5031583.5        2272269.5       -1386081.6
               -2              -18                7         10819187         -9999613       -3952498.5         -3647028        1928735.5       -786670.88
               -1              -18                7         11050718        -10351559         -2177969       -1931805.3        1339753.3       -391672.56
                0              -18                7         11020019        -10540998        657305.31         110924.2       -64519.363       -261160.64
                1              -18                7         11056860        -10259052        2174536.8        1628142.4       -504039.91        400221.75
                2              -18                7         10938164         -9937152        3686884.5        3124084.5       -1044202.6        936349.94
                3              -18                7         10676461         -9549757          5191476        4547833.5         -1583108        1438999.8
                4              -18                7         10271750         -9096868          6688310          5899388       -2120755.5        1908171.4
                5              -18                7          9724033         -8578483        8177388.5          7178751         -2657146        2343864.8
                6              -18                7          9033308       -7994604.5          9658707        8385918.5       -3192278.3        2746079.8
                7              -18                7          8199575         -7345231         11132274          9520895         -3726154        3114816.5
                8              -18                7        7029085.5       -6737694.5         12235823         10440230         -4225519        3446863.3
                9              -18                7          6021338         -6210480         12273732         10729707       -4554807.5        3766016.5
               10              -18                7          5471436         -5565250         12463783         10939360         -4859440        4061847.5
               11              -18                7          4917131       -4933589.5         12642929         11122958       -5132363.5          4334009
               12              -18                7        4353221.5       -4316048.5         12813126         11280764         -5376191        4580429.5
               13              -18                7        3584759.8         -3731864         13022986         11422634       -5662375.5          4742204
               14              -18                7        2812483.3         -3011454         12945026         11447661         -5708808          4852878
               15              -18                7        2055223.8       -2320516.5         12808636         11460406         -5742359          4938130
               16              -18                7          1312969       -1659147.9         12613964         11460926         -5763152        4997978.5
               17              -18                7        585719.38       -1027348.6         12361007         11449224       -5771187.5        5032424.5
               18              -18                7       -126525.44       -425118.41         12049766         11425300         -5766466        5041468.5
              -18              -17                7       -389302.13       -234822.89        -12658080        -10742872          6518753       -4560695.5
              -17              -17                7        331383.38       -863597.94        -12955337        -10773869        6510452.5         -4616296
              -16              -17                7        1084470.9       -1506859.8        -13181969        -10796979          6512949         -4633911
              -15              -17                7          1869960       -2164608.5        -13337979        -10812203          6526242         -4613542
              -14              -17                7        2698464.5       -2745377.5        -13333642        -10778244          6461831         -4516405
              -13              -17                7        3540426.3       -3244117.8        -13203235        -10687014          6301536         -4362940
              -12              -17                7          4376877         -3741993        -13038806        -10573318          6119677         -4194717
              -11              -17                7        5105409.5       -4239142.5        -12713920        -10370705          5832214       -3997422.3
              -10              -17                7          5808078         -4738059        -12298787        -10122114          5509675         -3775508
               -9              -17                7          6512594         -5239007        -11824004         -9844331          5175170       -3532031.5
               -8              -17                7        7666497.5       -5872901.5        -13206621        -10021318        5242183.5       -2849995.3
               -7              -17                7          9112760       -6363423.5        -13094629         -9586942          5072701       -2317906.3
               -6              -17                7         10160126         -6942923        -11542380         -8593470        4715724.5       -1914309.3
