           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -202508.84        -236860.5        -18905884         -2640570        143741.42        2694.3721
              -17              -18                7       -106787.47       -269059.38        -18883908       -3104119.5         128171.7       -20401.668
              -16              -18                7       -15256.016       -291222.72        -18818832       -3579989.3        134030.41       -27465.855
              -15              -18                7        72085.438       -303350.53        -18710656       -4068178.5        161317.39       -18498.223
              -14              -18                7           155237       -305442.81        -18559378       -4568688.5        210032.77        6501.2544
              -13              -18                7        353494.53        -245961.5        -18275528       -4997166.5        237738.63        87154.984
              -12              -18                7        546011.63       -135153.83        -17799752         -5286147         241847.3         166134.7
              -11              -18                7        639736.63       -9174.8125        -17225578         -5512271        250009.31        203925.97
              -10              -18                7        719288.94        133518.75        -16592722         -5726990         259487.2         236823.2
               -9              -18                7        784668.63        292926.88        -15901182         -5930302        270281.03        264826.44
               -8              -18                7           741356       -84130.148        -15734410       -6896462.5        359894.28        533399.88
               -7              -18                7        784870.06       -174879.78        -14086044         -7387191        339275.13        581292.19
               -6              -18                7         811110.5       -225579.28        -12403281       -7832697.5        354362.88        616420.56
               -5              -18                7        820077.13       -236228.45        -10686122         -8232980        405157.38        638785.06
               -4              -18                7        811770.38       -206827.47         -8934568         -8588038        491658.88        648385.88
               -3              -18                7        786189.13       -137376.16       -7148617.5         -8897874           613867        645222.31
               -2              -18                7        743334.88       -27874.578         -5328271         -9162486        771782.13        629295.19
               -1              -18                7           704168        131408.75         -2986999         -9128351        687039.56        460271.34
                0              -18                7        584562.06        169983.27        7851.5859         -9030998       -76162.188        160940.63
                1              -18                7        754806.63        25878.115        2122721.8         -8743661        22805.313       -278195.16
                2              -18                7        876470.06       -9173.7656        4219401.5         -8568298         34175.75       -323764.69
                3              -18                7        952338.38       -15886.496          6267451         -8366427        34654.828       -327873.81
                4              -18                7           982412        5739.8965          8266867         -8138050        24242.641       -290522.63
                5              -18                7        966690.38        55705.461         10217653       -7883164.5        2939.1563          -211711
                6              -18                7        905173.38        134010.03         12119807       -7601773.5       -29255.473       -91439.328
                7              -18                7         797861.5        240653.88         13973332         -7293875       -72341.477        70292.961
                8              -18                7        462529.56        294001.06         15543360       -6896033.5          -143055        206426.48
                9              -18                7        198456.33        195232.34         16117334         -6454148       -205977.59        153925.22
               10              -18                7        305180.47        187495.38         16595942         -6129935       -232791.33           114082
               11              -18                7        390684.69        183349.64         17045060         -5800668       -250546.31        73442.086
               12              -18                7        449645.56        184927.47         17467398         -5467433       -261938.94        32101.098
               13              -18                7        304697.91        263073.06         17927644       -5167566.5       -349707.63       -9677.4199
               14              -18                7        261913.34        270674.75         18183178         -4665713       -306939.63       -4645.4844
               15              -18                7        198556.05        276148.56         18401884       -4179911.8       -266447.13        1044.3984
               16              -18                7        114545.91        279539.75         18583854       -3710290.5       -228305.84        7362.2578
               17              -18                7        9882.9766        280848.34         18729088       -3256848.5        -192515.7        14308.129
               18              -18                7       -115432.77        280074.34         18837586         -2819586       -159076.72        21881.988
              -18              -17                7       -203030.77       -600579.25        -19110342         -2626387        415083.31        63339.109
              -17              -17                7       -63319.227        -628800.5        -19071254       -3071851.3        409961.59         51007.16
              -16              -17                7        72202.367       -646986.25        -18989068         -3529635        426268.19        54707.051
              -15              -17                7        203533.97        -655136.5        -18863780         -3999740        464003.09        74438.766
              -14              -17                7         444944.5       -601230.81        -18626936         -4402691        488181.53        148572.13
              -13              -17                7        781390.06       -498731.22        -18263144         -4738059        495509.44        268607.53
              -12              -17                7        1104707.6       -398974.03        -17829458         -5077619         516599.5        397132.91
              -11              -17                7        1264144.4       -279486.25        -17267900       -5334789.5        522840.25        444788.78
              -10              -17                7        1369852.3       -139397.47        -16631232         -5559398        524165.25        465433.06
               -9              -17                7        1461387.5        17405.898        -15935880       -5772600.5        526806.13        481183.38
               -8              -17                7        1655342.5          -574864        -16248104         -6906120        943351.25        1045472.5
               -7              -17                7        2150220.8       -808041.63        -15467825         -7683627        1212963.6        1452928.5
               -6              -17                7        2457535.8       -762215.19        -13709762       -8142422.5        1333338.6        1622711.6
               -5              -17                7        2747576.8       -676338.31        -11917302         -8555994        1489420.6        1779730.5
               -4              -17                7        3020344.8       -550411.38        -10090448         -8924343        1681209.5          1923986
               -3              -17                7        3275837.8       -384434.22       -8229195.5         -9247468        1908705.1        2055477.4
               -2              -17                7          3275821       -94607.125       -5603838.5         -9069663        1299154.5        1343574.5
               -1              -17                7          3280293        72390.305       -2880689.3         -8941637        472660.69        595174.94
                0              -17                7        3063233.8        105346.18        96825.844         -8911059       -470813.31        600925.25
                1              -17                7          3089727        92155.297        2290431.5         -8707868       -402462.72        323272.38
                2              -17                7        3109671.8        123798.64          4415572         -8505602          -354656        255503.06
                3              -17                7          3083821        183781.13        6492081.5       -8276829.5       -317740.56        229194.06
                4              -17                7          3012175        272102.66          8519960         -8021551       -291716.34        244345.13
                5              -17                7        2894734.3        388763.34         10499206         -7739764       -276583.41        300956.91
                6              -17                7        2731498.5        533763.13         12429821       -7431470.5       -272341.69        399028.59
                7              -17                7        2522467.3        707102.25         14311808         -7096671       -278991.28        538560.94
                8              -17                7          1514527        587735.75         15259082         -6582949       -369982.84        430323.59
                9              -17                7        824517.56        399286.44         15922640         -6051897       -406617.53        323739.59
               10              -17                7        914945.75        397939.28         16440381         -5740085       -421301.13        290561.41
               11              -17                7        984153.75        400183.25         16928634         -5423219       -426926.13        256586.61
               12              -17                7        887859.75        451740.38         17447132         -5127861       -495754.94        217635.28
               13              -17                7           717780        524609.56         17914842       -4839478.5       -569532.25        172047.53
               14              -17                7         507742.5        608187.75         18313022       -4552105.5       -629959.63        120328.03
               15              -17                7        388875.13        624749.88         18557496       -4102704.5       -588348.06        106694.89
               16              -17                7        263308.69        631027.06         18753968       -3650129.3       -538178.94        98382.297
               17              -17                7        117089.46        635221.75         18913706       -3213734.5       -490360.94        90697.719
               18              -17                7       -49782.602        637333.75         19036706       -2793518.8       -444894.09        83641.125
              -18              -16                7       -206781.81       -937699.44        -19295092       -2620375.3        656362.19        123447.49
              -17              -16                7       -23080.018       -961943.19        -19238894       -3047754.5         661688.5        121879.63
              -16              -16                7        156431.66       -976151.19        -19139596         -3487453        688442.94        136343.59
              -15              -16                7        441021.38       -927824.75        -18949644       -3864850.5           709052        203962.84
              -14              -16                7        816611.88       -830163.44        -18651888       -4178762.8        719541.44        316536.97
              -13              -16                7          1179074       -735244.38        -18284244         -4496867        743792.63        437600.88
              -12              -16                7        1528408.5       -643067.88        -17846710         -4819163        781805.94        567154.81
              -11              -16                7        1858734.6       -552376.88        -17337160       -5142932.5        831547.56        701151.19
              -10              -16                7        1990598.3       -414892.78        -16696684         -5377431        824719.38        709542.38
               -9              -16                7          2111746       -342344.63        -16085787         -5675430        886350.81        779760.88
               -8              -16                7          2593324       -911451.75        -16066205       -6570872.5        1582548.8        1498837.1
               -7              -16                7        3684675.5       -1230607.8        -15622994       -7249830.5        2256176.3        2234037.3
               -6              -16                7          4570266       -1181106.5        -14150915         -7737664          2628367        2682454.5
               -5              -16                7        5141382.5       -998703.88        -12283155       -8164525.5        2889736.3        2974128.5
               -4              -16                7          5555980       -701333.31        -10126358         -8403401        2725076.5        2883748.8
               -3              -16                7        5671492.5       -374689.28         -7726363         -8476928        2029238.5          2285490
               -2              -16                7        5592174.5        -131800.5       -5381298.5         -8551177          1276815        1544294.4
               -1              -16                7          5756254       -54707.418         -2959001         -8765578        365077.94        1078589.3
                0              -16                7          5795464        55566.113       -114620.56         -8726986       -479399.19        1042089.2
                1              -16                7          5413752        144876.36        2431847.5         -8529579       -857970.13        995259.13
                2              -16                7          5331977        243214.94          4585449         -8300411          -773727        905289.94
                3              -16                7        5204407.5        369892.63          6690420         -8044737       -700375.19        856781.06
                4              -16                7          5031043         524909.5          8746759       -7762555.5       -637914.63        849732.44
                5              -16                7          4811883        708265.31         10754467       -7453866.5       -586345.38        884144.25
                6              -16                7        4546927.5        919960.44         12713543         -7118672       -545667.25        960016.25
                7              -16                7        3658738.5        998399.88         14119996         -6745859       -593335.13        883909.13
                8              -16                7        2538639.8        884964.63         15054226       -6287051.5          -635169           700257
                9              -16                7          1559899        645986.69         15782803         -5736756       -611646.31        514451.47
               10              -16                7        1496358.3        606973.19         16345538         -5394528        -604768.5        465372.25
               11              -16                7        1450498.6        638009.69         16917844         -5105460       -651075.75        431775.25
               12              -16                7        1295244.3        694893.25         17462550         -4827554        -724211.5        388509.75
               13              -16                7        1100032.6        762485.94         17937722         -4550657       -783997.38        339112.69
               14              -16                7        864862.75        840787.81         18343362       -4274768.5       -830433.38        283583.91
               15              -16                7        589735.38        929798.94         18679472       -3999887.5       -863519.69        221923.64
               16              -16                7        393999.69        956394.88         18904450         -3598565       -819309.63        190381.44
               17              -16                7        206224.13        963475.56         19078690         -3179217       -759463.88        168066.38
               18              -16                7       -2204.1895        968473.69         19216194       -2776048.5       -701969.19        146379.36
              -18              -15                7       -213761.84         -1248221        -19460136         -2622535        867577.88        183019.45
              -17              -15                7        13929.958       -1268487.1        -19386826       -3031828.8        883352.13        192215.66
              -16              -15                7        341725.53       -1225743.4        -19243646       -3383645.5        900350.44        253327.39
              -15              -15                7           756461       -1132920.4        -19011930         -3676102        914001.19        358440.13
              -14              -15                7        1158068.1       -1042839.6        -18710328       -3972750.3        941413.81        472042.72
              -13              -15                7        1546547.4       -955501.31        -18338836         -4273590        982588.44        594135.19
              -12              -15                7        1921898.8       -870905.44        -17897452         -4578622        1037524.9        724717.56
              -11              -15                7          2284122       -789052.13        -17386178       -4887846.5        1106223.8        863790.19
              -10              -15                7          2581527       -692967.25        -16789078       -5181088.5        1161150.3        969151.25
               -9              -15                7        2789628.8       -739304.81        -16224143         -5537065        1387399.1        1166944.4
               -8              -15                7        3569613.5       -1232058.8        -15797544       -6131968.5        2337506.5        2007795.3
               -7              -15                7          4959371       -1474861.8        -14947314         -6510388        3265043.5          2864770
               -6              -15                7          6958900       -1467713.1        -13673458         -6672323        4170008.8        3737867.5
               -5              -15                7          7574495         -1037627        -11559072       -6984175.5        3546258.3        3497553.8
               -4              -15                7        7820829.5       -687796.44         -9459330       -7355366.5        2844882.5          3087916
               -3              -15                7          7872337       -421720.91       -7414518.5         -7727278        2086921.6        2535341.8
               -2              -15                7        7729013.5       -239400.84       -5424638.5       -8099911.5        1272375.5        1839831.3
               -1              -15                7          8134199       -174009.22       -3004251.8         -8420176        373418.31          1821891
                0              -15                7          8367387        24402.289       -255356.81       -8361833.5       -426260.44        1766377.5
                1              -15                7          7595972        176728.08        2588610.5       -8187228.5       -1296725.5        1768926.5
                2              -15                7          7543387        349075.03          4729031         -7952723       -1223037.4          1625596
                3              -15                7          7314098        542447.88          6862462       -7670146.5       -1113249.1        1554887.1
                4              -15                7        7039014.5        764159.94          8947262       -7361063.5       -1014352.2        1525638.8
                5              -15                7          6718136        1014211.1         10983432         -7025474       -926346.56        1537850.9
                6              -15                7          6012896        1237178.1         12757031         -6706038       -904474.75        1491276.5
                7              -15                7          4703201        1274203.8         13945738       -6402934.5       -954221.88        1254827.8
                8              -15                7        3534865.3        1185686.9         14928794         -6008343       -938612.75        1016226.1
                9              -15                7        2507887.8        971627.88         15706196         -5522263       -857647.31        775471.13
               10              -15                7        1992614.4           821881         16339780         -5100364       -815670.13        632742.38
               11              -15                7        1852185.8        862778.94         16961482         -4832935       -888164.31        591799.31
               12              -15                7        1671799.5        914386.06         17513650         -4566514       -947308.63        544724.56
               13              -15                7        1451455.3        976702.31         17996284         -4301101       -993103.13        491518.16
               14              -15                7        1191153.6        1049727.8         18409388         -4036697       -1025547.8        432180.13
               15              -15                7        890894.13        1133462.5         18752960       -3773301.5       -1044642.8        366710.56
               16              -15                7         550676.5        1227906.1         19026998       -3510913.8       -1050387.5        295109.19
               17              -15                7        277287.06          1265610         19224038       -3153296.5       -999824.44        246414.14
               18              -15                7        27302.406          1273494         19376046       -2767174.5          -930302        210096.66
              -18              -14                7       -223971.09         -1532144        -19605470       -2632865.5        1048730.5        242055.05
              -17              -14                7        147057.23         -1494987        -19508948       -2959076.3          1062077        296665.75
              -16              -14                7        600937.31         -1407002        -19343272         -3230077        1078888.9        394317.03
              -15              -14                7        1041689.6       -1321759.4        -19107710       -3505269.3        1109462.8        500458.28
              -14              -14                7        1469313.8       -1239259.4        -18802256         -3784654        1153798.6        615089.38
              -13              -14                7        1883809.9       -1159501.8        -18426912         -4068230        1211896.6         738210.5
              -12              -14                7          2285178       -1082486.8        -17981680         -4355998        1283756.4         869821.5
              -11              -14                7          2673418       -1008213.9        -17466558       -4647957.5        1369378.5        1009922.4
              -10              -14                7        3048530.8       -936683.75        -16881546         -4944109        1468762.5        1158513.3
               -9              -14                7          3505819       -1120284.6        -16275736         -5295046        2004207.5          1609721
               -8              -14                7          4584210       -1536685.6        -15442118       -5589410.5          3208224        2572346.3
               -7              -14                7        6272372.5       -1703134.9        -14184871       -5667290.5          4389670          3551095
               -6              -14                7          8185068       -1434426.1        -12580790       -5620297.5        4486195.5          3914835
               -5              -14                7          9723836       -1033928.4        -10802738       -5704977.5        3746087.5        3750852.5
               -4              -14                7          9906164       -744666.19         -9058179       -6374554.5          2982588        3386899.3
               -3              -14                7          9893666       -539159.44       -7368552.5         -7044852        2162504.3        2880009.8
               -2              -14                7          9587616       -353058.94         -5648640         -7572239          1559085        2571906.5
               -1              -14                7         10436186       -282222.69         -3015518         -7918172        429929.69          2653151
