           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        -19201462        1524794.5         19063678         -1573850       -32713.313        47118.992
              -17              -18                7        -18885740        960941.13         19138466       -1369156.5        545211.88        76542.594
              -16              -18                7        -18565790        375692.81         19300516       -1093679.1        1064639.1            77029
              -15              -18                7        -18241606       -230949.91         19549828       -747417.69        1525568.4        48578.215
              -14              -18                7        -17913190       -858987.94         19886402       -330372.28        1927999.9        -8809.793
              -13              -18                7        -17679680         -1473990         20189122        100814.53          2223205       -139928.39
              -12              -18                7        -17557740       -2160456.3         20373456        512443.63        2396519.5       -354321.91
              -11              -18                7        -17450864         -2948084         20517762        925459.38          2538027       -582922.94
              -10              -18                7        -17358904       -3767881.3         20650984        1356776.8        2661782.3       -822376.63
               -9              -18                7        -17281854         -4619849         20773118        1806395.8          2767785       -1072682.8
               -8              -18                7        -16189521       -4639534.5         21727310        3227589.5        2608710.5         -1604425
               -7              -18                7        -15519448         -5118355         22008128        4863540.5        2768234.5       -1928629.5
               -6              -18                7        -14884095         -5656445         22127576        6445155.5        2831072.5       -2231536.5
               -5              -18                7        -14283464         -6253802         22085650        7972434.5        2797224.3       -2513146.3
               -4              -18                7        -13717552       -6910425.5         21882348          9445375          2666689         -2773458
               -3              -18                7        -13186363         -7626317         21517680         10863982        2439468.8       -3012473.3
               -2              -18                7        -12689895         -8401477         20991636         12228251        2115561.5         -3230191
               -1              -18                7        -12359343         -9259232         19824130         13443316        2039194.3         -3392549
                0              -18                7        -11966982         -9937123         18356418         15242485        2487853.3         -3665887
                1              -18                7        -11311396        -10234911         16683894         16023390          2858947       -3004602.5
                2              -18                7        -10839635        -10760231         15264518         17014348          2536586       -3105562.3
                3              -18                7        -10414816        -11370972         13851622         17952298          2175269       -3239443.5
                4              -18                7        -10036938        -12067130         12445204         18837242        1774996.3         -3406247
                5              -18                7         -9706002        -12848709         11045263         19669174        1335767.8       -3605971.3
                6              -18                7         -9422008        -13715704          9651800         20448100        857583.38       -3838617.5
                7              -18                7         -9184957        -14668122        8264815.5         21174018        340443.13         -4104186
                8              -18                7         -8685793        -15594776          6893042         21475534       -38955.922       -4266193.5
                9              -18                7         -7824392        -16007614          5982063         21171618        65687.781         -3984792
               10              -18                7       -7371646.5        -16387994        5339155.5         21305876         113473.9       -3730602.3
               11              -18                7         -6905321        -16761083          4715077         21414214        165073.77       -3457871.3
               12              -18                7       -6422710.5        -17130472          4113405         21500380         218942.3       -3170071.3
               13              -18                7       -5831731.5        -17647422        3680160.3         21661452        218756.92       -2949342.5
               14              -18                7         -5202340        -18097176        3105444.5         21320596        123398.81       -2500675.5
               15              -18                7         -4536964        -18510800        2613433.3         20940152         46339.75       -2045242.4
               16              -18                7         -3835608        -18888348        2204262.8         20520388       -12360.516       -1583157.5
               17              -18                7       -3098272.5        -19229812        1877933.8         20061304       -52702.016       -1114421.3
               18              -18                7         -2324957        -19535200        1634445.5         19562900       -74684.711       -639033.38
              -18              -17                7        -19183356          1356884         18844594       -973242.63       -551562.69        21681.254
              -17              -17                7        -18843438        816114.13         18889558       -796576.31        24109.361         54251.93
              -16              -17                7        -18499286        253949.48         19021782          -549126        541283.38        57885.398
              -15              -17                7        -18150902       -329610.03         19241266       -230891.61        999959.13        32581.695
              -14              -17                7        -17864196       -892059.44         19458248        97197.688        1367226.9       -49782.285
              -13              -17                7        -17664052       -1426502.8         19630488        435285.03          1626077       -208955.25
              -12              -17                7        -17498712       -1969217.8         19825832        838548.13          1800899       -425748.44
              -11              -17                7        -17390776       -2689097.5         19978468        1268100.5          1928266       -664284.44
              -10              -17                7        -17305768       -3483097.3         20106264        1710605.3        2040600.9       -909104.06
               -9              -17                7        -17235674         -4309267         20222972        2171411.8        2135183.5       -1164776.5
               -8              -17                7        -15802573         -3805471         21261316          3550158          1496070         -1951231
               -7              -17                7        -14934399       -3716666.5         21834548          5082899        912971.31       -2651210.3
               -6              -17                7        -14494617         -4218253         21987056        6748268.5        653164.69       -3128477.8
               -5              -17                7        -14089555       -4779107.5         21978200          8359304        296671.81       -3584448.5
               -4              -17                7        -13719216         -5399229         21807964          9916002       -156507.63         -4019122
               -3              -17                7        -13383598         -6078619         21476358         11418364       -706372.69       -4432497.5
               -2              -17                7        -13511511         -7162726         20082958         12578220        331455.94       -4000642.8
               -1              -17                7        -13436544         -7970812         18657166         13952095          1552953       -3678787.3
                0              -17                7        -12950119         -8434678         17448836         15918640        1858200.3       -4443368.5
