           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        425398.84       -90612.781        195009.03        532934.56         15263603       -2172297.8
              -17              -18                7        594549.88       -102154.05        49799.055        547093.75         15296041         -2174725
              -16              -18                7        794273.63       -118733.42       -70461.305           553931         15230938         -2161791
              -15              -18                7          1024570       -140350.89       -165772.09        553446.19         15068293       -2133495.3
              -14              -18                7        1285439.1       -167006.48        -236133.3        545639.31         14808105       -2089838.1
              -13              -18                7        1617317.6       -199140.75       -286227.75        531707.31         14425524         -2025882
              -12              -18                7          2070970       -244814.72       -284579.91        506345.25         13896299       -1942434.8
              -11              -18                7        2594727.5       -302477.28       -234964.44        470238.94         13253114       -1843611.3
              -10              -18                7        3121704.5       -362308.38       -190027.25        429483.81         12534777       -1733112.4
               -9              -18                7        3651899.8       -424308.06       -149768.28        384079.81         11741285         -1610938
               -8              -18                7        3800989.5       -434880.56       -685601.88        427618.53         10749234         -1487975
               -7              -18                7        4225013.5       -485378.09       -530960.94        356739.31          9828370       -1366362.3
               -6              -18                7          4636879       -534750.44       -448683.94        291746.06          8787280       -1227534.6
               -5              -18                7        5036584.5       -582997.75       -438770.88        232638.98          7625967       -1071492.5
               -4              -18                7          5424131       -630119.88       -501221.78        179418.03          6344428       -898235.56
               -3              -18                7        5799518.5       -676117.06       -636036.38        132083.13        4942664.5          -707764
               -2              -18                7        6162747.5       -720989.13       -843215.06        90634.391          3420677       -500077.75
               -1              -18                7          6374364       -754111.88          -754949        9186.4492        1807652.5       -258408.16
                0              -18                7        6333719.5       -740933.63       -215881.91       -122958.71       -13521.059        20402.955
                1              -18                7          6195160       -727991.88          -190552       -184258.19         -1588115        229240.69
                2              -18                7          5998592       -700302.88        -148555.2       -244887.55       -3121447.3        447009.66
                3              -18                7        5728424.5       -663359.56       -90539.781       -302893.59       -4581320.5        653771.75
                4              -18                7          5384661       -617162.13       -16505.867       -358276.31         -5967734        849526.94
                5              -18                7        4967296.5       -561710.25        73546.672       -411035.72         -7280690        1034275.5
                6              -18                7          4476335       -497004.13        179617.69       -461171.75         -8520186          1208017
                7              -18                7        3911774.5       -423043.63        301707.34       -508684.59         -9686224        1370752.1
                8              -18                7          3385966       -352897.69        415346.75       -542069.63        -10731844        1514715.8
                9              -18                7        3109058.5       -315092.53        323691.59       -551000.38        -11598421        1635747.5
               10              -18                7          2738384       -269461.53        191295.36       -569166.44        -12440750        1755465.8
               11              -18                7          2355499       -223719.22        86007.531       -584805.63        -13203788        1864076.3
               12              -18                7        1963436.5       -178244.59        10029.229       -598127.19        -13887993        1961509.3
               13              -18                7        1645305.5       -143082.22        22369.863       -614563.13        -14491994          2045106
               14              -18                7        1345689.8        -108867.6        12660.746        -614739.5        -14936224        2106992.5
               15              -18                7        1073230.5       -79402.313       -15195.402       -607651.06        -15242970        2151296.8
               16              -18                7        827913.75       -54686.086       -61188.637          -593304        -15412256        2178022.5
               17              -18                7        609739.75       -34718.914       -125318.98       -571698.38        -15444077        2187169.5
               18              -18                7        418708.25       -19500.816       -207586.41       -542834.13        -15338436        2178738.5
              -18              -17                7        201944.27        -54315.32        178077.42        510582.16         15371439       -2052118.6
              -17              -17                7           426413       -68048.141        45363.711        522028.56         15398763         -2053660
              -16              -17                7        681454.56       -86819.063       -62400.422        526152.88         15328544         -2039840
              -15              -17                7        967068.75       -110628.07       -145214.95        522955.25         15160785       -2010658.4
              -14              -17                7        1343935.5       -140997.53       -188554.34        513387.66         14870252       -1960137.5
              -13              -17                7          1774501       -172734.34       -233827.02        499856.09         14483188       -1894949.5
              -12              -17                7        2191959.8       -202815.42          -307298        482261.38         14030736       -1822617.9
              -11              -17                7        2692128.8       -250244.13       -299853.56        450082.66         13403618       -1730761.3
              -10              -17                7        3219027.5       -304443.06       -270827.88        410547.88         12673609       -1624443.5
               -9              -17                7        3749145.3       -360810.56       -246480.48        366364.34         11868447       -1506450.5
