           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7          9202951         -1060207       -96072.008        66590.797       -130229.31        65639.938
              -17              -18                7          9453265         -1091823         204175.7        146705.25       -650612.06        187029.39
              -16              -18                7          9672841       -1120228.8        449241.34        234258.48       -1197128.8        306955.78
              -15              -18                7          9861680       -1145424.6        639124.56        329250.56       -1769778.5        425419.19
              -14              -18                7         10019781       -1167410.4        773825.88        431681.44       -2368562.3        542419.44
              -13              -18                7         10052806       -1169035.9        1057349.4        520048.19       -3232452.3        671876.25
              -12              -18                7          9864868       -1139745.1        1333235.6         602148.5         -4315718        838184.25
              -11              -18                7          9549882       -1098614.8        1382089.5           700276         -5355635        1021997.4
              -10              -18                7          9182134       -1055474.8        1380610.8        806578.88         -6392134        1203280.3
               -9              -18                7          8761620       -1010324.7        1328799.8        921057.25         -7425214        1382032.8
               -8              -18                7        7780935.5       -971481.63        1716888.5        1034661.3         -8663102        1576217.4
               -7              -18                7        7308640.5       -901894.75        1342796.4        1207472.3         -9850382        1797181.5
               -6              -18                7          6711900       -813671.19        1101346.3        1351992.4        -10939403        1985578.8
               -5              -18                7        5990715.5       -706810.75        992538.19        1468221.6        -11930164        2141408.5
               -4              -18                7        5145085.5        -581313.5        1016372.1          1556160        -12822663          2264671
               -3              -18                7          4175011       -437179.41        1172847.5        1615807.5        -13616903        2355366.5
               -2              -18                7        3080491.5       -274408.47        1461964.9        1647164.4        -14312882        2413494.5
               -1              -18                7        1675500.8       -124670.38        2370084.5        1649715.4        -14335593        2427597.5
                0              -18                7        123044.35        -11382.84          2341855        1650006.8        -14178034        2432673.8
                1              -18                7         -1482502        164266.34        1519676.5        1620536.9        -13914385          2409980
                2              -18                7         -3030467        317778.53         817744.5        1575666.8        -13539532        2361119.8
                3              -18                7         -4325574        457542.47        292814.25        1519013.6        -12962867        2284914.8
                4              -18                7         -5367824        583558.13        -55114.25        1450577.5        -12184391        2181365.3
                5              -18                7       -6157218.5        695825.75        -226042.5        1370358.3        -11204101        2050470.6
                6              -18                7         -6693754           794345       -219970.75          1278356        -10022002        1892231.5
                7              -18                7         -6977434        879116.13       -36896.969        1174570.6         -8638089        1706647.6
                8              -18                7         -6955575         937472.5        -101704.5        1073704.1       -7641218.5        1515157.3
                9              -18                7       -7382549.5        986339.75       -189774.27        977367.44         -7389792          1362854
               10              -18                7       -8293318.5        1053727.8        471387.72        857041.25         -6394963        1192125.3
               11              -18                7         -9095226        1112393.6        1062854.9         737085.5         -5343974        1013064.5
               12              -18                7         -9784618        1161859.3        1559188.5        618749.88         -4232218        827083.75
               13              -18                7        -10289243        1188514.4        1231194.3        541605.81       -2988546.8        682217.56
               14              -18                7        -10276422        1172199.8        1245887.6        426397.66       -2400959.3        561577.31
               15              -18                7        -10198586        1152855.1        1154127.3        320717.97       -1853187.8        442537.72
               16              -18                7        -10056018        1130503.6        955694.75        224592.84       -1344874.3        325084.13
               17              -18                7         -9848718        1105145.3         650590.5        138022.36       -876018.94        209216.58
               18              -18                7         -9576687        1076780.1        238814.36        61006.465       -446621.88         94935.07
              -18              -17                7          9785668       -947721.88        27701.895        54861.438        15083.732        53210.621
              -17              -17                7         10035085       -978186.75        320831.09        132852.42       -496747.72        165243.36
              -16              -17                7         10253764       -1005441.6        558778.06        218282.25       -1034712.6        275813.09
              -15              -17                7         10441706       -1029486.3        741542.94        311150.91       -1598811.3        384919.69
              -14              -17                7         10545271       -1035103.9          1042131        391543.31         -2406268        505661.25
              -13              -17                7         10559866       -1023266.1        1567722.6        454977.25       -3488954.3        638706.56
              -12              -17                7         10532565       -1008049.8        2195738.5         518052.5       -4660414.5        772416.13
              -11              -17                7         10288145        -973154.5          2450780        602437.94       -5762627.5        939082.38
              -10              -17                7          9945988       -931817.88        2546316.8        699811.25         -6829447        1112047.5
               -9              -17                7          9551068        -888471.5          2591521        805360.13       -7892847.5        1282482.4
               -8              -17                7          8212272       -855318.13          3300100        873394.13         -8975252        1441652.5
               -7              -17                7        7200313.5       -786787.56        3678729.8        969527.94        -10071786        1616146.4
               -6              -17                7        6716200.5       -692897.56          3607619        1095774.9        -11231870        1790664.5
