           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7          3447299         -5616907        143799.44        126004.61         20539726          7210732
              -17              -18                7          3549606         -5679694       -68207.422       -55651.133         20553532          7685081
              -16              -18                7        3681342.5         -5725066       -246122.06       -197774.78         20473696          8156986
              -15              -18                7        3842508.3         -5753024       -389944.66       -300366.22         20300220          8626446
              -14              -18                7        4033103.3         -5763568       -499675.16       -363425.59         20033102          9093463
              -13              -18                7        4283243.5       -5680154.5       -552694.88       -459435.38         19625216          9645282
              -12              -18                7          4639854         -5418622       -510405.31       -525849.69         19053496         10278392
              -11              -18                7          5071774         -5055587       -394942.56       -483783.19         18370556         10890697
              -10              -18                7          5517833       -4666808.5       -272129.06        -413646.5         17615904         11484177
               -9              -18                7          5978031       -4252284.5       -141964.92       -315439.75         16789530         12058829
               -8              -18                7        6174096.5       -3971911.3          -802688       -822166.13         15802799         12729932
               -7              -18                7        6646401.5       -3778409.3       -575326.69       -606106.69         14906200         13544225
               -6              -18                7        7115556.5       -3499709.5       -438636.25       -461255.72         13886969         14295700
               -5              -18                7        7581562.5       -3135812.5       -392616.81       -387612.69         12745110         14984358
               -4              -18                7          8044419       -2686718.3       -437268.19       -385177.94         11480621         15610196
               -3              -18                7          8504126       -2152426.5       -572590.13       -453950.97         10093504         16173217
               -2              -18                7          8960684         -1532937       -798583.06       -593932.44          8583757         16673420
               -1              -18                7          9296111          -818598       -752431.63       -825339.25          6899978         16863176
                0              -18                7          9382348        -112089.7       -205149.05          -856702          4925336         16936370
                1              -18                7          9376909           614576       -87362.516        -501721.5        3163191.8         16843730
                2              -18                7          9302496        1365729.8        14734.172        -272990.5          1447603         16843188
                3              -18                7          9124847        2025498.8        113983.97       -113235.13       -224328.94         16783416
                4              -18                7          8843966        2593882.8        210386.91       -22455.313       -1852603.5         16664419
                5              -18                7          8459849          3070882        303943.13         -650.625         -3437223         16486193
                6              -18                7          7972497          3456496        394652.47       -47821.094       -4978184.5         16248742
                7              -18                7          7381911        3750725.8        482514.97       -163967.39         -6475490         15952063
                8              -18                7          6765291        3885294.8        593448.75       -95854.219         -7825369         15799420
                9              -18                7          6470923          4126213        532728.75        50153.375         -8961771         15934024
               10              -18                7          6216554        4620651.5        352801.31       -254321.78        -10175766         15812952
               11              -18                7          5944436          5066570           201184       -534296.88        -11337056         15636910
               12              -18                7        5656111.5          5461253        82656.203       -780384.25        -12445500         15405756
               13              -18                7          5389902        5748456.5        133878.33       -722514.25        -13472898         15135084
               14              -18                7          5056911          5792616        77329.586        -720218.5        -14243299         15052243
               15              -18                7          4741072          5797555        17176.945       -648143.69        -14897904         14941920
               16              -18                7          4442417          5763410       -46515.086       -506242.72        -15436804         14803991
               17              -18                7        4160946.8        5690181.5       -113746.55       -294515.56        -15859996         14638452
               18              -18                7          3896662          5577869       -184517.44       -12962.281        -16167484         14445306
              -18              -17                7        3202405.5       -5936915.5       -154675.23        16160.914         20614696          7199420
              -17              -17                7        3364131.5       -5975529.5       -339485.34       -154656.73         20624108          7666341
              -16              -17                7        3555286.8       -5996730.5       -490203.31       -285942.19         20539880          8130818
              -15              -17                7          3775871       -6000515.5       -606829.19       -377695.53         20362014          8592851
              -14              -17                7        4064122.5       -5921958.5       -652118.13          -483925         20048506          9132894
              -13              -17                7          4382671         -5774762       -681400.75       -662278.69         19627508          9761195
              -12              -17                7          4685075         -5622019        -745911.5       -882155.19         19145936         10408202
              -11              -17                7          5081073         -5305755       -694268.19       -934809.06         18483944         11023333
              -10              -17                7          5516930         -4924285       -599878.56       -911717.88         17719860         11610237
               -9              -17                7          5966925         -4517070       -498138.28       -860556.31         16884062         12178315
               -8              -17                7          6145898       -4167769.8         -1595414       -1685906.3         16031662         12836954
               -7              -17                7          6631321         -3806557       -2125896.3       -2118100.8         15140444         13572271
               -6              -17                7        7271973.5       -3521088.3       -2008043.5         -2087668         14192676         14397707
               -5              -17                7          7909477         -3150422       -1980861.5       -2128443.3         13122280         15160323
               -4              -17                7          8543831         -2694558       -2044350.6         -2240427         11929256         15860122
               -3              -17                7          9175036       -2153496.8         -2198510       -2423618.5         10613601         16497102
               -2              -17                7          9544787       -1641755.9       -1849054.1       -3116714.3          8749340         16208572
               -1              -17                7          9723917        -958751.5       -1526445.8         -3785005          6713418         16123480
                0              -17                7          9955559       -503201.22       -734678.31         -3691742          4678608         16578855
                1              -17                7          9917949         445255.5       -597643.38       -3275695.5        2895417.5         16585017
                2              -17                7          9797720        1329297.3        -487807.5       -2923267.3        1164554.6         16578528
                3              -17                7          9574258        2121954.3       -380818.53       -2639814.5       -522651.31         16512813
                4              -17                7          9247560          2823226       -276676.25       -2425336.5       -2166200.3         16387872
                5              -17                7          8817628          3433113       -175380.97       -2279834.5         -3766093         16203702
                6              -17                7        8284460.5        3951615.3       -76932.336       -2203307.3         -5322329         15960306
                7              -17                7          7648059          4378733        18669.441       -2195755.8         -6834910         15657681
                8              -17                7          7078901        4473840.5        212666.25         -1409522         -7939912         15971994
                9              -17                7        6612757.5        4379271.5        291738.38       -721952.94         -8948577         16189611
               10              -17                7        6354026.5        4847868.5        143008.52       -963080.81        -10166377         16071030
               11              -17                7          6077548          5267945        22588.918       -1179708.9        -11331470         15897484
               12              -17                7        5808417.5          5540659        50344.313       -1125617.6        -12430243         15651140
               13              -17                7          5509775          5791607        111719.03       -1031074.4        -13431328         15380809
               14              -17                7        5173436.5        6050871.5        174388.13       -961923.88        -14333517         15094800
               15              -17                7          4813557          6113310        142346.91       -910176.13        -14995642         14966296
               16              -17                7          4469669          6115716        96074.414        -792561.5        -15526836         14830528
               17              -17                7        4142966.8          6079038        46262.504       -605120.81        -15942325         14667152
               18              -17                7        3833448.5          6003276       -7088.8066       -347853.94        -16242106         14476167
              -18              -16                7        3001450.3         -6263658        -476751.5       -97211.078         20731024          7252218
              -17              -16                7        3222594.5         -6278099       -634364.88       -257190.66         20736044          7711711
              -16              -16                7        3473168.3         -6275127       -757886.13       -377637.94         20647424          8168760
              -15              -16                7          3799485         -6201362       -795527.25       -494190.31         20428272          8697064
              -14              -16                7        4163877.5       -6069371.5       -803335.44       -665959.13         20106136          9307744
              -13              -16                7        4512125.5         -5931835        -846371.5       -879250.38         19723424          9937130
              -12              -16                7        4844229.5         -5788753       -924635.81       -1134064.5         19280140         10585223
              -11              -16                7          5163589         -5633661       -1032184.1       -1421826.5         18770010         11249374
              -10              -16                7          5589243         -5259499       -966218.31       -1445780.3         17996500         11829704
               -9              -16                7        6007896.5         -4872225       -983138.75       -1499878.8         17184724         12409993
               -8              -16                7          6366008         -4491810         -1860395         -2108139         16610530         13125360
               -7              -16                7        6973723.5       -3922965.8       -2728602.3       -2728294.8         15941519         13772688
               -6              -16                7          7772836         -3488981         -2956148       -2999321.5         15099185         14567239
               -5              -16                7          8581836         -3111545         -2947804       -3154515.5         14100252         15403814
               -4              -16                7          9325105         -2819788         -2786479       -3743137.5         12685072         15701382
               -3              -16                7          9890286       -2471451.3       -2519596.3       -4672755.5         10832204         15623727
               -2              -16                7         10307306       -1827383.3       -2433670.5         -5509736          8859360         15755739
               -1              -16                7         10532413       -1174387.4         -2211229         -6135589          6754778         16192851
                0              -16                7         10807948       -569643.25       -1488180.4         -6042270        4694286.5         16794396
                1              -16                7         10874398        313582.88       -995421.44       -5718727.5        2638818.8         16714465
                2              -16                7         10708354        1330512.6       -877846.38       -5242601.5        892681.19         16702032
                3              -16                7         10439076        2256057.8       -763118.13         -4835451       -809799.31         16630372
                4              -16                7         10066563        3090217.5       -651236.75         -4497276         -2468623         16499486
                5              -16                7          9590815        3832992.8       -542202.19         -4228077       -4083789.8         16309372
                6              -16                7          9011833        4484382.5       -436014.47       -4027852.5         -5655300         16060031
                7              -16                7          8306662          5012774       -251780.38         -3522327         -7016790         16106714
                8              -16                7          7590944          5156356       -62059.082       -2668767.5         -8131586         16304390
                9              -16                7        6902208.5          4871337        76835.875       -1641907.5         -9073344         16445118
               10              -16                7          6580495          5174793       -7082.0449       -1635360.5        -10238672         16357191
               11              -16                7        6311646.5          5463459       -8890.9063       -1602433.1        -11404028         16152185
               12              -16                7          6018269          5669836        61342.055       -1445824.1        -12477700         15897876
               13              -16                7        5687194.5        5884529.5        132869.31       -1314607.8        -13452472         15627887
               14              -16                7          5318424        6107539.5           205691       -1208784.1        -14328350         15342218
               15              -16                7          4911955          6338865        279807.09       -1128353.3        -15105331         15040869
               16              -16                7          4516062          6414907        271828.59       -1035105.1        -15658988         14868882
               17              -16                7        4144126.5          6414779         239436.2       -871950.88        -16066770         14707668
               18              -16                7        3789375.5          6375567        203504.39       -638970.38        -16358846         14518845
              -18              -15                7        2844432.3         -6597133       -822429.06       -214111.38         20888708        7369124.5
              -17              -15                7        3124995.8         -6587403       -952845.75       -363252.75         20889338        7821190.5
              -16              -15                7        3489330.8         -6518365        -982922.5       -490231.59         20764510          8337790
              -15              -15                7          3899567       -6401580.5       -969256.19       -655415.31         20541232          8930850
              -14              -15                7        4293659.5         -6279250          -990818       -862121.56         20257384          9542614
              -13              -15                7          4671607         -6151374       -1047607.6       -1110350.4         19912960         10173086
              -12              -15                7          5033411         -6017952       -1139625.5       -1400101.9         19507964         10822263
              -11              -15                7        5379070.5         -5878984       -1266871.5       -1731376.3         19042394         11490146
              -10              -15                7          5734772         -5672451         -1371148       -2015834.1         18445824         12142574
               -9              -15                7        6157231.5         -5304004       -1482678.4       -2131823.8         17748466         12760982
               -8              -15                7          6718545         -4882735       -2066593.3         -2469196         17448474         13525027
               -7              -15                7        7529461.5         -4273036       -2641459.3       -2818463.5         17053664         14221031
               -6              -15                7          8589980         -3474907       -3207276.8       -3179626.3         16564034         14848993
               -5              -15                7          9546756       -3523133.8       -2961289.3         -4456619         14888625         14771805
               -4              -15                7         10326052       -3317743.5       -2838747.5         -5572856         13088674         15000957
               -3              -15                7         10957186       -2816622.5       -2897164.5       -6596458.5         11168748         15439774
               -2              -15                7         11440161       -2019769.3         -3136538       -7527423.5          9128848         16088258
               -1              -15                7         11746846       -1346865.3       -2719656.5         -7922000          7011063         16871062
                0              -15                7         12122078        -597450.5       -2082684.8       -7821913.5          4890184         17531000
                1              -15                7         12157046        210564.66       -1260694.5         -7654833          2456472         17346376
                2              -15                7         12034396          1369375       -1155382.4         -7230994        631984.13         17213696
                3              -15                7         11719302          2427808       -1032914.9       -6700145.5       -1085770.6         17136092
                4              -15                7         11300974        3394855.8       -913294.38         -6238273       -2759868.8         16999262
