           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7         -8761146        2106891.5          8994499         -2223594        33697.145       -47195.039
              -17              -18                7         -9459233          2093245          9067214       -1938215.8       -217743.14        98452.523
              -16              -18                7        -10141852        2080217.3          9076414       -1584721.8       -458629.19        245157.19
              -15              -18                7        -10809002        2067808.5          9022098       -1163112.5       -688961.13        392918.78
              -14              -18                7        -11460683        2056018.3          8904264       -673387.31       -908738.94         541737.5
              -13              -18                7        -12104441        2024432.6          8726084       -187886.19       -1042883.6        652642.38
              -12              -18                7        -12561392        1933512.3          8500597        298046.63         -1045567        722649.63
              -11              -18                7        -12846744        1811522.6          8267091         820701.5       -1015261.1        799124.06
              -10              -18                7        -13101854        1683776.5          8015354        1364308.3       -982082.25        879993.25
               -9              -18                7        -13326724        1550273.5        7745387.5        1928866.6       -946030.56           965257
               -8              -18                7        -14095668        1910718.8          6998961        2797478.3       -613245.75        910065.25
               -7              -18                7        -14835413        2182382.5          6128341        3518978.5       -421249.53        1041246.3
               -6              -18                7        -15462662          2439810          5342055        4139727.8       -265938.38        1160800.5
               -5              -18                7        -15977416          2683002          4640102        4659724.5       -147312.38        1268727.5
               -4              -18                7        -16379672        2911957.5        4022483.5          5078970       -65371.391        1365027.5
               -3              -18                7        -16669434        3126677.5          3489198          5397465       -20115.625        1449700.8
               -2              -18                7        -16846698        3327161.8        3040246.5        5615208.5       -11544.844          1522747
               -1              -18                7        -16869990        3446125.3        2679560.5          5585070       -69915.938        1668605.8
                0              -18                7        -16664687        3537708.3          2463038          5394954        145923.34        1909305.4
                1              -18                7        -16572943        3667723.8        2875027.8        5059838.5        52386.313        2092377.3
                2              -18                7        -16341126        3688733.3          3180807          4770983        151736.13        2014954.6
                3              -18                7        -16020094        3647913.5          3476204          4463973        285614.59        1900044.3
                4              -18                7        -15609849        3545264.8          3761219          4138809        454021.56          1747647
                5              -18                7        -15110386        3380786.5        4035852.8        3795489.8        656957.25        1557762.1
                6              -18                7        -14521709          3154480          4300104        3434016.3        894420.88        1330390.1
                7              -18                7        -13843816        2866343.8          4553974          3054388        1166413.8        1065530.5
