           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7          9081016        2484214.8         -9354586       -2505465.5        41451.715         48538.68
              -17              -18                7          8913285          2327162         -9313368         -2570248        284401.63         109489.2
              -16              -18                7          8697770        2173965.3         -9263072       -2656751.5        558975.38        169327.48
              -15              -18                7          8434470        2024623.5         -9203697       -2764976.3        865172.88        228053.44
              -14              -18                7          8123384        1879137.3         -9135242       -2894921.5        1202994.4        285667.13
              -13              -18                7        7827282.5        1754368.6         -8942300       -3019961.8        1528550.9        359279.19
              -12              -18                7        7560166.5        1683764.4         -8664386       -3124939.5        1866643.5        445820.81
              -11              -18                7        7275899.5        1646463.3         -8419711       -3223305.5        2232355.3        521549.66
              -10              -18                7          6988099        1617576.5       -8154842.5       -3319942.5        2590320.5        590039.06
               -9              -18                7        6696764.5        1597104.3       -7869778.5       -3414850.5        2940538.3        651288.94
               -8              -18                7          5995333        1265504.3         -7691099       -3774910.8        3163051.8         788308.5
               -7              -18                7        5281392.5        1056693.5       -6849916.5       -3974186.3        3749325.5        877978.31
               -6              -18                7        4546943.5        869502.25       -5959481.5         -4133951        4274483.5        947157.13
               -5              -18                7        3791986.8        703930.88       -5019794.5         -4254204          4738525        995844.94
               -4              -18                7        3016522.5        559979.19       -4030854.5         -4334945        5141449.5        1024041.5
               -3              -18                7          2220550        437647.22       -2992662.3         -4376175          5483259        1031746.9
               -2              -18                7        1404069.9        336934.94       -1905217.5       -4377893.5          5763951        1018961.4
               -1              -18                7        614841.44        277985.34       -451788.69       -4218218.5        5787827.5         913694.5
                0              -18                7       -270455.94        192292.23        1202310.6       -3979077.3        5468393.5        732478.69
                1              -18                7       -998471.94        38508.688        2432554.3         -3658145          5566655           532939
                2              -18                7       -1745745.8       -63489.805        3545610.5         -3396019          5460447        476976.19
                3              -18                7         -2483907       -142212.16        4609641.5       -3127235.3          5293256        431053.06
                4              -18                7       -3212954.8       -197658.31        5624647.5       -2851795.5          5065082        395169.63
                5              -18                7       -3932890.8       -229828.42          6590629         -2569698        4775925.5        369325.81
                6              -18                7       -4643713.5       -238722.38          7507584       -2280943.5          4425786        353521.63
                7              -18                7       -5345424.5       -224340.19        8375515.5       -1985531.9        4014663.3        347757.16
                8              -18                7       -6130389.5       -228895.81          8978528       -1681067.5        3534468.3        325713.88
                9              -18                7         -6800502          -274869          9286576       -1434606.3          3112196        226620.31
               10              -18                7         -7224286       -261273.94          9823313       -1237003.1        2752681.8        135698.69
               11              -18                7         -7617315       -247862.47         10288148       -1044732.4        2391808.5        51855.539
               12              -18                7       -7980708.5       -234074.11         10673937       -859198.25        2032295.8       -24105.131
               13              -18                7         -8374449       -204684.16         10775932       -728996.38          1759624        -63460.77
               14              -18                7         -8746076       -172754.59         10798596       -541371.06          1475773       -84297.227
               15              -18                7         -9060976       -138466.34         10730194       -378759.09        1180808.4        -92786.93
               16              -18                7         -9319150       -101821.77         10570737       -241206.95        874733.31       -88933.195
               17              -18                7         -9520598       -62820.848         10320226       -128714.78        557547.63           -72736
               18              -18                7         -9665322       -21463.564          9978659       -41282.422        229251.44       -44195.359
              -18              -17                7          8977569        2533219.5         -9246841       -2377080.5          -229737       -25851.627
              -17              -17                7          8778638          2366152         -9167582       -2428854.3        23292.408        33972.996
              -16              -17                7          8531922        2202939.8         -9079242       -2502348.8        307945.75        92685.305
              -15              -17                7          8237421        2043582.5         -8981824       -2597564.3        624222.81        150285.34
              -14              -17                7          7923996        1897806.6         -8793511       -2692442.3           938630        218848.05
              -13              -17                7          7626401        1769244.3         -8469409       -2781171.8          1235685        304352.97
              -12              -17                7        7329530.5        1650245.3         -8069324       -2881871.5        1540789.9        397769.13
              -11              -17                7          7030097        1591895.8         -7731001         -2979494        1900133.5        479256.69
              -10              -17                7          6726709        1555521.8         -7402914         -3072855        2265528.5        549862.75
               -9              -17                7          6419787        1527562.1       -7054631.5       -3164487.8        2623176.5        613229.25
               -8              -17                7        5648013.5        1057046.6       -6990037.5         -3553640        2899648.5        852611.69
               -7              -17                7          5014011        742525.75       -6457606.5       -3838940.5          3574477        1080377.5
               -6              -17                7          4352600        588413.25         -5481704         -4020891        4323463.5        1224061.1
               -5              -17                7          3670681        455920.38         -4456549       -4163330.8          5011334        1347253.8
               -4              -17                7        2968254.5        345047.31       -3382142.5         -4266259        5638088.5        1449955.3
               -3              -17                7        2245319.5        255793.88       -2258482.5         -4329675          6203726        1532165.5
               -2              -17                7        1631644.4        290852.72       -392818.41         -4117489        6113235.5          1207771
               -1              -17                7        886059.94        267858.69        1400648.1       -3911083.8        5736501.5         818602.5
                0              -17                7       -55709.023        214857.69          2948195         -3760538          5778163        796901.94
                1              -17                7       -883573.38        98609.352        4102649.8         -3493105          5781422           657941
                2              -17                7       -1686577.6        13298.219          5172095       -3235857.3          5695092        597073.06
                3              -17                7         -2480469       -48736.773          6192515       -2971952.5          5547780        546244.88
                4              -17                7         -3265248       -87495.664          7163910       -2701390.8          5339484        505456.19
                5              -17                7         -4040914       -102978.41          8086280         -2424172          5070206        474707.25
                6              -17                7       -4807467.5       -95185.016          8959624       -2140295.8        4739944.5        453997.94
                7              -17                7         -5564909       -64115.496          9783946       -1849762.9          4348701        443328.28
                8              -17                7       -6603153.5       -183420.88          9704560       -1572669.8          3876163        328170.53
                9              -17                7       -7402803.5       -300255.84          9641585       -1301719.1        3426733.3        221013.16
               10              -17                7         -7779050       -287642.38         10109081       -1112661.8        3061251.3        134307.81
               11              -17                7         -8124543       -275212.47         10504675          -928937          2694410        54681.082
               12              -17                7         -8436096       -255018.75         10629431       -786032.19          2394213       -706.04541
               13              -17                7         -8759438       -237304.38         10668623       -664876.81        2109112.3       -38824.535
               14              -17                7         -9100127       -224503.95         10675375       -557534.38        1822247.8       -63264.652
               15              -17                7         -9417339       -199511.23         10610166       -409997.44        1527565.3       -71743.195
               16              -17                7         -9676963       -170584.81         10452396       -280791.28          1221560       -67549.922
               17              -17                7         -9879861       -139302.08         10203571       -176645.08        904444.13       -51013.195
               18              -17                7        -10026034       -105662.92          9863690       -97558.719        576217.88       -22133.016
              -18              -16                7          8879324        2611116.5         -9069356       -2244161.3        -529683.5       -94789.703
              -17              -16                7          8649192        2434033.5         -8952054         -2282926       -266574.59           -36091
              -16              -16                7          8371274          2260806         -8825673       -2343411.5        28158.156        21495.424
              -15              -16                7          8040720        2094062.8         -8641800       -2408101.8        331357.44        85036.844
              -14              -16                7          7694653        1937959.3       -8352911.5       -2470768.5           626685        160906.84
              -13              -16                7          7349311        1791419.3         -7988040         -2545405           930062        244688.03
              -12              -16                7        7004692.5        1654443.1         -7547186       -2632011.3          1241488        336380.34
              -11              -16                7          6661613          1529331         -7035677         -2730174        1562611.9        435151.66
              -10              -16                7        6342637.5        1485469.4       -6644372.5       -2820259.5          1935437        507874.28
               -9              -16                7          5967103        1403220.1         -6255625         -2931135          2296676        593921.13
               -8              -16                7          5210882        915230.25         -5983889       -3216277.3          2838482        903294.88
               -7              -16                7          4694732        502121.97       -5542410.5         -3425167        3784327.5        1265062.9
               -6              -16                7        4180427.5        303679.44         -4642592         -3609815          4829951          1539741
               -5              -16                7        3571546.3        204265.16       -3531970.3       -3774440.8          5741650        1737438.3
               -4              -16                7        3056621.5        212244.69         -2000614         -3819177          6273090        1756949.4
               -3              -16                7        2464544.5        276553.38       -169281.97       -3753767.5        6288321.5          1511620
               -2              -16                7        1608535.3        284277.81        1508204.9         -3670661          6093188        1145745.6
               -1              -16                7        845576.06        227183.78        2998174.3         -3648425        5724355.5        879364.38
                0              -16                7        93427.813        227502.56        4374610.5       -3520065.5        5956581.5        842848.13
                1              -16                7       -979318.06        168668.25          5731462         -3279790          5941211        799915.88
                2              -16                7       -1838052.9        100044.47        6757296.5       -3027420.5          5874759        734142.81
                3              -16                7         -2687675        54696.797          7734106       -2768394.5          5747325        678409.44
                4              -16                7         -3528184        32625.258          8661891         -2502711          5558908        632715.63
                5              -16                7       -4359580.5        33829.887          9540649       -2230370.5          5309508        597061.56
                6              -16                7         -5181864        58310.613         10370384       -1951372.9          4999125        571447.13
                7              -16                7         -6178678        4593.9492         10611186       -1705238.5          4603603        472175.06
                8              -16                7         -7156628       -130694.95         10425885       -1461036.4        4181926.5        336461.19
                9              -16                7       -7981366.5       -298320.59         10117435       -1192280.1        3759374.8        213986.19
               10              -16                7         -8365552       -314432.59         10402367       -997747.19        3380603.8        127373.58
               11              -16                7         -8623676       -301028.47         10570036       -843935.13        3052946.5        59178.305
               12              -16                7         -8859274       -290075.75         10578874       -718013.19          2757180        8618.4727
               13              -16                7         -9112219       -284036.91         10555268       -605904.31          2459650        -28262.91
               14              -16                7         -9382509       -282912.06         10499219       -507608.19          2160356       -51465.898
               15              -16                7         -9670145       -286701.25         10410728       -423124.97        1859298.9       -60990.465
               16              -16                7         -9934162       -271003.88         10257056       -313415.31        1553240.3       -56643.328
               17              -16                7        -10138509       -247439.23         10009916       -217615.06        1236194.3       -39767.063
               18              -16                7        -10286132       -221518.27          9671724       -146874.72        908037.94       -10547.349
              -18              -15                7          8786280          2717905         -8822132       -2106707.5       -858387.81       -158275.52
              -17              -15                7          8524947          2530807         -8666788       -2132463.3       -585199.38       -100702.73
              -16              -15                7        8177452.5        2343136.8         -8487166         -2166940       -293266.22       -42154.297
              -15              -15                7          7782914          2159492         -8233491       -2203543.5         333.5625        24080.734
              -14              -15                7          7389100        1985411.3         -7903833       -2252116.8         301982.5        98226.898
              -13              -15                7        6996010.5          1820894         -7498193       -2312660.3           611681        180284.28
              -12              -15                7        6603645.5        1665940.8         -7016569       -2385173.3        929428.88        270252.78
              -11              -15                7        6212005.5        1520551.1       -6458963.5       -2469656.8        1255226.3        368132.53
              -10              -15                7        5835883.5        1407419.4         -5879216       -2562155.5        1600045.5        464073.75
               -9              -15                7          5371182        1245908.6       -5425713.5         -2677646        2022187.6        598553.13
               -8              -15                7          4665509        769738.75       -4924096.5       -2838468.3        2845577.5        968495.13
               -7              -15                7          4199906        368450.16         -4252737       -2923038.5        4073006.3        1390831.1
               -6              -15                7        3974374.5        42043.066       -3411636.8       -2931356.5        5704474.5        1865561.4
               -5              -15                7        3717254.5        164264.78       -1528183.3       -3019918.5          6142584        1869903.5
               -4              -15                7        3123378.5        244376.72        192478.81         -3125201        6314764.5        1736739.6
               -3              -15                7        2265570.5        267904.28        1759298.3       -3212786.5        6276581.5        1483031.4
               -2              -15                7        1143830.6        234847.63        3172271.8       -3282674.5          6028035        1108778.3
               -1              -15                7           528787        188258.83        4540323.5       -3336319.5        5754008.5        1057994.3
                0              -15                7       -72249.188        245308.25          5796471       -3220741.3          6100192        1009877.9
                1              -15                7       -1335062.1        236973.92        7302309.5       -3008221.3          6046627        975277.56
                2              -15                7       -2200170.5           196749          8301214       -2770709.3        5999448.5         888185.5
                3              -15                7         -3105523        168088.66          9234413         -2516561          5891893        827546.88
                4              -15                7         -4001763        162704.45         10118586         -2255756          5723354           776948
                5              -15                7         -4888890        180596.41         10953734         -1988294          5493833        736388.81
                6              -15                7       -5856605.5        176996.19         11476966       -1748558.5          5185172        658709.44
                7              -15                7       -6900312.5        69307.469         11371307       -1559640.3          4818903        498028.16
                8              -15                7         -7790810       -70718.008         11142500       -1346167.8          4451758        350585.81
                9              -15                7         -8528098        -243080.2         10790546       -1108141.1        4083737.5        216382.41
               10              -15                7         -8937186       -342713.38         10597751          -902705          3735825        116192.26
               11              -15                7         -9085042       -338522.22         10576232       -772016.75        3429392.5        53191.117
               12              -15                7         -9250243       -339245.06         10522271       -655141.38        3121196.8         3868.417
               13              -15                7         -9432790       -344881.75         10435865       -552078.69          2811237       -31775.879
               14              -15                7         -9632683        -355432.5         10317016          -462829          2499514       -53741.746
               15              -15                7         -9849921       -370897.25         10165725       -387392.25        2186027.8       -62029.207
               16              -15                7        -10084506       -391275.78          9981988       -325768.19        1870777.1       -56638.258
               17              -15                7        -10296543       -387232.41          9739265       -251624.72          1552798       -38997.578
               18              -15                7        -10445614       -369029.63          9402758       -189230.36        1224711.5       -9438.3252
