           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        249877.75        7214273.5       -264862.25         -7246309       -16546.867       -4050.8716
              -17              -18                7        161895.17          7323879       -120235.63         -7323246       -458732.66        210623.44
              -16              -18                7        55458.781        7421027.5        72026.094         -7409332       -844983.56        435018.69
              -15              -18                7        -69431.75          7505718           311923         -7504569       -1175299.3        669134.69
              -14              -18                7       -212776.25        7577950.5        599455.25         -7608955       -1449680.4        912971.88
              -13              -18                7       -347058.53          7638321        926262.63         -7683020       -1695803.1        1145885.5
              -12              -18                7       -476717.06        7663732.5        1287550.4       -7715535.5         -1834459        1329042.5
              -11              -18                7       -617405.69          7667419        1672713.1         -7751588       -1877821.3          1488567
              -10              -18                7       -760403.31        7675528.5        2093847.8         -7794714       -1899877.3        1652317.3
               -9              -18                7       -905710.06        7688059.5          2550954         -7844911       -1900626.9        1820292.8
               -8              -18                7       -1096631.4          7633858        3041407.3         -8075911       -1929581.5        1962164.1
               -7              -18                7       -1308559.6        7671025.5        3570893.5         -8154374       -1742875.9        2168170.5
               -6              -18                7       -1508960.6        7706496.5          4057926       -8207136.5       -1513065.4        2351321.5
               -5              -18                7       -1697834.5        7740267.5        4502504.5         -8234197       -1240149.6          2511617
               -4              -18                7       -1875181.4          7772341          4904629       -8235553.5       -924128.81        2649056.8
               -3              -18                7       -2041001.3        7802716.5        5264299.5         -8211208       -565003.25          2763641
               -2              -18                7         -2195294        7831393.5        5581516.5       -8161160.5        -162772.5          2855370
               -1              -18                7       -2369462.8        7895795.5          5894913       -8029936.5        251302.69          2874501
                0              -18                7         -2595575        7902616.5          5806926       -7957885.5        807708.44          2681048
                1              -18                7         -2673056          7842260        5649155.5       -7773618.5        1145144.1        2440905.3
                2              -18                7       -2711522.8        7804307.5          5430660         -7636040        1478429.3          2300095
                3              -18                7         -2698522        7756447.5          5206015         -7506582        1795441.5        2148187.8
                4              -18                7         -2634055          7698680          4975222         -7385245        2096180.6        1985184.1
                5              -18                7       -2518120.3        7631004.5          4738279         -7272028        2380647.3        1811083.3
                6              -18                7       -2350718.5          7553422        4495186.5       -7166931.5          2648840        1625885.6
