           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        7900921.5       -1482100.8        7943899.5       -1453876.6          6577470        1507833.6
              -17              -18                7          7899774       -1614355.3          6932863         -1572498          6716041        1794279.5
              -16              -18                7          7962800       -1759748.6          5954739       -1614475.4          6865622        2054610.6
              -15              -18                7        8089998.5       -1918280.9          5009527       -1579809.1          7026212          2288826
              -14              -18                7          8281368         -2089952          4097227       -1468498.8          7197813        2496926.3
              -13              -18                7          8531429       -2171344.3        3228109.8       -1217704.9        7423709.5        2688362.3
              -12              -18                7          8798023       -2179640.5        2628409.3          -851334          7493985        2897938.5
              -11              -18                7          9108358       -2201836.5        2274840.5       -423352.81          7404105        3111796.5
              -10              -18                7          9471932       -2230191.8          1967843        48726.688          7309579        3318643.8
               -9              -18                7          9888746       -2264705.3        1707416.9        564904.56        7210404.5          3518480
               -8              -18                7         10084886         -2128403         126763.7        1106970.3          7452771        3517852.5
               -7              -18                7         10515554       -2049149.1       -426056.38        2225822.8        7482292.5        3866062.3
               -6              -18                7         10975232       -1920089.9          -956426        3295728.3        7508267.5        4193276.5
               -5              -18                7         11463917       -1741224.9       -1464344.4          4316685        7530695.5          4499495
               -4              -18                7         11981610       -1512553.9         -1949811        5288693.5          7549576          4784718
               -3              -18                7         12528312       -1234077.6       -2412827.5        6211754.5        7564910.5          5048946
               -2              -18                7         13104022       -905795.25       -2853392.8          7085868          7576697        5292178.5
               -1              -18                7         13820540       -573230.06       -2956237.5        7979056.5          7337088        5447569.5
                0              -18                7         14356015       -242661.34       -2301581.8          8956011          6627102          5445588
                1              -18                7         14401290        468219.72       -1349249.9          9492450          5949480        5701494.5
                2              -18                7         14473406        1085754.8          -557096         10023397          5696270          5635366
                3              -18                7         14460839        1649037.4        260314.38         10447980          5470887        5528062.5
                4              -18                7         14363590        2158067.3        1102981.3         10766201        5273332.5          5379584
                5              -18                7         14181658        2612845.3        1970905.9         10978056        5103604.5        5189930.5
                6              -18                7         13915042        3013370.3        2864086.8         11083546        4961703.5        4959101.5
                7              -18                7         13563746        3359643.5          3782526         11082676          4847630        4687097.5
                8              -18                7         12870280        3638908.5          4754160         10999908          4732484        4476158.5
                9              -18                7         12072056        3924380.5          5347255         10599094          4500981          4551633
               10              -18                7         11772494          4219635          5663065         10006366          4252376          4602278
               11              -18                7         11445571          4475313          5961082          9426728          4008832        4657905.5
               12              -18                7         11085748          4686166        6243961.5          8862256        3770639.8          4721085
               13              -18                7         10517853        4693520.5        6536924.5          8370453        3565295.8        4889724.5
               14              -18                7          9821206          4762486          6816190        7648624.5          3595225        4955845.5
               15              -18                7          9103939        4793297.5          7010199          6984594          3614995          5049629
               16              -18                7          8366116          4785899        7118893.5        6378518.5          3624473          5171157
               17              -18                7          7607736          4740289          7142273          5830397          3623659        5320428.5
               18              -18                7        6828801.5          4656468          7080338          5340231        3612552.8          5497444
              -18              -17                7          6887284         -1590798          7949953         -1642565          6724840        1761828.1
              -17              -17                7          6891046       -1676817.3          6944534       -1714406.4          6863858        2046157.3
