           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7         13583961       -3710169.5        -13533802        3741969.3        1699.6289       -34584.063
              -17              -18                7         13689816         -2964502        -13580479          3627574       -393751.25       -1116.3906
              -16              -18                7         13788837         -2207769        -13678536        3470330.3       -745265.69        48915.297
              -15              -18                7         13881025         -1439971        -13827969        3270237.8       -1052843.6        115510.98
              -14              -18                7         13966377       -661107.13        -14028779        3027296.8         -1316485        198670.69
              -13              -18                7         14110072        76549.219        -14191788        2786088.8       -1516755.6        319762.63
              -12              -18                7         14280380         818862.5        -14261476        2544950.5       -1648835.8        489809.69
              -11              -18                7         14418876        1615885.5        -14303396        2281820.3       -1758901.5        674265.31
              -10              -18                7         14558935        2429014.8        -14333771        2000238.5       -1853153.3        867700.13
               -9              -18                7         14700557        3258249.8        -14352599        1700205.1       -1931590.9        1070114.1
               -8              -18                7         14261192        3624765.8        -14853020        821362.94       -1906667.1        1404375.8
               -7              -18                7         14081787        4249211.5        -14897260       -354836.97       -2068933.5        1625130.4
               -6              -18                7         13884786          4884888        -14842135       -1515462.4         -2146755          1829100
               -5              -18                7         13670189        5531793.5        -14687646       -2660512.3       -2140131.3          2016284
               -4              -18                7         13437994        6189929.5        -14433787         -3789987       -2049061.8        2186682.8
               -3              -18                7         13188204          6859296        -14080563       -4903887.5       -1873547.9          2340296
               -2              -18                7         12920817          7539893        -13627975         -6002213       -1613588.3          2477124
               -1              -18                7         12730331        8233330.5        -12743580         -7087058       -1481783.6        2638550.8
                0              -18                7         12479362          8784861        -11582288         -8625762       -1804045.1        2924681.3
                1              -18                7         12003484          9040997        -10359515         -9454952       -1999001.4          2511669
                2              -18                7         11610310          9423084         -9309753        -10406478         -1754615        2563354.3
                3              -18                7         11209314          9843672       -8269085.5        -11313936       -1493233.9        2628758.8
                4              -18                7         10800498         10302761         -7237512        -12177324         -1214858        2707882.3
                5              -18                7         10383859         10800352       -6215031.5        -12996643       -919486.88        2800725.3
                6              -18                7          9959400         11336443         -5201645        -13771895       -607121.25        2907286.8
                7              -18                7          9527118         11911034       -4197351.5        -14503079       -277760.41          3027568
                8              -18                7          8851456         12473927       -3228264.8        -14924480       -52195.418        3082460.3
                9              -18                7          7923086         12706465       -2651754.8        -14834752       -136257.55          2865855
               10              -18                7          7323491         12885926         -2249740        -15005229       -164811.38          2662066
               11              -18                7          6709977         13064140       -1856737.5        -15151547       -196153.86        2445420.3
               12              -18                7        6079095.5         13243444       -1474425.5        -15277092          -229569        2218896.8
               13              -18                7          5315053         13522483       -1186740.1        -15479484       -236255.34        2059460.9
               14              -18                7          4491173         13730066       -856529.69        -15321831        -149300.7        1747277.9
               15              -18                7        3638638.8         13917028       -582351.81        -15131176       -80458.734        1426706.8
               16              -18                7        2757469.3         14083428       -364270.13        -14907713       -29788.688        1097823.4
               17              -18                7        1847664.9         14229258       -202285.03        -14651443        2709.4375        760627.88
               18              -18                7        909225.69         14354522       -96396.172        -14362366        17035.629        415120.31
              -18              -17                7         13580554       -3615509.5        -13697929        2977961.8        364010.63       -65183.938
              -17              -17                7         13675182         -2884721        -13730735          2881563       -28282.102       -33669.656
              -16              -17                7         13762974       -2142867.3        -13814917        2742315.5       -376638.41        14408.654
              -15              -17                7         13843934         -1389948        -13950477        2560218.5       -681058.25         79050.93
              -14              -17                7         13960245       -680500.19        -14072703        2385661.3        -930459.5        172260.72
              -13              -17                7         14128052       -21982.625        -14146974        2214111.5       -1115531.3        305842.06
              -12              -17                7         14314299         632590.5        -14220874        1998539.1       -1243351.4        472674.38
              -11              -17                7         14469240        1382139.1        -14261632        1735661.1       -1340903.1        660451.31
              -10              -17                7         14614412        2171732.5        -14283387        1450804.8       -1425424.9         856497.5
               -9              -17                7         14761148        2977432.3        -14293595        1147496.9       -1494132.6          1061523
