           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -207638.28        122686.69       -5566224.5       -4002577.5       -5213519.5          6592749
              -17              -18                7        -246235.5        97404.516       -5617165.5       -4089309.5         -5234669          6616248
              -16              -18                7       -284342.09        90263.281         -5644891         -4145523       -5220975.5        6592901.5
              -15              -18                7       -321958.03        101263.03         -5649401       -4171217.5       -5172439.5          6522711
              -14              -18                7       -359083.31        130403.73       -5630693.5         -4166393         -5089061        6405677.5
              -13              -18                7       -421520.41        196730.38       -5554016.5       -4123862.8       -4971847.5          6229753
              -12              -18                7       -538109.19         337119.5       -5422337.5         -4013295         -4818156          5995824
              -11              -18                7       -674277.81         528856.5         -5264209       -3848165.3       -4633884.5        5714763.5
              -10              -18                7       -800474.31        729478.38         -5063857       -3658899.5         -4427100          5399414
               -9              -18                7       -916698.44        938985.25         -4821282       -3445497.3         -4197803          5049775
               -8              -18                7       -929082.63        869750.75         -4672392       -3644946.3       -3697069.5          4726923
               -7              -18                7       -1030279.9         956529.5         -4271306       -3246321.3       -3335943.8          4394254
               -6              -18                7       -1135079.5        1052435.1       -3815081.8       -2849249.3       -2926924.3        3999910.5
               -5              -18                7       -1243481.6        1157467.8       -3303718.8       -2453730.8       -2470009.8          3543892
               -4              -18                7       -1355486.3        1271627.3       -2737217.8       -2059764.6       -1965200.6          3026198
               -3              -18                7         -1471093        1394913.8         -2115578       -1667351.4       -1412496.8          2446829
               -2              -18                7       -1590302.6        1527326.9       -1438799.6       -1276491.1       -811898.25        1805785.3
               -1              -18                7       -1608011.1        1635439.4       -739734.19       -667138.94       -360269.56        993614.56
                0              -18                7       -1605848.3          1573041       -59991.996         178268.7       -22129.574        -21930.77
                1              -18                7       -1495142.1          1573777        608754.88        697876.63        556080.88       -687132.75
                2              -18                7       -1407458.8        1529046.9        1235003.4          1203066        1072067.4       -1384606.5
                3              -18                7       -1304910.3        1459212.1          1828353        1682868.3          1569941         -2042004
                4              -18                7         -1187497        1364273.3        2388804.8        2137283.5        2049701.6       -2659324.8
                5              -18                7       -1055218.3        1244228.9        2916358.8        2566312.3        2511350.3         -3236570
                6              -18                7       -908074.38        1099080.6          3411014        2969952.8        2954884.8       -3773737.8
                7              -18                7        -746065.5        928827.44          3872772        3348207.8        3380307.5         -4270830
                8              -18                7       -680776.81        762057.75          4215090          3644065          3766863         -4699775
                9              -18                7       -751808.63        678291.19          4453387        3751390.5        4058567.5         -5044165
               10              -18                7       -669324.31           577331        4783991.5          3863723          4335182         -5392744
               11              -18                7       -574230.56        472744.94          5071262        3962190.8        4585537.5         -5710958
               12              -18                7       -468194.31        366337.84          5314146        4047940.8          4810197       -5998991.5
               13              -18                7       -404447.28         309101.5          5483204        4152646.3        5016338.5       -6258207.5
               14              -18                7       -350266.06        273615.19          5558988          4182233        5184050.5       -6445497.5
               15              -18                7       -299741.06        250842.05          5604012          4182390          5291059       -6574436.5
               16              -18                7       -252864.25        240768.25          5618312        4153146.3        5337353.5         -6645036
               17              -18                7       -209635.48        243393.67        5601888.5        4094502.3          5322935       -6657296.5
               18              -18                7       -170054.84        258718.42        5554740.5        4006458.3          5247803         -6611219
              -18              -17                7       -274426.25       -40451.156         -5551919       -3778546.3         -5710402        6247457.5
              -17              -17                7       -353156.78       -57276.859       -5595418.5         -3852473         -5730533          6268472
              -16              -17                7       -431396.69       -55961.582         -5615701       -3895880.3       -5715821.5          6242642
              -15              -17                7       -509145.97       -36505.379         -5612768       -3908768.5         -5666267          6169968
              -14              -17                7       -631705.44        24556.672       -5573668.5       -3884777.3       -5583024.5          6035690
              -13              -17                7       -791046.88        107443.03         -5477429       -3832084.8         -5472273          5860244
              -12              -17                7       -943635.81        184652.92         -5329121       -3759039.8         -5334924        5663461.5
              -11              -17                7       -1106171.8        338079.25         -5160043       -3613981.5         -5144312          5400410
              -10              -17                7       -1263464.4        520420.94         -4955951       -3431588.5       -4923745.5          5092597
               -9              -17                7         -1410785        711647.44       -4709635.5       -3225059.8         -4680666          4750495
               -8              -17                7         -1408842        580617.88         -4628392       -3675416.3         -4048950        4600300.5
               -7              -17                7         -1389591           680483         -4274720         -3689315         -3484039          4383036
               -6              -17                7       -1533104.5           866564       -3770034.3       -3287962.5         -2990084        4077047.5
               -5              -17                7       -1680220.3          1061772       -3210210.5       -2888163.5       -2448234.3        3709384.3
               -4              -17                7       -1830938.8          1266107       -2595248.3         -2489917       -1858490.3          3280046
               -3              -17                7       -1985259.5          1479569       -1925147.1       -2093223.4       -1220851.4        2789032.8
               -2              -17                7       -2059641.4        1580597.3       -1403075.4       -1337415.3       -975626.38        1850792.4
               -1              -17                7       -1975157.5        1592576.1       -788963.31       -599363.94       -689730.06        758428.81
                0              -17                7         -2141886        1617576.6        -181550.7        178017.36       -4517.3516       -99580.758
                1              -17                7       -2022345.4        1558688.3        533874.63        687694.06         619825.5       -775990.13
                2              -17                7       -1893868.4          1482488        1219566.6        1161214.8        1210879.1       -1434588.1
                3              -17                7       -1750526.5        1381182.8        1872360.4        1609348.3        1783819.8       -2053109.1
                4              -17                7       -1592319.4          1254773        2492256.3        2032094.8        2338647.8       -2631554.5
                5              -17                7       -1419247.3        1103258.8        3079253.8        2429454.5        2875362.8         -3169923
                6              -17                7         -1231310        926639.94        3633353.3        2801427.3        3393965.3       -3668215.5
                7              -17                7       -1028507.6        724916.19          4154555          3148013        3894455.3       -4126431.3
                8              -17                7       -1127590.6         579549.5          4289443        3280627.5        4275926.5         -4444133
                9              -17                7       -1214784.9        495594.16          4420801        3371692.8        4569884.5       -4715055.5
               10              -17                7       -1103366.3        405513.25        4745672.5          3493242          4850872       -5055915.5
               11              -17                7       -979338.38        311806.31          5027210          3600928          5105601         -5366410
               12              -17                7       -860636.44        263991.13        5230417.5        3718757.5        5345187.5         -5648851
               13              -17                7       -735003.56        214516.39          5388141        3820979.5          5542840       -5893683.5
               14              -17                7       -598140.06        150003.56        5509752.5        3900811.5        5693782.5       -6099477.5
               15              -17                7       -503439.72        115035.34        5566026.5        3918821.5          5800399         -6230258
               16              -17                7       -417710.44            96428          5587971          3903297          5847291       -6299588.5
               17              -17                7       -335629.28        90519.875        5579192.5        3858372.3          5833470         -6310580
               18              -17                7        -257196.2            97311        5539689.5          3784047          5758934         -6263233
              -18              -16                7       -302336.41       -186419.42         -5455144       -3557058.8         -6239388        5910429.5
              -17              -16                7       -421200.34       -194788.66       -5491200.5         -3618179         -6258501        5928959.5
              -16              -16                7        -539573.5       -185016.89         -5504040       -3648780.3         -6242770        5900645.5
              -15              -16                7       -722144.44       -129244.56         -5502396       -3643323.5         -6193498          5808031
              -14              -16                7          -959843           -47401         -5463795       -3609889.8       -6116851.5        5671629.5
              -13              -16                7       -1190788.9         28766.25       -5373125.5         -3556103       -6013608.5          5513892
              -12              -16                7       -1414982.6        99257.078         -5230388       -3481962.5         -5883769        5334817.5
              -11              -16                7       -1631787.6        167075.86       -5036629.5       -3385658.3         -5725687          5132190
              -10              -16                7       -1820176.4        331137.16       -4828797.5       -3210138.5         -5491338        4831913.5
               -9              -16                7       -1999097.4        468866.47         -4605024         -3067701       -5201783.5        4537797.5
               -8              -16                7         -2066671        405569.44         -4476996         -3384629         -4584118          4586782
