           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        1512279.9       -7585350.5       -1521606.8          7706810        13807.767        16795.336
              -17              -18                7        1520433.4       -7751853.5       -1639071.9        7727996.5        436419.38       -119994.12
              -16              -18                7        1545379.9         -7908050         -1814936        7741568.5        809905.19       -262628.63
              -15              -18                7          1587119       -8053939.5       -2049199.9          7747526        1134265.1       -411108.13
              -14              -18                7        1645651.3       -8189522.5         -2341863          7745869        1409499.5       -565432.69
              -13              -18                7        1695445.5         -8311366         -2670317          7718050        1667426.1       -697131.25
              -12              -18                7        1747700.3         -8373965       -3024177.8        7657226.5        1824284.8          -775570
              -11              -18                7        1817600.8         -8393974         -3402811          7594338        1886143.4       -836946.38
              -10              -18                7        1893919.9         -8411428       -3821341.5        7531326.5          1930364       -902657.25
               -9              -18                7        1976657.6         -8426326       -4279768.5          7468191          1956947       -972702.56
               -8              -18                7        2001581.8         -8538345       -4891450.5          7417572        2046736.1       -974384.06
               -7              -18                7        2110402.3         -8673885         -5496501        7281267.5        1896851.3       -1026307.8
               -6              -18                7        2218215.5         -8791326       -6041850.5        7147411.5        1703795.5         -1083647
               -5              -18                7        2325021.3         -8890668         -6527499          7016003        1467568.5       -1146401.5
               -4              -18                7        2430819.5         -8971911       -6953444.5        6887041.5        1188170.5       -1214571.3
               -3              -18                7          2535611         -9035055         -7319690          6760529         865601.5       -1288156.5
               -2              -18                7        2639395.3         -9080100       -7626234.5          6636463        499861.25       -1367156.9
               -1              -18                7        2783145.3         -9130922       -7868326.5        6519923.5         93944.43       -1423482.8
                0              -18                7        2980559.8         -9109089       -7719849.5          6499262       -485433.19       -1314382.1
                1              -18                7        2994851.8         -9073740         -7446661          6470495       -896763.63       -1225003.4
                2              -18                7        2994811.5         -9029247         -7142150        6447255.5       -1225715.6         -1155385
                3              -18                7        2955581.5         -8960313         -6828739          6435209       -1532809.4       -1069393.3
                4              -18                7          2877163         -8866938         -6506431          6434354       -1818044.3       -967028.38
                5              -18                7        2759554.5         -8749121         -6175223        6444691.5       -2081421.1       -848290.25
                6              -18                7        2602756.5         -8606865         -5835115          6466219       -2322938.8          -713179
                7              -18                7        2406769.5         -8440167         -5486110          6498941       -2542598.5       -561694.44
                8              -18                7          2257913         -8216992         -5103320        6540945.5       -2607529.3       -451738.81
                9              -18                7          2441758         -8029638         -4811179          6589978       -2452661.3       -401023.69
               10              -18                7        2637794.5         -7940223         -4639341        6647999.5         -2438383       -281468.66
               11              -18                7        2809296.8         -7850643         -4479051          6702426         -2398885       -165102.81
               12              -18                7        2956540.5       -7760864.5         -4323314        6754663.5       -2339042.8       -53067.992
               13              -18                7        3083869.5         -7669012       -3975375.5        6851336.5         -2406208        15574.236
               14              -18                7        3164563.8       -7518199.5       -3794281.5        6887945.5       -2182934.5        44139.227
               15              -18                7        3230553.8         -7375616       -3646725.5          6921761         -1883867        62179.152
               16              -18                7          3281854       -7241298.5       -3532635.3          6952818         -1509147        69712.234
               17              -18                7        3318463.3         -7115247         -3452010          6981117       -1058774.3        66738.438
               18              -18                7        3340382.5       -6997461.5       -3404849.8        7006657.5       -532748.81        53257.816
              -18              -17                7          1590572       -7617629.5       -1562536.8          7857412       -429617.88        138061.28
              -17              -17                7        1604838.5         -7787564       -1684515.3          7882572       -20790.627       -1128.4185
              -16              -17                7        1635898.1         -7947193         -1864893        7900117.5        338910.84       -146163.11
              -15              -17                7        1683750.3       -8096514.5         -2103670          7910048        649486.31       -297042.81
              -14              -17                7        1728774.9         -8228683         -2372510          7899590        940330.31       -432144.53
              -13              -17                7          1769592         -8346584       -2691741.3          7857180        1218021.6       -543603.25
              -12              -17                7        1823517.1         -8457322       -3093445.5        7790711.5        1458048.9       -648492.63
              -11              -17                7        1890132.5         -8495683         -3505110          7714677        1541587.3       -718670.19
              -10              -17                7        1963752.6         -8513849       -3942027.5          7639839        1574137.6       -784641.94
               -9              -17                7        2043791.8         -8529457         -4418842          7564877        1589050.1       -854948.31
               -8              -17                7        2037568.6         -8690746         -4998345        7526680.5        1681275.1       -837591.19
               -7              -17                7        2082681.5         -8859680         -5576239        7415921.5        1473698.1       -857858.06
               -6              -17                7        2209675.3         -8964426       -6188156.5          7266200        1187429.9          -941867
               -5              -17                7        2335661.8         -9051074         -6740373          7118926        857990.44       -1031291.2
               -4              -17                7          2460641         -9119622         -7232888          6974100        485379.72       -1126130.6
               -3              -17                7          2584613         -9170072         -7665701          6831722        69598.125       -1226385.5
               -2              -17                7        2767103.5         -9213303         -8216980          6747266       -477707.69       -1221694.9
               -1              -17                7        3004416.8         -9240354         -8582635        6682548.5         -1095027       -1192753.5
                0              -17                7        3417230.5         -9058662         -8562476          6640724         -1904261       -1005746.9
                1              -17                7          3436892         -9036602         -8286826          6581189       -2224946.3       -952530.75
                2              -17                7        3428101.8         -8996189         -8001057          6525031         -2507757       -894883.56
                3              -17                7        3380121.8         -8931335       -7706388.5          6480064         -2768709       -820863.25
                4              -17                7        3292952.5         -8842039       -7402821.5        6446289.5       -3007802.3       -730469.75
                5              -17                7          3166594         -8728302         -7090356        6423706.5       -3225037.8          -623703
                6              -17                7          3001046         -8590125         -6768991        6412315.5         -3420414       -500563.06
                7              -17                7        2796308.8         -8427506         -6438728          6412117         -3593932       -361049.81
                8              -17                7        2798456.5         -8127799       -5958925.5        6473477.5         -3267249          -398613
                9              -17                7          2863655         -7843737       -5512266.5        6515106.5       -2903225.5       -390971.38
               10              -17                7          3045574         -7757496         -5305486          6577921       -2847037.8       -273762.94
               11              -17                7          3202959         -7671091         -5110252        6637139.5       -2765631.3       -159743.81
               12              -17                7        3331887.5         -7585298         -4736305        6732819.5       -2769945.5       -74720.664
               13              -17                7          3427687         -7498071         -4368089          6838825       -2765600.3       -4685.8789
               14              -17                7        3490489.8         -7409061         -4057200          6945693       -2723958.3        56147.418
               15              -17                7        3531038.3       -7278410.5       -3876852.5        6998936.5         -2427876        76059.266
               16              -17                7          3557185         -7150971         -3739533          7043400         -2033360        81916.813
               17              -17                7        3568641.3         -7031798         -3635679        7085105.5       -1563191.5        77267.492
               18              -17                7        3565407.3       -6920890.5       -3565289.8        7124052.5       -1017370.4        62111.328
