           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7         11784390          6542800        -11492782         -6625765        60541.352        36594.191
              -17              -18                7         11954664        6027724.5        -11419364         -6707058       -952730.75          -544461
              -16              -18                7         12087670          5516731        -11356736         -6848756       -1968325.5         -1085423
              -15              -18                7         12183404          5009819        -11304893         -7050858       -2986242.5       -1586291.3
              -14              -18                7         12241868          4506988        -11263837         -7313364       -4006482.8       -2047066.5
              -13              -18                7         12300107        4047135.3        -11137390         -7574312         -5076232         -2434452
              -12              -18                7         12207794        3693530.5        -11031718         -7803407         -6144028       -2719011.3
              -11              -18                7         11925320        3400180.8        -11026437         -8026518         -7152236       -2959067.8
              -10              -18                7         11582173          3123704        -11023569       -8251284.5         -8148644       -3180710.3
               -9              -18                7         11178351        2864099.8        -11023112         -8477708         -9133250       -3383938.5
               -8              -18                7         11194228        1992603.1         -9956788         -9184711        -10389069       -3354814.3
               -7              -18                7         10568308        1251544.3         -8653761         -9619625        -12001616         -3616230
               -6              -18                7          9739510        552593.13       -7272818.5         -9937478        -13375598         -3813117
               -5              -18                7          8707830       -104249.72       -5813962.5        -10138268        -14511015         -3945476
               -4              -18                7          7473271        -718984.5       -4277191.5        -10221996        -15407866         -4013305
               -3              -18                7        6035832.5       -1291611.5         -2662507        -10188663        -16066151       -4016605.5
               -2              -18                7          4395514       -1822130.5       -969907.13        -10038267        -16485871         -3955377
               -1              -18                7          2649858       -2225984.5        821776.38         -9568103        -16752935         -4017484
                0              -18                7        986270.75       -2619239.5        3479513.5         -8926021        -17212664       -4144849.3
                1              -18                7       -208050.63       -3042342.3          4729445         -8133637        -16155234         -4184213
                2              -18                7       -1553109.6       -3307122.8          6270141         -7423123        -15625814         -3881738
                3              -18                7         -2930228       -3480059.3          7800645         -6698637        -15079112       -3540320.3
                4              -18                7       -4339404.5         -3561152          9320957       -5960180.5        -14515128         -3159960
                5              -18                7         -5780643       -3550400.8         10831078         -5207753        -13933862         -2740657
                6              -18                7       -7253939.5         -3447806         12331004         -4441354        -13335314         -2282412
                7              -18                7         -8759298       -3253368.3         13820741       -3660983.8        -12719483       -1785224.3
                8              -18                7        -10208397       -3076175.8         14691987       -2907707.8        -12013318       -1347607.4
                9              -18                7        -10834087         -2947093         14463716       -2387224.8        -11004271       -1206311.5
               10              -18                7        -11258648         -2642569         14835702       -1953653.6        -10009480       -1070957.6
               11              -18                7        -11668758         -2334600         15164002       -1547649.8         -8999023       -948798.25
               12              -18                7        -12067384       -2023230.8         15449603       -1172636.9         -7977027       -838898.81
               13              -18                7        -12594277       -1714811.9         15725603       -948040.13         -7054823       -704345.81
               14              -18                7        -12955079         -1347779         15550163       -620842.75         -5898017       -516688.63
               15              -18                7        -13275359       -995927.44         15276965       -358159.81         -4745093       -352901.69
               16              -18                7        -13555228       -659299.25         14906244       -160088.03         -3596178       -213023.91
               17              -18                7        -13794688       -337894.44         14437992       -26627.594       -2451273.5       -97055.375
               18              -18                7        -13993738       -31713.016         13872216        42221.602       -1310379.3       -4996.0781
              -18              -17                7         11681303          6553864        -11732201       -6180002.5        1029619.8        607628.88
              -17              -17                7         11873414        6020918.5        -11683029         -6237081         16700.59        25004.709
              -16              -17                7         12028253          5492054        -11644644       -6354563.5       -998541.19          -517526
              -15              -17                7         12145821        4967270.5        -11617044       -6532450.5       -2016105.6       -1019963.3
              -14              -17                7         12253441          4470853        -11537360         -6721320       -3062920.8       -1456786.5
              -13              -17                7         12378823        4015464.5        -11378766         -6909919       -4160759.5       -1820738.6
              -12              -17                7         12506029        3583143.8        -11189650       -7139399.5         -5292159       -2132613.8
              -11              -17                7         12332310          3268503        -11112616       -7373866.5       -6339489.5         -2381365
              -10              -17                7         12024768        2996273.5        -11072084         -7604631         -7348795         -2605290
               -9              -17                7         11656554        2740916.5        -11033964       -7837050.5       -8346298.5       -2810800.8
               -8              -17                7         12285000        1669687.5         -9838261         -8561915         -9601789         -2474354
               -7              -17                7         12406774        829153.13         -8355734         -9093566        -11125697         -2284906
               -6              -17                7         11689720        207864.69       -6755557.5         -9443557        -12649381       -2345453.8
               -5              -17                7         10769786       -371316.13         -5077466         -9676486        -13934498       -2341472.5
               -4              -17                7          9646974       -908388.63         -3321460         -9792355        -14981051       -2272962.3
               -3              -17                7          8321281       -1403353.3       -1487539.4         -9791161        -15789039       -2139923.5
               -2              -17                7        6704528.5       -1601271.4        314103.13         -9320389        -15994641       -2823457.8
               -1              -17                7          5326166       -1831323.4          2539925         -8824095        -16353648       -3529995.5
                0              -17                7        3722556.8       -2184574.8        5467354.5         -8416262        -17921274       -3469219.8
                1              -17                7        2063914.8       -2533054.8          6863883         -7726296        -17225930       -3405350.3
                2              -17                7           405763       -2767009.5          8280052         -7043414        -16741021       -3152633.5
                3              -17                7       -1284448.3         -2909120          9686028         -6346563        -16238830       -2860974.5
                4              -17                7       -3006719.5       -2959387.8         11081811         -5635740        -15719356       -2530372.8
                5              -17                7       -4761049.5         -2917811         12467402         -4910946        -15182600       -2160828.5
                6              -17                7       -6547439.5       -2784391.5         13842802       -4172181.5        -14628562       -1752341.8
                7              -17                7       -8365890.5       -2559127.8         15208010       -3419444.8        -14057243       -1304912.3
                8              -17                7         -9961797       -2680606.5         14462238       -2856199.8        -13096994       -1209544.8
                9              -17                7        -10803059       -2742995.5         13609666       -2314613.8        -11916501       -1095257.6
               10              -17                7        -11223581       -2445794.8         13977850       -1903393.4        -10964724       -960592.19
               11              -17                7        -11629656       -2145149.8         14302350       -1519740.9         -9997283       -839121.38
               12              -17                7        -12061001       -1857251.4         14594655       -1249253.9         -9089597       -708613.44
               13              -17                7        -12568803       -1578595.4         14850028       -1047757.4         -8152386          -572751
               14              -17                7        -13152161       -1306132.3         15066059       -896307.94         -7163417       -435596.34
               15              -17                7        -13561550       -975998.06         14898719       -665693.25         -5984342       -274218.19
               16              -17                7        -13908026       -653348.56         14597630       -484221.66         -4790660        -132847.5
               17              -17                7        -14214094       -345922.34         14199016       -367361.25       -3600988.5       -15386.031
               18              -17                7        -14479749         -53719.5         13702874       -315112.22         -2415327        78166.172
              -18              -16                7         11578878          6638419        -11900388       -5718323.5        1987435.6        1148070.5
              -17              -16                7         11792823          6087602        -11875459         -5751187        974869.63        563877.44
              -16              -16                7         11969497          5540867        -11861317         -5844454       -40019.352         19777.93
              -15              -16                7         12126550        5007966.5        -11828208         -5961176       -1064013.1       -466439.13
              -14              -16                7         12292461          4502654        -11746782         -6089007       -2120355.5       -886869.38
              -13              -16                7         12460194          4020410        -11634835         -6257720         -3210257       -1255222.4
              -12              -16                7         12629750          3561234        -11492367         -6467314       -4333717.5       -1571497.8
              -11              -16                7         12788394          3129699        -11322722         -6716730         -5486265       -1835594.8
              -10              -16                7         12516459        2861716.8        -11244526         -6953491         -6508468         -2061802
               -9              -16                7         12300950        2523624.8        -11082061         -7228548         -7551661         -2215314
               -8              -16                7         13216100        1440573.8         -9965263         -7754279         -8977430       -1775530.6
               -7              -16                7         14187865        512334.56         -8627228       -8092142.5        -10535322       -1221602.6
               -6              -16                7         14091915       -119416.64         -6909313         -8405645        -12173246       -956238.06
               -5              -16                7         13283728       -620934.75         -5011987         -8670714        -13608065       -815917.31
               -4              -16                7         12120683       -916679.38       -3064749.5         -8719421        -14572193       -961972.56
               -3              -16                7         10682199       -1070107.5       -1048092.6         -8570138        -15136230       -1574506.5
               -2              -16                7          9164457       -1284756.6        1075841.3       -8339297.5        -15582047       -2327970.3
               -1              -16                7          8163026       -1526540.6          3784694       -8201717.5        -16595753       -2765738.3
                0              -16                7          6646998       -1734651.6          6584894         -7852318        -18321260       -2767696.8
                1              -16                7        4444390.5       -2054030.9          8502223         -7263818        -18688410       -2619778.5
                2              -16                7        2473144.8       -2257159.5          9793862       -6608570.5        -18248012         -2416820
                3              -16                7        469839.75         -2368445         11075311       -5939352.5        -17790330       -2174919.5
                4              -16                7       -1565524.3       -2387886.5         12346568         -5256164        -17315368       -1894076.3
                5              -16                7         -3632948       -2315484.5         13607630         -4559003        -16823120       -1574290.5
                6              -16                7         -5732432       -2151238.8         14858502       -3847872.3        -16313593       -1215562.5
                7              -16                7       -7998118.5       -2149870.3         15057592       -3292249.3        -15579519       -1078233.8
                8              -16                7         -9765006       -2306966.3         14303140       -2804303.5        -14460451       -1049608.1
                9              -16                7        -10816196       -2496013.5         13130666         -2280610        -13022122       -975848.13
               10              -16                7        -11263606       -2275668.8         13243387       -1871630.5        -12012595       -847504.31
               11              -16                7        -11639691       -2001904.3         13560448         -1560575        -11127186       -717031.88
               12              -16                7        -12052847       -1746818.3         13834534         -1332131        -10226726       -581151.94
               13              -16                7        -12541558         -1497925         14069279       -1153734.1         -9274506       -443979.88
               14              -16                7        -13105827       -1255224.5         14264684       -1025384.7       -8270528.5       -305515.59
               15              -16                7        -13745652       -1018716.9         14420744       -947082.75         -7214793          -165759
               16              -16                7        -14210982       -726761.88         14255585       -811259.94         -6007584       -25311.563
               17              -16                7        -14583656       -433314.28         13926603       -710999.63       -4773145.5        93642.797
               18              -16                7        -14915920          -155090         13500096       -675350.69       -3542716.5        188687.91
              -18              -15                7         11477115          6796463        -11997340         -5240728        2933988.5        1657918.6
              -17              -15                7         11712895          6227775        -11996655         -5249377        1921775.1        1072156.8
              -16              -15                7         11919436          5658475        -12009934         -5293879        920489.38        536589.81
              -15              -15                7         12125872        5103238.5        -12005674         -5360943         -94355.5        59681.438
              -14              -15                7         12334134          4571071        -11970895         -5468888       -1142758.8       -365149.13
              -13              -15                7         12544217        4061971.8        -11905595         -5617714         -2224722       -737902.44
              -12              -15                7         12756124          3575941        -11809776       -5807422.5       -3340244.5       -1058578.4
              -11              -15                7         12969854          3112978        -11683438         -6038013       -4489326.5       -1327176.8
              -10              -15                7         13057247          2720034        -11540893       -6297865.5         -5627663         -1550246
               -9              -15                7         13110206        2253160.5        -11249834       -6582369.5         -6769444         -1601716
               -8              -15                7         14251198        1212816.9        -10275997         -6873730       -8353224.5       -1087655.5
               -7              -15                7         15448807        327284.69         -9080922         -6977224        -10069129       -459449.56
               -6              -15                7         16703032       -403435.75       -7664606.5         -6892853        -11917158        282900.72
               -5              -15                7         15752270       -486171.16         -5597459       -7112025.5        -13000116        5705.6563
               -4              -15                7         14506103          -624468       -3353777.8         -7320069        -13963281       -459279.63
               -3              -15                7         13180680       -823985.63       -1002818.4         -7446554        -14808228       -1065193.6
               -2              -15                7         11776000       -1084724.3          1455419       -7491480.5        -15534955       -1812037.3
               -1              -15                7         10983680       -1275639.1        4448290.5         -7519912        -17361992       -1824866.3
                0              -15                7          9485940       -1355514.1        7121363.5       -7205033.5        -19263224         -1875396
                1              -15                7        6741495.5       -1635670.4          9550390         -6722681        -20545744       -1802913.5
                2              -15                7          4649038       -1777573.3         10811575       -6118591.5        -20146784       -1674298.3
                3              -15                7        2332639.3         -1858033         11968494         -5477007        -19733610         -1482156
                4              -15                7         -15818.5         -1846649         13115222         -4821452        -19303158       -1251071.4
                5              -15                7         -2396336       -1743421.4         14251759         -4151925        -18855424          -981044
                6              -15                7       -5040722.5         -1659771         15032067         -3574064        -18305010       -806370.88
                7              -15                7       -7687220.5       -1791537.3         14832392         -3180915        -17363976       -859651.25
                8              -15                7         -9618023         -1955255         14214695         -2752019        -16103684       -867797.38
                9              -15                7        -10833129         -2150924         13178976         -2287375        -14524135       -830809.25
               10              -15                7        -11330348       -2148770.8         12622982       -1882004.1        -13167591       -729601.25
               11              -15                7        -11648857       -1917254.8         12915784       -1626612.1        -12303881       -593703.94
               12              -15                7        -12042923       -1691931.6         13169244       -1421267.8        -11388411       -456514.44
               13              -15                7        -12512545         -1472801         13383361       -1265970.8        -10421184       -318032.72
               14              -15                7        -13057724       -1259863.1         13558137       -1160721.1         -9402199       -178258.77
               15              -15                7        -13678458       -1053118.4         13693571       -1105519.1         -8331457       -37192.605
               16              -15                7        -14374750       -852566.06         13789662         -1100364       -7208953.5        105165.75
               17              -15                7        -14903377       -600070.06         13620757       -1057542.8         -5967744        230031.14
               18              -15                7        -15302247       -335824.38         13263884       -1038493.9         -4692548        326569.22
              -18              -14                7         11376012          7027996        -12023056         -4747217          3869279          2137174
              -17              -14                7         11632096        6422378.5        -12082537         -4719430          2890587        1552300.5
              -16              -14                7         11879062          5817218        -12155446         -4725726        1917239.8        1018914.1
              -15              -14                7         12127850        5235127.5        -12197834         -4772904        910333.38        537605.44
              -14              -14                7         12378462        4676104.5        -12209703         -4860963       -130132.13        108374.25
              -13              -14                7         12630897          4140150        -12191051         -4989903       -1204157.5       -268779.63
              -12              -14                7         12885152          3627264        -12141878         -5159725         -2311741       -593855.69
              -11              -14                7         13141233        3137446.5        -12062188       -5370429.5         -3452885       -866854.69
              -10              -14                7         13399136        2670696.5        -11951975       -5622013.5         -4627586       -1087775.6
               -9              -14                7         14023462        1984053.1        -11601341         -5863281         -5987384       -999066.56
               -8              -14                7         15390296        986416.19        -10770462       -5920270.5         -7729177       -410728.06
               -7              -14                7         16813744        143591.33         -9718347         -5789394         -9603092        291755.25
               -6              -14                7         17802422       -172391.91       -8379874.5       -5594095.5        -11165329           609953
               -5              -14                7         18176244       -264352.59       -6602952.5         -5570180        -12475796        522223.81
               -4              -14                7         17043134       -448739.31       -4024965.3       -6053993.5        -13719874        63857.781
               -3              -14                7         15830771       -694346.63         -1339703       -6456247.5        -14845732       -535436.69
               -2              -14                7         14129648       -941804.75        1134831.6         -6690669        -16118726        -955573.5
               -1              -14                7         13836753       -1075528.1        4606233.5       -6773054.5        -18482524       -868960.38
                0              -14                7         12309864       -1046374.8          7111835         -6472547        -20504444       -958008.94
                1              -14                7          8819296         -1269085          9645224       -6044155.5        -22586810       -908769.25
                2              -14                7        6933440.5         -1328250         11333187         -5573476        -22437336       -925067.06
                3              -14                7        4303948.5       -1377883.9         12365580         -4959525        -22068676       -782683.06
                4              -14                7        1642397.8       -1335674.5         13387778         -4331604        -21682732       -601357.31
                5              -14                7       -1089606.1       -1210308.9         14385669       -3701645.8        -21273468       -393956.28
                6              -14                7         -4615717       -1316745.3         14740768         -3403293        -20510466        -529142.5
                7              -14                7         -7426130         -1455133         14677846       -3069193.5        -19428212        -619194.5
                8              -14                7         -9520848       -1625472.6         14196902         -2699346        -18026696       -664112.44
                9              -14                7        -10527093       -1840168.6         13555388       -2347770.8        -18340556       -383104.91
               10              -14                7        -12064735       -1943250.5         13279606       -1909786.4        -16367427          -553567
               11              -14                7        -11656256       -1888151.3         12365949         -1698909        -13505132       -473199.94
