           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7          1099287         -5072861          4650113         -8784393        533224.13       -127135.97
              -17              -18                7          1137343         -5120092          4754523         -8703942         829387.5       -218856.16
              -16              -18                7        1154870.8         -5184612          4916321         -8606372        1087042.3       -300204.09
              -15              -18                7          1151870       -5266421.5        5135508.5         -8491685          1306188       -371179.81
              -14              -18                7          1128341       -5365518.5        5412083.5         -8359881        1486825.5       -431783.28
              -13              -18                7        1123650.1         -5449003          5769717         -8187905          1522577       -481931.94
              -12              -18                7        1163947.3         -5520730        6199354.5       -8024709.5        1528484.6       -480651.81
              -11              -18                7        1220595.8         -5608513          6659622         -7891356        1579573.4       -443027.97
              -10              -18                7        1271491.8       -5705848.5          7157910       -7753478.5        1607458.9       -404060.56
               -9              -18                7        1316636.1         -5812735          7694219       -7611074.5        1612141.3       -363749.53
               -8              -18                7        1115629.1         -5823253          8153343       -7361961.5        1256023.4       -311624.19
               -7              -18                7        1128402.9         -5917729          8772826         -7042623        1336201.5       -301304.03
               -6              -18                7        1159055.5       -6015130.5          9314196         -6746958        1348954.9       -277253.25
               -5              -18                7        1207587.3         -6115456          9777450         -6474966        1294283.8       -239471.92
               -4              -18                7          1273998         -6218705         10162589         -6226648        1172187.9       -187960.06
               -3              -18                7        1358287.8         -6324880         10469612       -6002003.5        982667.19       -122717.63
               -2              -18                7        1460456.5         -6433979         10698523         -5801032        725721.75       -43744.633
               -1              -18                7        1422201.4         -6562084         11072801       -5707654.5        516060.16       -14938.285
                0              -18                7        1104555.3       -6642052.5         11120981       -5749866.5        425703.81        55452.043
                1              -18                7        1036730.4         -6570261         10844210         -5942924        282136.25        141146.19
                2              -18                7        953193.06         -6493729         10528194         -6109006        30057.438        171340.09
                3              -18                7        884181.75       -6418126.5         10168407       -6290784.5       -197063.31        196723.88
                4              -18                7        829696.69         -6343453          9764850         -6488260          -399226        217297.53
                5              -18                7         789737.5       -6269709.5          9317521         -6701435       -576431.25        233061.08
