           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        2756633.5       -1117807.6       -206914.66       -242706.08       -473150.75       -31298.313
              -17              -18                7        2668515.8       -1108074.5       -430163.31       -781709.13       -1315533.8        303856.19
              -16              -18                7        2626159.5         -1110450       -667900.81       -1345413.9       -2261670.8        692338.38
              -15              -18                7        2629564.5       -1124934.3       -920127.06       -1933819.6       -3311561.8        1134147.9
              -14              -18                7        2678730.8       -1151527.4       -1186842.1       -2546927.3       -4465207.5        1629285.3
              -13              -18                7        2665948.5         -1144489       -1512831.8       -3136088.5       -5658775.5        2173826.3
              -12              -18                7          2538146       -1083954.3       -1906423.4       -3658618.5       -6816097.5        2707948.3
              -11              -18                7        2381155.8       -1004227.3       -2288368.5       -4152622.5         -7955769        3222420.8
              -10              -18                7        2205018.5       -911357.31       -2666570.8       -4640270.5         -9104716        3742962.5
               -9              -18                7        2009733.6       -805344.13         -3041030         -5121562        -10262934        4269572.5
               -8              -18                7          2530759       -1061789.8         -2723678         -6183611        -11037853          4951128
               -7              -18                7          2447420       -1082790.9       -3140969.8         -6855155        -12986824          5682925
               -6              -18                7        2267913.3       -1055939.5       -3452221.5         -7462952        -14668130          6327182
               -5              -18                7        1992238.4       -981235.88       -3657435.3         -8007002        -16081768          6883898
               -4              -18                7        1620395.6       -858679.81       -3756609.3         -8487304        -17227740          7353073
               -3              -18                7        1152385.1       -688271.38       -3749745.3         -8903861        -18106046        7734707.5
               -2              -18                7        588206.63       -470010.56       -3636842.3         -9256671        -18716688        8028800.5
               -1              -18                7        125667.72       -204004.84       -4082098.8         -9318290        -19065660          8161771
                0              -18                7        -159347.5        81225.492         -4211472         -9242811        -19161512          7984148
                1              -18                7       -327357.28        144768.16       -4368152.5         -8891293        -18516644          7515987
                2              -18                7       -611764.75           292080       -4165783.5         -8651464        -17947524        7288614.5
                3              -18                7          -942752           442034       -3906026.5         -8363315        -17237776          7013320
                4              -18                7       -1320319.1        594630.25       -3588880.5         -8026844        -16387392          6690104
                5              -18                7       -1744466.3        749868.88         -3214346       -7642051.5        -15396381          6318965
                6              -18                7       -2215193.3         907749.5       -2782422.5       -7208938.5        -14264736          5899904
                7              -18                7       -2732500.3        1068272.4       -2293110.5       -6727503.5        -12992459          5432922
