           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7         -5512641        392167.88        368792.56        156689.77         -8015694       -3568728.5
              -17              -18                7         -6276783         276122.5         749169.5        108750.39       -8158028.5       -3833145.5
              -16              -18                7         -7081930        158743.53        1057614.9        70631.695       -8313995.5         -4084677
              -15              -18                7       -7928082.5        40031.367        1294128.8        42333.629         -8483595         -4323324
              -14              -18                7         -8815240       -80014.156        1458710.9        23856.217         -8666827       -4549085.5
              -13              -18                7         -9677599       -237159.44        1555526.3        -27529.75         -8765876         -4777135
              -12              -18                7        -10386535       -502795.38        1502976.3       -40194.313         -8671049         -5090263
              -11              -18                7        -11028027          -831725        1322994.1         -21284.5         -8494686         -5444200
              -10              -18                7        -11687109       -1169952.6          1099222       -6969.8281         -8311779         -5791329
               -9              -18                7        -12363779       -1517478.3        831659.88         2749.709         -8122331         -6131650
               -8              -18                7        -13513245       -1686355.1        1286746.6        292969.56         -7900657         -6447340
               -7              -18                7        -14670590       -1826878.4         836723.5        274023.34       -7658617.5       -6880476.5
               -6              -18                7        -15714311       -2004345.9        511061.09           272903         -7417002       -7271427.5
               -5              -18                7        -16644409       -2218757.3        309759.03        289608.47         -7175813         -7620191
               -4              -18                7        -17460882       -2470112.8        232817.28        324139.91         -6935047       -7926766.5
               -3              -18                7        -18163732       -2758412.5        280235.63        376496.94       -6694707.5         -8191155
               -2              -18                7        -18752958       -3083656.3        452014.47        446680.06         -6454793         -8413358
               -1              -18                7        -19246084       -3459601.3        527336.13        532841.38       -6108882.5         -8491279
                0              -18                7        -19430726       -3795583.8         35348.07        549554.06       -5257938.5         -8454035
                1              -18                7        -19240280       -4108122.8       -62065.203        361058.13         -4624754       -8315687.5
                2              -18                7        -18908846         -4437175       -140244.22        226070.56       -4050076.8       -8247225.5
                3              -18                7        -18394064       -4718735.5       -263107.13           119924       -3460196.8         -8153696
                4              -18                7        -17695934         -4952803       -430653.88        42618.156       -2855114.3       -8035099.5
                5              -18                7        -16814452       -5139379.5       -642884.88       -5847.2188       -2234828.3       -7891434.5
                6              -18                7        -15749627         -5278463       -899799.31       -25472.063       -1599339.9       -7722704.5
                7              -18                7        -14501450       -5370054.5       -1201398.3       -16256.102       -948648.13       -7528906.5
                8              -18                7        -12903064         -5382631       -1401886.3       -105781.77       -344856.16       -7411793.5
                9              -18                7        -11442456       -5445709.5       -1307523.5       -209067.09        159710.55         -7463135
               10              -18                7        -10449114         -5627502       -1366396.5       -68975.797           724524         -7412986
               11              -18                7         -9463328         -5781487       -1428671.8        58775.477        1277820.8         -7355556
               12              -18                7         -8479650       -5906842.5       -1493046.1        173561.52        1817628.5       -7292565.5
               13              -18                7       -7303471.5         -5990508       -1481208.6        286009.69        2263710.8         -7297355
               14              -18                7       -5920795.5         -5950870       -1386126.4        291901.63        2447834.3         -7362631
               15              -18                7         -4571521         -5899044       -1239633.5        281115.16        2652590.8         -7447754
