           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7         10370362          9319532        795398.88       -134223.98       -596806.75       -450473.44
              -17              -18                7         10404870          9148958          1789855          -657646       -1601056.1       -1466739.6
              -16              -18                7         10388591          8987406        2760228.3       -1265262.5       -2653429.3         -2482988
              -15              -18                7         10321524          8834872        3706517.5       -1957072.6         -3753925         -3499218
              -14              -18                7         10203668          8691359        4628724.5       -2733077.5         -4902545         -4515431
              -13              -18                7          9896402          8602777          5346420       -3413059.3         -6190164         -5404163
              -12              -18                7          9330868          8541378          5576957       -3937099.5         -7421000       -6221374.5
              -11              -18                7          8595976          8471976          5513821         -4455942         -8496080         -7082797
              -10              -18                7          7776350          8411730          5402302       -4994370.5         -9539454       -7947993.5
               -9              -18                7        6871988.5        8360640.5        5242399.5         -5552383        -10551122         -8816964
               -8              -18                7        7585762.5        7339552.5        8134758.5       -6516565.5        -12087171         -9410761
               -7              -18                7        7245504.5          6567882          8914180       -7758952.5        -13656301        -10592116
               -6              -18                7          6680988        5770799.5          9693111         -8837022        -14993795        -11648326
               -5              -18                7          5892211          4948306         10471552         -9750775        -16099654        -12579389
               -4              -18                7        4879174.5        4100400.3         11249503        -10500208        -16973876        -13385304
               -3              -18                7        3641878.3        3227083.8         12026965        -11085326        -17616466        -14066075
               -2              -18                7        2180323.3        2328355.8         12803936        -11506126        -18027420        -14621700
               -1              -18                7        579507.31        1501800.8         12576774        -11542926        -17852266        -15141678
                0              -18                7       -585140.31        485510.09         12178756        -11451883        -17117758        -15489925
                1              -18                7         -1283113       -877665.56         11212715        -11040539        -15512568        -15718920
                2              -18                7       -2264258.5       -2049732.6         10742801        -10692712        -14890014        -15332741
                3              -18                7       -3284075.3       -3108843.3         10255007        -10265342        -14288317        -14781451
                4              -18                7         -4342561         -4054998          9749336         -9758428        -13707476        -14065054
                5              -18                7       -5439718.5       -4888197.5          9225785         -9171968        -13147489        -13183545
                6              -18                7         -6575545       -5608440.5          8684354         -8505966        -12608358        -12136929
                7              -18                7         -7750044         -6215728        8125045.5       -7760419.5        -12090082        -10925202
                8              -18                7         -8574612         -6760628        7177280.5         -7034910        -11377478         -9804132
                9              -18                7         -8550028       -7251913.5          6161013         -6370181        -10157723         -9155244
               10              -18                7         -8882237         -7626371          5871916         -5588483         -9071239         -8321230
               11              -18                7         -9199398         -7972238          5561081       -4838347.5         -7969765       -7475125.5
               12              -18                7         -9504300       -8285848.5        5230800.5       -4123159.8         -6854813       -6616773.5
               13              -18                7         -9911886         -8463189        4961242.5       -3553103.3       -5764560.5         -5746404
               14              -18                7        -10100514         -8659786        4079639.3       -2676490.8         -4731372         -4689946
               15              -18                7        -10254308         -8834118        3182732.8       -1903091.8       -3693164.5       -3644285.5
               16              -18                7        -10373402         -8986165        2270887.3       -1233134.5       -2649890.8       -2609537.5
               17              -18                7        -10457795         -9115925        1344102.9        -666619.5       -1601551.6       -1585703.3
               18              -18                7        -10507490         -9223400        402379.63       -203546.53       -548146.88       -572781.69
              -18              -17                7         11197548          8894406        626968.44       -53117.164       -692978.63       -326172.13
              -17              -17                7         11211020          8702279        1539485.6        -554227.5       -1753880.8       -1312620.5
              -16              -17                7         11173703          8519172        2427919.3         -1139532       -2862906.3         -2299051
              -15              -17                7         11085596          8345084        3292269.5       -1809030.8         -4020055       -3285463.8
              -14              -17                7         10802068        8228085.5        3945699.3       -2397781.3         -5312478         -4158853
              -13              -17                7         10387322          8159941        4422029.5       -2877726.5         -6712724         -4919649
              -12              -17                7          9992578        8094546.5        4901040.5       -3389225.5         -8133240         -5670243
              -11              -17                7          9347961        8025238.5          4989982       -3904055.5         -9244572         -6490680
              -10              -17                7          8558509          7962666        4932521.5       -4432290.5        -10242928         -7334498
               -9              -17                7        7684322.5        7909249.5        4826678.5       -4980111.5        -11209581       -8182090.5
               -8              -17                7          9120936          6479600          8734358       -5750622.5        -13543712         -8293049
               -7              -17                7          9222785          5377566         11239186         -6643043        -15905185         -8680376
               -6              -17                7          8274992        4660768.5         12139435         -7682319        -17715608         -9529265
               -5              -17                7          7102940        3918558.5         13039197         -8557278        -19294394        -10253009
               -4              -17                7          5706629        3150937.5         13938468         -9267919        -20641548        -10851608
               -3              -17                7          4086057        2357905.5         14837249         -9814243        -21757062        -11325060
               -2              -17                7          2213147        1999767.9         13749547         -9582506        -20195442        -12403539
               -1              -17                7        831079.75        1404964.9         13109731         -9336208        -18467892        -13522665
                0              -17                7       -293805.06        703006.69         12927474         -9505870        -18956468        -13814625
                1              -17                7       -1457074.3       -565362.44         12209365         -9258436        -17738632        -13879805
                2              -17                7       -2698740.3         -1698026         11591212         -8966666        -17015100        -13556529
                3              -17                7         -3979076       -2717733.5         10955180         -8595351        -16312423        -13068142
                4              -17                7         -5298082         -3624485         10301270         -8144492        -15630600        -12414648
                5              -17                7         -6655759         -4418281          9629480         -7614088        -14969632        -11596043
                6              -17                7         -8052106       -5099120.5          8939811       -7004140.5        -14329521        -10612329
                7              -17                7         -9487124       -5667005.5        8232263.5       -6314649.5        -13710265         -9463505
                8              -17                7         -9435902       -6344190.5          6442575       -5944646.5        -12173884         -9121370
                9              -17                7         -9012302         -6910893          4796075       -5498090.5        -10624847         -8652685
               10              -17                7         -9352190         -7264678        4528946.5         -4763621         -9558533         -7833149
               11              -17                7         -9677028         -7589872          4240081       -4060715.5         -8477230         -7001524
               12              -17                7        -10012709         -7800118        3994975.8       -3473045.5         -7383109       -6153869.5
               13              -17                7        -10387064         -7980462        3758270.8       -2943922.8       -6258064.5       -5302184.5
               14              -17                7        -10798897       -8154474.5        3515301.3       -2453342.8         -5099744       -4448438.5
               15              -17                7        -10992946         -8347153          2754765       -1731423.5       -3980843.5       -3451982.3
               16              -17                7        -11126900         -8521212        1921473.8       -1078874.9         -2863717       -2449749.5
               17              -17                7        -11226156         -8672984        1073243.8        -529768.5       -1741524.8       -1458429.9
               18              -17                7        -11290710         -8802472        210074.94       -84104.125       -614267.13       -478023.41
              -18              -16                7         11975596          8545744           502169        10353.648       -805243.25        -227247.5
              -17              -16                7         11968029          8332062        1332747.3       -468445.03       -1922798.1       -1183878.4
              -16              -16                7         11909674          8127401        2139241.5       -1031437.6       -3088475.8       -2140490.5
              -15              -16                7         11649920          7981973          2728443       -1528872.5         -4385721       -2998456.8
              -14              -16                7         11252528          7887667        3133556.5       -1930814.1         -5787830       -3756634.8
              -13              -16                7         10875136          7796110          3541350       -2364308.8         -7210206         -4504610
              -12              -16                7         10517745          7707302          3951822       -2829356.5         -8652851       -5242381.5
              -11              -16                7         10168394          7621709        4352856.5       -3325836.3        -10100250         -5972969
              -10              -16                7          9409116          7556810        4349455.5       -3843879.5        -11053591         -6795408
               -9              -16                7          8827756          7362271          4614574         -4400851        -12165991         -7556646
