           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -450278.03        259612.31       -419164.41       -1076362.8        -14389899        3978434.8
              -17              -18                7       -602732.88        282784.38       -254207.89       -1083486.3        -14418827        3983946.8
              -16              -18                7       -783798.88        315049.69       -109784.63       -1076528.3        -14356793          3960426
              -15              -18                7       -993475.75        356408.13        14105.414       -1055488.5        -14203793        3907871.8
              -14              -18                7       -1231763.9        406859.75         117462.3         -1020367        -13959831        3826284.5
              -13              -18                7       -1541748.6        466913.84        201374.17          -975390        -13605238        3704625.5
              -12              -18                7       -1972038.3           553752           232124       -913926.81        -13113328        3547975.5
              -11              -18                7         -2469329        663927.56        216219.13       -835241.06        -12511902        3365549.8
              -10              -18                7         -2969710        777560.63        206943.33       -747951.25        -11839901        3161920.5
               -9              -18                7         -3473181        894650.94        204296.63       -652057.44        -11097323        2937087.3
               -8              -18                7       -3584454.3        920682.38         770890.5       -697671.81        -10164047        2703462.8
               -7              -18                7         -3969530        1012882.2        681755.06       -540006.25         -9293436        2482182.3
               -6              -18                7       -4346025.5        1101835.5        658687.06       -394194.56       -8308311.5        2228187.8
               -5              -18                7         -4713941        1187542.4        701686.56       -260236.98         -7208675        1941478.8
               -4              -18                7       -5073276.5        1270002.8        810753.56       -138133.48         -5994526        1622055.4
               -3              -18                7       -5424031.5        1349216.8        985887.63       -27883.906         -4665865        1269917.6
               -2              -18                7       -5766207.5        1425184.3        1227089.4        70511.594       -3222690.5        885065.31
               -1              -18                7         -5965528        1477025.3        1174911.5        237060.78       -1696102.3        439365.22
                0              -18                7       -5926490.5        1441936.8        689613.13        494481.63        28104.707       -74518.586
                1              -18                7         -5780385        1415173.8        672905.25         611346.5          1540310       -447085.84
                2              -18                7         -5588489          1357474           643835        729631.13        2989221.3        -848707.5
                3              -18                7         -5329155        1281622.3        596469.88        840820.56        4366939.5       -1230290.9
                4              -18                7       -5002381.5        1187618.5        530810.19        944915.06          5673466       -1591835.8
