           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7         -7487916        -13153509          7394069         12911289        -61853.23       -69300.719
              -17              -18                7       -7680702.5        -12402164        7059091.5         13130969        13982.965        90627.234
              -16              -18                7         -7803172        -11656104          6674131         13465918         60494.68        224211.08
              -15              -18                7         -7855323        -10915325          6239187         13916134        77681.898        331450.84
              -14              -18                7         -7837156        -10179829          5754260         14481619        65544.648         412346.5
              -13              -18                7         -7775676         -9519272          5129372         15018141        116871.12        390023.88
              -12              -18                7       -7584691.5         -9085680        4474970.5         15471025        187121.59        254787.44
              -11              -18                7         -7260735         -8794703          3906909         15917652        193789.84        120444.06
              -10              -18                7         -6898293         -8540504        3330549.5         16369659        191957.94       -6164.1875
               -9              -18                7       -6497365.5       -8323080.5          2745891         16827044        181625.88       -125036.95
               -8              -18                7         -6471838       -6695952.5          1400346         18430466        565135.56       -631140.44
               -7              -18                7         -6012147         -5546172       -295794.41         19378078        542501.31       -813724.94
               -6              -18                7         -5431373         -4494904       -1965980.6         20119498        493131.25       -969122.56
               -5              -18                7       -4729514.5       -3542150.5       -3610211.8         20654716        417025.56       -1097332.6
               -4              -18                7       -3906570.8         -2687910         -5228488         20983728        314184.25         -1198356
               -3              -18                7       -2962543.3       -1932182.5       -6820810.5         21106546        184607.03       -1272191.8
               -2              -18                7       -1897431.4       -1274968.5       -8387177.5         21023162        28294.207       -1318840.5
               -1              -18                7       -721999.63       -835104.94         -9995714         20227860       -111013.45       -988374.44
                0              -18                7        451841.25       -329933.09        -11914972         19104568       -21175.051        -361513.5
                1              -18                7        1251355.5        444694.53        -12807048         17584222       -762331.06        324950.44
                2              -18                7        2237767.3        958139.44        -13780964         16314885       -809166.38        329706.09
                3              -18                7        3281750.5        1344581.3        -14692881         15016780       -773962.06        283506.13
                4              -18                7          4383305        1604019.5        -15542800         13689907       -656718.25        186350.22
                5              -18                7        5542432.5        1736454.8        -16330724         12334263       -457434.75        38238.672
                6              -18                7        6759129.5        1741886.3        -17056650         10949850       -176111.91       -160828.36
                7              -18                7        8033400.5        1620314.5        -17720576          9536670        187250.83       -410851.34
                8              -18                7          9337074        1572761.3        -17913110          8094437        561704.13          -575745
                9              -18                7         10213452          1725693        -17651936        6920715.5        627886.75       -326711.72
               10              -18                7         10922522        1600582.3        -17958644          5955701        650154.63       -94428.891
               11              -18                7         11588688        1473945.3        -18201474        5020756.5        669359.63        121683.81
               12              -18                7         12214766          1343624        -18373552          4122350        683425.06        318611.13
