           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -1026964.1       -8054705.5       -1034915.3       -8084468.5        2028351.4       -4766538.5
              -17              -18                7       -999913.63         -8034746       -969896.69         -7698804        2453556.8         -4986297
              -16              -18                7       -986071.63         -8042250       -848264.63         -7346278        2838746.5       -5179698.5
              -15              -18                7       -985438.38         -8077217          -670019         -7026889        3183920.8       -5346742.5
              -14              -18                7       -998013.63         -8139647       -435159.72       -6740636.5        3489079.3       -5487428.5
              -13              -18                7       -954301.94         -8216502       -90696.656       -6474516.5        3696530.5         -5586748
              -12              -18                7       -824449.38         -8294445        371161.63         -6322186          3863526       -5594408.5
              -11              -18                7       -663076.94         -8396340        891751.56       -6292140.5          4031438         -5541986
              -10              -18                7       -498701.94         -8521139        1447030.3         -6298336        4176496.3       -5480623.5
               -9              -18                7       -331324.13         -8668841        2036997.6         -6340773          4298701         -5410322
               -8              -18                7       -390591.44         -8791873        2303243.3       -5922300.5        4129735.3       -5364322.5
               -7              -18                7       -271140.19         -9039056        3050251.3       -5905994.5          4355497       -5356266.5
               -6              -18                7       -111086.59         -9303903          3721051         -5878968          4501655         -5336405
               -5              -18                7        89569.469         -9586415          4315641         -5841222          4568208         -5304737
               -4              -18                7        330828.13         -9886591          4834023         -5792756        4555158.5         -5261263
               -3              -18                7        612689.13        -10204434          5276197       -5733569.5          4462505       -5205983.5
               -2              -18                7        935152.88        -10539940        5642161.5         -5663664          4290248         -5138898
               -1              -18                7        1171723.6        -10915576          6163275       -5710003.5          4065105         -4979789
                0              -18                7          1180644        -11134275          6594544         -6007544        3821407.5         -4633446
                1              -18                7        1416649.5        -11236716        6714565.5         -6424813        3607693.5       -4357126.5
                2              -18                7        1624926.8        -11314201        6783861.5         -6772745          3280952       -4181165.3
                3              -18                7          1802085        -11343165          6786147         -7099231        2964795.8       -4014131.8
                4              -18                7        1948124.5        -11323608          6721423       -7404270.5        2659225.3       -3856027.5
                5              -18                7        2063045.1        -11255530        6589687.5       -7687863.5        2364239.8       -3706851.3
                6              -18                7        2146846.8        -11138932        6390941.5       -7950009.5        2079839.4       -3566603.3
                7              -18                7          2199530        -10973814          6125186         -8190711        1806024.5       -3435283.5
                8              -18                7        2284328.8        -10662938          5884104         -8438903          1570360         -3314149
                9              -18                7        2503322.3        -10334806        5626133.5         -8510406        1547065.8       -3210799.5
               10              -18                7          2665877        -10207100        5206372.5         -8433171        1592376.8       -3110055.5
               11              -18                7        2810156.5        -10057739        4815636.5         -8354154        1647430.9         -3004464
               12              -18                7        2934261.5         -9884048        4454112.5       -8276339.5        1717450.5       -2895095.5
               13              -18                7        2986086.5         -9606878        4138841.3         -8265828        1984751.4         -2826966
               14              -18                7        3019632.8         -9250399        3822472.5       -8212142.5          2205263         -2889252
               15              -18                7        3047145.5         -8880197        3575118.5         -8140693        2479433.5         -2948735
               16              -18                7          3068633         -8496313        3396815.8       -8051483.5          2807321       -3005339.8
               17              -18                7        3084094.5         -8098746          3287564         -7944511        3188925.5       -3059066.8
               18              -18                7          3093531       -7687496.5          3247364       -7819778.5        3624246.8         -3109916
              -18              -17                7       -935798.25         -7663537       -1021674.8       -8053844.5        2459250.3       -4990178.5
              -17              -17                7       -869042.63       -7651628.5        -917237.5         -7676299          2898253         -5200901
              -16              -17                7       -815495.44       -7667181.5       -756186.75       -7331892.5        3297240.5       -5385266.5
              -15              -17                7       -775156.94         -7710199        -538522.5         -7020622          3656212       -5543273.5
              -14              -17                7       -681823.56         -7767000        -208118.5         -6728563        3924542.3       -5661254.5
              -13              -17                7       -547248.88         -7815996        212566.22         -6434023        4135195.8         -5751004
              -12              -17                7       -435061.53         -7862722        665630.25       -6142728.5          4344429         -5828628
              -11              -17                7       -283290.03       -7936261.5          1173199         -6026862        4542174.5         -5792619
              -10              -17                7       -114854.88         -8037734          1721037       -5989104.5          4716650       -5720630.5
               -9              -17                7        56582.977         -8162110          2303564         -5987587          4868272         -5639703
               -8              -17                7       -16675.422       -8278936.5          2299124       -5296127.5          4762608         -5694324
               -7              -17                7        110978.42         -8601758          2535761         -4869929        4943167.5         -5815681
               -6              -17                7        379383.31         -8952481          3190994         -4820622          5183656       -5874149.5
               -5              -17                7        688390.69         -9320869        3770018.8         -4760595        5344541.5         -5920812
               -4              -17                7        1038000.9         -9706922          4272834         -4689848          5425824         -5955669
               -3              -17                7        1428213.3        -10110639        4699441.5       -4608381.5        5427501.5       -5978719.5
               -2              -17                7        1649605.3        -10523654        5632466.5       -4714105.5          5299167       -5607572.5
               -1              -17                7        1612290.4        -10916049          6271044         -4810242          5084422         -5225479
                0              -17                7        1593617.3        -11195645        6620473.5         -5024690          4848928         -4817466
                1              -17                7        1784097.9        -11372005          6691048         -5492256          4487204         -4598184
                2              -17                7        1952817.6        -11508030          6689134       -5923973.5          4087685         -4429107
                3              -17                7        2090418.6        -11595532        6620209.5         -6334244        3698751.5       -4268957.5
                4              -17                7        2196900.5        -11634514          6484274       -6723068.5          3320403       -4117736.5
                5              -17                7        2272263.8        -11624976        6281328.5         -7090447          2952640         -3975444
                6              -17                7          2316508        -11566918          6011373         -7436378          2595462       -3842079.5
                7              -17                7        2329633.5        -11460339          5674407         -7760863          2248869         -3717644
                8              -17                7          2496099        -10914215          5610615         -8142252        2041754.3         -3566093
                9              -17                7        2677487.8        -10358983        5506462.5         -8391736        1923721.5       -3420639.8
               10              -17                7          2824564        -10225308          5087474         -8345884        1954903.9       -3308026.3
               11              -17                7          2953365        -10069978          4697510         -8298250          1995829         -3190566
               12              -17                7          3001335         -9802666          4337620       -8329857.5          2174157       -3089561.3
               13              -17                7        3029103.5         -9500307          4026589         -8330757        2424888.5         -3008734
               14              -17                7        3053634.8         -9186228        3766312.8         -8275522        2719870.5       -2944989.8
               15              -17                7        3078588.8         -8815397          3512929       -8186164.5          2990237       -2981227.5
               16              -17                7          3098078         -8425854        3322663.5         -8079593        3305989.3         -3025055
               17              -17                7        3111541.5         -8022629        3201449.5       -7955261.5        3675458.5       -3066004.5
               18              -17                7        3118979.5       -7605720.5        3149286.3       -7813167.5        4098644.8       -3104075.5
              -18              -16                7       -801475.75         -7306858         -1025526       -8053149.5          2836830         -5185048
              -17              -16                7       -695014.75       -7302997.5          -881670         -7683723        3289630.5         -5386734
              -16              -16                7       -601762.63       -7326601.5       -681200.63         -7347435        3702414.8       -5562062.5
              -15              -16                7       -458790.13         -7363354       -364875.16       -7029443.5          4031584         -5698698
              -14              -16                7       -277262.69         -7391653        44965.531       -6708062.5          4309329         -5808260
              -13              -16                7       -118122.81         -7417683        487184.88         -6389928        4585652.5         -5905697
              -12              -16                7        18629.969       -7441442.5        961783.38         -6075039          4860555         -5991009
              -11              -16                7        135075.25       -7464349.5        1468756.9         -5769864          5132276       -6059714.5
              -10              -16                7        307570.31       -7542495.5        2009154.5         -5688151          5336169       -5977100.5
               -9              -16                7        461843.41         -7634433        2545918.5         -5587091        5510404.5         -5903229
               -8              -16                7        500545.66         -7793101        2623682.5       -4943265.5          5754551         -6074418
               -7              -16                7        698971.31       -8215134.5          2508009         -4255410          6265129       -6389835.5
               -6              -16                7        1056444.8         -8706536        2848167.3       -3970049.5        6707357.5       -6615723.5
               -5              -16                7        1473803.8         -9160799          3411625       -3887741.3        6962574.5       -6740716.5
               -4              -16                7        1937092.6         -9607152        4300699.5       -3867812.5          6932345       -6622799.5
               -3              -16                7          2260086        -10031189          5326858         -3912019          6675159         -6263056
               -2              -16                7        2371592.5        -10456188        5978904.5         -3940007        6439529.5       -5917854.5
               -1              -16                7          2330860        -10809632        6370983.5         -3963058          6049325       -5600087.5
                0              -16                7        2336890.8        -11194511        6571141.5       -4185395.8        5878852.5       -5318123.5
