           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -2058381.8       -475768.97         -5379891         10332696       -89592.492       -388092.75
              -17              -18                7       -2435465.5       -365240.19        -10716688          9464407       -268296.53       -328061.91
              -16              -18                7       -2702856.3       -274844.38        -16171093          8625159       -308588.59       -284155.06
              -15              -18                7         -2860555       -204581.42        -21743106          7814949       -210468.73       -256372.25
              -14              -18                7       -2908560.5       -154451.28        -27432734        7033778.5        26063.115       -244713.45
              -13              -18                7         -2406152       -28555.201        -32509570        6369211.5        877826.25       -166996.88
              -12              -18                7       -1439458.3        50914.473        -36252128        5816911.5        1658842.5        -94407.75
              -11              -18                7       -309108.34        18133.465        -39328952          5282388        1939469.1       -83029.828
              -10              -18                7        993983.06       -34002.457        -42301904          4753675        2175377.3       -81409.609
               -9              -18                7        2469815.8       -105493.31        -45170988          4230771        2366566.8       -89547.086
               -8              -18                7       -876076.88       -22319.473        -54951572        4070639.5          4877867       -211272.06
               -7              -18                7       -1767160.8        20050.344        -60716092        3716212.3        5302647.5       -212890.03
               -6              -18                7       -2282870.5        49067.047        -65925252        3370985.8          5610250       -211816.23
               -5              -18                7       -2423205.8        64730.563        -70579056        3034960.8          5800674       -208050.63
               -4              -18                7         -2188167        67040.953        -74677488        2708137.3        5873920.5       -201593.28
               -3              -18                7       -1577752.5        55998.195        -78220568          2390515          5829985       -192444.06
               -2              -18                7          -591965        31602.266        -81208288        2082094.3          5668874       -180603.09
               -1              -18                7        1011711.6        7709.0156        -81457888        1709489.8        4155225.3       -102273.91
                0              -18                7          1754851        21673.797        -80506912        1290541.1        1429458.8       -49518.324
                1              -18                7        464023.03        36602.203        -77282464        912518.06       -2569359.8       -27456.715
                2              -18                7        170958.63        45531.453        -75029216        537510.94       -2966926.8       -24741.363
                3              -18                7        117519.72        51463.789        -72455736        151327.53       -2992568.8       -18663.434
