           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7         -4071503       -3372736.8       -4035701.5       -3291994.5       -5229883.5        4909512.5
              -17              -18                7       -4054070.5       -3246940.8         -4497259       -2997785.5       -5522062.5          4656936
              -16              -18                7         -3990420       -3099281.5       -4913974.5       -2663943.5         -5827163        4367612.5
              -15              -18                7       -3880549.3       -2929758.5         -5285847         -2290469         -6145185        4041541.5
              -14              -18                7         -3724460       -2738371.5         -5612877       -1877361.3         -6476128          3678723
              -13              -18                7       -3568480.5       -2555258.5         -5898875       -1434359.8         -6780559          3213038
              -12              -18                7       -3492993.5       -2365192.3       -6107245.5       -965924.88       -7113083.5        2718366.8
              -11              -18                7       -3452659.8       -2145939.3         -6223672       -466439.28         -7485516        2253094.5
              -10              -18                7         -3403607         -1923748         -6285185        66692.938         -7846872        1778187.8
               -9              -18                7       -3345835.3         -1698618       -6291782.5        633471.56         -8197150        1293646.1
               -8              -18                7       -2900734.5       -1488404.8         -6425366        1005359.7         -8071859        815012.31
               -7              -18                7       -2579322.5       -1156627.8       -6203060.5        1707316.5         -8596955           292348
               -6              -18                7       -2276611.5       -839735.31         -5895330        2357230.5         -8996256       -251850.17
               -5              -18                7       -1992602.3       -537727.38       -5502174.5        2955101.3         -9269763          -817582
               -4              -18                7       -1727294.8       -250603.58       -5023594.5        3500928.8         -9417475       -1404847.5
               -3              -18                7       -1480688.6        21635.875         -4459589        3994713.3         -9439394       -2013647.3
               -2              -18                7       -1252784.5        278991.09       -3810159.5          4436455         -9335518       -2643980.5
               -1              -18                7       -910425.25           434575       -3204947.5          4967184         -9346987         -3295111
                0              -18                7       -497072.13        368567.94       -2324016.8          5507657         -9505789       -3980946.8
                1              -18                7        23360.563        492127.81       -1614557.5          5522573         -9104107         -4308849
                2              -18                7        473219.56        534251.75        -824804.5          5577581         -8713609         -4752694
                3              -18                7        913841.25        563495.38       -56316.188          5604795         -8263831         -5150577
                4              -18                7        1345225.8        579858.88        690906.69        5604215.5         -7754775       -5502497.5
                5              -18                7        1767373.4        583342.06        1416865.8          5575843         -7186438       -5808456.5
                6              -18                7          2180283        573945.06          2121560        5519676.5         -6558822       -6068451.5
                7              -18                7        2583956.3        551667.81        2804989.5        5435717.5         -5871927         -6282486
                8              -18                7          2913976        538412.44        3350179.8        5214268.5         -5120051       -6490312.5
                9              -18                7          3130460        521598.25          3558257        4758666.5         -4470529         -6685482
               10              -18                7        3399501.5        429633.38        3808318.5          4397631       -3907981.3         -6804098
               11              -18                7          3659076        333928.09          4036365        4022455.3       -3347282.3         -6907767
               12              -18                7        3908993.3        233976.38          4247879        3632795.5       -2791886.8       -6995598.5
               13              -18                7        4147745.5        102657.73        4595246.5          3219006       -2357142.8       -7038719.5
               14              -18                7          4430992            54810          4737133        2660015.8       -1865645.1         -7091804
               15              -18                7        4678053.5        2104.6563          4852748          2077732         -1399976       -7126443.5
               16              -18                7          4888893       -55518.188          4942190        1472232.9       -960181.63         -7142622
               17              -18                7        5063509.5       -118058.41          5005458        843518.25       -546262.63         -7140339
               18              -18                7          5201904       -185516.06          5042553        191588.17       -158218.81         -7119594
              -18              -17                7         -4553684       -3070290.3       -4027202.3       -3164885.5         -5559715          4667798
              -17              -17                7       -4549762.5       -2939250.5         -4502082       -2867250.5         -5867592        4420333.5
              -16              -17                7       -4499622.5       -2786346.5         -4932119       -2529982.5         -6188390          4136120
              -15              -17                7         -4403263         -2611579         -5317314       -2153081.5         -6522110        3815159.5
              -14              -17                7         -4303558       -2437025.5         -5666307       -1751616.1         -6836709        3392970.3
              -13              -17                7       -4227928.5         -2283533         -5997637       -1325061.3         -7126982        2894692.3
              -12              -17                7       -4146269.8         -2137730         -6309362       -859615.06         -7420273        2386637.5
              -11              -17                7       -4118434.5       -1948321.3         -6493935       -371475.13         -7777820        1926807.5
              -10              -17                7       -4097908.5       -1743584.3       -6598975.5        146595.84         -8141870        1472588.9
               -9              -17                7       -4068663.8       -1535908.6         -6649101        698313.44         -8494843        1008735.5
               -8              -17                7         -3450899       -1319454.3       -6919113.5         838849.5         -8099059        682819.88
               -7              -17                7       -2841776.8       -950011.06         -6774907        1270567.3         -8278177        247484.09
               -6              -17                7       -2547543.3       -565241.13       -6424122.5        1962367.9         -8715478       -283867.81
               -5              -17                7       -2272011.5       -195355.39         -5987913          2602126         -9026987       -836753.81
               -4              -17                7       -2015181.5        159645.98         -5466279          3189841         -9212699       -1411173.4
               -3              -17                7         -1777053           499763         -4859220        3725512.5         -9272618         -2007127
               -2              -17                7       -1604737.1        574963.44       -4814710.5          4557219         -9656432       -2531457.5
               -1              -17                7       -1068896.4        542489.56         -4431826        5291242.5         -9889423       -3193637.5
                0              -17                7          -737958        513672.88       -3543531.3          5807101         -9963093       -3951389.3
                1              -17                7       -249943.44        496655.25       -2682598.5          5849808         -9483341         -4361769
                2              -17                7        220876.69        462199.47       -1814034.9          5864006         -8987312       -4788281.5
                3              -17                7        682459.56        414863.44       -966736.13        5850410.5         -8432003         -5168832
