           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        1209144.9         -7833651        1162813.8       -7805481.5        1860072.4         -1816586
              -17              -18                7          1234684         -7881466        1230326.9         -7596839        2308004.5       -1957137.5
              -16              -18                7        1245515.3       -7947581.5        1349915.5       -7400420.5        2704854.8       -2080797.4
              -15              -18                7        1241638.5       -8031997.5        1521579.5         -7216227        3050622.8       -2187565.8
              -14              -18                7          1223054         -8134715        1745319.3         -7044256        3345308.5       -2277442.3
              -13              -18                7        1241925.9         -8228827        2066562.1         -6861303        3500582.3         -2333054
              -12              -18                7        1325542.5         -8298223        2488450.5         -6730613          3593428       -2318051.5
              -11              -18                7        1434969.5         -8373114        2956122.3         -6668600        3693700.5       -2264153.3
              -10              -18                7        1544553.8         -8459911        3457192.8         -6624092        3766207.3       -2206913.3
               -9              -18                7        1654294.9         -8558611        3991661.8       -6597086.5        3810947.8       -2146331.5
               -8              -18                7        1500857.9         -8659496        4267596.5       -6394331.5        3531724.3       -2060192.9
               -7              -18                7        1591126.9         -8839906        4894450.5         -6292790        3639503.5       -2030108.5
               -6              -18                7        1711981.5         -9022467          5447709       -6194476.5          3662542       -1998479.3
               -5              -18                7        1863421.8         -9207184          5927371         -6099391        3600839.5       -1965305.3
               -4              -18                7        2045447.5         -9394052          6333437       -6007532.5        3454395.3       -1930586.3
               -3              -18                7        2258059.3         -9583074          6665907       -5918901.5        3223210.5       -1894322.5
               -2              -18                7        2501256.3         -9774249          6924781         -5833499        2907284.5       -1856514.1
               -1              -18                7        2628208.5         -9987683        7358663.5         -5827602        2577921.3       -1820679.3
                0              -18                7        2479477.8        -10093207        7620003.5       -5948533.5        2270159.8         -1678654
                1              -18                7          2548334        -10093929          7566754         -6185984        1972415.1       -1572765.4
                2              -18                7        2592532.3        -10072981        7467891.5         -6387353        1587805.1       -1515594.6
                3              -18                7        2621438.8        -10029889          7312981       -6583370.5        1228052.9         -1460241
                4              -18                7          2635054         -9964652          7102023         -6774037        893158.38       -1406704.5
                5              -18                7        2633377.3         -9877272        6835016.5         -6959353        583120.88       -1354984.9
