           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -280854.75           138064       -2526311.8       -2973591.8         -9324436          7092023
              -17              -18                7       -365391.22        157966.97         -2502093         -3056221         -9352156          7116303
              -16              -18                7       -462446.94        197143.69       -2477840.3       -3109743.3         -9320231          7089953
              -15              -18                7       -572021.81        255594.16       -2453552.8       -3134158.5         -9228658          7012972
              -14              -18                7       -694116.06        333318.44       -2429230.8         -3129466         -9077439        6885360.5
              -13              -18                7       -863370.19        441963.56       -2385151.8       -3093017.3         -8854037          6692234
              -12              -18                7       -1117859.8         616371.5       -2336575.8       -2999022.3         -8547850        6434482.5
              -11              -18                7         -1412904        840897.75       -2296137.5       -2856508.3       -8179007.5        6125207.5
              -10              -18                7       -1702979.1        1074520.3       -2231718.8       -2692578.5       -7767204.5          5778381
               -9              -18                7         -1988085        1317239.3         -2143319       -2507232.8       -7312438.5        5394002.5
               -8              -18                7       -2055494.3        1306129.1       -1851207.8       -2711675.3       -6611934.5          5029905
               -7              -18                7       -2282843.3        1452733.9       -1777338.3         -2396916         -6022940          4662284
               -6              -18                7       -2506952.8        1602933.3       -1642831.1       -2092487.3       -5357154.5        4230065.5
               -5              -18                7       -2727823.5        1756727.4       -1447685.8       -1798388.1         -4614578          3733249
               -4              -18                7       -2945455.5          1914116       -1191902.5       -1514619.4       -3795210.5          3171835
               -3              -18                7       -3159848.5        2075099.6       -875481.38       -1241180.4       -2899051.5        2545822.8
               -2              -18                7         -3371003          2239678        -498422.5       -978071.44       -1926101.8        1855213.1
               -1              -18                7         -3459705          2371198       -253208.41       -526908.13       -988797.38        1012877.1
                0              -18                7         -3431075          2324902       -242230.28        132572.47        140.69141       -3837.4824
                1              -18                7       -3326556.3        2303278.3         38792.07        512533.38           971535       -721758.44
                2              -18                7       -3205251.5        2234213.3         286985.5        880751.56        1908411.3       -1461419.5
                3              -18                7       -3042851.5          2135413        514965.53        1231318.4          2805451         -2159231
                4              -18                7         -2839356        2006877.8        722731.75        1564233.8        3662654.8       -2815192.3
                5              -18                7       -2594764.5        1848606.9        910284.81        1879498.3        4480022.5       -3429304.5
                6              -18                7       -2309077.3        1660601.5        1077624.1          2177111          5257554         -4001567
                7              -18                7       -1982294.5        1442860.5          1224750        2457072.5          5995250         -4531980
                8              -18                7         -1721220        1231703.6        1327028.3        2674087.3          6658533         -4992893
                9              -18                7       -1648467.4        1110001.8        1507240.3        2756987.3          7179012       -5374474.5
               10              -18                7       -1456931.5        963798.25        1756208.5          2853142        7680924.5       -5758681.5
               11              -18                7       -1251956.3        815530.31        1970392.3        2938002.5          8135734         -6108738
               12              -18                7       -1035674.6        666962.81        2148131.5        3012616.5          8544058         -6424666
               13              -18                7       -869772.56        567798.56        2243582.8        3105466.8          8911514       -6704007.5
               14              -18                7       -724460.31        480090.59        2312806.5        3135232.8          9189256       -6906474.5
               15              -18                7       -592003.63        407422.88          2373486        3137070.5          9374607       -7048284.5
               16              -18                7       -472386.69        349789.06        2425628.5        3111003.5          9467570         -7129454
               17              -18                7       -365609.34        307189.03        2469233.5        3057031.5          9468146       -7149981.5
               18              -18                7       -271671.72        279622.91        2504301.8        2975154.8          9376335       -7109869.5
              -18              -17                7       -225211.84       -19174.359       -2533882.5       -2815660.8         -9702200          6695424
              -17              -17                7       -357408.22        8909.1406       -2511545.5       -2886862.8         -9726930          6717102
              -16              -17                7       -502123.88        56266.402       -2489174.5       -2928957.5         -9692011          6688150
              -15              -17                7       -659358.75        122897.41       -2466768.5         -2941945         -9597448        6608567.5
              -14              -17                7       -883279.88        224996.23         -2444625       -2923085.3         -9431517          6460157
              -13              -17                7       -1153307.5        342403.44       -2392400.8         -2880971         -9207830          6265223
              -12              -17                7       -1413907.9        454077.56       -2300212.5       -2820804.5         -8941303          6047298
              -11              -17                7       -1714805.9        639430.88       -2234582.8         -2696493         -8572526        5759836.5
              -10              -17                7       -2023353.5        853230.31       -2160810.3       -2538988.3         -8145169        5424093.5
               -9              -17                7         -2326932        1076126.1       -2063057.1         -2360068       -7674848.5          5050799
               -8              -17                7         -2381419        994731.56       -1643395.5       -2794458.5       -6955324.5          4841927
               -7              -17                7         -2550379        1130333.3       -1303592.6         -2847022         -6246202          4575472
               -6              -17                7       -2881411.8        1357802.5       -1141382.8       -2536260.5         -5548179          4228706
               -5              -17                7       -3209205.5        1588866.1       -918534.88       -2235829.8       -4773363.5        3817342.3
               -4              -17                7         -3533760        1823524.8       -635049.13       -1945728.5         -3921758        3341381.3
               -3              -17                7         -3855076        2061778.1       -290925.41       -1665957.3         -2993361          2800822
               -2              -17                7       -4005721.5        2191734.8       -332904.19       -1063693.9       -2149652.5        1871704.5
               -1              -17                7         -3966298        2223770.3       -308726.25       -481433.34         -1171978           800286
                0              -17                7         -4136433        2270681.5       -412960.84        139953.56        90277.719       -67167.672
                1              -17                7       -3975803.3        2199322.5       -98247.453        512676.66        1122798.6       -786417.94
                2              -17                7       -3786085.5        2104503.8        209359.44        857095.25        2114024.5       -1483667.1
                3              -17                7       -3555272.3        1979949.5        496752.75        1183862.5          3065414       -2139066.5
                4              -17                7       -3283363.3        1825660.3        763932.63        1492978.4          3976968         -2752616
                5              -17                7         -2970359          1641636        1010898.8          1784443        4848685.5       -3324316.5
                6              -17                7         -2616259        1427876.8        1237651.5        2058256.1          5680566       -3854166.5
                7              -17                7       -2221062.8          1184382          1444191        2314418.5          6472612         -4342168
                8              -17                7       -2064896.6        1024677.8        1501778.6          2405029        7077917.5         -4690928
                9              -17                7       -1970380.8        913712.63        1607804.1        2465103.8          7562027         -4998309
               10              -17                7       -1759935.5        779712.19          1846159        2569374.5        8067829.5       -5372997.5
               11              -17                7       -1536050.8        643647.25        2049729.4        2662350.8          8526528         -5713535
               12              -17                7       -1333176.8        554033.81        2173260.3        2766357.3          8948868         -6018217
               13              -17                7       -1115690.9        464021.09          2262121        2856671.8          9302438         -6282800
               14              -17                7       -874005.44        360472.28        2328749.5        2926901.8          9581909         -6507100
               15              -17                7        -687689.5        277204.16          2385963          2944409          9767834         -6651311
               16              -17                7        -521385.5        211362.08        2435399.8        2930692.8          9860092       -6731387.5
               17              -17                7       -367921.16        160553.88          2476299          2889072          9859962       -6750823.5
               18              -17                7       -227296.53        124779.48          2508661          2819546          9767445         -6709618
              -18              -16                7       -149194.06       -159433.19       -2469643.5         -2659784        -10126353          6310276
              -17              -16                7       -329050.38       -123169.16       -2449188.5       -2719558.3        -10148090        6329353.5
              -16              -16                7          -521426       -67631.344       -2428698.8       -2750225.5        -10110181          6297799
