           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -126226.41         -9176658       -96090.133       -16874.813          5185178        -11366742
              -17              -18                7        223075.67         -9052730       -324197.69        255428.44          6210198        -11571796
              -16              -18                7        600727.88         -8939974       -510492.94        489202.94        7183706.5        -11775826
              -15              -18                7        1006729.8         -8838394       -654975.81        684448.75        8105703.5        -11978831
              -14              -18                7        1441081.9         -8747988       -757646.31        841165.75          8976189        -12180813
              -13              -18                7        1955143.4         -8656259       -842458.88        945403.81          9791962        -12343812
              -12              -18                7          2603690         -8534307       -837721.88        915521.25         10523519        -12413678
              -11              -18                7        3338099.8         -8420015       -711543.44        770561.56         11176465        -12437918
              -10              -18                7        4101255.5         -8332881       -556727.75        591552.44         11794150        -12456828
               -9              -18                7          4893156       -8272903.5       -373274.84        378493.84         12376575        -12470407
               -8              -18                7          5500478         -8412399       -1033845.6        802691.63         12833684        -12532111
               -7              -18                7        6238898.5         -8605216          -777000        606797.88         13520255        -12660322
               -6              -18                7          7018965         -8811434          -618983           474668         14073279        -12757403
               -5              -18                7          7840677         -9031053       -559794.19        406301.97         14492756        -12823354
               -4              -18                7          8704034         -9264074       -599433.94        401699.72         14778687        -12858177
               -3              -18                7          9609039         -9510496       -737901.38        460861.25         14931071        -12861869
               -2              -18                7         10555687         -9770320       -975197.63         583786.5         14949910        -12834431
               -1              -18                7         11495686        -10068460       -1122581.8        705656.06         14689438        -12593794
                0              -18                7         12165969        -10272880       -838208.25         604030.5         14083642        -12042345
                1              -18                7         12683377        -10364476       -436657.63        353845.81         13473284        -11421426
                2              -18                7         13160368        -10432242       -144174.88        183403.63         12975622        -10885924
                3              -18                7         13476784        -10408150            90944         41674.75         12456117        -10302904
                4              -18                7         13632624        -10292199        268699.63       -71341.125         11914769         -9672365
                5              -18                7         13627891        -10084390         389092.5       -155644.03         11351576         -8994306
                6              -18                7         13462581         -9784721        452122.41       -211234.06         10766539       -8268728.5
                7              -18                7         13136698         -9393192        457788.72       -238110.91         10159658         -7495631
                8              -18                7         12633255         -8783472        607300.56       -321366.31          9763887       -6801799.5
                9              -18                7         12391371       -8113301.5        669287.75        -338303.5          9851457         -6187041
               10              -18                7         12379468         -7711779        307785.34       -170289.09          9758572         -5365550
               11              -18                7         12306823         -7288798       -15788.469       -23356.203          9673072         -4522286
               12              -18                7         12171183       -6843789.5       -293090.81        96985.633          9595521         -3656482
               13              -18                7         11920691       -6366716.5       -306363.59        42007.895          9576986       -2759820.3
               14              -18                7         11394440       -5733796.5       -315661.72        53907.133          9858797       -2040649.5
               15              -18                7         10854668       -5099996.5       -280784.09        49807.352         10215566       -1297020.8
               16              -18                7         10301534       -4465409.5       -201734.69        29671.461         10647158       -528822.31
               17              -18                7          9735033         -3830035       -78513.609       -6500.5234         11153572        263945.38
               18              -18                7          9155168       -3193873.8         88879.18       -58708.563         11734808        1081282.6
              -18              -17                7       -401140.94         -8966410       -443778.28        366633.69          5245710        -11327163
              -17              -17                7       -8142.5781         -8857652       -649744.56        625883.63          6268535        -11538123
              -16              -17                7        413205.56         -8760069        -813898.5        846604.75          7239848        -11748058
              -15              -17                7        862903.63         -8673660       -936240.13        1028797.3        8159650.5        -11956968
              -14              -17                7        1383905.3         -8573599       -1027674.4        1165057.8          9028069        -12141626
              -13              -17                7        1954461.8         -8445654       -1151969.5        1281184.4          9875373        -12294055
              -12              -17                7        2528816.5         -8307777         -1319465        1392051.5         10711038        -12432746
              -11              -17                7        3221030.5       -8171792.5       -1302973.9        1326620.5         11403020        -12471067
              -10              -17                7        3969402.8         -8062213       -1205551.4        1185136.3         12027458        -12480388
               -9              -17                7        4746521.5       -7979789.5       -1079491.6        1009602.8         12616637        -12484379
               -8              -17                7          5404449         -8206468       -2211578.8          1763465         13101660        -12599243
               -7              -17                7          6269158         -8551270       -2820338.3        2106269.8         13694058        -12765343
               -6              -17                7        7162103.5         -8798154         -2749942        1997094.8         14333216        -12947901
               -5              -17                7          8096696         -9058437       -2778374.5        1951683.6         14838824        -13099328
               -4              -17                7          9072934         -9332121       -2905635.3        1970036.5         15210886        -13219629
               -3              -17                7         10090817         -9619208       -3131724.3        2052152.5         15449402        -13308798
               -2              -17                7         10971171         -9820284         -3368143        2337231.3         14842076        -12682712
