           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        -33152880         12926138         32653076        -12819228       -110688.03        105741.04
              -17              -18                7        -31958456         12336428         33081002        -12371416        1007615.9       -239801.38
              -16              -18                7        -30790310         11712398         33780252        -11901643        2000268.3       -588071.81
              -15              -18                7        -29648434         11054048         34750816        -11409907        2867268.3          -939070
              -14              -18                7        -28532834         10361377         35992704        -10896210        3608616.8       -1292796.4
              -13              -18                7        -27610034          9685773         37240292        -10329586        4029873.3         -1671460
              -12              -18                7        -27166112          8965735         38289800         -9749810          4071609       -2045828.3
              -11              -18                7        -27017260          8151695         39268712         -9193815          4038055       -2390763.5
              -10              -18                7        -26963896        7303995.5         40262496         -8626332        3973184.8       -2735480.5
               -9              -18                7        -27006020          6422635         41271140         -8047359        3876998.5       -3079978.5
               -8              -18                7        -23802848        5922955.5         45204256         -6762582        2669177.3       -3628290.5
               -7              -18                7        -21979248          5047963         48049600         -5056949        2383191.5         -4172263
               -6              -18                7        -20451248        4100929.3         50485428       -3338694.8        2007833.8       -4630961.5
               -5              -18                7        -19218856        3081853.3         52511748       -1607820.8        1543103.5         -5004385
               -4              -18                7        -18282068          1990735         54128540        135673.94        989000.56         -5292534
               -3              -18                7        -17640888        827575.06         55335832        1891789.5           345527         -5495409
               -2              -18                7        -17295312       -407627.72         56133604          3660526       -387320.31       -5613009.5
               -1              -18                7        -17508218         -1688015         55540968        5523535.5       -426641.63       -5751162.5
                0              -18                7        -17500718       -2807501.3         55321084        8198185.5         57517.75         -6178231
                1              -18                7        -16791736         -3693699         53269788          9810368          1691956         -5548060
                2              -18                7        -16835426         -4757496         51933704         11549890        1053261.3       -5477000.5
                3              -18                7        -17206176         -5899181         50552704         13241202           270759       -5431701.5
                4              -18                7        -17903988         -7118751         49126780         14884302       -655552.13       -5412163.5
                5              -18                7        -18928860         -8416210         47655940         16479194       -1725671.5       -5418386.5
                6              -18                7        -20280790         -9791555         46140176         18025872         -2939598       -5450369.5
                7              -18                7        -21959788        -11244790         44579500         19524342         -4297334       -5508113.5
                8              -18                7        -23357374        -12769747         42462028         20521472         -5327141       -5504249.5
                9              -18                7        -23473122        -13845064         40251056         20730924         -4950786         -5224249
               10              -18                7        -24088924        -14710038         39147508         21440496         -4671956         -4986002
               11              -18                7        -24673988        -15558618         38062468         22114450         -4360738         -4726209
               12              -18                7        -25233552        -16395880         37004672         22751320         -4022338         -4446410
               13              -18                7        -25982830        -17442346         36227400         23243120       -3785430.3       -4144101.5
               14              -18                7        -26728220        -18469812         34526232         23275476         -3275281         -3466714
               15              -18                7        -27371562        -19458690         32902106         23198774       -2752695.3       -2800322.5
               16              -18                7        -27912846        -20409008         31355584         23013212       -2217803.8       -2145121.3
               17              -18                7        -28352070        -21320768         29886672         22718784         -1670607       -1501109.5
               18              -18                7        -28689240        -22193968         28495368         22315498         -1111105       -868288.13
              -18              -17                7        -33307516         12448106         31710368        -12255509       -1082198.1        411828.03
              -17              -17                7        -32023618         11861050         32028320        -11811596        40938.297        69879.203
              -16              -17                7        -30765994         11239673         32617592        -11345722        1038423.4       -274797.56
              -15              -17                7        -29534642         10583976         33478188        -10857885          1910256       -622202.25
              -14              -17                7        -28424480          9938499         34388736        -10335875          2519610        -983262.5
              -13              -17                7        -27481124          9326436         35289872         -9766331          2803710       -1371913.8
              -12              -17                7        -26633136          8714832         36363076         -9156069        2866470.3       -1782684.6
              -11              -17                7        -26349588          7957599         37400252         -8564090        2806083.5       -2148014.5
              -10              -17                7        -26284932          7131821         38413916         -7973104        2720425.5       -2497676.8
               -9              -17                7        -26315768        6272383.5         39442456         -7370629        2603451.5       -2847120.3
               -8              -17                7        -21677280          6156171         43499184         -6123318        70514.609       -3446782.3
               -7              -17                7        -18694210        5784109.5         46857820       -4569176.5       -2131686.8       -4041140.3
               -6              -17                7        -17456936          4943185         49568228       -2750043.5       -3329383.3         -4570615
               -5              -17                7        -16515266          4030217         51869124       -918288.56         -4616452         -5014815
               -4              -17                7        -15869202        3045208.3         53760504        926085.56       -5992893.5         -5373741
               -3              -17                7        -15518744        1988156.8         55242368          2783081         -7458706         -5647393
               -2              -17                7        -16674636        680333.81         54407360          4701657       -4518922.5         -5621825
               -1              -17                7        -17242576       -419357.34         53880356          6882061       -1410717.8         -5782702
                0              -17                7        -16864774       -1273601.3         54711296          9698501       -2439637.8         -6713224
                1              -17                7        -16945884       -2502889.5         53196648         11430021       -1814819.5         -6411107
                2              -17                7        -17423870       -3791629.8         51757152         13106219       -2334303.8       -6353376.5
                3              -17                7        -18228912         -5158257         50272744         14734205         -2997597         -6321407
                4              -17                7        -19361016       -6602770.5         48743408         16313982       -3804695.3         -6315199
                5              -17                7        -20820182       -8125171.5         47169148         17845548         -4755605       -6334750.5
                6              -17                7        -22606410         -9725459         45549976         19328904       -5850320.5       -6380062.5
                7              -17                7        -24719696        -11403636         43885884         20764052       -7088845.5       -6451136.5
                8              -17                7        -24821722        -13218690         40780728         20634202       -6497829.5         -6169059
                9              -17                7        -24397072        -14546059         37646772         20328568       -5728610.5         -5693787
               10              -17                7        -24992648        -15402368         36597872         21041228         -5517613       -5494428.5
               11              -17                7        -25557480        -16242286         35567480         21718268       -5274226.5         -5273523
               12              -17                7        -26164876        -17200748         34755688         22311026       -5076826.5         -5042450
               13              -17                7        -26847216        -18282214         33973980         22747944         -4804656       -4703386.5
               14              -17                7        -27596004        -19464972         33168702         23029156       -4431531.5         -4243696
               15              -17                7        -28241092        -20519224         31674388         22962410       -3819159.5       -3510234.3
               16              -17                7        -28773354        -21515884         30176682         22762500         -3174190       -2763770.5
               17              -17                7        -29203564        -22473986         28756590         22453732       -2516915.3         -2028497
               18              -17                7        -29531708        -23393530         27414100         22036102       -1847334.6       -1304413.3
              -18              -16                7        -33795692         11935102         30737180        -11648196       -1980789.1        710048.13
              -17              -16                7        -32422316         11350699         30945160        -11208181        -852819.5        371692.88
              -16              -16                7        -31075216         10731976         31424458        -10746205           149498        30609.756
              -15              -16                7        -29778100         10116665         31997732        -10268706           946627        -312910.5
              -14              -16                7        -28581802          9528633         32601520         -9761019        1471285.8       -673598.13
              -13              -16                7        -27480874          8941062         33377376         -9212614        1774605.6         -1056405
              -12              -16                7        -26475316          8353953         34325296         -8623491        1856585.6       -1461330.9
              -11              -16                7        -25587914          7761133         35439816         -7994914        1722046.6       -1885814.9
              -10              -16                7        -25511968          6957276         36473368       -7380424.5        1615600.8       -2240422.5
               -9              -16                7        -25034090          6197447         37747384         -6702337        1228208.5       -2621846.3
               -8              -16                7        -20248304        6219412.5         40773344         -5486557       -1926358.9       -3249635.5
               -7              -16                7        -16261317        6331366.5         43020072         -4214350         -5720828       -3852249.3
               -6              -16                7        -14520972        5887153.5         45546132         -2493930         -8475161       -4438350.5
               -5              -16                7        -13870026        5080295.5         48121608        -561296.5        -10584568         -4953327
               -4              -16                7        -14337150        4103737.3         49748104        1433535.5        -10940019         -5275590
               -3              -16                7        -15544370          2937591         50455968        3471471.8         -8714595       -5452002.5
               -2              -16                7        -16448138          1683057         50853372          5490900       -5660201.5         -5618004
               -1              -16                7        -16301439        971633.81         52368776          7944737         -4210385         -6217167
                0              -16                7        -16374830        292785.41         53089928         10540028         -5008867       -7133261.5
                1              -16                7        -16875846       -1192336.6         52215100         12654150         -5830721         -7569712
                2              -16                7        -17788124       -2706019.8         50672188         14267023         -6230996         -7525311
                3              -16                7        -19027464         -4297590         49084364         15831686       -6775077.5         -7506671
                4              -16                7        -20593862         -5967047         47451616         17348140         -7462967         -7513791
                5              -16                7        -22487320         -7714391         45773952         18816378         -8294665         -7546673
                6              -16                7        -24707836         -9539621         44051360         20236412         -9270171         -7605314
                7              -16                7        -26127840        -11693526         42011736         20935152         -9143197       -7522114.5
                8              -16                7        -26271280        -13674723         39228616         20846204         -8097875       -7094390.5
                9              -16                7        -25585836        -15245940         35739400         20286176         -6790060         -6358765
               10              -16                7        -25916164        -16161312         34339788         20783124         -6460567         -6091685
               11              -16                7        -26437040        -17054346         33494696         21456212         -6316793         -5924769
               12              -16                7        -26985994        -18069514         32732130         21993960       -6110312.5       -5669578.5
               13              -16                7        -27601392        -19185978         31945992         22376000       -5802878.5         -5293760
               14              -16                7        -28283240        -20403738         31136284         22602332         -5394491         -4797315
               15              -16                7        -29031534        -21722790         30302994         22672956         -4885151       -4180241.5
