           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -310872.97        1136.5616        400723.81       -321.05493       -17280.363       -13.328195
              -17              -18                7        -415706.5        1100.8291        1045755.9        -328.9873       -61885.125       -37.905758
              -16              -18                7       -505129.84          1063.36        1657514.9       -341.60971       -107895.28       -61.647202
              -15              -18                7       -579142.88        1024.1541        2236000.3       -358.92221       -155310.81       -84.552521
              -14              -18                7       -637745.69        983.21136        2781212.8        -380.9248       -204131.75       -106.62174
              -13              -18                7          -763593        945.58624          3287027       -406.25635       -239273.89       -123.72771
              -12              -18                7       -840811.31        913.04291        3709300.5       -434.99503       -221917.38        -132.2296
              -11              -18                7       -804714.25        880.49438        4078542.8        -465.4884       -171642.38       -137.68521
              -10              -18                7       -750975.94        848.17419          4415567       -495.93845       -121072.09       -141.70004
               -9              -18                7       -679595.75         816.0824          4720373       -526.34515       -70206.539       -144.27406
               -8              -18                7       -778086.06        759.78949        4852906.5       -531.49792        75507.836       -146.14749
               -7              -18                7       -856901.19        708.78442          4452398       -563.54749        45567.863       -141.62051
               -6              -18                7       -904200.81        662.91895          4010435       -585.29767         813.6875       -132.06712
               -5              -18                7       -919985.06        622.19299        3527016.8       -596.74866       -58754.617       -117.48737
               -4              -18                7       -904253.81        586.60669        3002142.8       -597.90027       -133137.13       -97.881226
               -3              -18                7        -857006.5        556.15985        2435814.3       -588.75269       -222333.75       -73.248726
               -2              -18                7       -778244.19        530.85272        1828029.6       -569.30579       -326344.63       -43.589828
               -1              -18                7       -728094.06        521.23694        999358.19       -543.98694       -369260.78       -14.596024
                0              -18                7       -716455.06         522.6767       -104099.02       -536.89197        87388.609        7.8803806
                1              -18                7       -833500.06         531.0448       -848764.75       -494.91415        129564.91        17.787193
                2              -18                7       -932610.25        547.91162       -1581671.3       -459.84058        147902.34        43.806316
                3              -18                7       -1003855.9        571.28052       -2285880.5       -428.19846        146223.08        68.533173
                4              -18                7       -1047236.8        601.15179       -2961391.8       -399.98767        124527.13        91.967766
                5              -18                7         -1062753        637.52533       -3608206.3       -375.20822        82814.445        114.11012
                6              -18                7       -1050403.8        680.40094         -4226323       -353.86008        21085.094        134.96017
                7              -18                7       -1010190.4        729.77899         -4815743        -335.9433       -60661.035        154.51802
