           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -2156699.5        4134047.5       -118752.13       -117133.31        -17964500       -5827786.5
              -17              -18                7       -2305057.8        4170250.5            55515        18402.273        -17976156       -6128771.5
              -16              -18                7       -2483369.5          4192550        200707.91        124032.16        -17890348       -6426040.5
              -15              -18                7         -2691635          4200947        316826.72        199756.22        -17707078       -6719593.5
              -14              -18                7         -2929854          4195440        403871.28        245574.61        -17426344         -7009431
              -13              -18                7       -3229968.8        4120339.8        448776.09        318231.47        -17006980         -7360277
              -12              -18                7         -3637927        3915960.5        418831.31        370656.56        -16425838         -7766671
              -11              -18                7       -4115756.5          3638698        331032.34        343345.97        -15730996       -8153252.5
              -10              -18                7         -4601717        3343478.3        242321.97        296310.28        -14961780         -8523295
               -9              -18                7       -5095809.5        3030300.8         152700.2        229549.55        -14118187         -8876799
               -8              -18                7         -5273219        2811265.5        740427.69        596093.13        -13089123         -9295400
               -7              -18                7       -5733100.5        2653931.5        546309.81        431174.31        -12136040         -9812980
               -6              -18                7         -6181445        2437658.5        433123.81           320153        -11061322        -10284851
               -5              -18                7         -6618252          2162447        400869.72        263029.06         -9864969        -10711012
               -4              -18                7         -7043522        1828296.8        449547.44        259802.72         -8546982        -11091463
               -3              -18                7       -7457254.5        1435208.3        579156.88        310473.56         -7107361        -11426206
               -2              -18                7         -7859450        983180.94        789698.19        415042.13         -5546105        -11715239
               -1              -18                7       -8119970.5        467539.69           709177        580632.13       -3858706.5        -11781910
                0              -18                7       -8124577.5       -41698.926        149011.92        585532.06       -1918829.1        -11763938
                1              -18                7         -8033124       -566409.88          84469.5        340266.75       -222075.81        -11640447
                2              -18                7         -7873693       -1103716.8        15499.289        182364.75        1437061.5        -11575406
                3              -18                7         -7625997       -1573537.3       -61704.051        72399.375        3035903.5        -11467542
                4              -18                7         -7290037       -1975871.8       -147140.52         10370.25        4574448.5        -11316853
                5              -18                7         -6865812       -2310720.5       -240810.22         -3722.75        6052700.5        -11123341
                6              -18                7         -6353320       -2578082.5          -342713        30120.281        7470655.5        -10887004
                7              -18                7         -5752564       -2777958.3          -452849        111899.81          8828317        -10607842
                8              -18                7       -5162697.5       -2865784.8       -562900.94        66547.359         10054222        -10430962
                9              -18                7         -4870330       -3054224.5       -481378.69       -34032.871         11087660        -10456996
               10              -18                7       -4547702.5       -3429389.3       -336027.56        175460.66         12141774        -10297998
               11              -18                7       -4211730.5       -3771447.8       -217138.75        368311.84         13127930        -10098844
