           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        2166931.3       -4160.5503        2963140.3       -16898.504        191868.27        8268.1563
              -17              -18                7        2515368.8       -4993.3633          8347471       -47032.293        354763.22        7898.9521
              -16              -18                7        2759490.5       -5629.4351         13838061       -76860.969        386506.84        7927.3945
              -15              -18                7          2899297       -6068.7646         19434906       -106384.51        287099.25        8353.4805
              -14              -18                7        2934788.5       -6311.3525         25138016       -135602.95        56540.145        9177.2129
              -13              -18                7        2415873.5       -4601.3584         30212720       -162369.06       -796218.38        10840.679
              -12              -18                7        1454225.1       -713.29517         33952240       -184315.11         -1578592        12432.404
              -11              -18                7        355991.22        3975.2185         37030236       -203572.63       -1854123.5        13290.439
              -10              -18                7       -907342.94        9143.0498         40003168        -221825.3         -2084071        13961.756
               -9              -18                7       -2335777.5        14790.198         42871036       -239073.16       -2268434.5        14446.352
               -8              -18                7        895014.06        1550.0873         52411248       -280818.28         -4707131        22873.732
               -7              -18                7        1760935.3       -1651.3766         58071368        -305221.5         -5110668        25039.998
               -6              -18                7          2262195       -3431.5005         63182608       -326889.88       -5402598.5         26480.68
               -5              -18                7        2398793.3       -3790.2861         67744952       -345823.28         -5582919        27195.777
               -4              -18                7          2170730       -2727.7368         71758400       -362021.75         -5651631        27185.287
               -3              -18                7        1578003.8       -243.84705         75222960       -375485.31         -5608734        26449.203
               -2              -18                7         620616.5        3661.3787         78138640       -386214.03       -5454228.5        24987.537
               -1              -18                7       -946609.63         9265.709         78400952       -385340.22         -3996765        17532.525
                0              -18                7       -1700640.4        9371.8525         77448496       -382334.47       -1364533.5        5935.0791
                1              -18                7       -461564.16        3587.0566         74263672       -372465.34        2494164.8       -10666.615
                2              -18                7       -184667.88         1835.291         72012296       -365585.41        2876348.5       -13106.529
                3              -18                7       -137108.75        1119.4443         69445440       -356667.03        2899802.8       -14102.177
                4              -18                7       -318886.28        1439.5164         66563132       -345710.25        2564525.5       -13653.562
                5              -18                7       -730001.13        2795.5083         63365352       -332715.03        1870517.3       -11760.686
                6              -18                7       -1370451.9         5187.415         59852104       -317681.41        817780.13        -8423.542
                7              -18                7       -2240240.8        8615.2461         56023384       -300609.34       -593689.56       -3642.1313
                8              -18                7       -2612458.5        10720.569         51306872       -279165.69       -1800858.9        519.06641
                9              -18                7       -1736889.9        7576.2456         46284156       -253523.94       -1402055.5        -1391.412
               10              -18                7       -1743464.4        6651.7056         42373640        -230827.8       -1079765.3       -3114.9846
               11              -18                7       -1768176.1        5873.3008         38403652       -207598.81       -747307.81       -4838.9194
               12              -18                7       -1830631.8        5294.7451         34375096       -183890.84       -397003.44       -6511.8496
               13              -18                7       -2585378.8        6608.4795         30368038       -161199.97        236311.25       -6589.5117
               14              -18                7       -2648408.5        6182.2363         24603562       -132358.06        193754.94       -6868.0376
               15              -18                7         -2688133        5765.0244         18980132        -103435.8        147351.59       -7155.8369
               16              -18                7         -2704992        5357.9448         13498871       -74436.609        97525.281        -7452.832
               17              -18                7       -2698984.3        4960.9956          8159780       -45360.508        44275.875       -7759.0239
               18              -18                7       -2670110.3        4574.1787        2962857.8       -16207.477        -12396.43       -8074.4126
              -18              -17                7        5817734.5       -10680.285        2601185.5       -15490.151       -2905.8145        9362.2725
              -17              -17                7        6151283.5       -11626.037        7841098.5       -45085.648        79979.969        9768.2842
              -16              -17                7        6380517.5       -12375.047         13187270       -74376.008        31714.459        10571.941
              -15              -17                7          6505436       -12927.314         18639700       -103361.25       -147702.38        11773.242
              -14              -17                7          6071268       -11533.957         23493604       -130071.39       -926322.38        13759.689
              -13              -17                7          5202347       -8498.2471         27771116       -154237.25       -2213817.3        16440.121
              -12              -17                7          4349570        -5498.772         32116998       -177556.16       -3558047.8        19435.033
              -11              -17                7          3331595       -1291.5139         35561252       -197645.81       -3948878.3        20917.301
              -10              -17                7        2119684.3        3668.6831         38663292       -216120.27       -4039002.8        21784.311
               -9              -17                7        742672.63        9108.1982         41660264       -233589.89       -4083543.8        22464.605
               -8              -17                7          5913709       -11709.714         52580380       -280497.91         -9034695        41195.301
               -7              -17                7          8036953       -20424.504         60601644        -314687.5        -12560876        56387.145
               -6              -17                7          7721910        -19205.75         65906876       -336769.56        -13970721        63381.711
               -5              -17                7          7042205       -16565.664         70663216       -356116.75        -15268956        69650.703
               -4              -17                7          5997840       -12504.238         74870664       -372729.03        -16455586        75194.117
               -3              -17                7          4588811       -7021.4727         78529224       -386606.31        -17530606        80011.914
               -2              -17                7        1748472.3        3208.8013         77980728       -380947.97        -11317571        53353.211
               -1              -17                7       -240749.09        8218.9277         77524496       -376864.13         -4876043        25005.186
                0              -17                7       -1360363.3         6556.481         77289480       -375276.38       -4789517.5        24722.842
                1              -17                7       -1350309.8        4881.8794         74812640       -368610.72         -2403407        13432.684
                2              -17                7       -1714626.4        4892.6338         72275744       -360976.31       -1857645.5        9718.8086
                3              -17                7         -2308280        5939.3066         69423376       -351303.47       -1670615.8        7449.1973
                4              -17                7       -3131269.5        8021.8965         66255552       -339592.22       -1842314.8        6623.8477
                5              -17                7         -4183597        11140.407         62772256       -325842.53       -2372746.5        7242.7642
                6              -17                7       -5465259.5        15294.833         58973492       -310054.44       -3261907.3        9305.9395
                7              -17                7       -6976262.5        20485.182         54859260       -292227.91         -4509800        12813.387
                8              -17                7       -5832409.5        17340.494         48972520        -267007.5       -3634877.5        8591.3477
                9              -17                7       -4053400.8        11524.327         43008052       -239571.66       -2814172.8         4453.106
               10              -17                7       -4103510.3        10616.341         39151332       -217698.66       -2572191.3         2295.449
               11              -17                7       -4171756.8        9854.4883         35235152       -195292.75       -2320042.3        137.43213
               12              -17                7         -4671926        10479.074         31272328       -173732.13       -1803182.3       -776.90808
               13              -17                7         -5357016        11556.874         27344426       -151626.84         -1172630       -1513.4358
               14              -17                7         -6131775         12781.15         23458316       -128597.23       -486876.06        -2394.106
               15              -17                7         -6260957        12335.879         18143202        -100645.7       -351023.81       -3521.9917
               16              -17                7       -6289249.5        11700.784         12797531       -72118.398       -284542.97       -4677.7251
               17              -17                7         -6294677        11075.822        7594032.5        -43514.18        -221485.5       -5842.6548
               18              -17                7       -6277237.5        10460.989          2532701       -14833.033       -161850.97       -7016.7813
              -18              -16                7          9190486       -16764.957          2323453       -14486.424       -238784.31        10522.362
              -17              -16                7          9509147       -17823.648          7418949       -43543.625       -235907.72        11703.588
              -16              -16                7          9723491       -18685.594         12620701        -72295.68       -364182.34         13282.46
              -15              -16                7          9374104       -17608.859         17253638       -98948.813       -1068784.8        15592.183
              -14              -16                7          8583050       -14886.508         21334088       -123211.73       -2263533.8        18547.416
              -13              -16                7        7808138.5       -12200.387         25482894       -146627.67       -3515017.3        21817.121
              -12              -16                7          7049372        -9550.501         29700060       -169196.66         -4823238        25401.307
              -11              -16                7          6296248       -6877.9609         33953720       -190853.98         -6144440        29210.775
              -10              -16                7          5135759       -2125.3992         37184860        -209550.2         -6094742         30273.48
               -9              -16                7          4528990        307.21191         40954344       -229618.13       -6582141.5        33257.691
               -8              -16                7          9631314       -19650.391         49877888       -267950.38        -12715093        58045.109
               -7              -16                7         12658079       -31677.695         56988504       -298685.31        -18952856        85746.602
               -6              -16                7         12401508       -30917.088         62560952       -321929.41        -22713028        103843.03
               -5              -16                7         10905502       -25278.127         67511288       -341690.34        -25129180        115665.91
               -4              -16                7          8252264       -15096.388         70890664       -352796.69        -24308506        112725.02
               -3              -16                7          5051196       -3843.4556         72766504       -356411.19        -19169854        90551.984
               -2              -16                7        2393857.5        3805.9915         74294568       -359498.59        -12795929        63130.113
               -1              -16                7        1100855.4        4571.5444         76629912       -367906.19         -8925234        45040.617
                0              -16                7       -767444.63        5978.2681         76290272       -366575.03         -8521274        43254.262
                1              -16                7       -2148207.3        6267.0303         74173256       -358695.44         -7964007        40276.082
                2              -16                7       -3153736.5        8040.3057         71350840       -350306.53       -7254671.5         35288.25
                3              -16                7         -4388603        10849.498         68212968       -339879.25       -6904064.5        31744.676
                4              -16                7         -5852807         14694.61         64759624       -327413.47         -6912188        29645.361
                5              -16                7         -7546346        19575.641         60990812       -312909.31         -7279043        28990.316
                6              -16                7         -9469223        25492.588         56906536       -296366.75         -8004628        29779.533
                7              -16                7        -10168028        27904.518         52255440        -277687.5       -7375277.5        25691.516
                8              -16                7         -9074832        24398.324         46766976       -255039.69         -5846166        18247.334
                9              -16                7       -6777011.5        16664.352         40503696       -228056.38       -4364903.5        10906.781
               10              -16                7         -6439923        14483.703         36290072        -205795.2       -4021329.5        7657.1377
               11              -16                7       -6746468.5        14480.766         32399956       -185261.06       -3645783.5        5899.1958
               12              -16                7         -7272231        15176.148         28509424       -164665.66       -3073193.5        4647.9355
               13              -16                7       -7887663.5        16018.012         24660676       -143145.95       -2445403.5        3252.5398
               14              -16                7         -8592766        17006.354         20853722       -120701.89       -1762411.3        1713.0016
               15              -16                7         -9387540        18141.178         17088554       -97333.477       -1024218.9        29.330002
               16              -16                7         -9590431        17704.404         12189874       -70114.367       -721643.75       -1936.1101
               17              -16                7         -9607292        16851.426        7121965.5       -41982.031        -542279.5       -3959.7771
               18              -16                7         -9601288         16008.58        2196225.8       -13772.778       -366337.97       -5992.6406
              -18              -15                7         12285183       -22414.564        2129943.8       -13887.323       -515767.03        11748.421
              -17              -15                7         12588956       -23586.193          7081020       -42406.219       -592899.56        13704.862
              -16              -15                7         12324383       -22826.068         11492832       -69001.375       -1223607.8        16338.166
              -15              -15                7         11611195       -20417.072         15376212       -93361.336         -2325610        19568.199
              -14              -15                7         10914152       -18044.309         19327946       -116874.32       -3484347.5        23112.703
              -13              -15                7         10233251       -15707.777         23348044       -139540.34         -4699821         26971.68
              -12              -15                7          9568494       -13407.482         27436494       -161359.39       -5972029.5        31145.139
              -11              -15                7          8919883       -11143.419         31593318        -182331.5       -7300974.5        35633.078
              -10              -15                7          8140882       -8239.1992         35567880       -202115.16       -8251288.5         39429.27
               -9              -15                7          8634202       -9941.9531         39879572       -223689.86         -9784931        47131.156
               -8              -15                7         13205370       -27201.973         46270016       -251408.66        -16803202        76956.391
               -7              -15                7         15700982       -36531.699         50847540          -271530        -23926288         109695.7
               -6              -15                7         16121027       -37931.125         53612140       -284053.97        -31154176        145349.03
               -5              -15                7         12232520       -22763.248         58145368       -297203.78        -29190760        136976.02
               -4              -15                7          8814645       -11033.577         62810040       -311822.13        -25774314         122077.5
               -3              -15                7        5940503.5       -2907.3901         67126936       -325913.28        -21122604        101930.16
               -2              -15                7        3610093.3        1615.3103         71096048       -339477.28        -15235618            76534
               -1              -15                7        2357630.5        1222.1619         74255784       -351998.88        -15324626        74573.516
                0              -15                7       -334754.13        6198.7139         73744848       -350197.75        -14785422        72201.641
                1              -15                7       -2722430.8        7484.0562         72055744       -342101.13        -14498567        70827.938
                2              -15                7         -4501998        11278.303         69237600       -333576.06        -13314725        63601.789
                3              -15                7       -6378076.5        15850.016         65814208       -322394.28        -12800541        58784.242
                4              -15                7         -8483493        21457.646         62075352       -309174.06        -12645090        55410.977
                5              -15                7        -10818245        28101.197         58021024       -293915.44        -12848368        53481.969
                6              -15                7        -12882661        34347.789         53906472       -278424.56        -12493519        49622.051
                7              -15                7        -13213503        35234.813         49685768       -263011.16        -10440193        39502.711
                8              -15                7        -12339721        31894.059         44690232       -243262.27         -8434718        29487.012
                9              -15                7        -10261315        24325.516         38919876       -219177.88       -6477094.5        19574.936
               10              -15                7         -8809007        18613.559         33750932        -195786.8       -5291492.5        13438.804
               11              -15                7         -9175442        18926.525         29897764        -176701.3       -4776865.5        11672.812
               12              -15                7         -9631548        19385.973         26086386       -156691.45         -4207038        9762.6826
               13              -15                7        -10177322        19991.896         22316790       -135757.28         -3582009         7708.416
               14              -15                7        -10812770        20744.307         18588990       -113898.78       -2901779.5        5510.0127
               15              -15                7        -11537886        21643.193         14902980       -91115.953       -2166349.3        3167.4736
               16              -15                7        -12352671        22688.557         11258756       -67408.773       -1375716.8        680.79163
               17              -15                7        -12636832        22287.813        6743581.5       -40764.078          -918106       -2110.3904
               18              -15                7        -12642262        21216.951        1953432.1       -13026.707       -625857.56       -5001.9922
              -18              -14                7         15101828       -27629.105        2020655.6       -13692.844       -833854.44        13040.451
              -17              -14                7         14922108       -27185.586          6211188       -40229.078         -1390791        15997.643
              -16              -14                7         14286784       -25089.947          9897495       -64686.078         -2400046        19502.469
              -15              -14                7         13667605       -23030.539         13652162       -88296.102       -3466037.8         23321.77
              -14              -14                7         13064573       -21007.365         17475186       -111059.16         -4588764        27455.551
              -13              -14                7         12477683       -19020.422         21366572       -132975.27         -5768227        31903.807
              -12              -14                7         11906938       -17069.715         25326314       -154044.41       -7004424.5        36666.539
              -11              -14                7         11352338       -15155.239         29354424       -174266.58         -8297358        41743.742
              -10              -14                7         10813881       -13276.998         33450884       -193641.77         -9647027        47135.426
               -9              -14                7         12595866       -19802.037         37899436       -213767.42        -13395432        63066.082
               -8              -14                7         16635881       -34364.473         41756784       -230872.66        -21299024        97929.141
               -7              -14                7         18600334       -40996.613         43801204        -240380.5        -29307422        135706.23
               -6              -14                7         16602534       -31967.664         45299424       -242788.13        -32364314        151940.02
               -5              -14                7         13038823       -18361.564         48111324       -247180.64        -31130956        147929.78
               -4              -14                7          9947874       -9758.6338         55217064       -272275.69        -28201450        135056.94
               -3              -14                7          7400661       -4759.1914         61975016        -296843.5        -24036680         116935.3
               -2              -14                7        4927707.5       -982.48511         67062364       -316251.16        -21575864        105779.89
               -1              -14                7          3501043       -1658.9854         70550872       -329596.84        -22554464        107466.58
                0              -14                7        -16885.25        6887.0322         69658144       -326059.38        -21909568        104763.05
                1              -14                7         -3179215        10184.868         67841960       -318581.84        -22461710        106461.05
                2              -14                7       -5759412.5        14606.633         65936008       -310784.88        -20037812        94659.438
                3              -14                7       -8276705.5        20940.867         62227096       -298848.56        -19360056        88567.945
                4              -14                7        -11023332        28311.016         58202736       -284873.94        -19041024        83920.703
                5              -14                7        -13976309        36670.316         53925672       -269218.72        -18989604        80382.969
                6              -14                7        -15731191        41950.559         50972700       -261039.69        -16412067        67588.484
                7              -14                7        -16281447         43003.02         47244912       -248525.19        -13882378        54897.625
                8              -14                7        -15627080        39827.691         42742296       -231675.22        -11400540        42310.383
                9              -14                7        -13374606         30443.15         37922252       -212949.83        -13565448        48905.523
               10              -14                7        -12356770        26063.912         32526370        -190310.5         -9161905         30110.15
               11              -14                7        -11363428        22885.031         27735428       -169233.75       -5771780.5        17136.328
               12              -14                7        -11749877        23108.543         24003202       -149809.48       -5204714.5        14567.332
               13              -14                7        -12225997        23478.533         20312772       -129460.88       -4582448.5        11854.203
               14              -14                7        -12791785        23995.004         16664124       -108187.93         -3904980        8996.9277
               15              -14                7        -13447246        24657.959         13057270       -85990.672         -3172312        5995.5225
               16              -14                7        -14192373        25467.385          9492199       -62869.031       -2384441.5        2849.9707
               17              -14                7        -15027171        26423.297          5968920       -38823.086         -1541371       -439.71472
               18              -14                7        -15400160        26086.102        1804319.9       -12594.824       -940409.75       -4044.8342
              -18              -13                7         17167268       -30687.406        1408700.6       -12631.908       -1570333.1        14570.604
              -17              -13                7         16609815       -28905.125          4897936       -37185.941       -2486842.5        18350.227
              -16              -13                7         16068505       -27159.074          8455532       -60893.008       -3460087.3        22444.328
              -15              -13                7         15543337       -25449.256         12081485       -83753.117       -4490067.5          26852.9
              -14              -13                7         15034313        -23775.67         15775802       -105766.25       -5576783.5        31575.955
              -13              -13                7         14541435       -22138.318         19538476       -126932.44         -6720235        36613.488
              -12              -13                7         14064700       -20537.199         23369510       -147251.64         -7920421        41965.492
              -11              -13                7         13604110       -18972.313         27268906       -166723.89         -9177344        47631.969
              -10              -13                7         13842973        -19622.16         31445028       -185959.19        -12076482         59582.57
               -9              -13                7         16413984       -29273.035         35013928       -199850.72        -17413646        81062.477
               -8              -13                7         19922840       -41137.891         36338172       -206342.41        -26202556        120963.33
               -7              -13                7         20412492       -41308.633         36843024       -207681.31        -33220392        154842.56
               -6              -13                7         17517140       -29265.133         39537792       -212686.66        -34223116        161076.09
               -5              -13                7         14529496       -18681.756         42468220       -217365.39        -33729384        160376.94
               -4              -13                7         11651954       -11271.557         48111736       -234157.38        -31589918        151663.36
               -3              -13                7          9431668       -9398.8594         57310736       -269201.84        -27912086        135567.42
               -2              -13                7        6023228.5       -2598.4888         61696952       -287349.34        -29935532        143263.97
               -1              -13                7        4526123.5       -4057.3962         65524128       -300762.81        -30588532        143599.34
                0              -13                7           188161        8041.0928         64046616       -294238.56        -29891920        140934.53
                1              -13                7         -4162821        15973.664         62131480       -288081.91        -30762140        144197.16
                2              -13                7         -6796371        18117.369         61082236       -282300.66        -28267974        131099.33
                3              -13                7        -10084481        26122.039         57451656       -269242.25        -26582592         121095.7
                4              -13                7        -13472325        35254.715         53141772       -254513.08        -26099988        115174.53
                5              -13                7        -16627895        44545.559         50627772       -249125.33        -23761780         102504.6
                6              -13                7        -18602190        49991.234         48167716       -243845.19        -20707878        87138.594
                7              -13                7        -19371862        51209.125         44932848       -234229.63        -17701826        71876.211
                8              -13                7        -18321056        45022.844         40428932       -219116.14        -20330304        80299.953
                9              -13                7        -15055597        30133.396         35653572       -203020.98        -27690196         107660.6
               10              -13                7        -16442584        34079.926         31559534       -184461.13        -16249883        58250.242
               11              -13                7        -14576729        29364.738         26729340       -164788.72         -9662826        32911.113
               12              -13                7        -13627219        26343.857         22259888       -144019.73         -6066223        19061.883
               13              -13                7        -14033680        26477.918         18648610       -124256.69         -5446719        15689.884
               14              -13                7        -14529811        26758.447         15079121       -103569.31         -4772013        12173.743
               15              -13                7        -15115611        27185.459         11551420       -81957.594         -4042106        8513.4648
               16              -13                7        -15791085        27758.955          8065506       -59421.531       -3256998.3        4709.0488
               17              -13                7        -16556226         28478.93          4621384       -35961.152         -2416690        760.49792
               18              -13                7        -17411040        29345.387        1219047.5       -11576.415       -1521179.6       -3332.1948
              -18              -12                7         18142394       -31993.961        1197809.3       -12546.498       -1819774.9        15149.475
              -17              -12                7         18055576       -30431.432        3844373.5       -34906.246         -3361738        20316.551
