           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        343917.75        338262.28       -4996161.5          7683985        -136531.3       -176048.52
              -17              -18                7        1386190.5        888108.75         -5019853          7684421       -195532.69       -201164.38
              -16              -18                7        2410540.8          1430244         -5033654          7664118       -235085.06       -227611.53
              -15              -18                7          3416969        1964667.4       -5037563.5        7623075.5       -255188.47       -255389.88
              -14              -18                7        4405474.5        2491379.5       -5031581.5          7561294       -255842.91       -284499.56
              -13              -18                7          5380687        2944102.5       -4938682.5          7464117       -266581.13       -306936.16
              -12              -18                7          6237274        3330694.3         -4772007          7297916       -282316.66       -318540.63
              -11              -18                7          6986904          3712329         -4610619        7075819.5       -278549.97       -322484.97
              -10              -18                7          7712800        4088914.5         -4438142        6825799.5       -261283.19       -319782.56
               -9              -18                7          8414962        4460450.5         -4254577          6547854       -230516.28       -310433.28
               -8              -18                7          9174898        4911668.5       -4102885.5        6560519.5       -330274.22       -414573.88
               -7              -18                7          9896960        5301803.5         -3659046        5861510.5       -432412.59       -456748.59
               -6              -18                7         10517098          5645085       -3209524.8          5147321       -477934.31       -488209.13
               -5              -18                7         11035308          5941511       -2754321.5        4417948.5       -466839.38       -508955.28
               -4              -18                7         11451591          6191083       -2293436.3        3673394.5       -399127.78       -518987.34
               -3              -18                7         11765948        6393801.5       -1826868.9        2913658.5       -274799.56          -518305
               -2              -18                7         11978382        6549665.5       -1354619.3          2138740       -93854.688       -506908.47
               -1              -18                7         12116164          6663348       -749922.25        1139027.6        125472.89       -330659.19
                0              -18                7         12183298        6771149.5        117879.14       -103906.76       -24606.418        31695.816
                1              -18                7         12151599        6646315.5        736699.44       -958184.56        88357.156        34304.195
                2              -18                7         12036442          6503926        1324350.4         -1820460        193706.13        90830.586
                3              -18                7         11826422          6334439        1896810.9       -2662551.8        275513.38        140579.78
                4              -18                7         11521544          6137855        2454080.3         -3484459        333778.88        183551.77
                5              -18                7         11121802          5914171        2996160.5       -4286183.5        368502.75        219746.52
                6              -18                7         10627198          5663390        3523049.5         -5067724        379684.88        249164.03
                7              -18                7         10037734        5385510.5        4034748.5       -5829081.5        367325.28        271804.38
                8              -18                7          9241895          5123044        4477338.5         -6459729        314019.09        286714.25
                9              -18                7          8371928        4775272.5        4591782.5       -6688279.5         269698.5        296963.59
               10              -18                7        7687157.5        4317170.5        4653338.5         -6896611        274043.94        312935.88
               11              -18                7          6983782          3860282          4721802         -7084133        275520.63        321843.75
               12              -18                7          6257413        3405178.8          4799508       -7251246.5        272685.28        324453.31
               13              -18                7          5365871          2974001          4939509         -7411155        220562.16        342812.19
               14              -18                7        4408788.5          2442448        4947123.5       -7511142.5        231847.03        325503.94
               15              -18                7          3432118        1911342.1        4954059.5         -7588665        227453.92           300502
               16              -18                7        2435884.8        1380747.5          4960387         -7643746        207339.16        267822.25
               17              -18                7        1420089.4        850663.94        4966105.5         -7676384        171502.77        227464.75
               18              -18                7        384731.69        321091.69          4971216         -7686581        119944.73        179429.42
              -18              -17                7        357298.94        371668.53         -6063748          7202837       -5323.4805       -297894.91
              -17              -17                7        1413280.8         903754.5         -6086473        7192709.5       -58198.258       -325579.56
              -16              -17                7        2451340.3          1428129         -6099306        7161842.5       -91624.047       -354595.41
              -15              -17                7        3471477.5          1944792       -6102247.5        7110236.5       -105600.88       -384942.53
              -14              -17                7          4473005        2388410.5         -6031675          7027544       -125109.73       -411096.63
              -13              -17                7          5455035          2766622         -5872197          6917276       -153017.38       -431375.94
              -12              -17                7        6417910.5        3140964.5         -5676509          6789908       -167628.11       -450246.41
              -11              -17                7        7208156.5        3509211.3       -5487870.5          6590277       -163793.11       -450487.03
              -10              -17                7          7934766        3871945.8       -5296910.5          6349337       -145124.47       -440095.31
               -9              -17                7          8637642        4229631.5       -5094862.5          6080473        -112955.7       -423056.75
               -8              -17                7          9529149          4607330         -5018169        6335680.5       -185162.38        -695319.5
               -7              -17                7         10416807          4818642       -4691807.5          6086257       -230303.59       -866792.31
               -6              -17                7         11119670        5045884.5       -4151923.5        5377792.5       -244996.03          -938251
               -5              -17                7         11720610        5226272.5       -3606357.5          4654146       -203071.89       -998995.44
               -4              -17                7         12219622        5359806.5       -3055109.8        3915317.5       -104531.04       -1049025.9
               -3              -17                7         12616707          5446486       -2498179.3        3161306.8         50626.43       -1088341.8
               -2              -17                7         12903220          5626491         -1706250          2106305        194246.34          -649072
               -1              -17                7         13105023          5747103       -832680.38          1035890        272735.66       -120124.97
                0              -17                7         13092592          5866452        202657.56       -114029.44       -309093.88        107497.88
                1              -17                7         13032282          5813030        917326.44          -960600       -154382.91        159580.47
                2              -17                7         12890546          5717450        1604045.8       -1782226.9       -11625.406         219842.5
                3              -17                7         12653949          5594771        2275574.3       -2583669.8        107590.34        273327.34
                4              -17                7         12322490        5444994.5          2931913       -3364929.3        203264.47        320034.94
                5              -17                7         11896170          5268119        3573060.3       -4126004.8        275396.81        359965.31
                6              -17                7         11374988          5064147        4199018.5       -4866896.5        323987.47        393118.47
                7              -17                7         10758946        4833075.5        4809785.5       -5587605.5         349036.5        419494.47
                8              -17                7          9592559          4755732          5173683       -5888527.5        267310.91        431270.22
                9              -17                7          8513268          4536304        5370984.5         -6115327        181873.75        405199.59
               10              -17                7          7830708          4087763          5463213       -6327650.5        193669.53        420708.78
               11              -17                7        7129545.5        3640435.5          5562350       -6519164.5        202596.63        429153.56
               12              -17                7        6291002.5          3208554          5728347         -6694029        168639.25        449611.88
               13              -17                7        5397780.5          2788702        5880228.5       -6850061.5        122792.02        464073.25
               14              -17                7          4478520          2378162        5999220.5         -6986344        75048.609        467417.03
               15              -17                7          3494818        1875746.8          6015711         -7076996         70425.18        440277.19
               16              -17                7        2486846.8        1362762.9        6022009.5         -7142396        55916.563        403076.84
               17              -17                7        1459313.5        850290.38        6027699.5         -7185354         25686.32        358198.75
               18              -17                7        412217.75           338329        6032780.5       -7205869.5        -20265.57        305642.78
              -18              -16                7        375610.59        405888.81       -7106236.5          6721444        105415.89       -418838.91
              -17              -16                7        1445301.9        920214.31       -7127993.5        6700752.5        58667.727       -449092.28
              -16              -16                7          2497070          1426828       -7139858.5          6659322         31368.48       -480676.88
              -15              -16                7          3524942        1861337.5         -7091537          6591091        3063.5938       -510534.38
              -14              -16                7          4528381          2230957         -6966419          6499223       -29548.078       -536790.38
              -13              -16                7          5512663          2596707       -6805089.5        6390254.5       -48862.875       -561637.38
              -12              -16                7        6477788.5          2958588       -6607548.5          6264184       -54880.688       -585075.63
              -11              -16                7          7417679        3316456.5         -6375265          6118978       -47620.328       -605994.69
              -10              -16                7          8145002          3665340         -6165821        5887117.5        -27549.84       -587913.63
               -9              -16                7          8873970          4018505         -5958306          5671869       -3377.7344       -606502.19
               -8              -16                7          9896841          4301464         -5817404          5768169       -31089.262       -1011580.1
               -7              -16                7         11030037          4296092         -5578426          5673439        555.45166       -1366459.5
               -6              -16                7         11942995          4300618       -5054938.5          5127442        41044.211       -1545910.1
               -5              -16                7         12626661          4364968       -4419010.5          4409521        113797.63         -1646653
               -4              -16                7         13163478          4442509       -3677054.5          3590073        173862.56         -1507302
               -3              -16                7         13544229        4607876.5       -2812787.5          2704936        240530.53       -1057194.3
               -2              -16                7         13815444        4820723.5       -1931649.4        1862316.3        397333.13       -525636.06
               -1              -16                7         13972238          4813311       -960622.94        1012685.8        277906.25       -51043.836
                0              -16                7         14010559        4810135.5        149950.17       -13005.699       -211485.84        179586.16
                1              -16                7         13902367          4976037        1121388.3       -931062.38       -377008.22        319406.59
                2              -16                7         13734052          4927264          1907176       -1712040.8        -196842.2        383404.34
                3              -16                7         13470878          4851394        2677773.3       -2472835.3       -40217.875        440624.81
                4              -16                7         13112840        4748425.5        3433180.5       -3213446.3        92864.766        491068.03
                5              -16                7         12659942          4618359        4173396.5       -3933873.3        202405.69        534734.06
                6              -16                7         12112184          4461194        4898422.5         -4634116        288404.91        571622.81
                7              -16                7         11132526          4426327          5480325       -5086839.5        289340.72        611061.19
                8              -16                7          9930364          4396425          5875093         -5361346        222045.91        604427.75
                9              -16                7          8719254        4271269.5          6135781         -5585370        120652.27        536100.88
               10              -16                7        7962612.5        3868766.5          6267705       -5797474.5        120074.47        534091.06
               11              -16                7        7180229.5        3438079.5          6449850       -5990907.5         106655.3        555811.56
               12              -16                7        6311366.5        3020241.5        6646501.5         -6162822        68980.195        577492.81
               13              -16                7        5416464.5          2611715          6810264         -6314982         29408.84        588056.56
               14              -16                7          4495523        2212500.8          6941136         -6447390       -12058.709        587502.88
               15              -16                7        3548543.3        1822597.9          7039120         -6560045       -55422.609        575831.75
