           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -1756599.3       -1997718.8       -1761858.3       -1918629.5         -8995933          5112957
              -17              -18                7       -1764543.3         -1868005       -2233874.3       -1660942.3         -9246054          4777584
              -16              -18                7       -1742034.3       -1716200.9       -2686832.5       -1360666.3         -9503484        4394137.5
              -15              -18                7       -1689071.9       -1542305.8         -3120732       -1017800.9         -9768222        3962617.5
              -14              -18                7       -1605656.3       -1346319.8         -3535574       -632346.25        -10040269        3483023.8
              -13              -18                7       -1542680.5       -1160114.6       -3941748.3       -207912.73        -10268898        2873108.5
              -12              -18                7       -1592495.6       -983060.13       -4329076.5        246983.28        -10510696        2216682.5
              -11              -18                7         -1706445       -790311.75       -4677358.5        728687.13        -10788138        1589261.5
              -10              -18                7       -1822068.6       -597800.25         -4994089        1246524.5        -11052164        948222.06
               -9              -18                7       -1939366.6       -405525.22       -5279267.5        1800495.1        -11302771        293564.03
               -8              -18                7       -1610533.3       -238296.55         -5312433        2258968.5        -11155224       -365447.22
               -7              -18                7         -1486339          92158.5         -5436690        2949979.5        -11637816       -1082888.3
               -6              -18                7       -1397838.3        397889.41         -5451151        3591605.8        -11978832       -1820446.5
               -5              -18                7       -1345030.6        678896.13         -5355816          4183847        -12178270       -2578120.8
               -4              -18                7       -1327916.5        935178.88         -5150684          4726703        -12236132       -3355911.8
               -3              -18                7       -1346495.8        1166737.6       -4835756.5          5220175        -12152419       -4153819.5
               -2              -18                7       -1400768.5        1373572.4       -4411033.5          5664261        -11927130       -4971844.5
               -1              -18                7       -1331157.3        1456005.4       -4132883.8          6212522        -11728942         -5771147
                0              -18                7       -1112904.9        1274535.9       -3679696.8        6735352.5        -11578306       -6573175.5
                1              -18                7       -851624.38        1295890.5       -3219787.5        6655791.5        -10980825       -6965504.5
                2              -18                7       -638830.63        1223245.3         -2653801        6633529.5        -10407008         -7488445
                3              -18                7       -416230.88        1148730.4         -2091759        6589268.5         -9784642       -7951463.5
                4              -18                7       -183825.53        1072346.3       -1533661.9        6523008.5         -9113724         -8354562
                5              -18                7         58386.25        994092.25       -979508.13        6434748.5         -8394255         -8697740
                6              -18                7        310403.63           913969       -429299.19          6324489         -7626234         -8980997
                7              -18                7        572227.44           831976        116965.47          6192230       -6809663.5         -9204334
                8              -18                7        812075.56        785926.88        542970.44          5889658         -5941784         -9443958
                9              -18                7           974485        741655.75         749995.5          5344061         -5201132         -9715678
