           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7         15445289          2953256        -11652306       -181974.45        -136831.8       -1297493.5
              -17              -18                7         15443426        2813862.3        -11502730       -264055.47         -1385523       -1551911.6
              -16              -18                7         15396975        2668415.5        -11387181       -376329.03       -2630470.3       -1800953.6
              -15              -18                7         15305935        2516915.5        -11305660       -518795.06       -3871672.5       -2044619.3
              -14              -18                7         15170302        2359362.3        -11258165       -691453.81         -5109131         -2282909
              -13              -18                7         15023030        2210471.8        -11156101       -859727.81         -6382224       -2475016.5
              -12              -18                7         14726698          2070133        -11124789       -1016753.1       -7617328.5         -2625166
              -11              -18                7         14241130        1924904.3        -11229878       -1188524.8         -8770452       -2772832.8
              -10              -18                7         13693299        1778768.3        -11346988       -1369816.5         -9904505       -2917010.3
               -9              -18                7         13083205        1631724.3        -11476119       -1560628.4        -11019489       -3057697.5
               -8              -18                7         12844067        1262547.1        -10290966         -1683682        -12409599       -3134309.5
               -7              -18                7         11927404        895193.13         -9238275       -2029910.5        -14181959         -3347675
               -6              -18                7         10798935        524039.16         -8073126         -2318791        -15690838       -3522579.5
               -5              -18                7          9458658        149085.28         -6795522         -2550323        -16936234       -3659022.5
               -4              -18                7          7906574       -229668.53       -5405460.5         -2724506        -17918144       -3757003.5
               -3              -18                7          6142683       -612222.44         -3902943         -2841341        -18636574       -3816523.5
               -2              -18                7        4166985.8       -998576.38         -2287969       -2900827.5        -19091522       -3837582.5
               -1              -18                7          2111109         -1347766       -633976.63       -2915000.5        -19353478       -3839414.5
                0              -18                7        167174.56       -1686448.5        1769155.8       -2933333.5        -19683326       -3746114.3
                1              -18                7       -1321789.3       -2067582.5        2939097.5         -2806959        -18525912       -3628643.5
                2              -18                7       -2926714.3       -2389034.5        4409418.5         -2686216        -17859682       -3397627.5
                3              -18                7         -4529614       -2666413.5        5876570.5         -2550609        -17163024         -3139781
                4              -18                7       -6130489.5       -2899719.5          7340552       -2400137.8        -16435950       -2855104.3
                5              -18                7         -7729344       -3088951.8          8801366       -2234802.5        -15678447       -2543596.8
                6              -18                7         -9326172       -3234110.8         10259007       -2054603.3        -14890524       -2205259.8
                7              -18                7        -10920976       -3335197.3         11713482       -1859539.8        -14072176       -1840091.8
                8              -18                7        -12397213       -3390429.8         12557719       -1672655.6        -13172465       -1498343.8
                9              -18                7        -13005592       -3402595.5         12391576       -1479693.6        -12025325       -1263391.6
               10              -18                7        -13448799       -3401306.5         12858306       -1254389.5        -10882775       -1003263.5
               11              -18                7        -13873420         -3393864         13270783       -1041120.6         -9726934       -746985.25
               12              -18                7        -14281727       -3379307.8         13629347       -840892.13         -8561434       -494451.41
               13              -18                7        -14790068         -3329140         13956399       -684481.25       -7485751.5       -242645.97
               14              -18                7        -15104836       -3269195.5         13848712       -466555.94         -6213623        32212.789
               15              -18                7        -15374232       -3205289.5         13631504       -274764.06       -4946965.5        299367.47
               16              -18                7        -15598378         -3137426         13305000       -109153.91       -3685886.8        558800.44
               17              -18                7        -15777275         -3065605         12869196        30274.359         -2430387         810511.5
               18              -18                7        -15910925       -2989826.5         12324094        143520.81       -1180466.3        1054500.8
              -18              -17                7         15454771          2902686        -11757607       -76357.516        786702.63       -1285781.3
              -17              -17                7         15459892          2751664        -11636940        -157701.2       -465367.22       -1536118.4
              -16              -17                7         15420424        2594588.5        -11550302       -269237.38       -1713692.3       -1781079.1
              -15              -17                7         15336366        2431459.8        -11497690       -410966.06       -2958272.8       -2020663.8
              -14              -17                7         15225743        2275750.5        -11428210       -553239.75       -4221549.5       -2218251.5
              -13              -17                7         15129354          2133594        -11299906       -682044.25         -5519721       -2375371.5
              -12              -17                7         15043820          1994742        -11145528       -819765.63         -6837616       -2525645.5
              -11              -17                7         14667466        1853419.5        -11156197          -980144         -8025319       -2667906.8
              -10              -17                7         14157092        1710108.3        -11225203       -1153594.9         -9158547       -2806021.8
               -9              -17                7         13584454        1565889.3        -11306232         -1336566        -10272706       -2940646.8
               -8              -17                7         13902428        1101907.8         -9800711       -1319128.6        -11697790         -2946454
               -7              -17                7         13639441        647907.75         -8264273       -1446723.9        -13352506       -3002147.5
               -6              -17                7         12564039        265880.97         -6884138       -1735356.3        -14993956       -3142678.5
               -5              -17                7         11276829       -119946.02         -5391545       -1966640.4        -16371927       -3244747.5
               -4              -17                7          9777814       -509572.81         -3786497         -2140576        -17486414       -3308355.5
               -3              -17                7          8066990       -902999.75         -2068992         -2257163        -18337416       -3333501.8
               -2              -17                7          6198135       -1144019.3       -487635.75       -2298845.8        -18493720       -3440148.8
               -1              -17                7        4559342.5         -1410240        1523902.3       -2322494.8        -18780548         -3535706
                0              -17                7        2693162.3       -1676970.8        4106983.3         -2455908        -20190246       -3418893.8
                1              -17                7        752759.75       -2037102.9        5390079.5         -2379286        -19375034       -3271019.5
                2              -17                7       -1155070.5       -2348804.3          6706607         -2290342        -18748616       -3054450.5
                3              -17                7       -3060877.3       -2616432.3          8019964       -2186533.5        -18091774       -2811051.5
                4              -17                7         -4964660         -2839987          9330152       -2067861.5        -17404510         -2540822
                5              -17                7       -6866418.5       -3019468.8         10637168         -1934325        -16686822         -2243762
                6              -17                7         -8766154       -3154877.5         11941016       -1785924.6        -15938708       -1919872.3
                7              -17                7        -10663867       -3246212.5         13241697       -1622660.1        -15160174       -1569151.9
                8              -17                7        -12173874       -3282373.3         12451488       -1526135.3        -14059515         -1379845
                9              -17                7        -12940328       -3296253.5         11613917       -1390405.3        -12752785       -1174062.3
               10              -17                7        -13378245       -3293953.5         12066935       -1178267.6        -11654227       -916807.81
               11              -17                7        -13797576         -3285500         12465698       -978165.44        -10542380       -663403.38
               12              -17                7        -14216574       -3247638.5         12808914       -813471.38         -9480604       -410923.19
               13              -17                7        -14700011       -3200994.8         13118087       -665047.44         -8395286       -162114.53
               14              -17                7        -15252014       -3151665.5         13395807       -526942.63         -7267903         82239.18
               15              -17                7        -15612487       -3092055.3         13292346       -344873.59         -5978825        342933.78
