           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -6295704.5          3360378       -11869.781          -234880       -54224.809       -70464.281
              -17              -18                7         -6490136        3430988.8       -455606.94       -534021.38        98922.078       -188073.03
              -16              -18                7       -6655914.5        3486671.3       -860529.06       -856230.56        266571.38       -295968.13
              -15              -18                7         -6793039        3527424.8       -1226636.1       -1201507.4        448723.16       -394149.59
              -14              -18                7       -6901509.5        3553249.5       -1553928.1       -1569852.4        645377.31        -482617.5
              -13              -18                7         -6941052        3516797.8         -2019719       -1903022.8          1075113       -606910.69
              -12              -18                7       -6848913.5        3397605.3       -2495581.5       -2222669.5        1666487.8          -840184
              -11              -18                7         -6666888        3248764.5       -2785738.8         -2588556        2192915.5       -1127473.3
              -10              -18                7         -6443909          3093828         -3041880       -2978860.3        2720110.8       -1411748.6
               -9              -18                7         -6179976        2932795.3       -3264004.3         -3393583        3248073.5       -1693009.9
               -8              -18                7         -5173041        2789381.8       -3701058.5       -3887901.3          3981713       -2055597.6
               -7              -18                7       -4861122.5        2558539.5       -3673926.3       -4457194.5          4442337       -2437650.3
               -6              -18                7         -4485008        2281557.8         -3712245         -4940260          4909846       -2751641.5
               -5              -18                7       -4044699.8        1958436.4       -3816015.3         -5337098        5384239.5         -2997571
               -4              -18                7         -3540197        1589175.1       -3985236.3       -5647707.5        5865518.5         -3175439
               -3              -18                7         -2971500        1173774.3         -4219908         -5872090          6353683         -3285246
               -2              -18                7       -2338608.5        712233.69         -4520032       -6010244.5        6848732.5         -3326991
               -1              -18                7       -1369222.5        300384.81         -5505219       -6038430.5        6812177.5       -3284653.3
                0              -18                7       -145055.81        39615.773       -5512848.5         -6029440        6657475.5         -3321225
                1              -18                7        1059062.6       -451769.84         -4707027         -5872868          6588124         -3358771
                2              -18                7          2217756          -872098       -3919920.8         -5695029          6402951       -3313388.5
                3              -18                7        3143138.8       -1260555.1       -3279169.5         -5482470        6082119.5         -3211374
                4              -18                7        3835210.3       -1617141.8       -2784772.5         -5235191          5625629       -3052727.8
                5              -18                7        4293972.5       -1941857.6       -2436729.5       -4953190.5          5033477       -2837449.3
                6              -18                7        4519424.5       -2234702.5       -2235039.5       -4636470.5        4305667.5         -2565539
                7              -18                7        4511564.5       -2495676.8       -2179704.5         -4285029          3442198       -2236996.5
                8              -18                7          4276126       -2701014.3         -1910458       -3916840.5        3019863.5       -1886300.1
                9              -18                7        4620567.5       -2893975.3         -1688966         -3529213        3287439.8       -1635279.6
               10              -18                7        5405460.5       -3113700.5         -2127593       -3104876.5        2790104.3         -1373535
               11              -18                7          6097208         -3307373       -2495721.5       -2680372.5          2247796       -1091898.5
               12              -18                7        6692836.5       -3473732.3       -2768234.5       -2259416.8        1652972.5       -794600.44
               13              -18                7          7138642         -3578461         -2230077       -1961175.3         835480.5       -623161.94
               14              -18                7        7163975.5       -3566597.3       -2028774.1       -1559606.6         647198.5        -521726.5
               15              -18                7          7125960       -3544482.5       -1739458.1         -1184548        489705.75          -423684
               16              -18                7          7024824       -3512179.5       -1361922.3       -836071.31        362657.19       -328991.94
               17              -18                7          6860569         -3469688       -896166.63        -514176.5        266052.75       -237650.28
               18              -18                7          6633195       -3417008.5       -342191.03       -218863.59        199892.56       -149659.08
              -18              -17                7       -7031259.5        3025338.5       -124365.76          -200516       -178791.34       -48614.625
              -17              -17                7         -7225663        3093196.3       -568014.19       -491230.63        -24750.92       -146166.63
              -16              -17                7       -7391412.5        3146125.5       -972847.63          -805013        143791.94       -234004.98
              -15              -17                7         -7528508        3184126.3         -1338866       -1141863.1        326837.22       -312129.75
              -14              -17                7         -7629755        3161900.8       -1814197.8       -1447787.4        723513.13       -422436.13
              -13              -17                7         -7692443        3086648.3       -2500108.5       -1710684.3          1367276       -568828.75
              -12              -17                7         -7722224        3001636.5         -3294656       -1975576.5        2088547.4          -714636
              -11              -17                7       -7595912.5          2868388       -3769544.8       -2301249.5        2702248.5       -958540.06
              -10              -17                7         -7397074        2718537.8       -4112585.5         -2664472        3276012.8       -1225647.4
               -9              -17                7       -7157282.5          2562592       -4421609.5         -3052113        3850545.5         -1489741
               -8              -17                7         -5689708          2433986         -5019491         -3434748        4472681.5       -1785110.1
               -7              -17                7         -4759747          2203733       -5445967.5       -3848172.8          4911449         -2084803
               -6              -17                7       -4548218.5        1910648.5         -5616589       -4293085.5        5399459.5       -2351139.8
               -5              -17                7         -4272496          1571424       -5852662.5       -4651770.5          5894356         -2549415
               -4              -17                7       -3932579.5          1186060         -6154186         -4924227          6396137         -2679629
               -3              -17                7       -3528468.3        754556.25       -6521160.5         -5110457          6904804       -2741781.3
               -2              -17                7       -2938670.3        504806.06         -9283324         -5205466        6170394.5       -2770004.3
               -1              -17                7       -1491225.1        255165.77        -11496672         -5247503          6117656         -2759144
                0              -17                7       -602634.56        169202.67        -11058351         -5290692          6207505       -2790991.3
                1              -17                7           968216       -278082.38         -9967587       -5174309.5          6177832       -2836672.5
                2              -17                7        2356513.8       -684898.25         -8953973       -5020645.5          5947864         -2815290
                3              -17                7          3511501       -1059843.4       -8086714.5       -4832260.5          5582237       -2737275.3
                4              -17                7          4433178       -1402917.8       -7365808.5       -4609156.5          5080950         -2602629
                5              -17                7          5121545       -1714121.5         -6791257       -4351330.5          4444004       -2411350.3
                6              -17                7          5576600       -1993454.5       -6363059.5       -4058785.3        3671398.8         -2163440
                7              -17                7          5798346         -2240917         -6081216       -3731518.3        2763133.5       -1858897.6
                8              -17                7        5808254.5       -2364013.5         -4600765         -3444734        3614092.5       -1627717.6
                9              -17                7        5512916.5       -2501711.3       -3452678.5         -3123595        4306722.5         -1393585
               10              -17                7        6247182.5       -2708072.5         -3723317       -2720440.8        3744079.3       -1152022.8
               11              -17                7          6888303       -2888381.3       -3923457.3         -2317119        3136463.3       -890568.38
               12              -17                7        7292394.5       -3013269.8       -3403343.5       -2010772.5        2276722.8       -721611.44
               13              -17                7        7637724.5       -3114310.8       -2785478.8       -1731946.9        1438789.8       -574954.25
               14              -17                7        7967580.5       -3199810.8       -2245256.8       -1457018.3        686887.19       -424383.53
               15              -17                7          7977561       -3189998.3       -1938461.8       -1102375.5        475018.53       -338158.44
               16              -17                7        7892173.5         -3160635       -1569680.5       -763627.63        348168.06       -262690.19
               17              -17                7          7743667       -3121083.5       -1112679.5       -451461.72        251761.84       -190572.38
               18              -17                7          7532040       -3071343.5        -567458.5       -165877.63        185799.72       -121804.98
              -18              -16                7         -7762597        2706348.8       -193343.27       -171900.77       -212293.89       -25976.297
              -17              -16                7         -7956971        2771453.5       -636903.31       -454188.66       -57359.836       -103471.54
              -16              -16                7         -8122692          2821630       -1041647.8       -759544.31         112076.5       -171253.16
              -15              -16                7       -8285456.5          2813621       -1526681.9       -1038198.5        475798.81       -267592.75
              -14              -16                7         -8440322        2754235.5       -2195913.3       -1277488.3        1069600.1       -396859.44
              -13              -16                7         -8562280        2685091.8       -2973779.8         -1518773        1740909.3       -525540.81
              -12              -16                7         -8651331        2606188.5         -3860282       -1762052.8          2489727       -653636.81
              -11              -16                7         -8701499        2516038.5       -4836906.5         -2009712        3308529.5       -784979.88
              -10              -16                7         -8526800          2371275       -5266847.5         -2345853        3928863.5       -1034919.4
               -9              -16                7         -8205951        2227211.8       -5662148.5       -2704795.5          4537216       -1281495.9
               -8              -16                7         -6804033        2087958.5         -6094827         -3020518          4855804         -1514120
               -7              -16                7       -5310915.5        1842959.8         -6634962       -3265471.5        4868409.5       -1729875.1
               -6              -16                7       -4760662.5        1526669.1         -7046754       -3593931.3          5147392       -1936384.5
               -5              -16                7         -4649526        1171341.9         -7415130         -3914463          5662791       -2087005.1
               -4              -16                7         -4864462        875225.13         -9328644         -4144661          5577045         -2182010
               -3              -16                7         -4689793        667697.13        -12408026         -4312072          5393411       -2238806.5
               -2              -16                7         -3442312        442362.66        -14881280       -4430899.5          5961829       -2249712.5
               -1              -16                7       -1856820.5        177838.31        -16111648         -4484711        7055769.5       -2245612.8
                0              -16                7       -528401.31        92972.094        -15604402       -4512769.5          7421976         -2274721
                1              -16                7        1137123.8       -111516.39        -14876623         -4485025        6686753.5       -2320317.8
                2              -16                7        2755026.5       -504820.19        -13636500         -4355535          6411990       -2322934.8
                3              -16                7        4139618.8       -866253.25        -12542734         -4191325          6001567         -2268920
                4              -16                7        5290900.5       -1195815.6        -11595321         -3992395          5455484       -2158273.3
                5              -16                7        6208871.5       -1493507.3        -10794261         -3758744          4773743       -1990994.9
                6              -16                7          6893532         -1759328        -10139557         -3490373          3956342       -1767084.3
                7              -16                7        7528665.5         -1925186         -8864701         -3233309          3900527       -1554494.4
                8              -16                7          7597334       -2040561.5       -7123170.5         -2984975          4443630         -1359238
                9              -16                7          6891754       -2150226.8         -5327464         -2722107          5106642       -1149195.3
               10              -16                7        7312969.5       -2329506.5         -5155225         -2355671          4666668       -927023.69
               11              -16                7        7732462.5       -2475649.3       -4697874.5       -2039952.6        3804705.5       -760677.88
               12              -16                7        7992789.5         -2588544       -3922659.3       -1776645.3        2860299.8        -642715.5
               13              -16                7          8237644       -2685897.3       -3225087.3         -1517235        2001925.5       -520839.56
               14              -16                7          8467025         -2767709         -2605157       -1261721.6        1229581.4       -395050.03
               15              -16                7          8680931         -2833979       -2062869.6       -1010105.2        543267.81       -265346.78
               16              -16                7          8662104       -2823726.8       -1668038.5       -699510.81        315494.88       -193910.13
               17              -16                7          8529345         -2787115         -1219792       -397073.69        219286.69       -141016.09
               18              -16                7        8333466.5       -2740314.5       -683325.69       -121218.37        153522.72       -91472.523
              -18              -15                7         -8489714        2403408.8        -218802.5       -149034.31       -154732.44       -2549.3149
              -17              -15                7         -8684060          2465761       -662273.75       -422895.47        1095.1023       -59987.832
              -16              -15                7         -8908156        2471956.8       -1157172.6       -674256.69        331970.81       -142380.41
              -15              -15                7         -9155199          2428439       -1809723.9       -889939.06        875810.25       -254521.22
              -14              -15                7         -9369334        2375162.8       -2570910.3       -1107616.3        1497157.6       -366076.63
              -13              -15                7         -9550563        2312127.5       -3440732.5       -1327288.5          2196013       -477046.69
              -12              -15                7         -9698883          2239333         -4419190       -1548955.9          2972377       -587431.38
              -11              -15                7         -9814296          2156779         -5506283       -1772618.4        3826248.8       -697230.63
              -10              -15                7         -9833087        2052039.5         -6504664       -2023002.8          4678662       -839564.19
               -9              -15                7         -9395640          1920784         -6917529         -2344023          5229976         -1056872
               -8              -15                7         -8130028        1765999.6         -7169446       -2591895.3        5233389.5       -1224271.9
               -7              -15                7         -6773216        1505469.4       -7528818.5       -2768998.3        4930819.5       -1374802.3
               -6              -15                7       -5325198.5        1139193.9       -7995644.5       -2875332.8        4322265.5       -1508463.9
               -5              -15                7         -6491022        970678.75        -11930100       -3132761.5        3865066.8       -1637019.5
               -4              -15                7         -6698612        784475.31        -15070484       -3374725.5          4386720         -1720054
               -3              -15                7         -5833392        580465.13        -17604746       -3568105.8          5660427         -1757197
               -2              -15                7       -3895360.5         358648.5        -19532878       -3712903.5          7686186       -1748449.8
               -1              -15                7       -2166937.5        106402.88        -19867264       -3741688.5          9126026       -1731291.9
                0              -15                7       -446318.19        36121.473        -19353076       -3761432.8          9603282       -1757115.3
                1              -15                7        1439224.9        22930.543        -19028946       -3792749.3          8340356       -1796918.1
                2              -15                7        3413292.5       -331863.44        -17967504       -3699698.5          7795328       -1836323.3
                3              -15                7        5027489.5       -679784.44        -16647228         -3559663        7340109.5       -1806308.3
                4              -15                7          6408376       -995834.63        -15473308       -3384907.5          6749232       -1719661.5
                5              -15                7          7555952         -1280014        -14445742       -3175430.8          6022695       -1576382.5
                6              -15                7          8655779       -1493713.6        -13238211         -2952812        5428191.5       -1401564.1
                7              -15                7          9536695       -1615041.5        -11385028         -2752455          5408376       -1248606.1
                8              -15                7          9643362       -1730659.3         -9477669         -2537564          5508472       -1080861.8
                9              -15                7          8975781       -1840566.6         -7516131       -2308139.3          5728477          -898331
               10              -15                7          8458846       -1965599.9         -6113669       -2048714.8        5419427.5       -740360.81
               11              -15                7          8634172       -2090348.5       -5181104.5       -1800926.1        4368550.5        -651093.5
               12              -15                7          8794022         -2199555         -4326182       -1557034.6        3403703.8        -557912.5
               13              -15                7          8938400       -2293220.3       -3548901.8       -1317039.5          2524888       -460817.91
               14              -15                7          9067304         -2371344       -2849264.3       -1080941.6        1732102.8       -359809.56
               15              -15                7          9180736         -2433926       -2227269.3       -848740.75        1025347.9       -254887.61
               16              -15                7          9278694         -2480967       -1682915.9       -620436.63        404623.09       -146052.06
               17              -15                7          9217604       -2467782.5         -1217504       -351012.38        168627.44       -88981.516
               18              -15                7          9037473       -2423922.3       -689792.38       -84885.789        103061.56       -58661.719
              -18              -14                7         -9212613        2116518.8       -200743.16       -131916.63       -6107.0586        21666.352
              -17              -14                7         -9497854          2136908       -705670.13       -355961.78        292028.88       -46799.156
              -16              -14                7         -9837074        2109258.5       -1341540.8       -548036.63        785906.19       -141814.03
              -15              -14                7        -10143386          2071850       -2086047.3        -742106.5        1357291.8       -236243.56
              -14              -14                7        -10416793        2024682.3         -2939189       -938171.38        2006185.3       -330087.72
              -13              -14                7        -10657291        1967755.5       -3900966.8       -1136231.5        2732587.3       -423346.56
              -12              -14                7        -10864881        1901069.6         -4971380       -1336286.3        3536497.5       -516019.81
              -11              -14                7        -11039565        1824624.6       -6150428.5       -1538336.3        4417915.5       -608107.81
              -10              -14                7        -11181339        1738420.6         -7438112       -1742381.3          5376842        -699610.5
               -9              -14                7        -10796998        1638425.5         -8172192       -1968858.8        5917197.5       -813390.06
               -8              -14                7         -9667689        1468109.4       -8243345.5       -2148880.5          5605436       -915565.19
               -7              -14                7         -8447181        1192047.8         -8421955         -2258133          4987691       -1000871.4
               -6              -14                7         -8701298        985074.31        -12149209       -2312314.3          4023765       -1102231.8
               -5              -14                7         -8965128        855140.31        -17270706         -2393426        3150323.3       -1213745.5
               -4              -14                7         -8482166        672454.63        -19865970       -2661360.8          5129318       -1277126.8
