           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7         -6690617       -3416478.5         -6589486       -3325570.8       -2446136.5        3740087.3
              -17              -18                7       -6630445.5       -3311984.5       -6992715.5       -3059322.5         -2756148        3576952.3
              -16              -18                7       -6510231.5       -3189901.5         -7330497       -2762891.5       -3081830.3        3389406.5
              -15              -18                7       -6329972.5       -3050227.8         -7602829         -2436277         -3423183        3177449.3
              -14              -18                7       -6089670.5         -2892964         -7809712         -2079479       -3780207.5        2941080.5
              -13              -18                7         -5836677         -2743790       -7954187.5       -1705035.8       -4126472.8        2632085.5
              -12              -18                7       -5636463.5       -2583347.5         -7978359       -1315526.9         -4511363        2307241.3
              -11              -18                7         -5443241         -2393231         -7868333       -900519.25         -4935620        2007738.5
              -10              -18                7         -5232605       -2199577.5         -7684497       -459835.88       -5349964.5        1702417.1
               -9              -18                7       -5004554.5         -2002386         -7426849        6523.2422         -5754396        1391277.1
               -8              -18                7       -4437608.5       -1808051.9       -7636001.5        275512.94         -5623947        1087827.5
               -7              -18                7       -3928131.5       -1534983.6       -7089948.5        851530.63         -6158338        754398.13
               -6              -18                7       -3423385.5       -1270306.4         -6481490        1384031.3         -6582393        402910.31
               -5              -18                7       -2923369.3       -1014020.1       -5810624.5        1873014.4         -6896111         33364.32
               -4              -18                7       -2428083.8        -766124.5       -5077352.5          2318480         -7099491          -354240
               -3              -18                7       -1937527.8          -526620         -4281674        2720428.5       -7192536.5       -759902.81
               -2              -18                7       -1451701.9       -295506.25       -3423589.3          3078860       -7175244.5       -1183623.9
               -1              -18                7          -863440       -138033.44       -2517883.5          3502371       -7348420.5       -1639421.1
                0              -18                7       -269146.25       -139916.64       -1252022.4        3947558.8         -7761286       -2137548.3
                1              -18                7        492213.88        6764.5039       -326189.69        3997413.3       -7516947.5       -2368963.5
                2              -18                7        1164233.4        92584.797        659138.19        4073026.5       -7278611.5         -2690104
                3              -18                7          1810788        163488.22          1608553          4123985       -6973629.5       -2980784.5
                4              -18                7        2431876.8        219474.91        2522054.5        4150288.3       -6602000.5       -3241004.5
                5              -18                7        3027501.8         260544.8        3399644.5        4151936.5         -6163724       -3470764.8
                6              -18                7        3597660.5        286697.94        4241321.5        4128929.8       -5658800.5       -3670064.3
                7              -18                7        4142355.8        297934.22        5047085.5        4081268.5         -5087230       -3838904.3
                8              -18                7        4568532.5        305178.75        5697686.5          3935808       -4439982.5       -3994106.5
                9              -18                7        4842115.5        306160.13        5902435.5        3604870.5       -3871434.8       -4120267.8
               10              -18                7          5201904        261779.59        6100367.5        3322040.5       -3386267.3         -4202948
               11              -18                7        5546466.5        211769.38          6280593          3029894       -2903032.5         -4275367
               12              -18                7        5875252.5           155465        6449728.5        2728491.3         -2424949         -4336905
               13              -18                7          6176735        64684.203          6794700        2418947.8       -2057288.8       -4366179.5
               14              -18                7          6511959        32526.641          6900170        1990938.3       -1622600.4         -4405007
               15              -18                7        6803222.5       -5983.0313          6989659        1548961.1         -1209849       -4430431.5
               16              -18                7          7050489       -50888.188          7063288          1093081       -819084.94         -4442440
               17              -18                7          7253760        -102188.8          7121058           623298       -450308.22       -4441031.5
               18              -18                7          7413034       -159884.88          7162968           139612       -103518.89         -4426207
              -18              -17                7         -7109168       -3145445.5         -6537778         -3220322       -2787477.3          3586306
              -17              -17                7       -7055621.5         -3036813       -6948198.5         -2951531       -3110914.3          3427238
              -16              -17                7       -6942030.5         -2910590         -7293170       -2652556.5         -3450022        3243758.5
