           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        300368.97        401.21289        270182.91        229.98514         15817748        -16811.51
              -17              -18                7        652693.81           731.81        88492.977        289.79596         15959135       -16566.178
              -16              -18                7        1013849.6        1069.0955       -56576.328          353.802         16039512       -16245.365
              -15              -18                7          1383836        1413.0693       -165024.88         422.0033         16058877        -15849.07
              -14              -18                7        1762653.6        1763.7316       -236852.83        494.39981         16017232       -15377.293
              -13              -18                7        2172298.5        2195.9636       -260012.13        605.13263         15740900       -14885.234
              -12              -18                7        2685476.5        2770.2979       -201516.84         544.4223         15322609       -14290.998
              -11              -18                7          3287159        3400.9058       -94043.141        371.71008         14898980       -13531.133
              -10              -18                7        3906268.5        4038.5122        27865.094        261.36194         14423206        -12664.52
               -9              -18                7          4542805        4683.1187        164207.94        213.37784         13895287       -11691.152
               -8              -18                7          4576758        4976.3691          -713024        390.43884         12776954       -10522.257
               -7              -18                7          5087611        5031.3867       -436073.22        370.96475         11992267       -9058.6143
               -6              -18                7          5633962        5079.6606       -257652.91        365.13275         10974459       -7645.2427
               -5              -18                7          6215811        5121.1914       -177763.06        372.94278          9723527       -6282.1431
               -4              -18                7          6833157        5155.9785       -196403.78        394.39481        8239472.5       -4969.3149
               -3              -18                7          7486002        5184.0225       -313574.72        429.48883          6522295       -3706.7588
               -2              -18                7          8174344        5205.3232       -529276.19        478.22491        4571995.5       -2494.4741
               -1              -18                7          8722027        5227.1084       -336040.06        361.67877        2473816.3       -1247.6626
                0              -18                7          8494769        5257.5483        249672.38       -20.648872        -107152.4       -38.008831
                1              -18                7          8178203        5219.6729         278091.5        38.097778       -2203518.5        1102.8691
                2              -18                7          7801387        5240.0908        371787.78        58.131104         -4169070        2372.4045
                3              -18                7        7341327.5         5249.751        465698.53        49.203384       -6012259.5        3669.3689
                4              -18                7          6798026        5248.6543        559823.75        11.314789       -7733087.5        4993.7637
                5              -18                7          6171479        5236.8008        654163.44       -55.534847         -9331554        6345.5889
                6              -18                7          5461688         5214.189        748717.81       -151.34528        -10807658        7724.8433
                7              -18                7        4668653.5        5180.8203        843486.56       -276.11679        -12161401        9131.5303
                8              -18                7        3951323.8        5053.5654        863178.25       -358.20248        -13234276        10577.725
                9              -18                7        3679136.5        4438.1787           641216       -362.95483        -13757718        11724.138
               10              -18                7          3336907        3772.4397        426992.19       -462.88904        -14324772        12624.834
               11              -18                7          2983731        3163.6455        227933.41       -559.43579        -14846272        13447.697
               12              -18                7        2620657.3        2613.6191        53306.953       -648.37073        -15328918        14190.833
               13              -18                7          2265670        2168.7854        170810.72       -592.60004        -15966276        14814.048
               14              -18                7          1853789        1835.5803        120581.53       -556.74316        -16161448        15368.752
               15              -18                7        1453889.1        1510.7167        48747.313       -515.90479        -16249287        15832.535
               16              -18                7        1065996.5        1194.1401       -44606.688       -470.06784        -16230006        16205.399
               17              -18                7        690111.13        885.85071       -159480.41       -419.23236        -16103600         16487.34
               18              -18                7        326233.03        585.84845       -295873.97       -363.39844        -15870075        16678.363
              -18              -17                7        166299.81        470.96185        660523.44        581.59406         16000788         -16576.4
              -17              -17                7        565028.38        796.11847        524304.13        635.86401         16152288       -16309.561
              -16              -17                7        972587.69        1127.9634         424705.5        694.32916         16242779       -15967.238
              -15              -17                7          1388978        1466.4965        361727.56        756.98962         16272256       -15549.433
              -14              -17                7        1847331.8        1880.3407        345141.28        864.68445         16081404       -15113.546
              -13              -17                7        2320560.8        2373.0374        370149.88        1002.1022         15711526       -14661.298
              -12              -17                7        2770101.3        2883.6162        426392.22         1127.437         15319875       -14141.289
              -11              -17                7          3330111        3500.1987        528615.88        1002.9501         14898761       -13404.068
              -10              -17                7          3938564        4148.1006        650903.81        870.52161         14426642       -12524.835
               -9              -17                7        4564444.5         4803.001        787626.19        800.45691         13902381       -11538.849
               -8              -17                7        4519283.5        5074.0405       -731394.38        986.00085         13021826        -10557.58
               -7              -17                7          4999452        5148.5811       -1504618.5        1087.6409         12210933       -9371.6611
               -6              -17                7          5791383         5142.832         -1332319        1064.6669         11288706       -7987.4814
               -5              -17                7          6618813        5130.3408       -1258549.5        1055.3346         10133357       -6653.5718
               -4              -17                7          7481741        5111.1055         -1283311        1059.6445          8744887       -5369.9355
               -3              -17                7        8380166.5        5085.1274       -1406602.6        1077.5964          7123294       -4136.5703
               -2              -17                7          8855986         4990.022       -486661.47        897.31512        5143707.5       -2536.7349
               -1              -17                7          8901620         4877.064        7732.3394        485.77866        2598629.3       -1083.3163
                0              -17                7          9072008        4948.6421         85479.07       -402.26752       -533241.06       -108.96928
                1              -17                7          8657020         5004.021        75618.156       -393.16815         -2649478        1085.9395
                2              -17                7          8205369        5075.1211        51913.078        -408.5506         -4632992        2340.7595
                3              -17                7          7670474        5135.4639        28422.359       -452.89395         -6494144          3623.01
                4              -17                7        7052334.5        5185.0488        5146.2813       -526.19806       -8232934.5        4932.6899
                5              -17                7        6350952.5        5223.8774       -17915.477       -628.46344         -9849362        6269.7998
                6              -17                7        5566325.5        5251.9487       -40762.445       -759.68939        -11343430        7634.3398
