           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7          9384199         -4430185         -9523680          4569573       -5696.4458        42642.582
              -17              -18                7         10051835       -4330540.5         -9764447        4181640.5        75630.148       -179598.11
              -16              -18                7         10703198         -4236174         -9974609        3727217.3        157262.97       -397733.66
              -15              -18                7         11338284       -4147084.8        -10154164        3206302.8        239201.88          -611764
              -14              -18                7         11957095       -4063273.5        -10303111          2618897        321447.06       -821689.19
              -13              -18                7         12583434       -3959490.5        -10381470        2043750.8        353846.09       -993132.31
              -12              -18                7         13077240         -3802659        -10396627        1466628.5        310326.47       -1111243.4
              -11              -18                7         13433552       -3623778.8        -10410932        844201.13        249473.05       -1223771.4
              -10              -18                7         13767000       -3442012.5        -10409291        203159.56        186508.33       -1338677.4
               -9              -18                7         14077585         -3257360        -10391701       -456496.41         121432.3       -1455961.5
               -8              -18                7         14528401       -3560904.3        -10179207         -1377672       -118165.29       -1447950.8
               -7              -18                7         15050140       -3837410.3         -9719905       -2153727.5       -325506.38         -1588881
               -6              -18                7         15484028         -4108598         -9284938         -2822293       -484749.03       -1710197.5
               -5              -18                7         15830062         -4374467         -8874302       -3383367.8       -595893.19       -1811900.3
               -4              -18                7         16088244         -4635017         -8487998         -3836952       -658938.88       -1893988.8
               -3              -18                7         16258573         -4890249         -8126027         -4183046       -673886.13       -1956464.1
               -2              -18                7         16341050         -5140163         -7788390       -4421649.5       -640734.88       -1999325.4
               -1              -18                7         16328230         -5303638       -7367405.5       -4414007.5       -611374.69       -2098699.5
                0              -18                7         16066266       -5434381.5       -7086574.5         -4286789       -886953.75       -2276087.8
                1              -18                7         15868206       -5540454.5         -7276985       -4017178.3       -922820.94       -2377614.5
                2              -18                7         15615201         -5518107       -7420390.5         -3785123          -926421         -2227796
                3              -18                7         15317271       -5415228.5         -7538656         -3535005       -944083.38       -2037260.9
                4              -18                7         14974420       -5231819.5         -7631783       -3266824.3       -975808.06       -1806009.5
                5              -18                7         14586642         -4967880         -7699769         -2980580         -1021595         -1534041
                6              -18                7         14153943       -4623409.5       -7742615.5       -2676272.5         -1081444       -1221356.1
                7              -18                7         13676320       -4198407.5       -7760322.5       -2353902.5       -1155355.5       -867954.63
                8              -18                7         13095807       -3745588.3       -7912025.5       -2023312.3       -1206524.8       -573770.81
                9              -18                7         12611608       -3220377.5         -8222676       -1930042.9       -1195575.5        -542661.5
               10              -18                7         12295443         -2569336       -8308797.5       -1994527.6       -1210301.8       -475853.31
               11              -18                7         11996603         -1920619         -8390712       -2086549.3       -1216790.4       -414781.31
               12              -18                7         11714908       -1273675.9         -8476334         -2207823       -1211436.8       -358418.31
