           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        372965.03        363468.28        -18263476         -7344123        2664861.5       -4566631.5
              -17              -18                7        601437.94       -80979.938        -18595608         -7371920          2574866       -4660030.5
              -16              -18                7        848390.25       -539452.94        -18861136         -7403162          2518685         -4720295
              -15              -18                7        1113821.8       -1011950.7        -19060052       -7437848.5          2496318         -4747424
              -14              -18                7        1397732.4       -1498473.4        -19192360         -7475980        2507765.3       -4741418.5
              -13              -18                7        1790812.5       -1934439.3        -19117898         -7476611          2459694       -4671279.5
              -12              -18                7        2191849.5       -2324585.8        -18781880         -7406122          2316164       -4536709.5
              -11              -18                7        2526498.8       -2726681.3        -18313656         -7301028        2165647.8         -4369424
              -10              -18                7        2856826.8       -3132466.5        -17777816         -7181325        2017350.3       -4182276.5
               -9              -18                7        3182833.3       -3541940.5        -17174360       -7047012.5        1871271.6       -3975266.8
               -8              -18                7        3457339.5       -4090557.8        -17673294         -6993651        1772121.1       -3642958.5
               -7              -18                7        3689626.3       -4703586.5        -15714993       -6454944.5        1443645.8       -3420111.8
               -6              -18                7        3866621.5         -5275086        -13752989         -5843917        1178864.4       -3140597.5
               -5              -18                7        3988324.8         -5805055        -11787278       -5160568.5        977776.13       -2804416.8
               -4              -18                7          4054735       -6293493.5         -9817862         -4404898        840381.88       -2411568.3
               -3              -18                7        4065852.8         -6740402         -7844741         -3576906           766681       -1962053.5
               -2              -18                7          4021679       -7145780.5       -5867914.5       -2676592.5        756674.19       -1455871.3
               -1              -18                7        3932270.5         -7467717         -3112421       -1574719.1        418679.13       -1060663.1
                0              -18                7        3711580.3       -7646319.5        922736.25       -273445.53       -869687.31       -808527.81
                1              -18                7        3876868.5       -7507582.5          3279269        717085.75       -866234.69       -224236.47
                2              -18                7        3919606.5         -7328681        5640129.5        1697292.3       -1055824.3         285911.5
                3              -18                7          3864485       -7095858.5          7953058        2633239.3       -1267065.5        769356.38
                4              -18                7        3711504.8         -6809115         10218053        3524925.5       -1499958.5        1226098.1
                5              -18                7          3460665       -6468448.5         12435117        4372353.5       -1754503.5        1656137.6
                6              -18                7          3111965         -6073861         14604247          5175521       -2030699.9          2059474
                7              -18                7        2665405.8       -5625352.5         16725445        5934429.5       -2328548.5        2436107.8
                8              -18                7        1884189.5         -5201202         18343656        6550075.5       -2609245.3          2773994
                9              -18                7        1265427.6       -4837315.5         18484150        6749046.5       -2700752.3        3078943.3
               10              -18                7        1152019.5         -4387274         18726792          6902019       -2784510.5          3371885
               11              -18                7        1024060.2       -3945454.5         18950580          7037950         -2850156        3644283.3
               12              -18                7        876205.63       -3512365.5         19158102        7156728.5         -2902220        3894643.3
               13              -18                7        506979.25       -3105001.8         19419320        7256671.5       -3066483.5          4079537
               14              -18                7        231294.94       -2604202.5         19317864        7290351.5       -3012308.5          4221122
               15              -18                7        -48587.25         -2125049         19157136        7316341.5       -2956158.5          4336091
               16              -18                7       -332749.06       -1667607.5         18937332          7334676       -2898149.5          4424458
               17              -18                7       -621190.25       -1231878.4         18658444          7345353       -2838281.8          4486222
               18              -18                7       -913910.94       -817861.31         18320480          7348376       -2776555.3          4521384
              -18              -17                7         -16039.5        327466.13        -18436984         -6903422        3968007.5         -4167349
              -17              -17                7        272383.19       -115069.33        -18732766         -6924193        3886891.8         -4254897
              -16              -17                7        579285.19       -571629.56        -18961940         -6948408        3839590.5         -4309309
              -15              -17                7        904666.44       -1042214.5        -19124510         -6976067          3826103         -4330587
              -14              -17                7        1326417.4       -1465604.5        -19104214         -6975178          3779183       -4284511.5
              -13              -17                7        1821295.5       -1834253.3        -18932006         -6936874        3667440.5       -4188466.8
              -12              -17                7          2311457       -2201165.5        -18722878         -6887297        3541776.8         -4078921
              -11              -17                7        2685451.5         -2580896        -18318208         -6791486        3339608.5         -3936045
              -10              -17                7        3025759.5         -2967581        -17807384         -6672215        3121511.3       -3768752.5
               -9              -17                7        3361745.5         -3357955        -17228942         -6538334        2905632.8       -3581598.3
               -8              -17                7        4097575.3       -3823230.8        -18664568       -6579854.5          3271061         -3105170
               -7              -17                7          5173275         -4228956        -18292216         -6281870        3313690.5       -2731778.8
               -6              -17                7          5787638       -4709863.5        -16178583       -5680952.5        3108483.5       -2444378.5
               -5              -17                7          6346709         -5149242        -14061243       -5007712.5        2966970.3       -2100310.8
               -4              -17                7          6850489         -5547089        -11940199       -4262152.5          2889151       -1699576.4
               -3              -17                7          7298975         -5903406         -9815450         -3444270          2875025       -1242174.9
               -2              -17                7          7265954       -6249540.5         -6538199       -2414872.3        1708725.4       -1185855.3
               -1              -17                7        7354944.5         -6483460       -3006781.3       -1335122.1        217117.17       -1157173.8
                0              -17                7          6998730         -6739380          1392789       -215367.88       -1521833.1       -850666.13
                1              -17                7          6871220       -6669062.5          3893638        758206.06       -1718169.5       -339464.13
                2              -17                7        6700167.5         -6533397        6304537.5          1688082       -1968605.6        134857.72
                3              -17                7          6431256         -6343810          8667503          2573698       -2240693.3        582476.69
                4              -17                7          6064484         -6100301         10982537        3415054.5       -2534432.5        1003392.6
