           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7         -1930990           -78110       -71981.867       -61.809601        471818.22       -9629.8691
              -17              -18                7         -1890597       -77243.844         -44842.5        263.99457          1505284       -23505.648
              -16              -18                7       -1903172.6       -76240.172       -21976.168         634.5061        2658980.5       -36586.359
              -15              -18                7       -1968717.9       -75098.984       -3382.9316        1049.7257        3932907.3       -48871.984
              -14              -18                7         -2087232       -73820.273        10937.275        1509.6531          5327065       -60362.535
              -13              -18                7         -2134101       -72180.211         105826.2         1102.942          6768277       -70596.625
              -12              -18                7       -2042906.1       -69876.422        297862.56       -348.89063          8162081       -80334.469
              -11              -18                7       -1912968.8       -67192.578        475470.31       -1710.2024          9531056       -89920.383
              -10              -18                7       -1760600.8        -64201.18        647213.69       -2949.1743         10909036       -98696.953
               -9              -18                7       -1585801.9       -60902.238        813092.81       -4065.8062         12296020       -106664.16
               -8              -18                7       -2372183.3       -52036.055        26510.746        1213.1375         13345481       -111289.44
               -7              -18                7         -2379951       -46889.328        111200.27        2764.1465         15611383       -115411.54
               -6              -18                7       -2267962.8       -41520.578        131438.14        3980.1934         17568264        -119013.8
               -5              -18                7       -2036218.9       -35929.813        87224.469        4861.2778         19216122       -122096.23
               -4              -18                7       -1684719.1       -30117.023       -21440.813        5407.4004         20554954       -124658.81
               -3              -18                7       -1213463.8       -24082.215       -194557.61        5618.5601         21584766       -126701.56
               -2              -18                7       -622452.56       -17825.387          -432126        5494.7588         22305554       -128224.48
               -1              -18                7       -122597.19       -9895.2969        91165.008        757.16138         22726770       -130443.09
                0              -18                7        218420.75       -1509.1403        282182.13        618.33838         22739496       -128513.63
                1              -18                7        299078.06        8245.6484        587356.88        2673.9146         21843232        -123499.7
                2              -18                7        537418.06        17314.359        468875.13        5443.8975         21163312       -121172.08
                3              -18                7        840644.06        25201.984           324833        7488.6479         20338558       -119342.43
                4              -18                7        1208756.1         31908.52        155230.31         8808.165         19368972       -118010.78
                5              -18                7        1641754.6        37433.977       -39933.375        9402.4521         18254546       -117177.11
                6              -18                7          2139639        41778.348       -260657.88        9271.5078         16995290       -116841.41
                7              -18                7        2702409.8        44941.629       -506943.34         8415.333         15591198       -117003.72
                8              -18                7        3169485.3         47925.91          -645907        7390.0483         13873670       -114733.06
                9              -18                7        2970098.5        54037.148       -311952.41        5874.0767         12084502       -105559.16
               10              -18                7        2715890.5        60097.352       -36341.191        3573.3911         10671852       -97796.969
               11              -18                7        2486773.5        65563.797         209867.5        1690.5634          9294341       -89356.438
               12              -18                7          2284373        70403.852        410202.22         303.6264          7954813       -80296.711
               13              -18                7        2142177.8        73769.391        86426.789        1440.1669        6739500.5       -72133.313
               14              -18                7        1984122.6        75372.156        102646.84        910.38306          5355554        -61431.48
               15              -18                7        1878141.3        76797.328        99456.328        529.58618          4040925       -49705.379
