           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -426847.38       -44297.184        -911036.5         -1690051        -13043261          5466463
              -17              -18                7       -568043.13       -7537.3633       -881020.25       -1742054.5        -13076210          5488113
              -16              -18                7       -731680.38        44053.414       -868882.75       -1772527.8        -13024280          5470571
              -15              -18                7       -917759.06        110475.18       -874623.94       -1781470.3        -12887466        5413835.5
              -14              -18                7       -1126279.3        191727.92          -898244         -1768882        -12665772        5317908.5
              -13              -18                7         -1390499        291972.84       -920904.38       -1736614.8        -12331856        5169519.5
              -12              -18                7       -1757957.3        434965.47       -958739.38       -1667658.5        -11875737          4969445
              -11              -18                7       -2182688.3        613556.56       -1021786.9       -1565339.8        -11331924          4729369
              -10              -18                7         -2605281        798874.69       -1072214.6       -1448376.4        -10725886          4459945
               -9              -18                7       -3025734.8        990919.81       -1110022.4       -1316768.5        -10057621        4161172.5
               -8              -18                7         -3185252        1020765.8       -793160.69         -1458434         -9142044          3874150
               -7              -18                7       -3545038.3        1164735.3        -959174.5       -1253600.4         -8340125        3588200.5
               -6              -18                7       -3890958.8        1308849.4       -1050493.8       -1062240.5         -7435724        3253890.3
               -5              -18                7         -4223014        1453107.6       -1067118.1       -884354.38         -6428841          2871219
               -4              -18                7       -4541203.5        1597510.3       -1009047.6       -719942.13         -5319477        2440186.8
               -3              -18                7         -4845527        1742057.3        -876282.5        -569003.5         -4107631        1960793.9
               -2              -18                7         -5135986        1886748.8       -668822.69       -431538.78       -2793303.5          1433040
               -1              -18                7         -5277395        2002251.5       -667070.88       -174274.88       -1448524.8        804308.88
                0              -18                7       -5226199.5        1986311.8       -1027516.8        221126.45        38805.926         62815.75
                1              -18                7         -5117473        1976470.8       -920762.13        426957.16        1334956.3       -483835.13
                2              -18                7         -4951986        1929451.5          -848895        627001.13          2641819       -1047121.8
                3              -18                7         -4721461        1858162.6       -789086.63        817349.25        3892447.3       -1579989.1
                4              -18                7       -4425898.5        1762604.3       -741336.88        998001.06        5086841.5       -2082436.6
                5              -18                7       -4065297.8        1642775.9       -705645.63        1168957.3          6225002       -2554465.3
                6              -18                7       -3639659.5          1498678       -682012.94        1330217.4        7306926.5       -2996074.3
                7              -18                7       -3148983.3        1330310.4       -670438.75        1481781.6        8332618.5         -3407264
                8              -18                7       -2712079.3        1168133.9       -653407.88        1596178.4          9251859       -3767032.3
                9              -18                7       -2519329.8        1074021.8        -462783.5          1635679          9981470       -4069040.5
               10              -18                7         -2214099        957454.38       -236759.73        1687552.8         10689776         -4372222
               11              -18                7       -1895849.3        839777.63       -39455.594        1732702.5         11330996         -4648316
               12              -18                7       -1567027.6        722203.25        127093.59        1771879.3         11905567       -4897267.5
               13              -18                7       -1294154.9        638735.56        206899.16        1825527.4         12411508       -5115892.5
               14              -18                7       -1050889.1        560052.69        317624.94        1836345.9         12792164         -5278474
               15              -18                7       -829901.44        492786.34        435311.63          1828695         13052176         -5395486
               16              -18                7       -631170.44        436934.34        559938.75        1802591.6         13191554         -5466939
               17              -18                7       -454696.16        392496.56        691506.38        1758035.3         13210298         -5492832
               18              -18                7       -300478.63        359473.16        830014.31        1695026.3         13108408       -5473167.5
              -18              -17                7       -311097.16       -153196.34        -903593.5       -1607529.4        -13258437          5151526
              -17              -17                7       -504820.84       -110214.13       -880528.13       -1652264.3        -13286030          5171309
              -16              -17                7       -720986.06       -52400.918       -875341.25       -1675468.5        -13228740          5151899
              -15              -17                7       -959592.75        20243.229       -888033.25       -1677142.1        -13086569          5093296
