           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        423540.97        -25073984       -336662.66         24500304        -47757.59       -157771.02
              -17              -18                7       -369484.84        -23802704       -1196472.3         24636952       -70089.766        706593.38
              -16              -18                7         -1083390        -22525072       -2211537.3         24978562       -66946.352        1495203.4
              -15              -18                7       -1718173.9        -21241086       -3381856.3         25525128       -38327.359        2208058.8
              -14              -18                7       -2273837.5        -19950742         -4707431         26276652        15767.305        2845160.3
              -13              -18                7       -2697998.3        -18753534       -6159070.5         26972044        262037.92        3276430.8
              -12              -18                7         -2747879        -17912890         -7531331         27549532        658668.75        3432605.5
              -11              -18                7       -2501731.5        -17305700         -8775060         28150666        1000321.4        3517968.3
              -10              -18                7       -2162996.5        -16754914        -10025376         28774496        1339257.9          3590009
               -9              -18                7       -1731672.6        -16260528        -11282279         29421016        1675478.4        3648726.8
               -8              -18                7         -3211578        -13426666        -14762904         31842002        2887497.3          3010204
               -7              -18                7       -3595570.3        -11269475        -17978746         33312776          3518715        3063848.5
               -6              -18                7         -3701358         -9280668        -20970114         34431468          4062773          3066393
               -5              -18                7       -3528940.3         -7460246        -23737004         35198072          4519670          3017836
               -4              -18                7       -3078317.5         -5808208        -26279426         35612592          4889408        2918177.5
               -3              -18                7         -2349490         -4324555        -28597370         35675024        5171984.5        2767418.8
               -2              -18                7         -1342457         -3009286        -30690840         35385372        5367401.5          2565558
               -1              -18                7         52045.25       -2069480.5        -32132034         33993372          5177748          2920109
                0              -18                7        1320011.9       -1067358.1        -34076228         32180976          4960411        3628938.8
                1              -18                7        1923738.6        314747.13        -34053016         29713832        3319801.5          4438268
                2              -18                7        3070125.5        1247027.5        -34462264         27634916        3335805.3        4105316.8
                3              -18                7          4439613        1948225.3        -34785156         25512668        3485672.5          3685502
                4              -18                7        6032199.5          2418340        -35021700         23347096        3769403.5        3178823.8
                5              -18                7          7847887        2657372.5        -35171888         21138190        4186997.8        2585282.8
                6              -18                7          9886672        2665321.5        -35235724         18885956        4738455.5        1904879.3
                7              -18                7         12148563          2442188        -35213208         16590391        5423777.5          1137612
                8              -18                7         14332678        2315833.3        -34435884         14256898        5960675.5        518470.66
                9              -18                7         15503231        2577458.8        -33133384         12273240          5594617        627380.38
               10              -18                7         16723644        2424060.3        -32959544         10569552          5260764        738404.63
               11              -18                7         17884890        2263210.8        -32742600          8917240          4908553        846571.25
               12              -18                7         18992992        2091679.9        -32478496          7327130          4537837        948020.81
               13              -18                7         20310714          1827328        -32013218          6166678        4102920.5        896065.81
               14              -18                7         21614552          1515121        -30857328          4622330          3428728        720502.75
               15              -18                7         22802316        1212287.6        -29640670          3256890          2790989        540920.75
               16              -18                7         23874004        918869.25        -28363612        2070674.1        2189829.8        357377.66
               17              -18                7         24829610        634865.81        -27026160          1063684        1625250.4        169873.56
               18              -18                7         25669140        360277.75        -25628312        235918.94          1097251       -21591.563
              -18              -17                7        1182730.8        -24953916        362450.69         23482664       -62027.766       -888030.31
              -17              -17                7        352177.56        -23593108       -448021.75         23508500       -97004.969       -17396.227
              -16              -17                7       -399255.63        -22225942       -1413749.3         23739296       -106506.62        777483.69
              -15              -17                7       -1071567.3        -20852420       -2534731.3         24175050       -90532.672        1496609.1
              -14              -17                7       -1628933.5        -19515166       -3771970.3         24594676        66193.414        2041782.4
              -13              -17                7       -2086650.3        -18266324         -5128618         24962544        423555.78        2379876.5
              -12              -17                7       -2481982.5        -17083854         -6640966         25467428        896223.63        2589248.3
              -11              -17                7       -2373047.3        -16350636       -8014908.5         26053200        1290369.1        2682339.5
              -10              -17                7         -2058405        -15775600         -9333587         26658804        1643092.3        2753363.3
               -9              -17                7       -1651174.6        -15256966        -10658852         27287104        1993099.6        2811064.5
               -8              -17                7         -4217071        -11482728        -14238388         29772856        3937207.8        1254287.5
               -7              -17                7       -5661037.5         -8686171        -17720410         31629326          5546717       -806.59375
               -6              -17                7       -5682814.5         -6916093        -21041934         32881464          6503244        -513457.5
               -5              -17                7         -5426386         -5314398        -24138990         33781524          7372612       -1077209.3
               -4              -17                7       -4891753.5         -3881088        -27011566         34329492          8154819       -1692062.6
               -3              -17                7       -4078914.5       -2616162.5        -29659670         34525376          8849865       -2358016.3
               -2              -17                7       -2267863.8       -2342571.5        -31276538         32960694        7003284.5       -70897.438
               -1              -17                7       -818084.38       -1789539.8        -33151068         31421300        5243618.5        2475188.8
                0              -17                7        329592.88       -936994.69        -35885744         30329020          6260150        2156601.5
                1              -17                7        1634274.1        150822.67        -36222472         28249794        5427231.5          2564244
                2              -17                7          3188463        950250.44        -36533960         26227738        5410109.5        2358038.3
                3              -17                7          4965751        1518595.5        -36759096         24162352        5526850.5        2064970.8
                4              -17                7          6966140        1855858.3        -36897880         22053636          5777454        1685039.8
                5              -17                7          9189629        1962037.3        -36950312         19901590        6161922.5        1218245.3
                6              -17                7         11636218          1837134        -36916384         17706216          6680254        664588.31
                7              -17                7         14305909        1481147.5        -36796108         15467511          7332450        24068.031
                8              -17                7         16039544          2209476        -34416912         13404106        6888193.5           271517
                9              -17                7         17049696        2935898.8        -31983682         11325994          6253911        451722.13
               10              -17                7         18211836        2787081.5        -31778398          9693489        5997798.5        555455.63
               11              -17                7         19314806        2630813.3        -31530012          8112361          5723328         656331.5
               12              -17                7         20451950          2427968        -31103538          6852187          5381657        669427.44
               13              -17                7         21680940        2242433.3        -30554982        5756334.5          4937749        614750.69
               14              -17                7         22992770        2087676.5        -29912706          4763221        4395782.5        508473.06
               15              -17                7         24191376          1841067        -28749942          3494710          3670180        331856.84
               16              -17                7         25261738        1590990.8        -27476450          2358425        2964519.5        146708.28
               17              -17                7         26216024        1350330.4        -26142564        1401365.5        2295439.5        -42401.25
               18              -17                7         27054230          1119085        -24748276        623530.75          1662939       -235471.84
              -18              -16                7          2136215        -25089008        1000115.8         22404392        -66610.93       -1576154.3
              -17              -16                7        1268133.5        -23638664        238980.31         22319416       -114233.26          -699250
              -16              -16                7        479172.91        -22181966       -677409.88         22439398       -136379.92        101899.77
              -15              -16                7       -211305.38        -20704988       -1700302.5         22583032       -68910.328        760797.63
              -14              -16                7       -817289.75        -19263832       -2833288.5         22710876        152040.28        1241700.1
              -13              -16                7       -1360889.3        -17889044         -4121973         22975730        488295.91        1593880.5
              -12              -16                7       -1842103.5        -16580628         -5566355         23377596        939856.63        1817338.1
              -11              -16                7         -2241459        -15356518         -7157434         23915564        1498863.6          1913446
              -10              -16                7         -1950910        -14757234         -8544474         24502946        1865373.5        1983452.8
               -9              -16                7       -1886032.5        -13867896        -10108578         25249748          2399463        1868632.3
               -8              -16                7       -4674160.5         -9949706        -13139770         26999636        4638472.5       -119607.05
               -7              -16                7         -7154076         -6544373        -15847605         28158520          6999769       -2503576.5
               -6              -16                7       -7830843.5       -4513317.5        -19092886         29301204          8712693         -4070289
               -5              -16                7       -7490405.5       -3130350.8        -22520096         30334708          9994530       -5149235.5
               -4              -16                7       -6356554.5       -2521523.5        -25613958         30568852         10192563         -5080807
               -3              -16                7       -4591348.5       -2393115.5        -28324948         30087618          8927291         -3214007
