           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        445346.09       -975569.75        -593024.5       -49753.457        8047764.5        903841.13
              -17              -18                7        1760538.4       -938306.38       -857100.63       -41774.328          8064763         932552.5
              -16              -18                7        3116035.8       -900552.06         -1066136       -34925.027          8070705        961009.63
              -15              -18                7        4511837.5       -862306.75       -1220130.6       -29205.521        8065590.5        989212.13
              -14              -18                7        5947944.5       -823570.44       -1319084.5       -24615.797          8049418        1017160.2
              -13              -18                7        7347473.5       -776884.38       -1310836.3        -10040.84          7899538        1049870.9
              -12              -18                7          8590764       -707162.81       -1212968.5       -5141.1406        7571063.5          1107447
              -11              -18                7          9760964       -623860.25         -1077500       -9513.8398        7185734.5        1176978.5
              -10              -18                7         10933127       -538706.94       -914384.44       -12401.407          6778968        1245096.6
               -9              -18                7         12107250       -451702.88       -723621.88       -13803.837        6350763.5        1311801.6
               -8              -18                7         13629190       -398233.47       -1199200.1       -89802.008          5783524        1389534.4
               -7              -18                7         15153691       -362842.88       -751253.63       -78247.016        5149998.5        1477813.4
               -6              -18                7         16515324       -320123.31          -427477       -71754.438        4514610.5        1557852.8
               -5              -18                7         17714086       -270074.84       -227869.97       -70324.328          3877360        1629652.4
               -4              -18                7         18749976       -212697.36       -152432.53       -73956.656        3238247.8        1693212.3
               -3              -18                7         19622996       -147990.91       -201164.53       -82651.391        2597273.3        1748532.5
               -2              -18                7         20333148       -75955.492       -374066.38       -96408.586        1954436.5        1795613.4
               -1              -18                7         20865000        6839.6016       -348016.44       -116444.41        1292983.8        1806043.3
                0              -18                7         21022636        86971.031        316958.53       -118868.46        126189.56        1797449.5
                1              -18                7         20779772        166897.13        317418.75       -85053.289          -671077        1767646.8
                2              -18                7         20355534        251158.81        327863.75       -61640.609       -1440301.4          1749991
                3              -18                7         19737352        326472.94        400301.22       -42669.844       -2190625.8        1725543.6
                4              -18                7         18925224        392839.44           534731       -28140.969       -2922049.5          1694306
                5              -18                7         17919148        450258.44        731153.25       -18053.953         -3634573        1656276.9
                6              -18                7         16719126        498729.88         989567.5       -12408.777         -4328196          1611457
                7              -18                7         15325160        538253.75        1309974.5       -11205.525       -5002918.5        1559846.4
                8              -18                7         13623495           560030        1485229.8        8889.5059       -5636999.5        1521662.1
                9              -18                7         12094767           601731        1276474.9        37679.875         -6139285        1505009.6
               10              -18                7         10922529        679954.75        1300892.3        24456.971         -6594679        1459165.4
               11              -18                7          9759700        754743.44        1335955.6        11943.352         -7009341        1408334.8
               12              -18                7          8601178        825809.75        1382340.5       -1.8398438       -7383465.5        1353143.4
               13              -18                7        7260268.5        885738.19          1447362       -22657.875       -7721072.5        1318251.9
               14              -18                7        5773443.5        918525.81        1365922.4       -27908.078       -7813140.5        1301482.9
               15              -18                7          4324988        948984.75          1241451       -32066.297         -7891274        1283189.1
               16              -18                7        2914987.8        977130.63        1074018.4       -35146.531       -7955601.5        1263360.8
               17              -18                7        1543445.6        1002963.3         863624.5       -37148.777         -8006125        1241997.6
               18              -18                7        210360.25        1026482.9        610269.56       -38073.051         -8042845        1219099.9
              -18              -17                7        183472.16       -973714.69       -1924417.1       -206022.44        8318104.5        935159.38
              -17              -17                7        1530506.1       -933520.69       -2175038.5       -188581.11        8332976.5        960092.25
              -16              -17                7        2917844.5       -892835.75         -2370619       -172269.53          8336792        984770.75
              -15              -17                7          4345488       -851659.69       -2511159.3       -157087.78          8329550        1009194.8
              -14              -17                7        5724712.5       -809044.25       -2554518.8       -130431.24          8204980        1036029.8
              -13              -17                7          7026823       -763796.44         -2532389       -102996.39          7958507        1071839.1
              -12              -17                7          8323012       -716396.06       -2492943.3       -89578.023        7684838.5        1116290.6
              -11              -17                7          9489966       -641368.88       -2384320.8       -94375.547          7302309        1183299.6
              -10              -17                7         10625617       -557756.94       -2235481.8       -100407.36          6876257          1253604
               -9              -17                7         11763230       -472294.22         -2058996       -104954.02        6428767.5        1322495.1
               -8              -17                7         13523854       -417193.63       -3052475.5       -214431.44          5962539          1403109
               -7              -17                7         15378020       -365599.69       -3288924.5       -273497.97        5420111.5        1487044.8
               -6              -17                7         16889266       -323212.63       -2782934.3       -276195.59          4830173        1575834.4
               -5              -17                7         18237644       -273496.59       -2401113.3       -283955.69        4238371.5        1656384.6
               -4              -17                7         19423150       -216451.61       -2143462.8       -296778.16        3644708.3          1728695
               -3              -17                7         20445786       -152077.64         -2009981       -314663.09          3049183        1792765.9
               -2              -17                7         21126842       -87296.781       -1457458.8       -385516.53        2311727.8        1747673.8
               -1              -17                7         21748682       -4885.7241          -715516       -454099.81        1431004.4        1723548.4
                0              -17                7         21860416        47931.133        720133.38       -436806.94       -230645.53        1759296.6
                1              -17                7         21544700        152088.98        911809.88        -396094.5       -1005858.8          1741383
                2              -17                7         21055120        250470.22        1128902.9       -359132.53       -1743584.9        1722975.5
                3              -17                7         20371592        339903.84        1407988.3       -326612.44       -2462410.8          1697777
                4              -17                7         19494118        420389.94        1749065.6       -298534.19         -3162336        1665787.8
                5              -17                7         18422696        491928.47          2152136       -274897.88         -3843361        1627007.3
                6              -17                7         17157330        554519.44        2617197.8       -255703.38       -4505485.5          1581436
                7              -17                7         15698016        608162.88        3144252.8       -240950.78       -5148710.5        1529073.9
                8              -17                7         13557186        618752.94          2872966       -155775.47       -5719589.5        1535283.4
                9              -17                7         11706996         613741.5        2432594.3       -80610.078         -6207207        1530275.1
               10              -17                7         10574464        689199.56        2462435.3       -89797.797         -6667487        1484262.3
               11              -17                7          9451342         761222.5        2502922.5       -98276.242         -7087035          1433263
               12              -17                7        8225796.5        815546.31          2556985       -108157.64       -7464789.5          1392042
               13              -17                7        6936782.5           865768        2598006.3       -129821.91       -7797844.5        1358153.3
               14              -17                7        5606983.5         915730.5        2622574.3        -164063.8         -8086057        1328899.3
               15              -17                7        4141827.5           951558        2524765.3       -180848.06       -8175823.5          1312853
               16              -17                7        2700299.8         983596.5        2373280.5       -193830.38       -8232696.5        1296564.6
