           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        715440.31       -678666.13        677925.25       -688697.44         12933354          7023735
              -17              -18                7        1019447.7       -571862.75        500037.09       -791971.75         13193236          6812170
              -16              -18                7        1326663.4       -455579.47        348807.75       -869783.38         13394409          6590370
              -15              -18                7        1637087.1       -329816.31        224237.22       -922132.19         13536870          6358335
              -14              -18                7        1950719.4       -194573.14        126325.33       -949018.44         13620620          6116065
              -13              -18                7        2288198.3       -52250.082        65012.625          -962766         13472204          5856530
              -12              -18                7        2718947.5         112310.8        65526.609       -959788.75         13187126          5579339
              -11              -18                7          3229251        300261.81        99762.398       -930350.38         12901336          5289133
              -10              -18                7        3754260.5        493908.56        140986.61       -883550.88         12565350        4991986.5
               -9              -18                7          4293977        693251.06        189199.22       -819390.19         12179165          4687899
               -8              -18                7        4299615.5        799552.44       -665622.69       -936301.56         11209011        4348203.5
               -7              -18                7          4737549        951648.38          -455727       -869788.69         10554496          4012404
               -6              -18                7          5211781        1103425.9       -337524.31       -794820.31          9682284        3635309.3
               -5              -18                7        5722311.5        1254884.5       -311014.56       -711396.31          8592373          3216919
               -4              -18                7        6269140.5        1406024.4       -376197.81       -619516.56        7284764.5        2757232.8
               -3              -18                7          6852269          1556846       -533073.69       -519181.16          5759457        2256251.3
               -2              -18                7        7471696.5        1707348.9       -781642.69       -410390.06          4016452          1713974
               -1              -18                7          7967337        1852261.8          -664793        -249466.5          2141002        1110357.8
                0              -18                7          7757740        1857333.4       -151925.22       -71004.016       -207392.45        483992.56
                1              -18                7          7471796          1820094       -134680.78        47847.656       -2113941.5       -5573.7695
                2              -18                7          7134314        1755629.3       -44957.875        162091.36       -3907009.5       -452046.13
                3              -18                7          6716629        1676152.3        45786.578        266811.81         -5597209       -835340.31
                4              -18                7          6218742        1581663.1        137552.33           362009         -7184539       -1155456.1
                5              -18                7          5640650        1472161.8        230339.92        447683.06         -8669004         -1412394
                6              -18                7        4982355.5        1347648.5        324149.13        523833.88        -10050597       -1606153.4
                7              -18                7        4243858.5        1208122.8        418979.66        590461.38        -11329326       -1736734.9
                8              -18                7        3580687.3        1096694.9        452076.75        647964.38        -12331108         -1795335
                9              -18                7        3354102.8          1104641        264867.03        703025.13        -12788060         -1753307
               10              -18                7        3060604.8        1097688.8        74411.273         753756.5        -13319494       -1678421.5
               11              -18                7          2754492          1090609       -96743.922        797135.25        -13808470       -1591832.4
               12              -18                7        2436553.8        1083362.4       -239106.13           834142        -14262039       -1491566.1
               13              -18                7        2117687.3        1075054.5       -79583.414        897377.19        -14882232       -1309028.6
               14              -18                7        1741868.8        1043649.1       -98584.078        921851.63        -15070164         -1101141
               15              -18                7        1374322.9        1016727.7       -131918.45        938920.75        -15154536       -865715.81
               16              -18                7        1015074.3        994305.56       -179492.31        948604.75        -15135554       -602752.75
               17              -18                7        664123.13        976382.63       -241305.75        950903.56        -15013215       -312252.13
               18              -18                7        321469.56        962959.13       -317358.66        945817.25        -14787525          5786.25
