           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7          8504342       -2086206.5       -75581.438        130029.94        -75478.75        83686.203
              -17              -18                7          8741243       -2135223.3        252393.56        291311.16       -486681.91        239437.09
              -16              -18                7          8947261       -2177275.5        528934.19        466168.28       -920460.44        392179.63
              -15              -18                7          9122395         -2212364        754039.88        654601.38       -1376813.9        541913.81
              -14              -18                7          9266646       -2240487.8        927711.25        856610.31       -1855742.6        688639.63
              -13              -18                7          9298741       -2231232.8        1247611.4          1033646       -2593219.5        857044.44
              -12              -18                7          9131822       -2167594.8        1563513.8        1198232.4       -3537700.5          1091868
              -11              -18                7          8847243       -2083648.9        1661681.3        1390525.3         -4433774        1360204.9
              -10              -18                7          8512717       -1995977.5        1713328.8        1597880.5       -5327592.5        1625942.9
               -9              -18                7          8128243       -1904580.9          1718456        1820298.6       -6219155.5        1889081.8
               -8              -18                7          7138022         -1819446        2101373.5        2070580.9         -7318687        2192957.3
               -7              -18                7        6703406.5       -1678936.1        1802987.1        2399088.8         -8306432        2533252.3
               -6              -18                7          6159601       -1506379.6        1621743.1          2675688         -9224015        2820259.3
               -5              -18                7          5506605       -1301775.8        1557641.9          2900378        -10071437        3053977.8
               -4              -18                7          4744418         -1065125        1610683.3        3073158.5        -10848696        3234407.8
               -3              -18                7        3873040.5       -796427.31          1780867        3194030.8        -11555794        3361549.8
               -2              -18                7        2892472.8       -495682.44        2068193.6        3262993.3        -12192731        3435403.3
               -1              -18                7        1595717.3       -221702.28          2995497          3272321        -12193028        3442171.3
                0              -18                7        129365.98       -23651.727        2977060.3        3270183.8        -12037466        3459326.5
                1              -18                7       -1377569.8        300694.31          2163790        3196768.3        -11830261        3447408.8
                2              -18                7         -2828945        581993.56        1444070.8        3102423.8        -11510087        3382782.3
                3              -18                7         -4032395        839850.75        894593.38        2987312.3        -11005915        3273135.5
                4              -18                7         -4987919        1074266.1        515357.75        2851433.5        -10317750        3118469.8
                5              -18                7       -5695517.5        1285239.8        306363.13        2694787.3         -9445586        2918784.3
                6              -18                7         -6155190        1472771.3        267609.31        2517373.8         -8389428        2674078.8
                7              -18                7         -6366937        1636861.1         399097.5        2319193.8         -7149272        2384353.5
                8              -18                7         -6293288          1758598        293054.78        2119127.8       -6309688.5        2083337.9
                9              -18                7       -6703813.5        1866061.5        184483.08          1919061         -6201407        1855737.4
               10              -18                7         -7586978        1997793.5        802287.25          1687021         -5346114        1606223.9
               11              -18                7         -8364805        2113306.3        1350273.8        1455603.6         -4437325        1343635.8
               12              -18                7         -9033822        2211720.8        1802972.6        1227038.4         -3469733          1070548
               13              -18                7         -9527017        2268224.3        1431197.6          1072163         -2348464         873968.5
               14              -18                7         -9525420          2249331          1401315        848373.31       -1879870.9        718926.81
               15              -18                7         -9458892        2224825.3          1269294        641251.75       -1448686.3           567572
               16              -18                7         -9327706          2194747        1034919.3        450845.63         -1054553        419879.72
               17              -18                7         -9131859          2159096        698190.75        277155.06       -697471.56        275849.91
               18              -18                7         -8871355          2117873        259108.47        120179.98       -377441.75        135482.64
              -18              -17                7          9124374       -1870937.1        45861.184        108084.86        63604.289        63622.098
              -17              -17                7          9360663         -1918128        368742.44        264810.47       -341947.44        203282.86
              -16              -17                7          9566068       -1958354.8        640188.88        435112.03       -770074.38        339935.31
              -15              -17                7          9740590       -1991617.4        860200.94         618989.5       -1220776.4        473579.41
              -14              -17                7          9841536       -1990332.4        1195844.4        780640.13       -1908604.3           627254
              -13              -17                7          9865263       -1956831.3        1753079.3        912455.25         -2866148        802354.06
              -12              -17                7          9849246         -1916811        2414312.5        1044420.3         -3909600        978475.06
              -11              -17                7          9631532         -1843406        2714282.5        1212648.4       -4874835.5        1216130.9
              -10              -17                7          9322323       -1758916.3        2860992.3        1403887.6       -5803814.5        1467486.8
               -9              -17                7          8963167       -1670700.9        2961182.3        1610189.5         -6730539        1716243.8
               -8              -17                7          7588812         -1594929        3624285.5        1785935.8       -7688339.5        1960762.9
               -7              -17                7        6593768.5       -1456599.5        4000903.5        1997536.8         -8607940        2222637.8
               -6              -17                7          6175535       -1275119.9        3979858.5        2244733.3         -9583949        2479196.8
               -5              -17                7          5648110       -1061593.3        4075955.5          2440021        -10489796        2682467.8
               -4              -17                7          5011495       -816019.63        4289196.5        2583399.5        -11325483          2832450
               -3              -17                7        4265689.5       -538398.88          4619579        2674869.3        -12091007        2929144.5
               -2              -17                7        3383947.5       -368718.63        7150536.5          2711106        -11374410        2966595.3
               -1              -17                7        1720743.1       -194882.94          9234327        2718732.8        -11253510        2970758.3
                0              -17                7        675724.88       -113553.27          8777913          2753733        -11480147        3008089.5
                1              -17                7       -1213994.5        190461.73          7701467        2703349.5        -11329816          3009824
                2              -17                7         -2906337        466215.28        6742161.5        2628886.8        -10962138        2963965.8
                3              -17                7       -4350753.5        718527.06        5953096.5        2533656.8        -10410464          2873088
                4              -17                7       -5547244.5        947396.88        5334272.5        2417659.5         -9674794        2737190.5
                5              -17                7         -6495811        1152824.9          4885691        2280894.8         -8755128        2556273.5
                6              -17                7       -7196450.5        1334810.9          4607349          2123363       -7651464.5        2330336.8
                7              -17                7         -7649165        1493355.3        4499250.5          1945064       -6363805.5        2059380.1
                8              -17                7       -7708851.5        1555192.3          3074451          1815320         -6812908        1867600.8
                9              -17                7       -7432435.5        1618405.9        1981334.8        1666289.4       -7100426.5        1664972.1
               10              -17                7         -8262077        1741635.3        2432135.3        1447361.3       -6191727.5        1431538.3
               11              -17                7         -8986382          1848645          2813118          1229056       -5229533.5          1185030
               12              -17                7         -9446403        1918716.8        2462972.8        1069787.5       -4062878.8         993901.5
               13              -17                7         -9835961          1972432        2007597.9           926627       -2932018.5        816920.63
               14              -17                7        -10202538          2015465        1624661.4        785240.81       -1888227.3           638289
               15              -17                7        -10190675        1998783.5        1478224.3        590378.94       -1406527.3        498492.44
               16              -17                7        -10075784          1970682        1257066.4        405173.09       -1018562.8        366699.78
               17              -17                7         -9896234        1937008.1        933554.88        236682.77       -667650.19        238569.66
               18              -17                7         -9652026        1897761.8        507689.56        84907.922       -353789.13           114102
              -18              -16                7          9753780       -1665497.1        122309.88        89805.781        107815.13        44894.059
              -17              -16                7          9989455       -1710862.3        440097.41        241975.86       -292085.25        168464.78
              -16              -16                7         10194249       -1749263.3           706450        407721.84        -714560.5        289027.13
              -15              -16                7         10363830       -1755933.4        1058006.4        553972.19       -1352856.3        427980.41
              -14              -16                7         10491766       -1732863.5        1603559.8           672750       -2242114.5        586952.13
              -13              -16                7         10579957       -1703274.9        2253110.8        791677.63       -3217279.8        746944.75
              -12              -16                7         10628404         -1667167        3006660.8        910755.13       -4278353.5        907958.06
              -11              -16                7         10629471       -1623503.4          3844404        1031464.8       -5418447.5        1072329.8
