           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        -11423510       -373385.47        111339.86        31572.707         -2710638       -576783.81
              -17              -18                7        -12099494       -431773.38        452621.63       -78042.594       -3130258.5       -700664.88
              -16              -18                7        -12811034       -485483.16        731411.06       -166116.06       -3545395.3       -797507.69
              -15              -18                7        -13558126       -534514.25        947707.94       -232647.61         -3956048       -867312.31
              -14              -18                7        -14340773       -578866.88        1101512.3       -277637.25         -4362217       -910078.63
              -13              -18                7        -15099777          -633478          1252245       -333653.25       -4689015.5       -917281.25
              -12              -18                7        -15704664       -742429.44        1254727.3       -346232.63         -4788937       -943526.75
              -11              -18                7        -16235100       -880547.25          1099744          -312178         -4774502       -984517.38
              -10              -18                7        -16779264       -1016929.8        908913.75       -267380.19         -4755089       -1015898.6
               -9              -18                7        -17337156       -1151577.4        682236.31       -211839.25         -4730696       -1037670.3
               -8              -18                7        -18290164       -1134880.8        899648.25       -189130.23         -4550549       -957256.63
               -7              -18                7        -19323732         -1179320        570906.13        -113259.9         -4455808       -955325.69
               -6              -18                7        -20267968       -1236180.8        335113.22       -49811.961         -4365788       -933937.06
               -5              -18                7        -21122872         -1305463        192269.88        1213.5625         -4280489       -893090.63
               -4              -18                7        -21888440       -1387166.9        142375.97        39816.695         -4199911        -832786.5
               -3              -18                7        -22564676       -1481292.4        185431.13        65997.461       -4124053.8       -753024.75
               -2              -18                7        -23151582       -1587839.4        321435.88        79755.828       -4052917.8       -653805.13
               -1              -18                7        -23664022       -1696485.3        374622.19        53610.555       -3968069.5       -563874.75
                0              -18                7        -23848646       -1794490.4        52606.875         42840.25       -3447548.5       -479513.69
                1              -18                7        -23703738       -1929668.8       -42208.738        17512.305       -3097516.8          -390668
                2              -18                7        -23447540       -2067923.9       -128850.84       -3611.1016       -2807756.3       -304217.03
                3              -18                7        -23046304       -2207512.5       -249041.72       -12854.273       -2507274.3       -223553.17
                4              -18                7        -22500028         -2348435       -402781.22       -10217.301       -2196071.5       -148676.34
                5              -18                7        -21808712       -2490691.3       -590069.63        4299.8516       -1874146.8       -79586.484
                6              -18                7        -20972352       -2634280.8        -810906.5        30697.096       -1541500.9       -16283.714
                7              -18                7        -19990958       -2779204.8       -1065292.6        68974.563       -1198133.6         41232.09
                8              -18                7        -18743558       -2982965.8       -1247178.4        64006.695       -896314.13        74698.227
                9              -18                7        -17681712         -3333591       -1209558.8        32730.824        -734330.5        24548.789
               10              -18                7        -17007234       -3644852.8       -1274661.4        99029.469       -563265.13       -40899.688
