           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        2113039.5        1832903.6        50714.703       -48937.359          9811429       -2864469.3
              -17              -18                7          2379286        1763387.3        102409.47       -35418.129          9858340       -2563946.5
              -16              -18                7        2612682.5        1686692.1        155075.95       -31171.688          9934860         -2252898
              -15              -18                7        2813230.3        1602817.8        208713.97       -36198.156         10040984         -1931324
              -14              -18                7          2980928        1511764.6        263323.66       -50497.457         10176714       -1599223.6
              -13              -18                7        3165551.8        1410028.5        404419.19       -28635.771         10201837       -1286684.5
              -12              -18                7          3362947        1301049.9        616463.94        17475.398         10111282       -1002928.4
              -11              -18                7          3536197        1194756.8         768276.5        51062.254         10030192          -717115
              -10              -18                7        3690483.8        1095239.8           903731        84726.297          9935754       -421460.94
               -9              -18                7        3825808.5        1002498.6        1022827.6        118467.52          9827967       -115966.11
               -8              -18                7        2857021.8        899981.81        533103.81        89714.367          9479622        183521.08
               -7              -18                7        2622099.5        872495.88        398809.53        50588.188          9767831         588628.5
               -6              -18                7        2403565.5        864787.38        300408.22        17388.297          9974369        970829.25
               -5              -18                7          2201421        876856.38        237899.94       -9885.2617         10099231        1330123.1
               -4              -18                7          2015665        908702.75        211284.69       -31232.514         10142419          1666510
               -3              -18                7          1846298        960326.75        220562.28       -46653.465         10103934        1979990.5
               -2              -18                7          1693320        1031728.2        265733.03       -56148.102          9983773          2270564
               -1              -18                7        1295268.3        1124781.3        1156709.3       -36788.551         10112000        2534465.3
                0              -18                7        696246.06        1219243.9        1199880.1       -89130.617         10130078        2776807.3
                1              -18                7       -41658.875        1306598.1        839259.13       -7826.1211          9758235          2900657
                2              -18                7       -652040.13        1409078.3         313976.5        22981.605          9668166        3042902.3
                3              -18                7       -1078632.8        1512829.4       -108284.75        34665.992          9662838        3161224.8
                4              -18                7         -1321437        1617851.9          -427525        27227.059          9742254        3255625.8
                5              -18                7         -1380453        1724145.4       -643744.88        664.80078          9906409        3326104.3
                6              -18                7       -1255680.5        1831710.3       -756944.69       -45020.742         10155306          3372660
                7              -18                7       -947119.38        1940546.3       -767123.25       -109829.67         10488945          3395294
                8              -18                7       -532976.81        2037474.4       -803144.25       -141046.08         10455816          3411809
                9              -18                7        -645127.5        2134099.8       -597771.75       -90037.117          9901223        3483034.5
               10              -18                7       -964912.13        2261619.5       -92483.477       -101748.65          9961189        3558469.5
               11              -18                7       -1210818.6          2383530        359544.53       -112962.11         10034407        3631083.8
               12              -18                7       -1381646.4          2499260           737956        -122865.7         10127732          3702039
               13              -18                7       -1465292.8        2593018.8        473207.34       -101768.64         10409173        3813259.3
               14              -18                7       -1319506.6        2627005.5        486619.66       -100887.26         10225473          3961096
               15              -18                7       -1129094.3        2658520.8        462944.31       -84566.516         10009417        4122607.5
               16              -18                7       -894173.63        2687599.5        402027.97       -52786.977          9761256          4297778
