           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        1162495.3       -793581.63        1121882.5       -816362.38          9956208          9193810
              -17              -18                7        1414112.5       -653099.75        966477.56          -981907         10320328          8963486
              -16              -18                7        1663121.5       -501275.03        826581.63       -1112423.9         10628075          8718678
              -15              -18                7        1909521.8       -338107.38        702194.69       -1207912.6         10879448          8459388
              -14              -18                7        2153313.8       -163596.75        593316.69       -1268373.5         11074449          8185611
              -13              -18                7          2414549         20270.99        509881.19         -1311956         11041238          7882189
              -12              -18                7        2758492.5        234136.86        468282.53       -1335236.4         10879434        7549961.5
              -11              -18                7        3171916.5        478767.91        442999.69       -1323967.5         10723464        7199366.5
              -10              -18                7        3596892.8        730788.31        416582.91       -1289545.3         10519776          6838102
               -9              -18                7        4033421.5        990198.25        389032.22       -1231969.6         10268366          6466170
               -8              -18                7        3999685.5        1121151.3       -415733.97       -1420841.8          9443362        6035917.5
               -7              -18                7          4357978        1319448.4       -267835.13       -1338490.8          8918165          5614246
               -6              -18                7        4753415.5        1518911.9       -206480.66       -1240414.1          8193100          5130993
               -5              -18                7        5185997.5        1719541.6       -231670.67       -1126611.6          7268165          4586158
               -4              -18                7        5655722.5        1921337.3       -343405.19       -997083.13          6143362        3979741.5
               -3              -18                7          6162594        2124299.3       -541683.81       -851828.75          4818690          3311744
               -2              -18                7          6706609        2328427.5          -826507       -690848.69        3294148.3        2582164.8
               -1              -18                7          7140111          2527859       -792232.38       -447351.94        1661180.3        1761988.5
                0              -18                7          6939649        2538206.5       -372624.78       -176071.17       -423228.75        895297.63
                1              -18                7        6681843.5        2491011.5       -388743.31        10298.703       -2115669.5        214100.17
                2              -18                7          6381891        2407131.5       -324157.53        187185.13       -3713278.3       -407191.22
                3              -18                7        6007385.5        2303563.3       -256402.84        349873.53         -5228784       -942776.88
                4              -18                7          5558328        2180306.8        -185479.2        498363.84       -6662185.5       -1392656.6
                5              -18                7        5034716.5        2037361.8       -111386.38        632656.38       -8013486.5       -1756831.1
                6              -18                7          4436553        1874728.6       -34124.453        752750.81         -9282683       -2035299.8
                7              -18                7        3763836.5        1692407.1        46306.383        858647.38        -10469776         -2228063
                8              -18                7          3168265        1547293.4        78339.406        950685.81        -11390622       -2322600.5
                9              -18                7        2992920.5        1560257.4       -82233.781        1032244.1        -11780812         -2276928
               10              -18                7        2748811.5        1553679.3       -251169.38        1103992.5        -12270635       -2185348.5
