           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -5701047.5          8332499       -161963.31        -11553.33        -28089726       -1034497.3
              -17              -18                7         -5533355          8347932        212449.19        168937.55        -28339516       -1912330.5
              -16              -18                7         -5394565        8347444.5        528769.63        310625.97        -28524318         -2799344
              -15              -18                7         -5284678        8331036.5        786997.81        413511.63        -28644124       -3695536.5
              -14              -18                7       -5203693.5          8298708        987134.19        477594.78        -28698938       -4600908.5
              -13              -18                7         -5207360        8155402.5          1112184        587550.13        -28673828         -5624769
              -12              -18                7         -5381115        7800208.5        1080723.1        675000.88        -28550124       -6770232.5
              -11              -18                7         -5683722          7328623        893029.13        644508.38        -28338784         -7911305
              -10              -18                7         -6027648          6826860        667140.63         580370.5        -28072736         -9044312
               -9              -18                7       -6412890.5        6294920.5        403057.25        482587.16        -27751984        -10169255
               -8              -18                7       -6615880.5        5973533.5        1431278.1        1013104.9        -27434338        -11424934
               -7              -18                7       -7005027.5          5782018        1090337.4         830937.5        -27300326        -12873496
               -6              -18                7       -7462685.5        5478602.5        876130.25        712917.38        -27041404        -14252362
               -5              -18                7         -7988855        5063285.5        788656.31        659044.25        -26657572        -15561528
               -4              -18                7         -8583533          4536069        827916.25        669318.25        -26148838        -16800998
               -3              -18                7         -9246722          3896951        993909.13        743738.75        -25515200        -17970774
               -2              -18                7         -9978422          3145933        1286635.9        882306.63        -24756654        -19070852
               -1              -18                7        -10720133        2258679.5        1443707.5        1163162.8        -23575658        -19827448
                0              -18                7        -11262591        1384949.1        1088244.8        1322419.8        -21993756        -20486016
                1              -18                7        -11742437        499813.88        647178.25        865246.75        -20391576        -20885350
                2              -18                7        -12197688       -441428.31        344257.13        571240.25        -18949766        -21429304
                3              -18                7        -12494748       -1287241.6        107283.25         365624.5        -17485742        -21906444
                4              -18                7        -12633618         -2037626       -63743.125        248399.25        -15999502        -22316772
                5              -18                7        -12614296         -2692582       -168822.44        219564.25        -14491043        -22660286
