           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -520606.22       -215751.97       -1381647.6        1353262.4        190991.16       -346695.91
              -17              -18                7       -644423.56       -182602.97         -2318505        1145670.5        182243.34       -301747.44
              -16              -18                7       -736365.13       -151816.97       -3271578.8        934324.63        210991.42       -265505.25
              -15              -18                7       -796430.75       -123393.95       -4240866.5        719224.13        277235.31       -237969.31
              -14              -18                7       -824620.69       -97333.891         -5226370        500369.13        380975.09       -219139.63
              -13              -18                7       -670259.88       -28713.746         -5964867        337876.13         649152.5       -122204.73
              -12              -18                7       -313722.81        15932.695         -6198071        247168.14         903462.5        -37985.68
              -11              -18                7        148895.94         7787.627         -6202677        165890.22        1013533.1       -23801.797
              -10              -18                7         679955.5       -4070.8145         -6180653          72335.5        1094210.9       -16056.006
               -9              -18                7        1279456.3       -19642.648       -6131996.5       -33496.031        1145496.3       -14748.313
               -8              -18                7       -46726.563        -26172.75         -8624932       -56585.539        1641433.3        -24941.25
               -7              -18                7       -387159.38       -19696.074         -9684710       -213597.06        1940555.6        -22730.15
               -6              -18                7       -580812.88       -15274.064        -10670486        -353265.5          2164550        -21389.75
               -5              -18                7       -627686.56       -12906.734        -11582256       -475590.63          2313417       -20920.035
               -4              -18                7       -527780.63       -12594.078        -12420022       -580572.63          2387157        -21321.02
               -3              -18                7       -281095.16       -14336.093        -13183785        -668211.5        2385767.8       -22592.662
               -2              -18                7        112369.91       -18132.779        -13873541       -738507.19        2309251.8       -24735.002
               -1              -18                7        611739.75       -2653.0771        -13546202       -823529.69        1822705.3       -8953.8379
                0              -18                7           557306        42159.594        -13230623       -928592.56        1121785.3        24337.965
                1              -18                7        49713.063        26337.477        -12395928       -948134.69       -177825.75       -35808.758
                2              -18                7       -105747.19        24662.668        -11987532        -979733.5          -357871       -46285.156
                3              -18                7       -146353.73        26140.373        -11537908       -1008467.3       -397568.88        -46440.43
                4              -18                7       -72106.789        30770.529        -11047054       -1034335.9       -296917.25       -36274.617
                5              -18                7        116993.89        38553.199        -10514970       -1057339.5       -55917.875       -15787.723
                6              -18                7        420947.75        49488.305         -9941657         -1077478        325429.06        15020.236
                7              -18                7        839755.81         63575.93         -9327117       -1094751.5           847125        56149.328
                8              -18                7        1068060.3        72416.852         -8441916       -1081512.3        1139111.3        84704.234
                9              -18                7        696009.31        76456.828         -7482918       -1041246.3        722297.19        57758.148
               10              -18                7        629386.31        92917.656       -6991365.5       -1039326.2        595541.56         49477.75
               11              -18                7        575893.13        103099.52         -6505719       -1036545.9         462787.5        45016.539
               12              -18                7        540853.63        104416.14         -6031693       -1034231.6        326747.34        48217.895
               13              -18                7        709100.88        16613.742         -5736100       -1071430.1        259330.81        188153.17
               14              -18                7        715399.38       -9549.4023       -4703980.5       -1173125.8        284033.25        202190.11
               15              -18                7        718364.69        -40811.43       -3706887.5       -1276433.1        293126.06        224864.56
               16              -18                7        718107.75       -77212.359       -2745269.8       -1381311.9        286539.06        256261.13
               17              -18                7        714628.44       -118752.15         -1819128         -1487762        264272.28        296379.75
               18              -18                7        707926.88       -165430.83       -928462.56       -1595783.8         226325.7        345220.56
              -18              -17                7         -1444306       -422723.81       -1100524.9        1061603.1        539781.88       -786349.63
              -17              -17                7       -1567003.5       -378834.31       -1965720.8        857616.06        626771.81       -722271.13
              -16              -17                7         -1657825       -337307.81         -2847132        649874.63        751257.44       -666898.75
              -15              -17                7       -1716770.6       -298144.25       -3744758.3        438378.81        913239.19       -620232.75
              -14              -17                7       -1584939.5       -215517.42         -4410561        290127.06          1232845       -499040.06
              -13              -17                7       -1313444.5       -95978.688       -4835000.5        193440.06        1688618.3       -319014.56
              -12              -17                7       -1062264.3        16930.115         -5239495        83993.578        2165062.5        -160442.5
              -11              -17                7       -653186.63        38821.359       -5339565.5       -196.66406        2359578.8       -113666.59
              -10              -17                7       -138022.47        34492.074       -5338851.5       -86711.555        2450299.3       -98662.859
               -9              -17                7        445582.75        26449.404         -5311508        -185503.3          2511627       -90097.188
               -8              -17                7       -1682397.3        8520.2598         -8450841       -129024.81        3966106.8       -141754.33
               -7              -17                7       -2568480.5       -13952.162        -10614346       -179597.69        5457043.5       -154534.64
               -6              -17                7       -2405063.3        -18502.41        -11626896       -326486.13        6266604.5        -141004.7
               -5              -17                7       -2094866.3       -25107.318        -12565443       -456031.38          7001038       -128345.42
               -4              -17                7       -1637890.4       -33766.918        -13429982        -568233.5        7660344.5       -116556.88
               -3              -17                7       -1034134.2        -44481.18        -14220520       -663092.44        8244522.5       -105638.97
               -2              -17                7        5462.9219        15338.757        -12855566       -804888.25          6399372       -54779.258
