           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -4706026.5        574028.13         -4803108        473413.19        -13686922       -213913.19
              -17              -18                7       -4645456.5        801515.56       -5133773.5        401180.91        -13712987       -719092.63
              -16              -18                7         -4563694        1003288.3       -5477521.5        291421.47        -13719578       -1200672.4
              -15              -18                7       -4460739.5        1179346.4         -5834350        144134.88        -13706693       -1658652.6
              -14              -18                7       -4336593.5        1329690.1         -6204261       -40678.945        -13674337       -2093033.5
              -13              -18                7         -4227040        1430021.8       -6619456.5       -268851.25        -13430362         -2574838
              -12              -18                7         -4125471          1437619       -7003293.5       -582663.94        -13104682       -3104859.5
              -11              -18                7       -3998794.5        1368709.4         -7302531       -1002132.1        -12867056       -3623414.5
              -10              -18                7       -3851079.3        1266911.1         -7604947       -1467650.6        -12611036       -4141970.5
               -9              -18                7       -3682325.5        1132223.9         -7910541       -1979219.6        -12336622         -4660528
               -8              -18                7       -2795790.3        988146.69       -8156359.5       -2088149.9        -11914207         -5321134
               -7              -18                7       -2643105.3           824157         -8517209       -2469924.5        -11988264       -5923782.5
               -6              -18                7       -2518425.8        594763.13         -8841254       -2796402.5        -11953150         -6490365
               -5              -18                7         -2421753           299965         -9128491       -3067583.5        -11808864       -7020881.5
               -4              -18                7         -2353086       -60237.438         -9378922       -3283467.5        -11555407         -7515331
               -3              -18                7       -2312425.3       -485844.38         -9592545       -3444055.3        -11192777       -7973715.5
               -2              -18                7       -2299770.8       -976855.56         -9769363         -3549346        -10720977         -8396034
               -1              -18                7       -2005733.6       -1531715.4        -10513667       -3471172.8        -10455155         -8573074
                0              -18                7       -1428130.5       -1965548.5        -10408920       -3390036.3        -10226260         -8834082
                1              -18                7       -998319.75       -2498661.5         -9717674       -3693035.8         -9781619         -8966164
                2              -18                7       -583334.94       -3020003.8         -8916701       -3893670.3         -9463278         -9191174
                3              -18                7       -323889.13       -3475154.3         -8179284       -4014141.5         -9191240         -9396236
                4              -18                7       -219982.09       -3864113.3       -7505424.5       -4054450.5         -8965507         -9581350
                5              -18                7       -271613.81       -4186880.5       -6895119.5       -4014596.8         -8786077         -9746518
                6              -18                7       -478784.19         -4443455         -6348371         -3894580         -8652952         -9891737
                7              -18                7       -841493.81       -4633838.5       -5865179.5       -3694400.8         -8566130        -10017010
                8              -18                7       -1309611.8         -4706276       -5280575.5       -3628500.5         -8133929        -10243658
                9              -18                7         -1308730       -4780638.5         -4915169       -3665453.8       -7293309.5        -10656620
               10              -18                7         -1060302         -5003260         -4937851       -3361075.5       -7000625.5        -10917994
               11              -18                7        -868579.5         -5184182         -4913075       -3089386.5         -6700825        -11130877
               12              -18                7       -736275.44         -5324047         -4826889       -2861004.3       -6402352.5        -11298209
               13              -18                7       -723724.88         -5474790       -4309026.5         -2991995         -6334401        -11525429
               14              -18                7       -823718.75         -5363472         -3895086       -3098161.5         -5922132        -11892272
               15              -18                7       -963723.94         -5224130       -3464479.3       -3273370.8         -5474502        -12234750
               16              -18                7       -1143686.6         -5056921       -3017164.5       -3517657.5         -4991684        -12552768
               17              -18                7       -1363606.8         -4861843       -2553141.5       -3831021.5       -4473679.5        -12846320
               18              -18                7       -1623484.6       -4638898.5       -2072410.8       -4213463.5       -3920487.3        -13115413
              -18              -17                7         -5096294           526499         -4760250        763807.69        -13787838       -710679.44
              -17              -17                7       -5050490.5        743443.81       -5104118.5        681446.13        -13775764       -1190712.8
              -16              -17                7         -4983496        934674.06       -5461068.5        561557.31        -13744216       -1647146.4
              -15              -17                7       -4895308.5        1100189.6       -5831099.5        404141.31        -13693191       -2079980.5
              -14              -17                7         -4838707        1230257.8         -6233900        198645.09        -13438668       -2557874.5
              -13              -17                7         -4811694        1343215.6       -6726098.5            -2021        -12967625       -3097763.3
