           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -2866039.5          3286158       -225345.33       -275181.44       -152838.63       -18096.914
              -17              -18                7       -2992063.5          3355168       -950266.38       -635512.25       -174771.39       -10525.928
              -16              -18                7         -3101659          3404372       -1660642.4       -1021976.8       -180856.66        14968.018
              -15              -18                7       -3194825.8          3433769         -2356473       -1434574.9       -171094.47        58384.871
              -14              -18                7       -3271564.3        3443360.3         -3037758       -1873306.9        -145484.8         119724.7
              -13              -18                7       -3349893.5        3387533.5       -3840722.8         -2281078         68467.18        144214.19
              -12              -18                7       -3393756.5          3252832         -4672866         -2682429         351515.5        52998.617
              -11              -18                7         -3386341        3090902.8         -5375225         -3134083        535322.69       -93360.563
              -10              -18                7       -3350514.3        2923028.8         -6065601       -3610825.5        724227.69       -236187.25
               -9              -18                7       -3286275.5          2749210       -6743993.5       -4112655.3        918230.19       -375481.47
               -8              -18                7       -2321263.3        2598217.5       -7518285.5         -4731849        1283438.9       -604457.75
               -7              -18                7         -2216933          2366265       -8042533.5       -5376217.5        1233685.8       -809461.88
               -6              -18                7         -2106483        2094118.1         -8540104         -5926862        1275500.6       -965277.88
               -5              -18                7       -1989912.3        1781776.4         -9010997         -6383782        1408883.8       -1071906.1
               -4              -18                7       -1867221.1        1429239.8         -9455208         -6746978        1633835.1       -1129346.5
               -3              -18                7       -1738409.5        1036508.6         -9872744         -7016451        1950354.5         -1137599
               -2              -18                7       -1603477.4         603582.5        -10263601         -7192200        2358442.3       -1096663.8
               -1              -18                7       -1090355.5        229282.33        -11324479       -7234498.5          2360708       -994098.13
                0              -18                7       -148038.97        41511.402        -11351199         -7217635        2184530.8       -1041478.5
                1              -18                7        601495.31       -414576.88        -10471978         -7013130          2189050       -1143238.4
                2              -18                7        1340765.5       -795664.38         -9532856       -6800381.5          2100414       -1160499.5
                3              -18                7        1868607.8       -1150653.5         -8695084       -6548532.5          1929718       -1137961.5
                4              -18                7          2185022         -1479544         -7958661         -6257584        1676962.3       -1075624.3
                5              -18                7          2290008         -1782337         -7323586         -5927533        1342146.4       -973487.75
                6              -18                7        2183565.3       -2059031.5         -6789858       -5558383.5        925270.69       -831552.19
