           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -2419294.5        -14081021          2263903         13726961       -48238.492       -108479.81
              -17              -18                7       -2240219.3        -13042503        1614770.3         14260150        92092.961        438782.44
              -16              -18                7       -2055887.4        -12020289           980886         14944512        241402.25        930783.38
              -15              -18                7       -1866298.5        -11014378        362250.34         15780044        399689.31        1367522.5
              -14              -18                7         -1671453        -10024769       -241137.34         16766747        566954.19        1749000.6
              -13              -18                7       -1399856.5         -9151271       -847361.81         17764226        739406.25        1946713.3
              -12              -18                7       -1142773.8         -8601362         -1375447         18656132        860338.31          1933921
              -11              -18                7       -955044.63         -8260184       -1827661.5         19502316        934137.38        1895483.9
              -10              -18                7       -766968.38         -7980042         -2252786         20356440        1008845.1        1847201.3
               -9              -18                7          -578545         -7760934       -2650819.5         21218498        1084461.3        1789073.1
               -8              -18                7       -400044.22       -5649218.5       -3225672.5         23748220        1168454.5        1025926.8
               -7              -18                7       -25256.211         -4281251       -3445228.8         25559166          1392788        774351.88
               -6              -18                7        356224.63       -3127511.3         -3634601         27102368        1610737.6        513353.75
               -5              -18                7        744397.63         -2188001         -3793788         28377810          1822303        242932.69
               -4              -18                7        1139263.4       -1462719.8       -3922790.3         29385500        2027483.9       -36911.688
               -3              -18                7        1540821.4       -951667.06         -4021608         30125438        2226280.8       -326178.69
               -2              -18                7        1949072.1       -654843.38       -4090241.3         30597624        2418693.3       -624869.25
               -1              -18                7        2413402.3        -728360.5       -3960922.8         30247968        2552936.8          -469414
                0              -18                7          2855768        -745979.5         -3876637         30009322        2299629.5         -64667.5
                1              -18                7        3296938.5       -441704.63       -3678071.3         28714140        2007586.3        923858.75
                2              -18                7        3793229.8       -586557.56         -3566530         27791590        1999965.3        668077.25
                3              -18                7          4288103       -945498.69       -3470622.5         26837816        2018717.9        314315.19
                4              -18                7        4781559.5       -1518527.4       -3390348.5         25852820        2063844.4       -137427.44
                5              -18                7          5273600         -2305645       -3325708.5         24836602        2135344.3          -687151
                6              -18                7          5764221       -3306849.5         -3276702         23789152        2233217.5       -1334854.4
                7              -18                7        6253426.5       -4522143.5       -3243329.8         22710484        2357464.8       -2080539.3
                8              -18                7          6562965         -5635909       -3152317.8         21317834        2388533.5       -2674958.3
                9              -18                7        6652457.5       -6058134.5       -3402796.3         19952656          2139262         -2536080
               10              -18                7        6971343.5         -6707500       -4006760.8         19256232        1987942.4       -2444430.5
               11              -18                7          7266946         -7328828         -4612966         18570852        1835109.8       -2336780.3
               12              -18                7          7536845       -7926132.5         -5219119         17897446        1681580.3       -2213483.8
               13              -18                7          7731193         -8657405         -5749834         17237262        1528581.5       -2063617.4
               14              -18                7          7961717         -9441193         -6155963         16149505          1289423       -1760785.8
               15              -18                7          8149687        -10162014       -6542590.5         15088774        1055536.6       -1469050.5
               16              -18                7          8295075        -10819824         -6909783         14055326        826961.25       -1188489.1
               17              -18                7          8397881        -11414625         -7257540         13049159        603697.13       -919102.06
               18              -18                7          8458108        -11946418         -7585862         12070274        385744.22       -660889.31
              -18              -17                7         -1746346        -14432770        2111238.3         12843959       -175057.42       -562359.44
              -17              -17                7       -1542231.8        -13339754        1435242.8         13308116       -29150.789       -10787.953
              -16              -17                7       -1332860.6        -12263040        774495.88         13923443        125733.64           485522
              -15              -17                7       -1118232.6        -11202628        128997.17         14689943        289595.94         926570.5
              -14              -17                7       -835575.06        -10218852       -530762.75         15488954        452597.41        1220467.8
              -13              -17                7       -486726.75         -9339508       -1177439.6         16295417        622594.69        1327143.5
              -12              -17                7          -129070         -8518806       -1775669.1         17208762        810980.13        1317047.3
              -11              -17                7        111617.75       -8085576.5         -2258140         18095430         923314.5        1261282.1
