           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -32267.344        344874.72        -14005178          7692965       -82147.883       -385931.19
              -17              -18                7        388352.91        909347.75        -14013518          7692023        -112451.8       -414839.44
              -16              -18                7        799002.31        1465108.3        -13989330          7669425       -121976.77       -443907.69
              -15              -18                7        1199680.6        2012155.4        -13932608        7625170.5       -110722.82       -473135.94
              -14              -18                7        1590388.1        2550490.3        -13843356          7559259       -78689.945       -502524.13
              -13              -18                7        2054489.5        3013636.5        -13633472        7458205.5        -60521.75       -521505.06
              -12              -18                7        2474203.8          3411270        -13269283        7288379.5       -56138.563       -523945.31
              -11              -18                7        2789476.8          3804311        -12842519          7061387       -41605.617       -515374.44
              -10              -18                7        3086223.5        4191600.8        -12373534          6805364       -21151.211       -498720.66
               -9              -18                7          3364444          4573139        -11862328        6520310.5         5224.668       -473983.88
               -8              -18                7        3596945.5          5028931        -11687929          6535365        31295.117          -568287
               -7              -18                7        3866401.3        5417731.5        -10439951          5833447       -11303.664       -600125.25
               -6              -18                7        4089243.8          5758906         -9166660          5118422       -9244.9531          -618198
               -5              -18                7        4265472.5        6052452.5       -7868057.5        4390289.5        37471.125       -622505.31
               -4              -18                7        4395087.5          6298371         -6544142        3649050.3        128844.66       -613047.06
               -3              -18                7          4478090          6496663       -5194914.5        2894702.5        264875.56        -589823.5
               -2              -18                7          4514479        6647328.5       -3820373.3        2127247.8        445563.94       -552834.38
               -1              -18                7        4527747.5        6756238.5       -2059583.5          1135226        480905.75       -350055.53
                0              -18                7          4468958          6863564        222341.19       -101049.88       -61008.266        33074.156
                1              -18                7        4576697.5          6741877        1831546.8        -946645.5        64036.688        60148.445
                2              -18                7          4622807          6603075          3419337       -1801040.3        120664.36        140084.05
                3              -18                7          4606622          6437439          4967767       -2636782.5        160697.48         211602.3
                4              -18                7          4528142        6244971.5          6476837       -3453871.8        184135.92        274703.19
                5              -18                7        4387366.5        6025668.5          7946549         -4252310         190979.8        329386.78
                6              -18                7        4184295.3          5779533          9376900         -5032095        181229.14        375652.94
                7              -18                7        3918928.8          5506564         10767891       -5793228.5        154883.77        413501.91
                8              -18                7        3431936.8          5246871         11944202       -6424463.5        95377.031        441467.38
                9              -18                7        2964512.5        4891257.5         12340877         -6657037        47255.352        465995.31
               10              -18                7        2804360.8        4423363.5         12654424         -6872141        40490.926        497105.59
               11              -18                7          2622775        3955820.3         12950016       -7065738.5         38122.68        519297.94
               12              -18                7          2414625        3489284.3         13230255         -7238209        37901.801        533248.38
               13              -18                7        2010737.8        3049030.8         13556607         -7402251       -28907.914        558573.56
               14              -18                7        1658648.8        2507673.3         13691683       -7507391.5        4147.7891        542385.06
               15              -18                7        1285344.1        1965776.3         13801600       -7589278.5        30258.383        517402.97
               16              -18                7         890775.5        1423403.1         13886448       -7647934.5         49363.93        483646.06
               17              -18                7        474942.94        880554.38         13946229         -7683359         61464.43        441114.31
               18              -18                7        37846.391        337229.91         13980941         -7695552        66559.883        389807.75
              -18              -17                7       -41410.305        378719.66        -14512580          7212484        143803.66       -493074.94
              -17              -17                7        413777.81        924755.38        -14508890          7200833        122537.42          -524425
