           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7         -59592.5       -383191.63         11828546         -8576899        136656.27        370791.06
              -17              -18                7       -632323.13       -1009036.6         11841004         -8576170        174643.86        402009.69
              -16              -18                7       -1192981.8       -1625443.1         11826545         -8551574        191942.16        433732.38
              -15              -18                7       -1741567.9         -2232411         11785170         -8503111        188551.25        465959.19
              -14              -18                7       -2278082.3         -2829940         11716878         -8430782        164471.06        498689.97
              -13              -18                7       -2866833.5       -3343909.5         11536005       -8319218.5        152596.38        520869.75
              -12              -18                7       -3393535.5         -3784591         11220218         -8130916        151244.47        526229.38
              -11              -18                7         -3815385       -4220042.5         10858466         -7879252        136810.55        520259.03
              -10              -18                7         -4217333       -4649280.5         10462190       -7595561.5        114343.76        505674.91
               -9              -18                7       -4599377.5       -5072303.5         10031393       -7279842.5        83844.063        482477.09
               -8              -18                7         -4959510       -5579593.5          9862267       -7296067.5        86033.945        590416.63
               -7              -18                7       -5337344.5         -6013845          8808919         -6513974        140936.48        628931.31
               -6              -18                7         -5655131         -6395173          7734581       -5716684.5        147710.73        652937.25
               -5              -18                7         -5912870         -6723576        6639252.5       -4904200.5        106356.78        662434.31
               -4              -18                7         -6110561         -6999055          5522934       -4076519.5        16874.563        657422.63
               -3              -18                7         -6248205       -7221610.5        4385625.5         -3233644       -120735.77        637902.13
               -2              -18                7       -6325801.5         -7391242          3227326       -2375572.3        -306474.5        603872.75
               -1              -18                7         -6367951       -7514160.5        1743968.3         -1266934       -391259.75        385154.66
                0              -18                7         -6339371         -7634023       -198160.41        113837.12        51974.578       -36470.383
                1              -18                7       -6414182.5         -7497320         -1570046        1059381.8       -75015.328       -59807.523
                2              -18                7         -6422226       -7341374.5       -2918005.5        2014544.3        -147975.7       -142386.55
                3              -18                7         -6360228       -7155404.5         -4232129        2948471.8       -202341.91       -216020.41
                4              -18                7       -6228190.5         -6939410         -5512415        3861162.8       -238114.03       -280709.09
                5              -18                7         -6026113       -6693389.5         -6758867          4752620       -255291.98       -336452.66
                6              -18                7       -5753993.5         -6417343         -7971481        5622839.5       -253875.91       -383250.97
                7              -18                7         -5411835         -6111272         -9150261        6471826.5       -233865.67       -421104.22
                8              -18                7         -4851454       -5820628.5        -10149292          7175677       -178432.75       -448553.09
                9              -18                7       -4285967.5       -5425977.5        -10477034        7433732.5       -134141.23       -471881.53
               10              -18                7       -3997745.3         -4906563        -10728486          7671499       -133089.78       -502283.25
               11              -18                7       -3688617.8       -4387780.5        -10968095          7885511       -134313.66       -523262.41
               12              -18                7       -3353656.3         -3870339        -11198400          8076197       -135740.17       -535597.88
               13              -18                7         -2830956       -3381521.3        -11478961          8257861       -73886.711       -561836.06
               14              -18                7       -2331650.8         -2780089        -11582180          8373587       -101884.72       -543449.88
               15              -18                7       -1811343.5       -2178331.3        -11666264          8463627       -120617.73       -515559.13
               16              -18                7       -1270003.4       -1576318.9        -11731300          8528008       -130030.34       -478183.84
               17              -18                7       -707630.75       -974052.88        -11777284          8566728       -130122.55       -431324.09
               18              -18                7        -124225.3       -371532.63        -11804222          8579787       -120894.35       -374979.81
              -18              -17                7       -55754.945       -420692.38         12470224         -8040560       -69970.273        494380.41
              -17              -17                7       -657852.88       -1026140.9         12473331         -8027932       -40342.953         528355.5
              -16              -17                7       -1247878.8       -1622150.6         12449522         -7991437        -31404.84        562834.63
              -15              -17                7       -1825832.3         -2208722         12398796       -7931074.5       -43156.035        597817.94
              -14              -17                7       -2450742.3         -2712730         12252586         -7836087       -48812.891        624971.13
              -13              -17                7         -3114853       -3143232.5         11995830       -7710778.5       -44642.016           642927
              -12              -17                7         -3762297       -3569267.8         11685800         -7566246       -53695.563        658793.44
              -11              -17                7         -4238578         -3989533         11315968       -7340183.5       -66315.148        650063.13
              -10              -17                7       -4654643.5         -4403423         10907942       -7067033.5       -84967.055        627476.63
               -9              -17                7         -5050808       -4811099.5         10465393       -6761856.5       -111651.85        596276.38
               -8              -17                7         -5600359         -5237236         10569196         -7052893       -282629.06        892964.88
