           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -217755.78       -156998.88         20496416        -13030342       -190908.08       -4652.1836
              -17              -18                7       -211320.45       -107426.56         20908904        -11908478       -116531.35        4915.4634
              -16              -18                7       -202863.55       -65571.281         21308800        -10722879       -83849.219        667.14063
              -15              -18                7       -192384.78       -31433.057         21696102         -9473548        -92861.75        -17397.16
              -14              -18                7       -179884.25       -5011.8301         22070810         -8160481       -143568.94       -49277.445
              -13              -18                7        -236717.3        -27003.16         22352352       -6833956.5       -151711.95       -149288.78
              -12              -18                7       -353721.59       -103240.64         22520724         -5572346       -155304.13       -239056.52
              -11              -18                7       -471363.09       -201238.64         22657620       -4331912.5       -201756.39       -265243.16
              -10              -18                7       -599347.25       -321139.94         22750908       -3072085.3       -250594.63        -285681.5
               -9              -18                7       -737674.25       -462944.44         22800584       -1792861.8       -301818.75       -300371.53
               -8              -18                7       -64764.961         16625.75         23901732        93756.914       -745876.38       -494022.28
               -7              -18                7         5425.457        106108.14         24023524        2028989.6       -801988.69       -614667.94
               -6              -18                7        35924.969        150039.95         24098528        3888706.5       -847967.13       -697263.19
               -5              -18                7        26733.422        148421.19         24126744          5672906       -883811.75       -741807.88
               -4              -18                7       -22149.148        101251.88         24108170        7381587.5        -909522.5          -748302
               -3              -18                7       -110722.66        8531.9219         24042812          9014754       -925099.31       -716745.44
               -2              -18                7       -238987.25       -129738.48         23930666         10572404       -930542.38       -647138.56
               -1              -18                7       -321155.75       -358622.53         23314162         11863288       -609396.69       -505446.59
                0              -18                7        -48199.66       -511773.16         23047350         13351767       -28186.773       -230996.83
                1              -18                7        207365.03       -224567.59         22974108         14088982        649473.63        626397.75
                2              -18                7        304295.03          -146190         23004362         14997082        709257.31        723908.63
                3              -18                7        348355.69       -128125.41         22967886         15833312        714252.56        723969.44
                4              -18                7           339547       -170373.73         22864674         16597672        664459.63        626580.75
                5              -18                7        277868.88       -272935.03         22694728         17290164        559878.19        431742.41
                6              -18                7        163321.38       -435809.03         22458050         17910784         400508.5        139454.67
                7              -18                7        -4095.625       -658996.25         22154634         18459534        186350.28       -250283.09
                8              -18                7          -138325       -786095.44         21757620         18761342        -51343.02       -545060.13
                9              -18                7        1871.5605       -603817.75         21180012         18858004       -104744.05       -357826.25
               10              -18                7        120785.16       -586963.38         20583474         19222134       -94450.477       -270578.59
               11              -18                7        222329.89       -573206.94         19952708         19573228        -81632.68        -187443.2
               12              -18                7        300411.91       -565860.06         19294350         19913198       -68201.734       -110035.02
               13              -18                7        168438.78       -685323.13         18786638         20307518       -104590.39       -77894.367
               14              -18                7        157321.75       -696714.06         17927820         20265786       -75121.273       -89451.266
               15              -18                7        134558.77       -697894.44         17041130         20238444       -47566.395       -110301.78
               16              -18                7        100071.19       -688936.69         16126742         20225754       -21959.656       -140416.92
               17              -18                7        53858.988       -669840.75         15184656         20227724        1698.9238       -179796.72
               18              -18                7       -4077.8257       -640606.88         14214874         20244348        23409.365       -228441.17
              -18              -17                7       -692786.69       -294882.78         20360896        -13145718       -417506.56        879.36816
              -17              -17                7       -677843.75       -241498.13         20776276        -12011156       -360318.53        3680.2783
              -16              -17                7       -660878.88       -195830.56         21179064        -10812860       -344825.19        -7334.791
              -15              -17                7       -641892.25       -157880.05         21569258         -9550829       -371026.41       -32165.832
              -14              -17                7          -686293       -160364.91         21896046         -8260968       -361153.81       -116438.05
              -13              -17                7       -797125.44       -209164.89         22111816         -6971962       -308812.47       -261041.28
              -12              -17                7       -916168.44       -276537.75         22247456       -5660407.5       -282344.59       -424973.66
              -11              -17                7       -1040748.6       -377293.59         22359788       -4390923.5       -309513.13       -485237.25
              -10              -17                7       -1174745.9       -503502.47         22439658       -3118715.8       -348818.56       -510002.09
               -9              -17                7       -1319085.8       -651614.63         22475920       -1827112.9       -390509.88       -529018.69
               -8              -17                7       -343320.16        164675.91         23807752       -1699.5625       -1325548.5       -883985.75
               -7              -17                7        14045.652        627065.19         24349588        1877322.3       -1936063.6       -1327584.3
               -6              -17                7       -65149.414        623765.75         24394736          3802289       -2208580.5       -1620829.1
               -5              -17                7        -184035.5        574915.56         24393094          5651741       -2470963.3       -1876023.9
               -4              -17                7       -342612.63        480515.06         24344668        7425674.5       -2723212.5       -2093167.9
               -3              -17                7       -540880.63        340563.75         24249452          9124092       -2965327.5       -2272261.3
               -2              -17                7       -675825.81       -204055.98         23281758         10268323       -1638087.1       -1657570.9
               -1              -17                7        -482408.5       -509609.94         22507254         11493955       -142558.17       -992119.13
                0              -17                7        333548.03       -605760.06         22175166         13118837        -161919.3       -1004276.3
                1              -17                7        519750.53       -588499.38         22257768         13996508           272354          -511225
                2              -17                7        623847.88       -651753.25         22297212         14836926        377392.84       -416826.38
                3              -17                7        675075.88       -775320.13         22269916         15605474        427643.47       -419877.44
                4              -17                7        673434.38       -959199.75         22175888         16302153        423105.75       -520377.56
                5              -17                7        618923.56       -1203392.4         22015124         16926962        363779.53       -718327.94
                6              -17                7        511543.38       -1507897.6         21787630         17479900        249665.11       -1013727.4
                7              -17                7        351293.69       -1872716.4         21493396         17960968        80762.266         -1406577
                8              -17                7        443369.31       -1687312.5         21213464         17880436        965.60767       -1101881.5
                9              -17                7         591739.5       -1334418.6         20707618         17759152       -64722.457       -741414.38
               10              -17                7        697723.06       -1316276.6         20161412         18150914       -65553.344       -683497.69
               11              -17                7        786337.75       -1301232.8         19580980         18529640       -63860.004       -629693.44
               12              -17                7        694248.69       -1349220.1         19130946         18937080       -105865.27       -603459.38
