           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7           271777        85653.109         530240.5       -923727.94         14782143        3743335.5
              -17              -18                7        592619.81        147069.19        362688.63       -968759.63         14911460        3776394.5
              -16              -18                7        918977.31        215845.33        227010.14          -997915         14984869        3792394.5
              -15              -18                7        1250849.3        291981.47        123205.05       -1011194.1         15002366        3791334.5
              -14              -18                7        1588235.6        375477.66        51273.313       -1008596.9         14963958          3773215
              -13              -18                7        1955800.6        457938.72        23794.438        -988502.5         14696733        3735886.5
              -12              -18                7          2424185         550664.5        71260.516       -947912.25         14300136          3659706
              -11              -18                7          2976273        661703.69        161157.17       -889640.88         13908068        3552443.5
              -10              -18                7        3544206.5           778913        262535.75       -820454.31         13466792        3433717.5
               -9              -18                7        4127985.5        902292.38        375396.25       -740352.38         12976305        3303527.5
               -8              -18                7        4130178.3        946829.13       -479030.41        -810727.5         11913119        3108500.8
               -7              -18                7          4585893        1068443.5       -223744.33       -746255.19         11178897        2937006.3
               -6              -18                7        5078731.5          1192646       -67626.641       -673402.75         10227934        2702837.8
               -5              -18                7          5608694        1319436.4       -10677.516       -592170.06          9060228        2405994.8
               -4              -18                7          6175779        1448814.5       -52896.859       -502557.25        7675778.5        2046477.1
               -3              -18                7          6779989        1580780.9       -194284.39       -404564.31          6074587        1624285.1
               -2              -18                7          7421323          1715335       -434840.53       -298191.19        4256652.5        1139418.8
               -1              -18                7          7925415          1850929       -285920.75       -134656.95        2310284.8         576498.5
                0              -18                7          7695840        1848442.4        240540.88        46475.613       -97777.719        -39148.25
                1              -18                7        7399905.5        1785928.6        232212.75        179001.19       -2048836.1          -571717
                2              -18                7          7053286        1697532.9        292835.59        298051.88       -3876047.5       -1075381.9
                3              -18                7          6630216        1595498.4        356255.88        404669.38       -5592555.5       -1534778.4
                4              -18                7          6130695        1479825.4        422473.53        498853.59       -7198358.5       -1949905.9
                5              -18                7        5554722.5        1350513.8        491488.72        580604.69         -8693460       -2320765.5
                6              -18                7        4902298.5        1207563.4        563301.31         649922.5        -10077856       -2647355.8
                7              -18                7        4173423.8        1050974.5        637911.38        706807.13        -11351551       -2929678.3
                8              -18                7        3518007.3        912085.13        642486.56        747322.88        -12357428       -3162592.5
                9              -18                7        3286663.5        833432.19        407807.44        799209.56        -12834441       -3322588.3
               10              -18                7        2989915.8        731130.25        177328.84        863284.75        -13362606       -3456380.5
               11              -18                7        2681916.8        630936.88       -35496.078        916962.25        -13847645       -3581033.5
               12              -18                7        2363571.3        533332.75       -221431.97        960543.75        -14296665         -3695265
               13              -18                7          2048849        451905.63       -113933.13        1004456.2        -14917025         -3755192
               14              -18                7        1681727.8        358159.91        -168734.7        1022398.1        -15100898       -3798212.3
               15              -18                7        1323284.8        272881.75       -240459.47        1023744.3        -15184118       -3819687.5
               16              -18                7           973542        196080.86       -329023.44        1008502.9        -15166894       -3819616.5
               17              -18                7        632499.88        127757.22       -434426.47        976673.88        -15049224       -3797998.8
               18              -18                7        300158.22        67910.898       -556668.75        928257.25        -14831110       -3754835.3
              -18              -17                7        154696.16        36234.449        915647.94          -874362         15041410          3459181
              -17              -17                7        522263.56        93550.953        792301.19       -913015.38         15183304          3483825
              -16              -17                7         895345.5         158227.5        700827.88       -935792.25         15269288          3491409
              -15              -17                7          1273942        230264.05        641227.94       -942692.81         15299364          3481933
              -14              -17                7        1693407.4        301203.19        623268.63          -930964         15115011        3453933.3
              -13              -17                7        2129064.5        365347.38        644494.31       -906862.25         14755614        3412018.5
              -12              -17                7          2541104        428543.94        695288.75       -874861.19         14377090        3358975.8
              -11              -17                7        3057263.5        517928.88        783047.63       -821732.88         13984862        3258137.5
              -10              -17                7          3618768        619882.44        886117.81       -754522.94         13547982          3136223
               -9              -17                7        4196117.5        728006.06        1000670.1       -676397.88         13061892        3002844.8
               -8              -17                7        4132480.5        717251.13       -472915.97       -811539.56         12233952        2812097.8
               -7              -17                7          4572318        777014.56       -1235886.4       -838372.38         11474225        2635699.8
               -6              -17                7          5309109        895861.06       -1087104.6       -764415.19         10605885        2450049.5
               -5              -17                7          6083024        1017295.5         -1037491       -682077.88          9520799          2201725
               -4              -17                7        6894062.5        1141317.9       -1087046.1       -591360.38        8218973.5        1890725.9
