           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        393495.25       -330118.13        442416.69       -401911.56         13566190         -4191639
              -17              -18                7        389900.94       -458438.06        853620.88       -598003.31         13761567       -3785706.3
              -16              -18                7        371670.13        -605474.5        1274070.9       -831880.75         13955380         -3322881
              -15              -18                7        338802.41       -771227.56        1703766.9       -1103544.5         14147624       -2803163.3
              -14              -18                7        291297.97       -955697.06        2142708.3       -1412994.3         14338304         -2226553
              -13              -18                7        290152.16         -1123124          2612411         -1761378         14468973       -1492410.3
              -12              -18                7        434591.69       -1252428.3        3131707.3       -2132453.8         14594178          -691070
              -11              -18                7           669302       -1373192.8        3670863.5         -2513417         14745254         82001.75
              -10              -18                7        917002.44       -1487703.6        4204052.5       -2926773.3         14879414        872157.06
               -9              -18                7          1177693       -1595961.1          4731274       -3372522.3         14996658        1679396.3
               -8              -18                7        938385.88         -1676908          4637407       -3912254.8         14806729          2510881
               -7              -18                7        988038.25         -1960348          5070647         -4479436         15219877        3416440.5
               -6              -18                7        1092268.8         -2205002        5371742.5         -5009595         15478316          4337081
               -5              -18                7        1251077.6       -2410870.8        5540693.5         -5502732         15582054          5272802
               -4              -18                7        1464464.8       -2577953.5          5577501         -5958847         15531082        6223603.5
               -3              -18                7        1732430.1         -2706251          5482165         -6377941         15325408          7189486
               -2              -18                7          2054974       -2795762.5          5254684         -6760012         14965030          8170449
               -1              -18                7        2251754.8         -2740363        5267141.5         -7257801         14537190          9064182
                0              -18                7        2222032.3       -2400973.8          5212288       -7673079.5         14062962          9910488
                1              -18                7        2206079.5       -2254589.5          5004017       -7443781.5         13253003         10331300
                2              -18                7        2216433.3       -2008062.6          4660043       -7292441.5         12489928         10891685
                3              -18                7        2196153.5       -1779950.9        4301348.5         -7134257         11690615         11381626
                4              -18                7        2145240.5       -1570254.1        3927932.8         -6969229         10855060         11801126
                5              -18                7        2063693.9         -1378972        3539794.5         -6797357          9983263         12150181
                6              -18                7        1951513.5       -1206105.3          3136935         -6618640          9075224         12428794
                7              -18                7        1808699.9         -1051653        2719353.8       -6433079.5          8130944         12636964
                8              -18                7        1632910.5       -972929.38        2409729.3       -6047487.5          7153105         12901962
                9              -18                7        1508413.4       -899730.06        2211834.8         -5444217        6327242.5         13272882
               10              -18                7        1429929.5        -665740.5        1852273.8         -5107199          5589174         13465020
