           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7          4704719         -8723432       -1116954.5          5076846        208106.14        51711.148
              -17              -18                7          4675897         -8939756         -1147889          5109247        762362.94        30581.127
              -16              -18                7          4660078         -9156857       -1221961.5        5132028.5        1253587.9        3450.6255
              -15              -18                7        4657261.5         -9374736         -1339172        5145190.5        1681780.6       -29680.367
              -14              -18                7          4667447         -9593394       -1499520.1        5148732.5        2046941.4       -68811.836
              -13              -18                7        4669779.5         -9792418       -1675292.4        5154195.5        2345250.5       -95393.813
              -12              -18                7          4679605         -9912171         -1847020        5140434.5        2515734.5       -66847.016
              -11              -18                7          4711746         -9981400         -2025636          5111015        2594805.5       -16422.133
              -10              -18                7        4750934.5        -10046296         -2233605        5078186.5        2650051.3        27060.992
               -9              -18                7        4797168.5        -10106857       -2470926.5        5041947.5          2681471        63602.316
               -8              -18                7        4703157.5        -10371869       -2940099.5          4913634        2661583.8        148998.78
               -7              -18                7          4804462        -10600153       -3355132.3        4807605.5          2530341        240872.11
               -6              -18                7          4913277        -10799165       -3732091.8          4709050        2335202.3        295998.72
               -5              -18                7          5029604        -10968908       -4070978.3          4617968        2076167.4         314378.5
               -4              -18                7        5153443.5        -11109379       -4371790.5          4534359        1753236.9        296011.56
               -3              -18                7        5284794.5        -11220580         -4634530          4458222        1366410.4        240897.88
               -2              -18                7          5423657        -11302511       -4859196.5          4389559        915687.75        149037.45
               -1              -18                7          5563248        -11392696         -4954342        4386169.5        442477.53        25716.219
                0              -18                7        5659164.5        -11417575         -4758127          4444638       -190522.19        32695.305
                1              -18                7          5608417        -11399945       -4504750.5          4468574          -699219       -14567.125
                2              -18                7        5538094.5        -11356130         -4243374          4471227       -1129167.1       -60075.156
                3              -18                7        5430245.5        -11280909       -3985545.8        4475728.5       -1526712.5       -85064.813
                4              -18                7          5284870        -11174282         -3731266          4482079       -1891855.5        -89536.18
                5              -18                7        5101967.5        -11036247       -3480533.8          4490278       -2224596.5       -73489.227
                6              -18                7          4881539        -10866805       -3233349.8          4500326         -2524934       -36924.039
                7              -18                7          4623584        -10665960         -2989714        4512222.5       -2792870.3        20159.514
                8              -18                7          4431706        -10395003       -2700830.5          4549776       -2925189.8        40169.082
                9              -18                7          4567599        -10171440       -2452760.8        4598547.5         -2833509        5323.7324
               10              -18                7          4675247        -10066206         -2335237          4609038       -2822613.3        45837.418
               11              -18                7        4759618.5         -9961575       -2220513.5          4622319       -2784651.3        89831.742
               12              -18                7          4820984         -9856467         -2102456          4639493       -2722330.5        136901.63
               13              -18                7          4864354         -9714399       -1802706.9          4703721       -2710824.8        171969.34
               14              -18                7        4855357.5         -9505695       -1641056.4          4750910       -2439710.8        138294.72
               15              -18                7          4835768         -9301075       -1494354.5          4802901       -2079466.9        112936.15
               16              -18                7          4805606         -9100580       -1362531.8          4859712       -1630209.1        95937.406
               17              -18                7          4764869         -8904208       -1245588.5          4921341       -1091937.6        87298.477
               18              -18                7        4713559.5         -8711962       -1143524.5        4987789.5       -464652.44        87019.375
              -18              -17                7        4745832.5         -8705660       -1058956.3          5201074       -60059.973        123717.92
              -17              -17                7          4728985         -8923290       -1085396.1          5249739        485762.28        101554.18
              -16              -17                7          4725140         -9141699       -1154973.9          5288785        968552.56        73389.945
              -15              -17                7          4734297         -9360885       -1267689.6        5318210.5        1388310.8        39225.227
              -14              -17                7          4743713         -9562170       -1390877.6          5353329        1740760.3        11857.727
              -13              -17                7          4748840         -9742548       -1542478.5        5382302.5        2044038.8        4003.8047
              -12              -17                7        4759763.5         -9917971       -1757734.6          5387524        2307764.8        8113.0859
              -11              -17                7          4787116        -10006835         -1969220        5358786.5        2417497.3        53870.109
              -10              -17                7          4824181        -10069830       -2195890.3          5321834        2471655.5         102464.7
               -9              -17                7          4868292        -10128490       -2451913.3          5281472        2501988.5        144117.55
               -8              -17                7        4699300.5        -10486921       -2946122.8          5151147        2512491.8        268525.91
               -7              -17                7          4682394        -10797536         -3430058          5007381        2343804.3        395055.59
               -6              -17                7          4845155        -10974179       -3871651.5        4885180.5        2097990.8        459653.84
               -5              -17                7          5015427        -11121552         -4275172          4770454        1788281.1        487505.31
               -4              -17                7          5193211        -11239655         -4640619          4663200        1414675.4        478610.09
               -3              -17                7        5378507.5        -11328487         -4967993        4563419.5        977173.75        432968.06
               -2              -17                7          5587482        -11397338         -5144112          4627466           428560        328326.41
               -1              -17                7        5716420.5        -11500257       -5268925.5          4670293       -241651.59        216732.13
                0              -17                7          6044767        -11391845         -5267716        4703623.5       -1117979.8         433853.5
                1              -17                7          5984062        -11382430       -5044246.5        4663628.5       -1574849.1        351275.19
                2              -17                7          5894631        -11344998         -4829218          4613298       -1984238.5           288201
                3              -17                7          5767674        -11276158       -4617737.5        4564815.5         -2361225        245645.06
                4              -17                7          5603189        -11175912         -4409805          4518182       -2705808.8        223607.36
                5              -17                7          5401179        -11044259       -4205421.5          4473398         -3017990        222088.03
                6              -17                7          5161642        -10881200         -4004585        4430461.5         -3297769        241086.97
                7              -17                7          4884578        -10686734       -3807296.8        4389374.5       -3545145.8        280604.28
                8              -17                7          4868483        -10329893         -3383447          4482922       -3378435.5        145099.31
                9              -17                7          4915789        -10004429       -2983429.3        4561919.5       -3141144.3        58404.527
               10              -17                7          5010241         -9904316       -2838890.3          4572890       -3094021.8        97491.109
               11              -17                7          5081416         -9804805       -2697151.8          4586650         -3019833        140058.31
               12              -17                7          5124913         -9680293         -2391760        4632644.5         -2974521        175304.39
               13              -17                7          5137900         -9545622       -2074123.9          4703437       -2898269.5        207306.09
               14              -17                7        5120790.5         -9406638       -1788288.4        4793368.5       -2775293.3        238289.02
               15              -17                7          5076025         -9215854       -1610381.3          4861629         -2419697        213545.19
               16              -17                7          5019968         -9023352       -1456893.5          4930792         -1956068        190447.91
               17              -17                7        4953336.5         -8834976         -1318285          5004774       -1403425.3        175710.47
               18              -17                7          4876131         -8650725       -1194555.8        5083574.5       -761768.75        169332.83
              -18              -16                7          4856388         -8661336       -1017370.7          5317944       -309843.88        195634.55
              -17              -16                7        4851513.5         -8880273       -1039315.8          5382873        227543.88        172437.08
              -16              -16                7        4859642.5         -9099988       -1104398.9          5438183        701899.69        143239.09
              -15              -16                7        4876098.5         -9303525       -1175031.3          5502937        1108491.6        115118.27
              -14              -16                7          4895727         -9487662         -1269288          5565139        1465447.5        101230.01
              -13              -16                7          4921154         -9666845       -1427199.8          5603590        1782850.8        99304.805
              -12              -16                7          4952379         -9841070       -1648766.8          5618290        2060700.9        109342.83
              -11              -16                7          4989140        -10007146       -1931342.3          5608661        2294255.5        132253.53
              -10              -16                7        5024081.5        -10068239       -2176713.8          5567585        2347326.5        185959.59
               -9              -16                7          5050131        -10154451       -2467148.8        5520008.5          2388884        242180.72
               -8              -16                7        4934132.5        -10547046         -2913881        5424554.5        2425243.3        406940.66
               -7              -16                7          4833102        -10985037       -3345573.8          5298792        2255191.5        609452.69
               -6              -16                7        4949275.5        -11239448       -3819758.5          5153752        1948104.3        730026.94
               -5              -16                7          5173493        -11364452         -4287913          5015381        1587719.8        767350.13
               -4              -16                7          5461755        -11394314         -4703316        4976125.5        1166027.9        747810.13
               -3              -16                7        5791000.5        -11390591       -5061395.5        4987176.5        619687.25        647904.44
               -2              -16                7        6090523.5        -11447827         -5376807          4929908       -76376.641        481675.44
               -1              -16                7          6200256        -11451751       -5609248.5        4893690.5       -819598.25        410291.31
                0              -16                7          6458643        -11343970         -5606850        4838088.5         -1813503        607334.19
                1              -16                7          6703891        -11286027       -5563387.5          4814688       -2441799.3        631993.13
                2              -16                7          6595351        -11254975         -5394707          4711373       -2830629.5        551352.69
                3              -16                7          6449285        -11192518         -5229575        4609907.5       -3187057.5         491230.5
                4              -16                7          6265692        -11098652         -5067990          4510290       -3511082.5        451626.63
                5              -16                7        6044573.5        -10973382       -4909953.5          4412522       -3802704.5        432541.03
                6              -16                7        5785927.5        -10816703         -4755465        4316602.5       -4061924.5        433973.75
                7              -16                7          5588538        -10559391       -4443652.5          4338272         -4086049        347625.41
                8              -16                7          5463438        -10226016       -3998245.5        4426177.5         -3881094        223628.88
                9              -16                7          5364451         -9856265       -3503894.5          4511640       -3548300.3        126716.92
