           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7           136264         30510012       -399741.75        396912.81         10987113        1622461.9
              -17              -18                7       -276602.22         29426442       -771347.38        918303.38         11307169        1148519.5
              -16              -18                7        -630371.5         28307694       -1064571.4        1333769.3         11616159        683976.75
              -15              -18                7       -925042.88         27153760       -1279413.5          1643310         11914084        228833.69
              -14              -18                7         -1160617         25964646       -1415873.9        1846925.9         12200945       -216910.13
              -13              -18                7         -1336951         24831480       -1444931.3          1932829         12417302       -516590.38
              -12              -18                7         -1468085         23917964         -1319026        1743445.8         12487904       -483685.72
              -11              -18                7       -1548001.1         23092724         -1084545        1389216.8         12480546       -310998.69
              -10              -18                7       -1597228.3         22265300       -808158.44          1000837         12444307       -113573.85
               -9              -18                7       -1615766.5         21435682       -489866.38        578306.38         12379184        108589.11
               -8              -18                7       -1564125.6         20367686       -1389065.9        1338343.6         12484002        168281.97
               -7              -18                7       -1414308.8         19025666       -913130.88        854936.94         12478408        695259.19
               -6              -18                7       -1288895.3         17802218       -577340.25        497954.19         12325282          1297550
               -5              -18                7       -1187883.6         16697346       -381693.97           267396         12024627        1975154.5
               -4              -18                7       -1111274.5         15711044       -326191.81        163262.06         11576438        2728072.5
               -3              -18                7       -1059068.5         14843317       -410833.81        185552.14         10980721        3556304.8
               -2              -18                7       -1031264.9         14094164       -635620.25        334266.59         10237473        4459850.5
               -1              -18                7       -1148861.3         13641784       -674099.69        125177.42          9190226        5421836.5
                0              -18                7       -1583309.8         13569947       -12110.749       -670876.19        7816811.5          6579866
                1              -18                7       -2309632.3         13635330        122692.03       -515429.97          6663721        7202406.5
                2              -18                7       -3109296.5         13812587        246713.92       -404477.19          5649155        7893482.5
                3              -18                7       -4070273.8         14074502        408933.72       -358159.72        4723645.5          8512500
                4              -18                7         -5192563         14421075        609351.13       -376477.22          3887195          9059460
                5              -18                7       -6476166.5         14852308        847966.69       -459429.91          3139801          9534360
                6              -18                7       -7921080.5         15368197        1124779.9       -607017.25        2481465.3          9937200
                7              -18                7         -9527309         15968747        1439791.1       -819240.19        1912187.3         10267985
                8              -18                7        -11352597         16562418        1676828.3       -868264.13        1542970.3         10554411
                9              -18                7        -12955124         16695489        1704378.1       -716646.19        1411723.8         10856577
               10              -18                7        -14249817         16742788        1867704.9       -915503.06          1175260         11130562
               11              -18                7        -15533841         16750914        2024796.5       -1098721.5        992711.19         11365671
               12              -18                7        -16809882         16721706          2175666         -1265710        865022.75         11559588
               13              -18                7        -18205324         16749483        2246519.8       -1389861.1        880945.56         11633519
               14              -18                7        -19786384         16745513        2098008.8       -1341775.5        1260152.3         11384227
               15              -18                7        -21322168         16691608          1848777       -1221415.8        1689282.9         11142541
               16              -18                7        -22812578         16587779          1498881       -1028854.8        2168183.5         10908644
               17              -18                7        -24257604         16434027        1048320.8        -764092.5          2696854         10682534
               18              -18                7        -25657256         16230352        497096.47       -427128.94        3275294.8         10464212
              -18              -17                7       -268690.41         30972500       -953137.63         281060.5         11120550        1752376.8
              -17              -17                7       -652427.13         29852106         -1315881        851256.63         11449452        1226343.1
              -16              -17                7       -977066.13         28696524       -1600242.5        1315527.6         11767290        709708.94
              -15              -17                7       -1242607.6         27505762       -1806222.6        1673873.8         12074060        202474.28
              -14              -17                7       -1429289.9         26296730       -1907150.3        1928815.5         12329272       -202768.09
              -13              -17                7       -1588026.5         25146600         -1940169        2053605.5         12513337        -432920.5
              -12              -17                7       -1752835.1         24064532       -1941182.4        2037488.3         12656683          -548603
              -11              -17                7       -1868802.3         23210828       -1775476.5        1741434.5         12639872       -363923.31
              -10              -17                7         -1943461         22404430       -1533451.5          1363531         12561519       -96249.352
               -9              -17                7       -1987431.3         21595842         -1249521        951476.88         12454286         196162.5
               -8              -17                7       -1821742.4         20364796       -2810697.3        2364731.3         12766909       -141848.13
               -7              -17                7       -1430796.1         18822452       -3323262.5        2688953.8         12853731        115678.78
               -6              -17                7       -1129781.9         17383800       -2877790.5          2127122         12739502        759104.94
