           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -1681346.3       -743492.25        -12525837         20340810        139862.33       -717424.38
              -17              -18                7       -2115900.5       -518109.53        -17564596         18900400       -75090.859       -594203.38
              -16              -18                7       -2431519.8       -334743.84        -22742998         17514726       -135832.45       -507171.38
              -15              -18                7         -2628204       -193395.14        -28061042         16183783       -42362.836       -456328.31
              -14              -18                7         -2705953       -94063.406        -33518736         14907572        205318.31       -441674.25
              -13              -18                7       -2258214.5        124925.23        -38419572         13814440        1024142.5       -327500.81
              -12              -18                7       -1305346.3        233107.08        -42026488         12869835        1772274.1       -224423.53
              -11              -18                7       -127321.84        118452.61        -44975180         11929467        2056812.4          -219713
              -10              -18                7        1237162.5       -40484.242        -47822408         10994120          2300563       -230953.91
               -9              -18                7        2788106.8       -243703.42        -50568156         10063794        2503524.8       -258146.25
               -8              -18                7       -766433.38        71135.023        -60646800         10137510          5126745       -612510.81
               -7              -18                7       -1694553.8        196735.72        -66433900          9680602          5600323       -632772.31
               -6              -18                7       -2231584.5        278107.31        -71669424          9224092          5946055       -642273.63
               -5              -18                7       -2377525.3        315249.53        -76353400          8767979          6163940       -641014.94
               -4              -18                7         -2132377         308162.5        -80485792          8312263        6253980.5       -628996.25
               -3              -18                7       -1496137.8        256846.06        -84066624        7856945.5          6216172       -606217.25
               -2              -18                7       -468809.59        161300.48        -87095896          7402024          6050519       -572678.25
               -1              -18                7        1172643.1        49314.531        -87236936          6723688          4436760       -355071.63
                0              -18                7        1840974.3        63208.414        -86270928          5935248        1534375.4       -178342.58
                1              -18                7        452923.63        154889.09        -83034768        5135467.5       -2709642.5        11411.906
                2              -18                7        126071.13        193698.98        -80844904        4381603.5       -3131661.5        26273.125
                3              -18                7        59278.938        214547.45        -78337936        3594265.3       -3157504.3        36363.719
                4              -18                7        252547.13        217434.53        -75513880        2773453.8         -2787170        41683.563
                5              -18                7           705876        202360.23        -72372704        1919167.3       -2020660.5        42232.797
                6              -18                7        1419263.9        169324.39        -68914432        1031407.1          -857976        38011.414
                7              -18                7        2392713.5         118327.2        -65139052        110172.65        700886.31        29019.326
                8              -18                7        2796369.3        19234.664        -60427028       -874329.94        2018551.3       -11448.893
                9              -18                7          1809751        10892.158        -55477760       -2107080.5        1548276.3       -83395.047
               10              -18                7        1821818.3        85380.156        -51807320         -3439786        1199875.3       -88090.313
               11              -18                7          1836517         127257.2        -48101036       -4819586.5        853115.94         -70831.5
               12              -18                7        1869860.5        126696.61        -44362928         -6247180        504857.13       -25713.439
               13              -18                7        2461672.3       -227380.73        -40760124       -7745432.5        35034.965        241179.06
               14              -18                7        2475050.3       -303452.94        -35463020         -9666248         88143.25        270723.84
               15              -18                7        2447675.8       -409979.06        -30344542        -11634865        158417.63        323224.91
               16              -18                7        2379908.5       -547147.44        -25405768        -13651057        245535.34        398843.94
               17              -18                7          2271748       -714957.75        -20646712        -15714821         349496.5        497580.91
               18              -18                7        2123194.3       -913410.25        -16067365        -17826160        470300.88        619435.88
              -18              -17                7       -4726961.5         -1384429        -11723744         19356444        604107.75       -1286840.5
              -17              -17                7         -5172484       -1094093.1        -16627564         17922084        482628.25       -1163091.6
              -16              -17                7         -5499070       -845773.94        -21671024         16542454        515360.13       -1075531.6
              -15              -17                7       -5706722.5       -639471.81        -26854134         15217558        702303.25       -1024160.6
              -14              -17                7         -5385383          -320758        -31528904         14092771        1437068.6       -874389.81
              -13              -17                7         -4651334        104258.88        -35684020         13142089          2638710       -642047.19
              -12              -17                7       -3912462.5        493908.69        -39902232         12225723        3925419.3          -453931
              -11              -17                7         -2856608        509214.34        -43220156         11316494        4321471.5       -406153.69
              -10              -17                7       -1551077.8        391977.38        -46200276         10408186          4433118       -402560.97
               -9              -17                7       -59087.293        230458.11        -49078928          9504897          4503978       -414919.78
               -8              -17                7         -5737011        784430.94        -60693476          9870998          9883097       -1129199.1
               -7              -17                7         -8082322        1071432.1        -69102592          9819410         13776538       -1515044.3
               -6              -17                7       -7739325.5          1111040        -74540136          9386038         15386966       -1593225.8
               -5              -17                7       -7005238.5        1106418.5        -79426112          8953064         16869552       -1660647.3
               -4              -17                7         -5880063          1057568        -83760528          8520487         18224290         -1717309
               -3              -17                7         -4363796        964488.06        -87543376        8088307.5         19451180       -1763210.1
               -2              -17                7       -1350293.9        855156.56        -86659224        7309323.5         12641430       -1019729.4
