           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7          8888656         21835016         -8645353        -21305812        106649.58        136155.08
              -17              -18                7          8569340         20319660         -7880692        -21995488       -251995.31       -716532.63
              -16              -18                7          8225087         18835920         -7135056        -22928188       -610676.69       -1480156.4
              -15              -18                7          7855893         17383794       -6408443.5        -24103902       -969394.25         -2154716
              -14              -18                7          7461760         15963282         -5700854        -25522644         -1328148       -2740211.5
              -13              -18                7          6998166         14708883       -4951397.5        -26964868       -1691037.1       -3037972.8
              -12              -18                7        6533537.5         13956148       -4260476.5        -28253732       -1983803.5       -3002912.5
              -11              -18                7          6098306         13544140         -3664630        -29477890       -2208347.5       -2923048.8
              -10              -18                7          5649504         13230280       -3093229.5        -30718908       -2430312.8         -2826675
               -9              -18                7          5187131         13014569       -2546274.8        -31976784       -2649699.3         -2713790
               -8              -18                7          4728997          9814121         -1638902        -35907064       -2936991.8         -1501904
               -7              -18                7        3966774.3        7804757.5       -853646.75        -38850428       -3384538.8       -1131066.5
               -6              -18                7          3167101          6119133       -70974.719        -41388288       -3778890.3       -744939.94
               -5              -18                7        2329977.5          4757249           709113        -43520632       -4120045.5       -343524.81
               -4              -18                7        1455403.8          3719103          1486617        -45247460         -4408004         73179.75
               -3              -18                7        543379.88        3004696.8        2261536.8        -46568780         -4642767        505171.75
               -2              -18                7       -406094.31        2614029.5        3033873.5        -47484596         -4824334        952453.63
               -1              -18                7       -1414057.4        2777888.5          3724732        -47153060       -4980705.5         718867.5
                0              -18                7         -2360727          2817487          4747423        -47031008         -4915386        175562.95
                1              -18                7       -3220494.5        2277561.5          5259937        -45185876         -4409741       -1375486.3
                2              -18                7       -4173087.5        2438929.5          5877222        -43926088         -4317426       -969913.88
                3              -18                7       -5137148.5        2932028.3        6491641.5        -42603040         -4257553       -416640.38
                4              -18                7         -6112676        3756858.8        7103196.5        -41216732       -4230121.5        284334.56
                5              -18                7       -7099671.5        4913420.5        7711885.5        -39767160         -4235131        1133012.4
                6              -18                7         -8098133          6401712        8317708.5        -38254328         -4272581          2129390
                7              -18                7         -9108063          8221737          8920667        -36678240       -4342473.5        3273471.3
                8              -18                7         -9984849          9901779          9263387        -34582108         -4323223        4183494.8
                9              -18                7        -10488404         10509858          9607605        -32395850         -4007277        3944730.5
               10              -18                7        -11079052         11444284         10486510        -31206084         -3793329        3761514.8
               11              -18                7        -11634189         12341609         11344706        -30029184         -3570388          3553382
               12              -18                7        -12153286         13208419         12176926        -28868714       -3338362.3        3321933.5
               13              -18                7        -12669310         14297543         12788980        -27803082       -3051655.8        3089345.3
               14              -18                7        -13203118         15437807         13177703        -26018248         -2551613        2644224.5
               15              -18                7        -13676996         16486368         13484820        -24285880       -2065844.5          2211022
               16              -18                7        -14090935         17443182         13710420        -22606414       -1594456.5        1789845.5
               17              -18                7        -14444934         18308244         13854502        -20979848       -1137448.9        1380695.6
               18              -18                7        -14738993         19081562         13917068        -19406180       -694821.75        983572.13
              -18              -17                7          8068790         22253294       -8380656.5        -20032932        426320.34        851778.94
              -17              -17                7          7720188         20648550         -7583914        -20610732        64507.375       -9226.2031
              -16              -17                7          7346646         19075420         -6806196        -21431552       -297342.06       -781167.25
              -15              -17                7        6948163.5         17533904       -6047500.5        -22495390       -659227.75       -1464044.4
              -14              -17                7          6480080         16099615         -5248723        -23612828       -1015464.5       -1915326.6
              -13              -17                7        5959381.5         14811138       -4425057.5        -24749362         -1378776         -2073696
              -12              -17                7        5431863.5         13612284         -3634801        -26065460       -1758338.5       -2048692.5
              -11              -17                7          4965304         13041242       -2983694.3        -27352624       -2029766.3         -1945404
              -10              -17                7          4503711         12709066       -2385788.5        -28618736       -2267848.8         -1835876
               -9              -17                7        4028546.5         12475040       -1812328.5        -29901710       -2503352.8       -1709837.4
               -8              -17                7        3625680.5          7926321       -816683.19        -33952400       -2789050.5        687859.44
               -7              -17                7        2987077.8          4838085        112336.68        -37393244       -3238541.3          2715923
               -6              -17                7          2146570        3383823.5        965420.56        -40230940       -3740082.5        3795910.5
               -5              -17                7        1268611.3        2253300.3        1815921.1        -42663128       -4188427.8        4891186.5
               -4              -17                7        353202.56        1446516.6          2663838        -44689800         -4583577          6001753
               -3              -17                7       -599656.19        963472.38        3509170.5        -46310968       -4925530.5        7127605.5
               -2              -17                7       -1691183.8        1865962.6        4186183.3        -45935896         -4935635        4297289.5
               -1              -17                7       -2652833.5        2332111.3          4954174        -45809904         -4964271        1335562.6
                0              -17                7       -3297823.3        2222627.3          6085782        -46781148         -4974376        2394836.3
                1              -17                7       -4364736.5        2368576.8          6600349        -45455468       -4772449.5        1681854.5
                2              -17                7         -5449835        2906973.8          7109598        -44170968         -4761739        1967437.3
                3              -17                7         -6546400        3777101.8          7615982        -42823200         -4783469          2400721
                4              -17                7         -7654432          4978960          8119500        -41412176       -4837640.5        2981706.5
                5              -17                7         -8773932          6512550          8620152        -39937892       -4924253.5          3710394
                6              -17                7         -9904898        8377870.5          9117939        -38400352         -5043308        4586782.5
                7              -17                7        -11047333         10574925          9612863        -36799544       -5194803.5          5610874
                8              -17                7        -11671165         11289708          9291679        -33822288         -4860112          5174921
                9              -17                7        -12071027         11504295          9064440        -30775236       -4359104.5          4635364
               10              -17                7        -12636408         12402749          9904464        -29615688       -4194667.5          4509385
               11              -17                7        -13166276         13264099         10723780        -28469016         -4021238        4358489.5
               12              -17                7        -13639744         14201507         11382624        -27400568         -3808580        4179608.8
               13              -17                7        -14159249         15208731         11936794        -26302144       -3504739.5          3925572
               14              -17                7        -14739502         16266472         12415421        -25151084         -3108971        3591691.8
               15              -17                7        -15232836         17289236         12720410        -23480160       -2566562.5        3075206.5
               16              -17                7        -15655575         18217788         12933010        -21803500       -2026862.8        2554339.8
               17              -17                7        -16018376         19054594         13064095        -20179740       -1501543.5        2045499.8
               18              -17                7        -16321236         19799652         13113660        -18608884       -990604.63        1548685.8
              -18              -16                7          7268391         22973380       -8088047.5        -18743882        741818.94        1524584.4
              -17              -16                7        6890499.5         21279248         -7259222        -19209804        376837.81        655261.56
              -16              -16                7          6487670         19616730         -6449422        -19918748        11820.338       -124996.98
              -15              -16                7        6015098.5         18002882         -5601316        -20711230        -337819.5       -729485.75
              -14              -16                7        5489523.5         16480574       -4729646.5        -21549758       -685411.88       -1092447.5
              -13              -16                7          4957130         15047884         -3891386        -22567850       -1049255.1       -1272036.3
              -12              -16                7        4417915.5         13704818       -3086534.5        -23765508       -1429349.3       -1268250.9
